t,mu,totalMu,totalDamage,
10.12,0.19625,20.92875,0.0013713582744140623,
10.14,0.31625,21.04875,0.001434498055664062,
10.16,0.24875,21.11625,0.0014346518291015623,
10.18,0.08875,21.276249999999997,0.0014403853291015622,
10.2,-0.06875,21.433749999999996,0.0014630313681640622,
10.22,-0.06875,21.433749999999996,0.0014630313681640622,
10.24,0.14,21.6425,0.0014675796718749998,
10.26,0.21625,21.71875,0.0014746059306640622,
10.28,0.11875,21.816249999999997,0.0014750693603515623,
10.3,0.07125,21.863749999999996,0.0014761302431640622,
10.32,0.0175,21.917499999999997,0.0014785313984374997,
10.34,0.07125,21.971249999999998,0.0014786090419921872,
10.36,0.07125,21.971249999999998,0.0014786090419921872,
10.38,-0.01875,22.06125,0.0014812501552734373,
10.4,0.03125,22.11125,0.0014813126552734373,
10.42,0.2225,22.3025,0.0014885173984374998,
10.44,0.355,22.435,0.0015308461308593748,
10.46,0.275,22.515,0.0015311021308593747,
10.48,0.0625,22.7275,0.0015433587324218748,
10.5,-0.0975,22.8875,0.0015771722324218747,
10.52,-0.0025,22.9825,0.0015776009199218745,
10.54,0.13625,23.12125,0.0015835581728515622,
10.56,0.10875,23.14875,0.001583568571289062,
10.58,0.11375,23.153750000000002,0.001583568633789062,
10.6,0.25875,23.29875,0.001599799596679687,
10.62,0.3625,23.4025,0.0016289336855468749,
10.64,0.155,23.61,0.0016334007714843748,
10.66,-0.14375,23.908749999999998,0.0016938068544921873,
10.68,-0.345,24.11,0.0018064600761718745,
10.7,-0.315,24.14,0.0018064735761718748,
10.72,-0.08125,24.37375,0.001815633836914062,
10.74,0.0975,24.552500000000002,0.0018497822089843746,
10.76,0.25875,24.713749999999997,0.001916497758789062,
10.78,0.34375,24.79875,0.001969823504882812,
10.8,0.38,24.835,0.0019969991386718745,
10.82,0.335,24.88,0.0019970447011718744,
10.84,0.12375,25.09125,0.002005412346679687,
10.86,-0.14875,25.36375,0.002070912192382812,
10.88,-0.3325,25.5475,0.0021778516777343744,
10.9,-0.36875,25.58375,0.002207081092773437,
10.92,-0.38875,25.603749999999998,0.002224524280273437,
10.94,-0.31875,25.67375,0.002224695780273437,
10.96,-0.14875,25.84375,0.002231436280273437,
10.98,0.05375,26.04625,0.0022678464130859374,
11,0.2375,26.229999999999997,0.00234732848046875,
11.02,0.26875,26.261249999999997,0.0023666449599609373,
11.04,0.19375,26.33625,0.0023668558974609373,
11.06,0.0625,26.4675,0.0023710318007812495,
11.08,0.0125,26.5175,0.0023750581679687494,
11.1,-0.0425,26.572499999999998,0.0023817213749999996,
11.12,-0.10125,26.631249999999998,0.002391971459960937,
11.14,-0.11875,26.64875,0.002395737733398437,
11.16,-0.1225,26.652499999999996,0.0023965905624999994,
11.18,-0.1075,26.667499999999997,0.0023965922499999993,
11.2,0.16625,26.941249999999997,0.002408628053710937,
11.22,0.3275,27.1025,0.0024681386464843746,
11.24,0.245,27.184999999999995,0.002468419404296875,
11.26,0.16125,27.268749999999997,0.002470436143554687,
11.28,0.18,27.287499999999998,0.0024704394394531246,
11.3,0.225,27.332499999999996,0.0024705656855468746,
11.32,0.1725,27.384999999999998,0.0024706380371093744,
11.34,0.065,27.4925,0.0024774416757812495,
11.36,0.0625,27.494999999999997,0.0024777025429687494,
11.38,0.12125,27.55375,0.002477803932617187,
11.4,0.1,27.575,0.0024778087304687495,
11.42,0.09875,27.57625,0.0024778096279296866,
11.44,0.1075,27.585,0.002477809962890624,
11.46,0.10625,27.58625,0.0024778099638671867,
11.48,0.025,27.667499999999997,0.002482441499999999,
11.5,-0.03625,27.728749999999998,0.0024926657998046867,
11.52,-0.07375,27.766249999999996,0.002500902118164062,
11.54,-0.1425,27.834999999999997,0.002520512679687499,
11.56,-0.1925,27.884999999999998,0.0025389051796874994,
11.58,-0.20125,27.893749999999997,0.002542514233398437,
11.6,-0.16125,27.933749999999996,0.0025425462333984366,
11.62,-0.17375,27.946249999999996,0.0025425472099609367,
11.64,-0.22875,28.001249999999995,0.0025547209658203117,
11.66,-0.10625,28.123749999999994,0.0025556400986328116,
11.68,-0.00375,28.226249999999993,0.002560416278320312,
11.7,-0.0425,28.264999999999993,0.002560445371093749,
11.72,-0.2025,28.424999999999997,0.0025643417460937496,
11.74,-0.395,28.617499999999996,0.0026694189414062496,
11.76,-0.46625,28.688749999999995,0.002740344364257812,
11.78,-0.3625,28.792499999999997,0.0027409027499999995,
11.8,-0.20875,28.946249999999996,0.0027488812939453116,
11.82,-0.06125,29.093749999999993,0.002773559426757812,
11.84,-0.0725,29.104999999999997,0.0027735601386718743,
11.86,-0.14125,29.173749999999995,0.002773815426757812,
11.88,-0.2025,29.234999999999992,0.0027749685058593744,
11.9,-0.335,29.367499999999993,0.0027838167109374996,
11.92,-0.42375,29.456249999999997,0.0027973768095703117,
11.94,-0.38875,29.491249999999994,0.0027973982470703117,
11.96,-0.225,29.654999999999994,0.0028013022773437494,
11.98,-0.05375,29.826249999999995,0.002823073856445312,
12,0.01875,29.898749999999996,0.0028450211923828116,
12.02,-0.1275,30.044999999999995,0.002846585267578124,
12.04,-0.21875,30.136249999999997,0.002851719434570312,
12.06,-0.2025,30.152499999999996,0.002851721580078124,
12.08,-0.04375,30.311249999999998,0.002854399122070312,
12.1,0.11,30.464999999999996,0.002897051572265624,
12.12,0.08875,30.48625,0.0028970563701171867,
12.14,0.03375,30.541249999999998,0.0028972732333984366,
12.16,0.04,30.5475,0.002897273355468749,
12.18,0.055,30.5625,0.002897278031249999,
12.2,0.05625,30.56375,0.002897278928710937,
12.22,0.04875,30.57125,0.002897279139648437,
12.24,0.06625,30.588749999999997,0.002897290819335937,
12.26,0.03375,30.62125,0.0028973079833984373,
12.28,0.0225,30.6325,0.002897421283203125,
12.3,0.0975,30.7075,0.002897632220703125,
12.32,0.2475,30.8575,0.0029838863515624994,
12.34,0.38,30.990000000000002,0.0031050966269531247,
12.36,0.36875,31.00125,0.003105097338867187,
12.38,0.22625,31.14375,0.003106913879882812,
12.4,0.13,31.240000000000002,0.0031129091269531247,
12.42,0.1075,31.262500000000003,0.0031152140410156248,
12.44,0.1525,31.3075,0.0031152596035156246,
12.46,0.05375,31.40625,0.003122550624023437,
12.48,-0.105,31.564999999999998,0.0031622298144531246,
12.5,-0.20375,31.66375,0.003204648262695312,
12.52,-0.28875,31.74875,0.003254729133789062,
12.54,-0.1625,31.875,0.0032557352871093745,
12.56,0.0325,32.07,0.003271305884765625,
12.58,0.1775,32.215,0.0033054079589843743,
12.6,0.23625,32.27375,0.003327080696289062,
12.62,0.30375,32.34125,0.0033587295478515623,
12.64,0.33625,32.37375,0.003376799446289062,
12.66,0.2325,32.477500000000006,0.0033773578320312496,
12.68,0.13125,32.57875,0.003381107008789062,
12.7,0.08625,32.62375,0.003384611946289062,
12.72,0.12625,32.66375,0.0033846439462890624,
12.74,0.2475,32.785,0.0033867083222656243,
12.76,0.235,32.7975,0.0033867092988281245,
12.78,0.1325,32.9,0.003387468759765625,
12.8,0.0625,32.97,0.0033912494824218744,
12.82,0.03875,32.99375,0.0033941575029296867,
12.84,0.02,33.0125,0.0033968069218749996,
12.86,0.02875,33.021249999999995,0.003396807256835937,
12.88,-0.00875,33.058749999999996,0.003401524680664062,
12.9,-0.0325,33.082499999999996,0.0034060635468749993,
12.92,-0.0025,33.1125,0.0034060770468749995,
12.94,0.1075,33.2225,0.0034074355468749996,
12.96,0.14125,33.256249999999994,0.003408686221679687,
12.98,0.1425,33.25749999999999,0.0034087432343749995,
13,0.125,33.27499999999999,0.0034087459140624997,
13.02,0.01125,33.38875,0.003409873727539062,
13.04,-0.05125,33.45125,0.0034154450166015617,
13.06,0.01125,33.51375,0.003415567086914062,
13.08,0.1475,33.65,0.0034193704843749994,
13.1,0.25375,33.756249999999994,0.003429631329101562,
13.12,0.3225,33.825,0.0034415494101562496,
13.14,0.40375,33.90625,0.0034982440185546866,
13.16,0.38625,33.92375,0.003498246698242187,
13.18,0.2525,34.0575,0.003499974058593749,
13.2,0.10125,34.208749999999995,0.003512084338867187,
13.22,0.16625,34.27374999999999,0.003512221651367187,
13.24,0.3575,34.464999999999996,0.0035204975468749993,
13.26,0.3825,34.489999999999995,0.0035232079960937496,
13.28,0.235,34.637499999999996,0.003524812519531249,
13.3,0.0225,34.849999999999994,0.0035481989746093743,
13.32,-0.02125,34.89375,0.0035588741455078116,
13.34,-0.01625,34.89874999999999,0.0035588742080078116,
13.36,-0.1,34.982499999999995,0.0035844082812499993,
13.38,-0.1425,35.02499999999999,0.003601988970703124,
13.4,-0.085,35.082499999999996,0.0036020840253906243,
13.42,0.04375,35.21124999999999,0.0036052193896484366,
13.44,0.015,35.239999999999995,0.0036052312714843745,
13.46,-0.12875,35.38374999999999,0.003607785866210937,
13.48,-0.24,35.495,0.0036603418222656246,
13.5,-0.245,35.5,0.0036634741308593744,
13.52,-0.17125,35.57375,0.003663674696289062,
13.54,-0.14125,35.60375,0.003664032516601562,
13.56,-0.18375,35.646249999999995,0.0036640708994140616,
13.58,-0.23625,35.69875,0.003664461204101562,
13.6,-0.21375,35.72125,0.0036644668994140622,
13.62,-0.13375,35.801249999999996,0.003665019952148437,
13.64,-0.11375,35.82124999999999,0.003665461999023437,
13.66,-0.11375,35.82124999999999,0.003665461999023437,
13.68,-0.1075,35.82749999999999,0.0036656313105468746,
13.7,-0.16875,35.888749999999995,0.003665746202148437,
13.72,-0.32125,36.04124999999999,0.003720948342773437,
13.74,-0.4425,36.162499999999994,0.003833425621093749,
13.76,-0.43125,36.17375,0.0038334263330078115,
13.78,-0.25625,36.348749999999995,0.003836656040039062,
13.8,-0.08125,36.52374999999999,0.003856997465820312,
13.82,-0.005,36.599999999999994,0.0038752957382812495,
13.84,0.01875,36.623749999999994,0.0038824914501953117,
13.86,0.0075,36.63499999999999,0.003882492162109374,
13.88,-0.11125,36.75375,0.0038835899501953115,
13.9,-0.25875,36.90124999999999,0.0038931760673828115,
13.92,-0.2775,36.919999999999995,0.003895491501953124,
13.94,-0.2275,36.97,0.003895554001953124,
13.96,-0.15125,37.04624999999999,0.0038964976552734367,
13.98,-0.15,37.0475,0.0038965278378906244,
14,-0.26375,37.161249999999995,0.0038972637470703116,
14.02,-0.3625,37.26,0.003912271763671874,
14.04,-0.405,37.302499999999995,0.003922609257812499,
14.06,-0.40125,37.30624999999999,0.003922609284179686,
14.08,-0.40125,37.30624999999999,0.003922609284179686,
14.1,-0.41625,37.32124999999999,0.003925720612304687,
14.12,-0.3225,37.41499999999999,0.003926132599609374,
14.14,-0.12875,37.60875,0.0039376024482421865,
14.16,0.05,37.787499999999994,0.003977540697265624,
14.18,0.1225,37.86,0.004007992283203124,
14.2,0.0425,37.94,0.004008248283203124,
14.22,-0.02,38.0025,0.004009439103515623,
14.24,-0.00125,38.021249999999995,0.004009442399414061,
14.26,0.10125,38.123749999999994,0.004010330385742186,
14.28,0.17,38.192499999999995,0.004035596462890623,
14.3,0.085,38.27749999999999,0.004035903525390624,
14.32,-0.04,38.40249999999999,0.004040226962890623,
14.34,-0.1275,38.489999999999995,0.004048761767578123,
14.36,-0.13,38.49249999999999,0.004049096462890624,
14.38,-0.01,38.6125,0.004049960462890623,
14.4,0.12875,38.75124999999999,0.004057758321289061,
14.42,0.18375,38.80624999999999,0.004070509061523436,
14.44,0.2075,38.82999999999999,0.0040850173613281235,
14.46,0.14,38.897499999999994,0.004085171134765623,
14.48,0.06125,38.97624999999999,0.004086581436523436,
14.5,0.0575,38.97999999999999,0.0040867048613281234,
14.52,0.1475,39.06999999999999,0.004087069361328123,
14.54,0.1175,39.099999999999994,0.004087082861328123,
14.56,0.0125,39.20499999999999,0.004089453798828123,
14.58,-0.00375,39.22124999999999,0.0040904600419921855,
14.6,-0.00625,39.223749999999995,0.004090629379882811,
14.62,0.01375,39.24374999999999,0.004090633379882811,
14.64,0.095,39.32499999999999,0.004091148365234373,
14.66,0.19125,39.42124999999999,0.004094481247070311,
14.68,0.27875,39.50874999999999,0.00414579758691406,
14.7,0.3225,39.552499999999995,0.004182048460937498,
14.72,0.39625,39.62625,0.004253230866210936,
14.74,0.4525,39.6825,0.004319723894531249,
14.76,0.35,39.785,0.004320262339843749,
14.78,0.13875,39.996249999999996,0.004335166522460935,
14.8,-0.00375,40.13875,0.004367211321289061,
14.82,-0.1,40.235,0.004404050933593749,
14.84,-0.05625,40.278749999999995,0.004404092803710936,
14.86,0.03375,40.36874999999999,0.004405247264648436,
14.88,-0.10375,40.506249999999994,0.004408172342773435,
14.9,-0.23,40.63249999999999,0.004481072939453123,
14.92,-0.155,40.707499999999996,0.004481283876953123,
14.94,0.065,40.927499999999995,0.004493909126953122,
14.96,0.24875,41.11125,0.004535938063476561,
14.98,0.25625,41.11874999999999,0.004538557186523436,
15,0.09875,41.27624999999999,0.004540510678710936,
15.02,-0.06,41.434999999999995,0.004554371910156248,
15.04,-0.13125,41.506249999999994,0.004567649959960935,
15.06,-0.15625,41.53125,0.004573651913085936,
15.08,-0.16125,41.536249999999995,0.004574943616210935,
15.1,-0.1525,41.544999999999995,0.004574943951171873,
15.12,-0.06375,41.63374999999999,0.004575407045898435,
15.14,0.085,41.7825,0.004582409800781248,
15.16,0.18875,41.88625,0.004596381116210935,
15.18,0.20875,41.90625,0.004600270116210935,
15.2,0.32875,42.02625,0.00464106711035156,
15.22,0.5525,42.25,0.004853698666015621,
15.24,0.6475,42.345,0.005015812529296872,
15.26,0.4775,42.515,0.005018269029296872,
15.28,0.15125,42.84125,0.005076916799804685,
15.3,-0.17875,43.17125,0.005297848448242185,
15.32,-0.3125,43.305,0.005458180529296872,
15.34,-0.28375,43.333749999999995,0.005458192411132809,
15.36,-0.14875,43.46875,0.00546037593066406,
15.38,-0.05625,43.56125,0.005466593737304685,
15.4,0.0575,43.675,0.0054835070292968725,
15.42,0.055,43.6775,0.005483507037109372,
15.44,-0.0225,43.754999999999995,0.005483763029296872,
15.46,-0.08125,43.81375,0.005484842606445309,
15.48,-0.10375,43.83625,0.005485603405273435,
15.5,0.0375,43.9775,0.005487012484374997,
15.52,0.19375,44.13375,0.005527246450195309,
15.54,0.17375,44.15375,0.005527250450195309,
15.56,0.0475,44.28,0.005528810525390622,
15.58,-0.01375,44.34125,0.005531713536132809,
15.6,0.1325,44.4875,0.0055332776113281214,
15.62,0.37375,44.72875,0.00563289841894531,
15.64,0.6125,44.9675,0.005867034015624996,
15.66,0.7975,45.152499999999996,0.006232050804687497,
15.68,0.83,45.184999999999995,0.006311927095703121,
15.7,0.72625,45.28874999999999,0.006312485481445309,
15.72,0.4675,45.5475,0.00633574447851562,
15.74,0.165,45.849999999999994,0.00645896690820312,
15.76,0.02625,45.988749999999996,0.006571543997070307,
15.78,0.0675,46.03,0.00657157909179687,
15.8,0.1875,46.14999999999999,0.00657364037304687,
15.82,0.28875,46.25125,0.006580587942382808,
15.84,0.19375,46.34625,0.006581016629882808,
15.86,-0.01625,46.55624999999999,0.006633031327148433,
15.88,-0.16875,46.708749999999995,0.006828142329101557,
15.9,-0.16875,46.708749999999995,0.006828142329101557,
15.92,-0.14,46.7375,0.006828154210937495,
15.94,-0.19375,46.79124999999999,0.006866516541992183,
15.96,-0.22375,46.82124999999999,0.006915074987304683,
15.98,-0.0975,46.94749999999999,0.006916081140624995,
16,0.065,47.10999999999999,0.00692711247851562,
16.02,0.08375,47.12875,0.006929613010742183,
16.04,-0.12875,47.34124999999999,0.006934410862304683,
16.06,-0.17875,47.39124999999999,0.006938656956054683,
16.08,-0.0625,47.50749999999999,0.006939442460937495,
16.1,0.17625,47.74624999999999,0.0069651628779296825,
16.12,0.3275,47.897499999999994,0.007016918855468745,
16.14,0.3825,47.952499999999986,0.007044573156249996,
16.16,0.44125,48.01124999999999,0.007080202690429683,
16.18,0.4975,48.067499999999995,0.007120760566406245,
16.2,0.45625,48.10874999999999,0.007120795661132807,
16.22,0.2425,48.32249999999999,0.007129051253906245,
16.24,0.0325,48.53249999999999,0.0071710328789062455,
16.26,0.07875,48.57874999999999,0.007171082344726558,
16.28,0.3775,48.87749999999999,0.007191564691406245,
16.3,0.53125,49.031249999999986,0.007248891940429682,
16.32,0.45375,49.108749999999986,0.007249124682617182,
16.34,0.195,49.36749999999999,0.007267900835937495,
16.36,-0.1075,49.66999999999999,0.00737919743945312,
16.38,-0.22875,49.79124999999999,0.007472443874023432,
16.4,-0.27625,49.83874999999999,0.0075559484658203075,
16.42,-0.43,49.99249999999999,0.007879228140624995,
16.44,-0.55375,50.11624999999999,0.008203817526367185,
16.46,-0.64875,50.21124999999999,0.008495832608398434,
16.48,-0.63125,50.22874999999999,0.008495835288085934,
16.5,-0.5475,50.312499999999986,0.008496351593749996,
16.52,-0.5225,50.33749999999999,0.008496838761718747,
16.54,-0.62875,50.44374999999999,0.00849743849316406,
16.56,-0.83875,50.65374999999999,0.009204558672851559,
16.58,-0.8925,50.70749999999998,0.009436386580078122,
16.6,-0.5275,51.072499999999984,0.009460700142578122,
16.62,-0.0125,51.587499999999984,0.00977712258007812,
16.64,0.4825,52.08249999999998,0.010736191267578122,
16.66,0.5625,52.16249999999998,0.010976522267578122,
16.68,0.22375,52.501249999999985,0.01099595831347656,
16.7,-0.14125,52.86624999999998,0.01115079330957031,
16.72,-0.46375,53.188749999999985,0.011516939905273436,
16.74,-0.65,53.374999999999986,0.011867804494140623,
16.76,-0.59,53.43499999999998,0.011867912494140622,
16.78,-0.155,53.86999999999998,0.011928448181640622,
16.8,0.28625,54.31124999999999,0.012278146045898435,
16.82,0.24,54.35749999999999,0.012278195511718748,
16.84,-0.2475,54.844999999999985,0.012354175814453123,
16.86,-0.745,55.34249999999999,0.012914827769531248,
16.88,-1.0725,55.66999999999999,0.014225062246093748,
16.9,-1.2225,55.819999999999986,0.015105348027343748,
16.92,-1.25125,55.84874999999999,0.01528957980175781,
16.94,-1.14375,55.95624999999999,0.015290200950195312,
16.96,-1.07,56.02999999999999,0.015292556974609373,
16.98,-1.06,56.03999999999999,0.015293077435546873,
17,-0.91,56.18999999999998,0.015309449349609372,
17.02,-0.52625,56.57374999999999,0.01548011886425781,
17.04,-0.095,57.00499999999999,0.016062483244140623,
17.06,0.31,57.40999999999999,0.01719235445898437,
17.08,0.5125,57.61249999999999,0.018032928953125,
17.1,0.38625,57.73874999999999,0.018033935106445312,
17.12,0.12,58.00499999999999,0.0180631624921875,
17.14,-0.08375,58.208749999999995,0.01813891658300781,
17.16,-0.10875,58.233749999999986,0.01815281515722656,
17.18,0.22,58.562499999999986,0.018170580242187498,
17.2,0.62875,58.97124999999998,0.018851688209960936,
17.22,1.0025,59.344999999999985,0.021253188759765625,
17.24,1.22375,59.56624999999999,0.023109813147460932,
17.26,1.05375,59.736249999999984,0.02311226964746093,
17.28,0.46625,60.32374999999999,0.02332714226464843,
17.3,-0.02,60.80999999999999,0.024071800330078122,
17.32,-0.59125,61.381249999999994,0.02609932233496093,
17.34,-0.88375,61.673749999999984,0.027790103045898434,
17.36,-1.045,61.834999999999994,0.02894869827929687,
17.38,-0.98625,61.89374999999999,0.028948799668945306,
17.4,-0.64875,62.23124999999999,0.028979806690429682,
17.42,-0.26625,62.61374999999999,0.029184835356445307,
17.44,0.12625,63.006249999999994,0.02975207420996093,
17.46,0.59125,63.47124999999999,0.03113907584667968,
17.48,0.91375,63.79374999999999,0.0327062678720703,
17.5,1.1625,64.04249999999999,0.03432733411523437,
17.52,1.13625,64.06875,0.03432734315917968,
17.54,0.6875,64.51749999999998,0.03438092005273437,
17.56,-0.0425,65.24749999999999,0.03520217917773437,
17.58,-0.68625,65.89124999999999,0.037486733762695304,
17.6,-1.2325,66.4375,0.041276564433593746,
17.62,-1.66,66.865,0.04585773759570312,
17.64,-1.825,67.03,0.04803596227929687,
17.66,-1.825,67.03,0.04803596227929687,
17.68,-1.7875,67.0675,0.04803598864648437,
17.7,-1.81875,67.09875,0.04803600390527343,
17.72,-1.79625,67.12125,0.04803600960058593,
17.74,-1.6625,67.255,0.04803813830468749,
17.76,-1.53875,67.37875,0.04804772032519531,
17.78,-1.5575,67.3975,0.048047723621093746,
17.8,-1.5275,67.42749999999998,0.04804916469335937,
17.82,-0.9675,67.98749999999998,0.04835126194335937,
17.84,-0.3,68.65499999999999,0.04980928845117187,
17.86,0.58375,69.53875,0.0550238753486328,
17.88,1.22375,70.17874999999998,0.06220487684863281,
17.9,1.785,70.73999999999998,0.07155893988867187,
17.92,2.2075,71.1625,0.08082235405273437,
17.94,2.0325,71.33749999999998,0.08082503374023438,
17.96,1.3825,71.98749999999998,0.08110311186523438,
17.98,0.7325,72.63749999999999,0.08242687749023438,
18,0.0825,73.2875,0.08562020561523437,
18.02,-0.505,73.87499999999999,0.09080117534179688,
18.04,-0.7175,74.08749999999998,0.09333495561523437,
18.06,-0.40375,74.40124999999998,0.09335039824316406,
18.08,0.33875,75.14374999999998,0.09392416569824219,
18.1,1.48375,76.28875,0.09866803577246094,
18.12,2.0875,76.89249999999998,0.10436986067773438,
18.14,2.515,77.32,0.11393445451367187,
18.16,2.775,77.57999999999998,0.12172920251367186,
18.18,2.87125,77.67624999999998,0.12484854537792969,
18.2,2.84,77.70749999999998,0.12484856063671876,
18.22,2.365,78.18249999999998,0.12491341854687502,
18.24,1.8575,78.68999999999998,0.12536945527148438,
18.26,1.35125,79.19624999999999,0.1266044493779297,
18.28,0.845,79.70249999999999,0.12900812160937503,
18.3,0.33875,80.20874999999998,0.1329697109794922,
18.32,-0.0725,80.61999999999998,0.1376033196699219,
18.34,-0.39125,80.93874999999998,0.1422114174482422,
18.36,-0.58375,81.13124999999998,0.14546975606542972,
18.38,-0.675,81.22249999999998,0.147147168671875,
18.4,-0.80875,81.35624999999999,0.1497665613779297,
18.42,-1.0025,81.54999999999998,0.15391317359960938,
18.44,-1.06375,81.61124999999998,0.15531375806542969,
18.46,-0.85625,81.81875,0.1553182251513672,
18.48,-0.3175,82.35749999999999,0.155521547296875,
18.5,0.43,83.10499999999999,0.1569802520839844,
18.52,1.2,83.87499999999999,0.16111412401367187,
18.54,1.69,84.36499999999998,0.1657547926621094,
18.56,1.81875,84.49374999999998,0.16728882507324222,
18.58,1.4975,84.81499999999998,0.16730540182421877,
18.6,0.975,85.33749999999998,0.1675891638183594,
18.62,0.4825,85.82999999999998,0.16848180506250002,
18.64,0.06375,86.24874999999999,0.1699915470107422,
18.66,-0.2425,86.55499999999998,0.17166769465234377,
18.68,-0.46625,86.77874999999999,0.17325407463574222,
18.7,-0.6775,86.98999999999998,0.17506622153125,
18.72,-0.85125,87.16375,0.1768059065732422,
18.74,-0.985,87.29749999999999,0.17830898416210939,
18.76,-1.0425,87.35499999999999,0.17900099652734378,
18.78,-1.03125,87.36624999999998,0.17900099723925783,
18.8,-0.87375,87.52374999999998,0.1790033992373047,
18.82,-0.6875,87.70999999999998,0.17902336596484378,
18.84,-0.48375,87.91375,0.17908821783886722,
18.86,-0.29,88.10749999999999,0.17921405044140626,
18.88,-0.08875,88.30874999999997,0.17943478065527346,
18.9,0.13375,88.53124999999999,0.17981470514160158,
18.92,0.42375,88.82124999999999,0.1805771339462891,
18.94,0.75875,89.15624999999999,0.18192307574707034,
18.96,0.85875,89.25624999999998,0.18243726973144533,
18.98,0.78875,89.32624999999999,0.18243744123144534,
19,0.62875,89.48624999999998,0.18244335323144534,
19.02,0.485,89.62999999999998,0.18246337412500002,
19.04,0.44375,89.67124999999999,0.18247300641894532,
19.06,0.27625,89.83874999999998,0.18253609267675783,
19.08,0.05875,90.05624999999998,0.18269326973144534,
19.1,-0.1325,90.24749999999997,0.1829242592402344,
19.12,-0.35125,90.46624999999997,0.18332305023144535,
19.14,-0.57625,90.69124999999998,0.18391476366894532,
19.16,-0.695,90.80999999999997,0.18431275401562502,
19.18,-0.665,90.83999999999997,0.18431276751562503,
19.2,-0.5375,90.96749999999997,0.18431470750781254,
19.22,-0.45375,91.05124999999998,0.1843197745791016,
19.24,-0.4125,91.09249999999997,0.18432402664843753,
19.26,-0.33375,91.17124999999999,0.1843363258603516,
19.28,-0.2125,91.29249999999999,0.1843689185234375,
19.3,-0.065,91.43999999999998,0.184437777515625,
19.32,0.13625,91.64124999999999,0.18459994114941408,
19.34,0.34625,91.85124999999998,0.1848772164541016,
19.36,0.505,92.00999999999999,0.18517675401562503,
19.38,0.52625,92.03124999999997,0.18522347162597658,
19.4,0.3475,92.20999999999998,0.18522632729687505,
19.42,0.15125,92.40624999999997,0.1852498388134766,
19.44,-0.11625,92.67374999999998,0.18535608563378908,
19.46,-0.31125,92.86874999999998,0.1855171854931641,
19.48,-0.42,92.97749999999998,0.1856471025761719,
19.5,-0.50375,93.06124999999997,0.18576983512597658,
19.52,-0.53875,93.09624999999997,0.1858274464384766,
19.54,-0.5825,93.13999999999999,0.18590497953906254,
19.56,-0.68625,93.24374999999998,0.1861147538525391,
19.58,-0.89625,93.45374999999999,0.18696142688964845,
19.6,-1.12,93.67749999999998,0.18928312006250003,
19.62,-1.36125,93.91874999999997,0.19540328256152345,
19.64,-1.42375,93.98124999999997,0.19710764720996096,
19.66,-1.41875,93.98624999999998,0.19710764727246097,
19.68,-1.4275,93.99499999999998,0.19721150247460942,
19.7,-1.37125,94.05124999999998,0.19721159146386724,
19.72,-1.0775,94.34499999999997,0.19723293997460942,
19.74,-0.7575,94.66499999999998,0.1973618839746094,
19.76,-0.3575,95.06499999999997,0.1978240239746094,
19.78,0.13,95.55249999999998,0.19910059909179692,
19.8,0.5725,95.99499999999998,0.20121150247460942,
19.82,0.825,96.24749999999997,0.2029258204511719,
19.84,1.0125,96.43499999999997,0.20447489447460943,
19.86,0.965,96.48249999999997,0.20447494806054692,
19.88,0.80125,96.64624999999998,0.20447960815527347,
19.9,0.7,96.74749999999997,0.20449015326367193,
19.92,0.705,96.75249999999997,0.20449015332617193,
19.94,0.58375,96.87374999999997,0.20451430241894536,
19.96,0.295,97.16249999999998,0.2046595813417969,
19.98,-0.045,97.50249999999997,0.2050661990292969,
20,-0.2725,97.72999999999998,0.2055358066621094,
20.02,-0.56375,98.02124999999998,0.20643304165136722,
20.04,-0.785,98.24249999999998,0.2073787614667969,
20.06,-1.06875,98.52624999999998,0.20898246747558596,
20.08,-1.2525,98.70999999999998,0.2102848744121094,
20.1,-1.2025,98.75999999999998,0.21028493691210942,
20.12,-1.09,98.87249999999997,0.21028701991992194,
20.14,-0.97625,98.98624999999998,0.21029541529199225,
20.16,-0.81625,99.14624999999998,0.21032638666699224,
20.18,-0.55375,99.40874999999997,0.21045545730175785,
20.2,-0.40125,99.56124999999997,0.21059329359277348,
20.22,-0.39375,99.56874999999998,0.21060151767675786,
20.24,-0.4775,99.65249999999997,0.21060181139062506,
20.26,-0.56875,99.74374999999998,0.21060419736425787,
20.28,-0.50875,99.80374999999998,0.21060430536425787,
20.3,-0.26,100.05249999999998,0.21077906795117193,
20.32,0.00625,100.31874999999997,0.21128744798925786,
20.34,0.30125,100.61374999999998,0.21216571807128914,
20.36,0.51125,100.82374999999998,0.21303358293847663,
20.38,0.61625,100.92874999999998,0.21355328298144538,
20.4,0.7125,101.02499999999998,0.21408388734960943,
20.42,0.9175,101.22999999999998,0.21539939028710944,
20.44,1.13625,101.44874999999998,0.21726234762597663,
20.46,1.22625,101.53874999999998,0.21818119158691412,
20.48,1.1475,101.61749999999998,0.21818143577343757,
20.5,0.995,101.76999999999998,0.21818737481445322,
20.52,0.82625,101.93874999999997,0.21821319158691416,
20.54,0.645,102.11999999999998,0.21827937969726569,
20.56,0.46625,102.29874999999998,0.21840067958691414,
20.58,0.31875,102.44624999999998,0.21855488023535163,
20.6,0.24,102.52499999999998,0.21866084888085946,
20.62,0.255,102.53999999999998,0.21866085056835943,
20.64,0.30375,102.58874999999998,0.21866097842285165,
