TotalMuLength,Damage,
0.02250000000000002,5.695312500000015E-09,
0.023750000000000007,6.698242187500007E-09,
0.023750000000000007,6.698242187500007E-09,
0.023750000000000007,6.698242187500007E-09,
0.023750000000000007,6.698242187500007E-09,
0.024999999999999994,7.812499999999996E-09,
0.024999999999999994,7.812499999999996E-09,
0.026249999999999996,9.043945312499997E-09,
0.026249999999999996,9.043945312499997E-09,
0.026250000000000002,9.043945312500002E-09,
0.026250000000000002,9.043945312500002E-09,
0.02750000000000001,1.0398437500000012E-08,
0.02750000000000001,1.0398437500000012E-08,
0.027500000000000024,1.0398437500000028E-08,
0.027500000000000024,1.0398437500000028E-08,
0.028749999999999998,1.1881835937499999E-08,
0.028749999999999998,1.1881835937499999E-08,
0.028749999999999998,1.1881835937499999E-08,
0.028749999999999998,1.1881835937499999E-08,
0.03,1.35E-08,
0.03,1.35E-08,
0.030000000000000002,1.35E-08,
0.030000000000000002,1.35E-08,
0.03125,1.52587890625E-08,
0.03125,1.52587890625E-08,
0.0325,1.7164062500000002E-08,
0.0325,1.7164062500000002E-08,
0.0325,1.7164062500000002E-08,
0.0325,1.7164062500000002E-08,
0.03375,1.9221679687500008E-08,
0.03375,1.9221679687500008E-08,
0.035,2.143750000000001E-08,
0.035,2.143750000000001E-08,
0.03625,2.3817382812499996E-08,
0.03625,2.3817382812499996E-08,
0.037500000000000006,2.6367187500000016E-08,
0.037500000000000006,2.6367187500000016E-08,
0.03875000000000001,2.9092773437500023E-08,
0.03875000000000001,2.9092773437500023E-08,
0.04,3.2E-08,
0.04,3.2E-08,
0.04000000000000001,3.200000000000002E-08,
0.04000000000000001,3.200000000000002E-08,
0.04000000000000001,3.200000000000002E-08,
0.04000000000000001,3.200000000000002E-08,
0.04249999999999998,3.838281249999996E-08,
0.04249999999999998,3.838281249999996E-08,
0.04249999999999998,3.838281249999996E-08,
0.04249999999999998,3.838281249999996E-08,
0.04250000000000004,3.838281250000011E-08,
0.04250000000000004,3.838281250000011E-08,
0.04374999999999998,4.187011718749996E-08,
0.04374999999999998,4.187011718749996E-08,
0.04375,4.1870117187499985E-08,
0.04375,4.1870117187499985E-08,
0.04375000000000007,4.187011718750019E-08,
0.04375000000000007,4.187011718750019E-08,
0.044999999999999984,4.556249999999996E-08,
0.044999999999999984,4.556249999999996E-08,
0.045,4.5562499999999995E-08,
0.045,4.5562499999999995E-08,
0.04625,4.946582031249999E-08,
0.04625,4.946582031249999E-08,
0.04625,4.946582031249999E-08,
0.04625,4.946582031249999E-08,
0.04625,4.946582031249999E-08,
0.04625,4.946582031249999E-08,
0.048750000000000016,5.792871093750006E-08,
0.048750000000000016,5.792871093750006E-08,
0.048750000000000016,5.792871093750006E-08,
0.048750000000000016,5.792871093750006E-08,
0.05124999999999999,6.730566406249997E-08,
0.05124999999999999,6.730566406249997E-08,
0.053749999999999964,7.764355468749982E-08,
0.053749999999999964,7.764355468749982E-08,
0.05374999999999999,7.764355468749998E-08,
0.05374999999999999,7.764355468749998E-08,
0.05374999999999999,7.764355468749998E-08,
0.05374999999999999,7.764355468749998E-08,
0.05499999999999999,8.318749999999998E-08,
0.05499999999999999,8.318749999999998E-08,
0.056249999999999994,8.898925781249999E-08,
0.056249999999999994,8.898925781249999E-08,
0.057499999999999996,9.505468749999999E-08,
0.057499999999999996,9.505468749999999E-08,
0.05750000000000005,9.505468750000026E-08,
0.05750000000000005,9.505468750000026E-08,
0.05875,1.013896484375E-07,
0.05875,1.013896484375E-07,
0.06,1.08E-07,
0.06125,1.1489160156250002E-07,
0.06125,1.1489160156250002E-07,
0.06125000000000003,1.1489160156250017E-07,
0.06125000000000003,1.1489160156250017E-07,
0.06375,1.2954199218750001E-07,
0.06375,1.2954199218750001E-07,
0.0675,1.5377343750000006E-07,
0.0675,1.5377343750000006E-07,
0.06875,1.6247558593750007E-07,
0.06875,1.6247558593750007E-07,
0.06875,1.6247558593750007E-07,
0.06875,1.6247558593750007E-07,
0.07125000000000001,1.8085253906250008E-07,
0.07125000000000001,1.8085253906250008E-07,
0.0725,1.9053906249999997E-07,
0.0725,1.9053906249999997E-07,
0.07250000000000001,1.905390625000001E-07,
0.07250000000000001,1.905390625000001E-07,
0.07625000000000001,2.2166113281250015E-07,
0.07625000000000001,2.2166113281250015E-07,
0.07749999999999999,2.3274218749999981E-07,
0.07749999999999999,2.3274218749999981E-07,
0.07874999999999999,2.4418652343749983E-07,
0.07874999999999999,2.4418652343749983E-07,
0.07999999999999999,2.5599999999999986E-07,
0.07999999999999999,2.5599999999999986E-07,
0.08,2.56E-07,
0.08,2.56E-07,
0.08124999999999999,2.6818847656249986E-07,
0.08124999999999999,2.6818847656249986E-07,
0.08249999999999999,2.807578124999999E-07,
0.08249999999999999,2.807578124999999E-07,
0.08250000000000002,2.807578125000002E-07,
0.08250000000000002,2.807578125000002E-07,
0.08374999999999999,2.937138671874999E-07,
0.08374999999999999,2.937138671874999E-07,
0.0875,3.349609374999999E-07,
0.0875,3.349609374999999E-07,
0.08875,3.4952246093749993E-07,
0.08875,3.4952246093749993E-07,
0.09,3.6449999999999996E-07,
0.09,3.6449999999999996E-07,
0.09125,3.7989941406249997E-07,
0.09125,3.7989941406249997E-07,
0.095,4.2868749999999994E-07,
0.095,4.2868749999999994E-07,
0.09625,4.458330078125E-07,
0.09625,4.458330078125E-07,
0.0975,4.6342968749999994E-07,
0.0975,4.6342968749999994E-07,
0.0975,4.6342968749999994E-07,
0.0975,4.6342968749999994E-07,
0.09750000000000003,4.6342968750000047E-07,
0.09750000000000003,4.6342968750000047E-07,
0.09875,4.814833984375E-07,
0.09875,4.814833984375E-07,
0.09875,4.814833984375E-07,
0.09875,4.814833984375E-07,
0.1075,6.211484374999999E-07,
0.1075,6.211484374999999E-07,
0.10999999999999999,6.654999999999998E-07,
0.10999999999999999,6.654999999999998E-07,
0.11,6.654999999999998E-07,
0.11,6.654999999999998E-07,
0.1175,8.111171875E-07,
0.125,9.765625E-07,
0.125,9.765625E-07,
0.12625000000000008,1.0061533203125019E-06,
0.12625000000000008,1.0061533203125019E-06,
0.1275,1.0363359375000001E-06,
0.1275,1.0363359375000001E-06,
0.12750000000000003,1.0363359375000005E-06,
0.12750000000000003,1.0363359375000005E-06,
0.13375,1.1963310546875003E-06,
0.13375,1.1963310546875003E-06,
0.1375,1.2998046875000006E-06,
0.1375,1.2998046875000006E-06,
0.1425,1.4468203124999996E-06,
0.1425,1.4468203124999996E-06,
0.14499999999999996,1.5243124999999987E-06,
0.14499999999999996,1.5243124999999987E-06,
0.14500000000000002,1.5243125000000008E-06,
0.14500000000000002,1.5243125000000008E-06,
0.14624999999999988,1.5640751953124962E-06,
0.14624999999999988,1.5640751953124962E-06,
0.14625,1.5640751953124996E-06,
0.14625,1.5640751953124996E-06,
0.14625,1.5640751953124996E-06,
0.14625,1.5640751953124996E-06,
0.14875,1.6456630859374997E-06,
0.14875,1.6456630859374997E-06,
0.15000000000000002,1.687500000000001E-06,
0.15000000000000002,1.687500000000001E-06,
0.155,1.8619374999999998E-06,
0.15500000000000003,1.8619375000000015E-06,
0.15500000000000003,1.8619375000000015E-06,
0.15749999999999997,1.9534921874999986E-06,
0.15749999999999997,1.9534921874999986E-06,
0.16125,2.0963759765625002E-06,
0.16125,2.0963759765625002E-06,
0.16125,2.0963759765625002E-06,
0.16125,2.0963759765625002E-06,
0.16125,2.0963759765625002E-06,
0.16125,2.0963759765625002E-06,
0.16125,2.0963759765625002E-06,
0.16125,2.0963759765625002E-06,
0.16499999999999998,2.246062499999999E-06,
0.16499999999999998,2.246062499999999E-06,
0.16625,2.2974970703125003E-06,
0.16625,2.2974970703125003E-06,
0.1725,2.566476562499999E-06,
0.1725,2.566476562499999E-06,
0.175,2.679687499999999E-06,
0.175,2.679687499999999E-06,
0.175,2.679687499999999E-06,
0.175,2.679687499999999E-06,
0.18624999999999997,3.2304189453124976E-06,
0.18624999999999997,3.2304189453124976E-06,
0.18625,3.2304189453124997E-06,
0.19,3.4294999999999995E-06,
0.19,3.4294999999999995E-06,
0.19375,3.6365966796874998E-06,
0.19375,3.6365966796874998E-06,
0.19624999999999998,3.7791923828124984E-06,
0.19624999999999998,3.7791923828124984E-06,
0.2,4.000000000000001E-06,
0.2,4.000000000000001E-06,
0.2025,4.1518828125E-06,
0.2025,4.1518828125E-06,
0.205,4.307562499999998E-06,
0.205,4.307562499999998E-06,
0.20500000000000002,4.307562500000001E-06,
0.20500000000000002,4.307562500000001E-06,
0.20625,4.386840820312499E-06,
0.20625,4.386840820312499E-06,
0.20749999999999996,4.4670859374999986E-06,
0.20749999999999996,4.4670859374999986E-06,
0.20750000000000002,4.467085937500001E-06,
0.20750000000000002,4.467085937500001E-06,
0.20875000000000002,4.5483037109375006E-06,
0.20875000000000002,4.5483037109375006E-06,
0.21375,4.883018554687498E-06,
0.21375,4.883018554687498E-06,
0.21875,5.233764648437499E-06,
0.21875,5.233764648437499E-06,
0.22,5.3239999999999985E-06,
0.22,5.3239999999999985E-06,
0.225,5.6953124999999995E-06,
0.225,5.6953124999999995E-06,
0.22500000000000003,5.695312500000002E-06,
0.22500000000000003,5.695312500000002E-06,
0.22625,5.790762695312499E-06,
0.22625,5.790762695312499E-06,
0.235,6.4889375E-06,
0.235,6.4889375E-06,
0.23625000000000002,6.5930361328125E-06,
0.23625000000000002,6.5930361328125E-06,
0.2375,6.6982421875E-06,
0.2375,6.6982421875E-06,
0.2375,6.6982421875E-06,
0.2375,6.6982421875E-06,
0.23875000000000002,6.8045615234375005E-06,
0.23875000000000002,6.8045615234375005E-06,
0.24249999999999994,7.130257812499995E-06,
0.24249999999999994,7.130257812499995E-06,
0.245,7.3530625000000016E-06,
0.245,7.3530625000000016E-06,
0.24875000000000003,7.695897460937502E-06,
0.25,7.8125E-06,
0.25,7.8125E-06,
0.25,7.8125E-06,
0.25,7.8125E-06,
0.25375000000000003,8.169362304687502E-06,
0.25375000000000003,8.169362304687502E-06,
0.26,8.788000000000001E-06,
0.26,8.788000000000001E-06,
0.26,8.788000000000001E-06,
0.26,8.788000000000001E-06,
0.2625,9.043945312500004E-06,
0.2625,9.043945312500004E-06,
0.2625,9.043945312500004E-06,
0.2625,9.043945312500004E-06,
0.26875000000000004,9.705444335937503E-06,
0.26875000000000004,9.705444335937503E-06,
0.26999999999999996,9.841499999999995E-06,
0.26999999999999996,9.841499999999995E-06,
0.27,9.841500000000004E-06,
0.27,9.841500000000004E-06,
0.27249999999999996,1.0117414062499997E-05,
0.27249999999999996,1.0117414062499997E-05,
0.2725,1.0117414062500004E-05,
0.2725,1.0117414062500004E-05,
0.2725,1.0117414062500004E-05,
0.2725,1.0117414062500004E-05,
0.28,1.0976000000000005E-05,
0.28,1.0976000000000005E-05,
0.28125,1.1123657226562501E-05,
0.28125,1.1123657226562501E-05,
0.28375,1.1422932617187502E-05,
0.28375,1.1422932617187502E-05,
0.28750000000000003,1.1881835937500006E-05,
0.28750000000000003,1.1881835937500006E-05,
0.28750000000000003,1.1881835937500006E-05,
0.28750000000000003,1.1881835937500006E-05,
0.2975,1.3165304687499997E-05,
0.2975,1.3165304687499997E-05,
0.29875,1.3331952148437504E-05,
0.29875,1.3331952148437504E-05,
0.30000000000000004,1.3500000000000008E-05,
0.30000000000000004,1.3500000000000008E-05,
0.31,1.4895499999999998E-05,
0.31,1.4895499999999998E-05,
0.3125,1.52587890625E-05,
0.3125,1.52587890625E-05,
0.31375,1.54426279296875E-05,
0.32,1.6384E-05,
0.32,1.6384E-05,
0.3225,1.6771007812500002E-05,
0.3225,1.6771007812500002E-05,
0.32375,1.69667763671875E-05,
0.32375,1.69667763671875E-05,
0.34625000000000006,2.0755793945312506E-05,
0.34625000000000006,2.0755793945312506E-05,
0.35124999999999995,2.1668008789062492E-05,
0.35624999999999996,2.2606567382812493E-05,
0.35624999999999996,2.2606567382812493E-05,
0.36250000000000004,2.3817382812500008E-05,
0.36250000000000004,2.3817382812500008E-05,
0.36624999999999996,2.4564215820312495E-05,
0.36624999999999996,2.4564215820312495E-05,
0.375,2.63671875E-05,
0.375,2.63671875E-05,
0.375,2.63671875E-05,
0.375,2.63671875E-05,
0.37875000000000003,2.7166139648437515E-05,
0.37875000000000003,2.7166139648437515E-05,
0.38,2.7435999999999996E-05,
0.385,2.85333125E-05,
0.385,2.85333125E-05,
0.3875,2.9092773437499998E-05,
0.3875,2.9092773437499998E-05,
0.39125,2.99456025390625E-05,
0.39125,2.99456025390625E-05,
0.41375,3.54147373046875E-05,
0.41375,3.54147373046875E-05,
0.4175,3.638642968749999E-05,
0.4175,3.638642968749999E-05,
0.42125,3.7375735351562506E-05,
0.42125,3.7375735351562506E-05,
0.4225,3.770944531249999E-05,
0.4225,3.770944531249999E-05,
0.4225,3.770944531249999E-05,
0.4225,3.770944531249999E-05,
0.42625,3.872248144531251E-05,
0.42625,3.872248144531251E-05,
0.435,4.11564375E-05,
0.435,4.11564375E-05,
0.44375,4.36903076171875E-05,
0.44375,4.36903076171875E-05,
0.445,4.40605625E-05,
0.445,4.40605625E-05,
0.45000000000000007,4.5562500000000017E-05,
0.45000000000000007,4.5562500000000017E-05,
0.4525,4.632610156249999E-05,
0.4525,4.632610156249999E-05,
0.455,4.70981875E-05,
0.455,4.70981875E-05,
0.4575,4.78788046875E-05,
0.4575,4.78788046875E-05,
0.46499999999999997,5.02723125E-05,
0.46499999999999997,5.02723125E-05,
0.47375,5.3164002929687506E-05,
0.47375,5.3164002929687506E-05,
0.47625,5.401009863281251E-05,
0.47625,5.401009863281251E-05,
0.4975,6.156717968750002E-05,
0.4975,6.156717968750002E-05,
0.49875,6.203242089843751E-05,
0.49875,6.203242089843751E-05,
0.51875,6.979821777343752E-05,
0.51875,6.979821777343752E-05,
0.52375,7.183599511718751E-05,
0.52375,7.183599511718751E-05,
0.53375,7.602976855468746E-05,
0.53375,7.602976855468746E-05,
0.5387500000000001,7.818651464843753E-05,
0.5387500000000001,7.818651464843753E-05,
0.5425,7.98305703125E-05,
0.5425000000000001,7.983057031250002E-05,
0.5425000000000001,7.983057031250002E-05,
0.5425000000000001,7.983057031250002E-05,
0.5425000000000001,7.983057031250002E-05,
0.5525,8.43270390625E-05,
0.5525,8.43270390625E-05,
0.5675,9.138346093750002E-05,
0.5675,9.138346093750002E-05,
0.57625,9.56759580078125E-05,
0.57625,9.56759580078125E-05,
0.5774999999999999,9.629992968749994E-05,
0.5774999999999999,9.629992968749994E-05,
0.57875,9.692660839843748E-05,
0.57875,9.692660839843748E-05,
0.57875,9.692660839843748E-05,
0.57875,9.692660839843748E-05,
0.5862499999999999,0.00010074385644531248,
0.5862499999999999,0.00010074385644531248,
0.5862499999999999,0.00010074385644531248,
0.5862499999999999,0.00010074385644531248,
0.61375,0.0001155964560546875,
0.62125,0.0001198862041015625,
0.62125,0.0001198862041015625,
0.6212500000000001,0.00011988620410156254,
0.6212500000000001,0.00011988620410156254,
0.6224999999999999,0.00012061132031249995,
0.6224999999999999,0.00012061132031249995,
0.62625,0.00012280420019531252,
0.62625,0.00012280420019531252,
0.62875,0.00012428078808593751,
0.62875,0.00012428078808593751,
0.63375,0.0001272693779296875,
0.63375,0.0001272693779296875,
0.6575,0.00014212067968750002,
0.6575,0.00014212067968750002,
0.66,0.00014374800000000002,
0.66,0.00014374800000000002,
0.66875,0.00014954138183593743,
0.66875,0.00014954138183593743,
0.67,0.00015038150000000003,
0.67,0.00015038150000000003,
0.67875,0.00015635059277343744,
0.67875,0.00015635059277343744,
0.6825,0.00015895638281250004,
0.6825,0.00015895638281250004,
0.6900000000000001,0.00016425450000000005,
0.6900000000000001,0.00016425450000000005,
0.6975,0.00016966905468750003,
0.6975,0.00016966905468750003,
0.70875,0.00017801197558593745,
0.70875,0.00017801197558593745,
0.7125,0.00018085253906250008,
0.7125,0.00018085253906250008,
0.71625,0.00018372316113281255,
0.71625,0.00018372316113281255,
0.7175,0.00018468674218750006,
0.7175,0.00018468674218750006,
0.72125,0.00018759768847656245,
0.72125,0.00018759768847656245,
0.72375,0.00018955521386718744,
0.72375,0.00018955521386718744,
0.725,0.00019053906249999995,
0.725,0.00019053906249999995,
0.7425,0.0002046724453125001,
0.7425,0.0002046724453125001,
0.755,0.00021518443749999998,
0.755,0.00021518443749999998,
0.75875,0.0002184067802734375,
0.75875,0.0002184067802734375,
0.75875,0.0002184067802734375,
0.79375,0.0002500467529296875,
0.8037500000000001,0.0002596169013671875,
0.8037500000000001,0.0002596169013671875,
0.83375,0.0002897860966796876,
0.83375,0.0002897860966796876,
0.835,0.00029109143749999993,
0.835,0.00029109143749999993,
0.8425,0.00029900588281250005,
0.8425,0.00029900588281250005,
0.84625,0.00030301634082031243,
0.84625,0.00030301634082031243,
0.85,0.00030706249999999994,
0.8674999999999999,0.00032642127343749993,
0.8674999999999999,0.00032642127343749993,
0.885,0.00034657706249999995,
0.885,0.00034657706249999995,
0.89375,0.0003569588623046876,
0.89375,0.0003569588623046876,
0.9075,0.0003736886484375,
0.9075,0.0003736886484375,
0.93625,0.0004103415517578125,
0.93625,0.0004103415517578125,
0.9512499999999999,0.00043038191503906234,
0.9512499999999999,0.00043038191503906234,
0.96,0.000442368,
0.96,0.000442368,
0.98875,0.0004833141318359375,
0.98875,0.0004833141318359375,
0.9950000000000001,0.0004925374375000001,
0.9950000000000001,0.0004925374375000001,
0.99625,0.0004943960673828124,
0.99625,0.0004943960673828124,
1.02375,0.0005364777919921874,
1.0699999999999998,0.0006125214999999997,
1.0699999999999998,0.0006125214999999997,
1.0975000000000001,0.0006609728046875002,
1.0975000000000001,0.0006609728046875002,
1.11625,0.0006954315986328125,
1.11625,0.0006954315986328125,
1.1412499999999999,0.0007432114228515624,
1.1412499999999999,0.0007432114228515624,
1.1925,0.0008479010390624998,
1.1925,0.0008479010390624998,
1.22,0.0009079239999999998,
1.22,0.0009079239999999998,
1.22125,0.0009107176103515625,
1.22125,0.0009107176103515625,
1.26875,0.001021170288085938,
1.26875,0.001021170288085938,
1.2875,0.0010671162109375,
1.2875,0.0010671162109375,
1.29625,0.001089021145507812,
1.3087499999999999,0.0011208308818359373,
1.3087499999999999,0.0011208308818359373,
1.36875,0.0012821605224609374,
1.36875,0.0012821605224609374,
1.37875,0.0013104684833984376,
1.41625,0.0014203316767578125,
1.41625,0.0014203316767578125,
1.45125,0.0015282580869140625,
1.45125,0.0015282580869140625,
1.455,0.0015401356875000007,
1.455,0.0015401356875000007,
1.5575,0.0018890966171875,
1.5575,0.0018890966171875,
1.6324999999999998,0.002175352164062499,
1.6324999999999998,0.002175352164062499,
1.6412499999999999,0.002210518844726562,
1.6412499999999999,0.002210518844726562,
1.6725,0.0023392055390625004,
1.6725,0.0023392055390625004,
1.6875,0.0024027099609375004,
1.6875,0.0024027099609375004,
1.85625,0.0031980069580078117,
1.85625,0.0031980069580078117,
1.90125,0.0034362732041015634,
1.90125,0.0034362732041015634,
1.9175,0.0035251379921875004,
1.92625,0.003573616622070312,
1.92625,0.003573616622070312,
2.08125,0.004507572875976561,
2.2075,0.0053786358359375,
2.2075,0.0053786358359375,
2.2649999999999997,0.0058099798124999985,
2.2649999999999997,0.0058099798124999985,
2.27,0.005848541500000001,
2.27,0.005848541500000001,
2.27625,0.0058969830673828135,
2.3875,0.0068045615234375014,
2.42375,0.007119237323242189,
2.42375,0.007119237323242189,
2.4749999999999996,0.0075804609374999984,
2.73,0.010173208500000003,
2.8825000000000003,0.011975067007812501,
2.8825000000000003,0.011975067007812501,
2.925,0.012512601562499998,
2.925,0.012512601562499998,
3.04875,0.014168877459960939,
4.29875,0.039718841327148445,
4.69625,0.05178734286425782,
