t,ytt,x,xt,xtt,xtt+ytt,f,
1.48,0.6,0.1493522057941933,1.298704006145194,-4.0857886262623,-3.4857886262622997,0.2987044115883866,
1.5,-0.2,0.17391947751973555,1.1576341279833882,-6.7024835476978675,-6.902483547697868,0.3478389550394711,
1.52,0,0.19558301894152696,1.0053930293563413,-8.300332340694103,-8.300332340694103,0.39116603788305393,
1.54,0.7,0.21397767886208013,0.8295388430542507,-8.760228940353079,-8.06022894035308,0.42795535772416027,
1.56,1.5,0.22858689766711351,0.6270472629256268,-8.560640253946113,-7.060640253946113,0.45717379533422703,
1.58,1.7,0.23893771958009466,0.4062831820822439,-8.086048226228629,-6.386048226228628,0.4778754391601893,
1.6,1.7,0.24479346695323745,0.17880677317732482,-8.031467280601497,-6.331467280601497,0.4895869339064749,
1.62,2.6,0.24602281551242738,-0.0587358606947896,-7.990448553184072,-5.390448553184072,0.49204563102485477,
1.64,3.7,0.24232934399802575,-0.3134724706911559,-6.848602702820932,-3.1486027028209316,0.4846586879960515,
1.66,4.6,0.23339683580136353,-0.5812666596386377,-5.2950053831781805,-0.6950053831781808,0.46679367160272706,
1.68,7.2,0.21892053201936248,-0.8727606591235639,-3.713613168223123,3.486386831776877,0.43784106403872497,
1.7,8.8,0.1983138838222742,-1.1901274309456253,-0.18045085101042702,8.619549148989574,0.3966277676445484,
1.72,8.4,0.17137668043048132,-1.4983260039310875,2.5991754383128427,10.999175438312843,0.34275336086096264,
1.74,7.7,0.13862635028193163,-1.7697209399070226,3.594420129047881,11.294420129047882,0.27725270056386325,
1.76,6.6,0.1009064126573546,-1.9933589673712437,4.467853128698637,11.067853128698637,0.2018128253147092,
1.78,4.2,0.05934453439449924,-2.1491601129947973,5.0673859633225256,9.267385963322525,0.11868906878899849,
1.8,4.2,0.015332014131519762,-2.2461765997564185,4.441504971935162,8.641504971935163,0.030664028263039524,
1.82,5.5,-0.030348709641736894,-2.320124354053155,6.272785308122857,11.772785308122856,-0.06069741928347379,
1.84,7.4,-0.07743854947527852,-2.388909740211131,9.457749149653106,16.857749149653106,-0.15487709895055704,
1.86,6.5,-0.1257173133469123,-2.4295598532608493,13.279043082782579,19.77904308278258,-0.2514346266938246,
1.88,4.3,-0.17415840672858363,-2.40087402967834,14.280606495800399,18.5806064958004,-0.34831681345716725,
1.9,2,-0.22120346147871053,-2.289909777321582,13.896038275843956,15.896038275843956,-0.44240692295742107,
1.92,1.9,-0.26536138936929965,-2.119950805146982,13.27525037064429,15.17525037064429,-0.5307227787385993,
1.94,2.4,-0.3058144702824822,-1.921948529263432,14.697628892880592,17.097628892880593,-0.6116289405649644,
1.96,2.8,-0.34210755676765664,-1.704190357546589,16.548329620590398,19.3483296205904,-0.6842151135353133,
1.98,4.8,-0.37397387964069967,-1.4851911524430403,18.12380086722024,22.92380086722024,-0.7479477592813993,
2,5.8,-0.40156950242678674,-1.2743380480180408,21.133742639959927,26.933742639959927,-0.8031390048535735,
2.02,7.3,-0.42499039595324584,-1.0699267475872674,22.98130121049538,30.281301210495382,-0.8499807919064917,
2.04,8.5,-0.44444383775816504,-0.8771002806257352,25.176598444469164,33.676598444469164,-0.8888876755163301,
2.06,6.1,-0.4599120687421937,-0.659957660366383,26.90539888758675,33.00539888758675,-0.9198241374843874,
2.08,2.9,-0.47041213319527575,-0.37835126746891623,24.813761707922517,27.713761707922515,-0.9408242663905515,
2.1,0.2,-0.47462910545328874,-0.03422119433933412,21.65050711859556,21.85050711859556,-0.9492582109065775,
2.12,-0.6,-0.47156261242046876,0.342660371360159,18.68736582309604,18.08736582309604,-0.9431252248409375,
2.14,-1.3,-0.4608779606402592,0.726250053014582,17.320942775054384,16.020942775054383,-0.9217559212805184,
2.16,-2.3,-0.4424950927257995,1.112465635186491,15.74961639448322,13.449616394483222,-0.884990185451599,
2.18,-2.2,-0.4164556896287451,1.4872425005992504,13.58033441519557,11.38033441519557,-0.8329113792574901,
2.2,-1.7,-0.3832199062138796,1.82986315964356,12.23907333268493,10.53907333268493,-0.7664398124277592,
2.22,-1.3,-0.34352981658915577,2.132207606082816,11.05819022871124,9.75819022871124,-0.6870596331783115,
2.24,-2.6,-0.2981102664188379,2.407756892373403,9.561218626063878,6.961218626063879,-0.5962205328376758,
2.26,-5.2,-0.24722669907319159,2.6822259274812654,6.148943516673079,0.9489435166730784,-0.49445339814638317,
2.28,-9.2,-0.19067790336955553,2.97817490266452,1.2049164097086642,-7.995083590291335,-0.38135580673911107,
2.3,-11.1,-0.1280353615219377,3.283784444070609,-5.383324099967826,-16.483324099967824,-0.2560707230438754,
2.32,-9.8,-0.05964655871378048,3.541435455900527,-10.080337959804892,-19.88033795980489,-0.11929311742756096,
2.34,-7.7,0.013012274578582771,3.7076729992948514,-11.711463800575608,-19.411463800575607,0.026024549157165542,
2.36,-3.5,0.08784512387126155,3.751702707093559,-12.582345084263139,-16.08234508426314,0.1756902477425231,
2.38,-0.3,0.16219404664822668,3.6628453330300794,-11.284024465257277,-11.584024465257277,0.32438809329645335,
2.4,0.1,0.23374098071127658,3.481324946201776,-10.840152632861399,-10.740152632861399,0.46748196142255316,
2.42,0.3,0.3010515196704694,3.2405048550879756,-13.00667916357719,-12.706679163577189,0.6021030393409388,
2.44,1.4,0.3629472676265734,2.937635817738431,-15.136046412193862,-13.736046412193861,0.7258945352531468,
2.46,2.6,0.41811163227223164,2.5680030920183383,-16.07449998187637,-13.474499981876372,0.8362232645444633,
2.48,7.5,0.46501152230038845,2.100063235038689,-16.54962425596529,-9.049624255965291,0.9300230446007769,
2.5,10.1,0.5014201031577711,1.5280526638862404,-12.87133451046207,-2.7713345104620704,1.0028402063155422,
2.52,10.3,0.5258166521551592,0.908503053203327,-11.00090695923142,-0.7009069592314194,1.0516333043103183,
2.54,8.8,0.5377825601432742,0.2922887586598807,-11.040994755708578,-2.240994755708577,1.0755651202865484,
2.56,8.7,0.5376144675949818,-0.30798774054593797,-12.308059819087596,-3.6080598190875968,1.0752289351899635,
2.58,8.7,0.525532041770045,-0.897922717428479,-11.708664519960687,-3.0086645199606874,1.05106408354009,
2.6,8.2,0.5018544755443523,-1.4643379883839196,-10.560378146154198,-2.360378146154199,1.0037089510887045,
2.62,7.6,0.4672133861237064,-1.9925465330608523,-9.493672821713602,-1.8936728217136025,0.9344267722474128,
2.64,5,0.4226005185570748,-2.453619219486471,-8.158607097656754,-3.1586070976567537,0.8452010371141496,
2.66,2,0.36972054635172047,-2.8169580016613573,-8.534013978165573,-6.534013978165573,0.7394410927034409,
2.68,-1,0.3106338000387629,-3.073613769548662,-9.104605787352362,-10.104605787352362,0.6212676000775258,
2.7,-2.6,0.24741606167894017,-3.2343019976591485,-9.548291477546245,-12.148291477546245,0.49483212335788035,
2.72,-3.8,0.18179448655636343,-3.315115140480557,-8.527189693905298,-12.327189693905297,0.36358897311272687,
2.74,-5,0.11532219221309116,-3.319358211573314,-7.101369098584989,-12.101369098584989,0.23064438442618232,
2.76,-6.3,0.04953414938361587,-3.246543520381043,-5.731611762260377,-12.031611762260376,0.09906829876723174,
2.78,-5.7,-0.014156755647185612,-3.116327641578139,-4.566285845642279,-10.26628584564228,-0.028313511294371225,
2.8,-5,-0.07488518783057561,-2.951063670378965,-1.6311264887871966,-6.631126488787197,-0.14977037566115123,
2.82,-4.1,-0.13200453159429112,-2.7565974187252142,1.250542767895626,-2.8494572321043736,-0.26400906318858225,
2.84,-1.6,-0.1850957865259401,-2.55412979406312,4.170173004959281,2.570173004959281,-0.3701915730518802,
2.86,0.5,-0.2342174294668514,-2.3588160590033507,8.535786194967638,9.035786194967638,-0.4684348589337028,
2.88,0.8,-0.27937006979251977,-2.1517651524474366,12.340284632849105,13.140284632849106,-0.5587401395850395,
2.9,0.3,-0.3200595439560422,-1.9104626242396368,14.155671775989124,14.455671775989124,-0.6401190879120844,
2.92,-1.7,-0.3554343645087277,-1.6160648001158204,14.94122834946722,13.241228349467221,-0.7108687290174553,
2.94,-4.7,-0.3842155937317601,-1.2487288978209445,13.93898336325491,9.23898336325491,-0.7684311874635202,
2.96,-7,-0.4049194343287127,-0.8118105893572843,11.591623906584854,4.591623906584854,-0.8098388686574254,
2.98,-6.2,-0.4165256884250158,-0.350534425479465,9.575923435695236,3.3759234356952357,-0.8330513768500316,
3,-5.8,-0.4190067856660795,0.1008500785140663,10.303705279692124,4.503705279692125,-0.838013571332159,
3.02,-5.5,-0.4125713233313376,0.5402962828471092,10.283976094102401,4.783976094102401,-0.8251426466626752,
3.04,-5,-0.3975267004118455,0.9599909117069834,9.83181704025333,4.8318170402533305,-0.795053400823691,
3.06,-3.1,-0.3744527771728303,1.3375545043730384,9.278556941774683,6.1785569417746835,-0.7489055543456606,
3.08,-2.5,-0.3443493636849825,1.666410360341047,9.86614607584089,7.36614607584089,-0.688698727369965,
3.1,-5.2,-0.3078477055704071,1.9875493590435367,8.90405182324961,3.7040518232496096,-0.6156954111408142,
3.12,-8.2,-0.2646934679993748,2.331763881493064,4.370624993224385,-3.8293750067756145,-0.5293869359987496,
3.14,-9.7,-0.21454031998896994,2.681510874002184,-0.7411934379773406,-10.44119343797734,-0.4290806399779399,
3.16,-8.8,-0.15769206209983389,2.9924403036020464,-4.602690336422755,-13.402690336422756,-0.31538412419966777,
3.18,-6.3,-0.09539772822911077,3.2201714817669838,-6.2478246949143905,-12.54782469491439,-0.19079545645822155,
3.2,-3.4,-0.029592494118306303,3.3418678246877658,-6.391589648119875,-9.791589648119874,-0.059184988236612605,
3.22,-3.3,0.03772192875701189,3.38033213412043,-6.163557248220685,-9.463557248220685,0.07544385751402378,
3.24,-4.3,0.10532448029659158,3.374366255507816,-8.730149925769716,-13.030149925769717,0.21064896059318317,
3.26,-4.1,0.17239619569733824,3.323373956055048,-12.35881147179895,-16.45881147179895,0.3447923913946765,
3.28,-3.2,0.23784062867417913,3.209597204367043,-14.699561301868773,-17.899561301868772,0.47568125734835826,
3.3,-2.8,0.30036322260790155,3.033320336371813,-16.201399561272936,-19.001399561272937,0.6007264452158031,
3.32,-2.8,0.35883790160018747,2.806735469474323,-18.024466875419975,-20.824466875419976,0.7176758032003749,
3.34,-2.8,0.4123498632552043,2.537755145107085,-20.03563125114601,-22.835631251146012,0.8246997265104086,
3.36,-2,0.4600424518096483,2.2229544027883046,-21.799782094801557,-23.799782094801557,0.9200849036192966,
3.38,-1.6,0.5009712759739898,1.8636586419212071,-22.480135996480023,-24.080135996480024,1.0019425519479797,
3.4,-3.2,0.5344913901683804,1.4897454028356096,-23.26249509259297,-26.46249509259297,1.0689827803367609,
3.42,-3.2,0.5605296962324714,1.1111338283951548,-25.747713012202084,-28.947713012202083,1.1210593924649428,
3.44,-2.6,0.5787993863932157,0.711931753279027,-26.31847583309225,-28.918475833092252,1.1575987727864314,
3.46,-1.2,0.5888195430100548,0.28463431190043786,-25.952968420144966,-27.152968420144965,1.1776390860201096,
3.48,-0.2,0.590017128459598,-0.16779876894153994,-24.429683945477233,-24.629683945477232,1.180034256919196,
3.5,1.1,0.5819951839084414,-0.637084202285305,-22.93607382810814,-21.836073828108137,1.1639903678168828,
3.52,4.9,0.5642852832593702,-1.143607860322709,-20.74596005419726,-15.845960054197258,1.1285705665187404,
3.54,7.9,0.5359449373929326,-1.6960044043989528,-15.61887945406151,-7.7188794540615095,1.0718898747858652,
3.56,8.4,0.49641857595732775,-2.252396467367244,-10.84868638482151,-2.44868638482151,0.9928371519146555,
3.58,6.4,0.4462128723793436,-2.7542659364959112,-8.177444320376194,-1.777444320376194,0.8924257447586872,
3.6,4.1,0.38684713457976583,-3.1663068400212153,-7.678443171074444,-3.5784431710744444,0.7736942691595317,
3.62,2.9,0.3201452061470701,-3.4906971739922037,-7.222864310580665,-4.322864310580664,0.6402904122941402,
3.64,3.8,0.2476209682309039,-3.7548489762970942,-5.460139276302057,-1.6601392763020568,0.4952419364618078,
3.66,5.9,0.17015874424946292,-3.9878859670686535,-1.4142003736137463,4.485799626386254,0.34031748849892585,
3.68,9.2,0.08817661655303657,-4.210258853582507,4.006156902875069,13.206156902875069,0.17635323310607315,
3.7,12.1,0.0017893565052922397,-4.426493392552622,10.798107731425848,22.898107731425846,0.0035787130105844793,
3.72,12.6,-0.08863373174648229,-4.605355330720632,17.335297532619723,29.93529753261972,-0.17726746349296457,
3.74,10.6,-0.18183340596553665,-4.69556245535289,21.548680476835155,32.14868047683515,-0.3636668119310733,
3.76,5.4,-0.2754814114323943,-4.63964370077036,23.224674670639587,28.624674670639585,-0.5509628228647886,
3.78,0.5,-0.366265506143349,-4.410766077310996,21.522402242220473,22.022402242220473,-0.732531012286698,
3.8,-1,-0.45103699554113597,-4.0506758839512385,19.833295696879013,18.833295696879013,-0.9020739910822719,
3.82,-2.7,-0.5276737074020021,-3.597808904748291,21.188064982557016,18.488064982557017,-1.0553474148040043,
3.84,-2.3,-0.5945090061311562,-3.0789095821122845,21.930996380505018,19.630996380505017,-1.1890180122623124,
3.86,-0.1,-0.6507062133870227,-2.54142498266452,24.346946276465612,24.24694627646561,-1.3014124267740454,
3.88,2.5,-0.6962452100810871,-2.0158102173767753,28.146601707007783,30.646601707007783,-1.3924904201621742,
3.9,4.5,-0.7314589163255512,-1.5082318461239619,31.945430569654032,36.445430569654036,-1.4629178326511023,
3.92,5,-0.756607590777878,-1.0056243291846747,34.74878187193637,39.74878187193637,-1.513215181555756,
3.94,4.5,-0.7716035732523533,-0.4909799656479513,35.64678317624753,40.14678317624753,-1.5432071465047066,
3.96,4.6,-0.7761946649428478,0.031484804006584,35.13106763341203,39.73106763341203,-1.5523893298856957,
3.98,4.9,-0.7704002417176632,0.5455482098581589,34.80851563523548,39.70851563523548,-1.5408004834353264,
4,3.7,-0.7543957626903431,1.056152103590071,34.284190995681655,37.98419099568166,-1.5087915253806863,
4.02,0.9,-0.7280247811560777,1.5861442812588853,31.843304030216203,32.7433040302162,-1.4560495623121554,
4.04,-0.8,-0.6908442853503584,2.131993117381814,27.369696726836832,26.56969672683683,-1.3816885707007167,
4.06,-1.7,-0.6428234010436981,2.6661036115185044,23.57255328989776,21.87255328989776,-1.2856468020873961,
4.08,-3.1,-0.5843536160100409,3.177203843786859,20.171578450908957,17.071578450908955,-1.1687072320200818,
4.1,-3.8,-0.5159545537058347,3.655431740127059,15.89100403601095,12.09100403601095,-1.0319091074116693,
4.12,-1.4,-0.4386566031686873,4.055683308395542,11.988511978369274,10.588511978369274,-0.8773132063373746,
4.14,1.6,-0.3545307449352096,4.335474687046041,10.96187735093833,12.56187735093833,-0.7090614898704192,
4.16,2.6,-0.26597118721316054,4.505276358130287,10.401672426436617,13.001672426436617,-0.5319423744263211,
4.18,0,-0.17469370800457068,4.618982754278443,7.755315682910228,7.755315682910228,-0.34938741600914136,
4.2,-1.5,-0.08142967970318607,4.700043196550192,1.4428403593710355,-0.0571596406289645,-0.16285935940637214,
4.22,-1.4,0.012904115248543091,4.720559995637753,-3.7890432429717924,-5.189043242971792,0.025808230497086183,
4.24,-2.9,0.10699010174929488,4.680705607327552,-7.388384358342971,-10.28838435834297,0.21398020349858976,
4.26,-5,0.19988279796136352,4.603435605917097,-12.526510907544854,-17.526510907544854,0.39976559592272704,
4.28,-4.1,0.290728234268759,4.466321714328838,-18.16125426019601,-22.26125426019601,0.581456468537518,
4.3,-1.9,0.37786859487726715,4.229206993030596,-20.612027662514368,-22.512027662514367,0.7557371897545343,
4.32,-0.4,0.4592197369875416,3.890623417000666,-21.495999022325396,-21.895999022325395,0.9184394739750832,
4.34,2.4,0.5328172547442784,3.4506581582369025,-22.735649567997932,-20.335649567997933,1.0656345094885569,
4.36,7.4,0.5963885912008606,2.8821513834833805,-22.231023331448192,-14.831023331448192,1.1927771824017213,
4.38,12.5,0.6471594870855856,2.172143501654205,-18.967711295867268,-6.467711295867268,1.2943189741711711,
4.4,14,0.682644743645361,1.3677213431289341,-14.965353063898903,-0.9653530638989025,1.365289487290722,
4.42,13.5,0.7016992206624754,0.5379286324779942,-13.904769182759175,-0.40476918275917484,1.4033984413249507,
4.44,11.7,0.7042999112183481,-0.2711830355462981,-14.202412417919758,-2.502412417919759,1.4085998224366962,
4.46,8.9,0.6912262749777393,-1.0241771959368737,-15.202413836108057,-6.302413836108057,1.3824525499554785,
4.48,6.1,0.663849535181492,-1.6997080787480074,-16.66695432674048,-10.56695432674048,1.327699070362984,
4.5,6.7,0.6235955122718951,-2.321614208978117,-17.643336112465636,-10.943336112465637,1.2471910245437903,
4.52,8,0.571133261942499,-2.921285761877447,-14.746138636078761,-6.746138636078761,1.142266523884998,
4.54,6.9,0.5070673123025369,-3.4725155608088114,-10.709107583561098,-3.8091075835610972,1.0141346246050738,
4.56,6,0.4327568819038562,-3.9451510224921025,-8.697270008612414,-2.6972700086124135,0.8655137638077124,
4.58,4.2,0.349877696829444,-4.3253785269418925,-6.18198853737527,-1.98198853737527,0.699755393658888,
4.6,-2,0.2607455449067345,-4.555143296132425,-4.376572944482388,-6.376572944482388,0.521491089813469,
4.62,-5.4,0.1687975833667944,-4.616136823297868,-6.923618902916099,-12.323618902916099,0.3375951667335888,
4.64,-7.6,0.07695836941424876,-4.54844569603695,-6.723471015815505,-14.323471015815505,0.15391673882849752,
4.66,-9.9,-0.012368328278561347,-4.36502799991989,-5.466141183479722,-15.366141183479723,-0.024736656557122694,
4.68,-12.5,-0.09686928683406465,-4.0656525218332185,-4.543038949971708,-17.04303894997171,-0.1937385736681293,
4.7,-12.8,-0.17439120449612938,-3.6758249596172443,-4.229557839693045,-17.029557839693044,-0.34878240899225876,
4.72,-9.8,-0.24371620734344462,-3.258077982845204,-1.9502033268578334,-11.750203326857834,-0.48743241468688925,
4.74,-8,-0.30471222256674013,-2.8400218749022725,3.3002193946289466,-4.699780605371053,-0.6094244451334803,
4.76,-6.4,-0.3572660243037353,-2.4143106596159347,7.014470979119327,0.6144709791193268,-0.7145320486074705,
4.78,-1,-0.40151799730220733,-2.0235578010997313,10.214158491807709,9.214158491807709,-0.8030359946044147,
4.8,3.2,-0.4386527993642646,-1.6994455573800342,16.957994278011764,20.157994278011763,-0.8773055987285292,
4.82,4.7,-0.46971190291334575,-1.407744577760649,22.274189859785306,26.974189859785305,-0.9394238058266915,
4.84,4.7,-0.4949290350168493,-1.1110223885856791,24.657860701791364,29.357860701791363,-0.9898580700336986,
4.86,4.2,-0.514017997048509,-0.7940925201627937,25.29198297095009,29.49198297095009,-1.028035994097018,
4.88,1,-0.5263795221714588,-0.43022088389336566,25.142820046858205,26.142820046858205,-1.0527590443429176,
4.9,-7.5,-0.5304228720437321,0.054149887803915775,21.919841622679005,14.419841622679005,-1.0608457440874641,
4.92,-14.1,-0.5232416350765108,0.6842421060721615,12.898798580691718,-1.2012014193082816,-1.0464832701530216,
4.94,-14.1,-0.5027193101302828,1.3644338468352573,5.232183421154552,-8.867816578845447,-1.0054386202605656,
4.96,-12.3,-0.4689610464950283,2.0001480857418494,3.6598019698362148,-8.640198030163786,-0.9379220929900566,
4.98,-6.6,-0.42345307726545683,2.524993785698028,3.465357188834883,-3.134642811165117,-0.8469061545309137,
5,-2.5,-0.36890237577747764,2.9087431561079384,6.867111710533861,4.367111710533861,-0.7378047515549553,
5.02,-3.4,-0.30763915022789634,3.212134700073905,8.43416059101538,5.034160591015379,-0.6152783004557927,
5.04,-5.7,-0.24055627957267073,3.4946357876066307,4.779334608242415,-0.9206653917575851,-0.48111255914534146,
5.06,-10.3,-0.1677759114331889,3.788788519544168,-0.5048121259695186,-10.80481212596952,-0.3355518228663778,
5.08,-8.8,-0.0892115758164798,4.051971466702097,-8.305625409855828,-17.10562540985583,-0.1784231516329596,
