t,ytt,x,xt,h,f,xtt,xtt+ytt,K
13.7,-25.7,-0.27960495,8.984669237,0.03,-0.5592099,33.58510741,7.885107411,2
13.72,-35.4,-0.09298468,9.677357788,0.03,-0.18596936,35.68374765,0.283747647,2
13.74,-34.5,0.106794415,10.30055173,0.03,0.213588831,26.63564698,-7.864353023,2
13.76,-20.5,0.315883635,10.60837018,0.03,0.631767269,4.146197449,-16.35380255,2
13.78,-6.5,0.526636654,10.46693172,0.03,1.053273307,-18.29004307,-24.79004307,2
13.8,-0.4,0.730906188,9.960021683,0.03,1.461812375,-32.40096087,-32.80096087,2
13.82,1.5,0.922698374,9.219196954,0.03,1.845396748,-41.68151202,-40.18151202,2
13.84,0.6,1.0981712,8.328085664,0.03,2.1963424,-47.42961697,-46.82961697,2
13.86,-8.9,1.255609044,7.415698772,0.03,2.511218089,-43.80907231,-52.70907231,2
13.88,-20.7,1.395822063,6.605603064,0.03,2.791644126,-37.20049846,-57.90049846,2
13.9,-22.2,1.520183605,5.830551109,0.03,3.040367209,-40.30469705,-62.50469705,2
13.92,-18.2,1.627937511,4.944839504,0.03,3.255875021,-48.26646336,-66.46646336,2
13.94,-12.1,1.716255732,3.886982654,0.03,3.432511465,-57.51922166,-69.61922166,2
13.96,-12,1.782260844,2.713528478,0.03,3.564521687,-59.82619594,-71.82619594,2
13.98,-21.1,1.825350302,1.595417347,0.03,3.650700604,-51.98491714,-73.08491714,2
14,-29,1.847605955,0.630148004,0.03,3.695211911,-44.54201719,-73.54201719,2
14.02,-32.4,1.851660894,-0.224654188,0.03,3.703321787,-40.938202,-73.338202,2
14.04,-32.1,1.839032251,-1.038210113,0.03,3.678064501,-40.41739051,-72.51739051,2
14.06,-32.1,1.810328558,-1.832159125,0.03,3.620657116,-38.97751074,-71.07751074,2
14.08,-33.3,1.766213962,-2.579300477,0.03,3.532427924,-35.73662446,-69.03662446,2
14.1,-25.8,1.706992591,-3.342836655,0.03,3.413985182,-40.61699328,-66.41699328,2
14.12,-10.3,1.630792071,-4.277215302,0.03,3.261584142,-52.82087144,-63.12087144,2
14.14,4,1.53367223,-5.434768828,0.03,3.06734446,-62.93448121,-58.93448121,2
14.16,9.8,1.412332626,-6.699191617,0.03,2.824665251,-63.50779764,-53.70779764,2
14.18,3.4,1.266909011,-7.843169858,0.03,2.533818022,-50.89002647,-47.49002647,2
14.2,-1.6,1.101065459,-8.741185282,0.03,2.202130919,-38.9115159,-40.5115159,2
14.22,-0.1,0.919061826,-9.459178011,0.03,1.838123653,-32.887757,-32.987757,2
14.24,8.1,0.723280695,-10.11893509,0.03,1.446561391,-33.08795125,-24.98795125,2
14.26,13.6,0.51458318,-10.75081641,0.03,1.029166361,-30.10018084,-16.50018084,2
14.28,6.8,0.295117055,-11.19579613,0.03,0.59023411,-14.39779106,-7.59779106,2
14.3,-3.2,0.070226183,-11.29329107,0.03,0.140452366,4.64829713,1.44829713,2
14.32,-10.2,-0.15312455,-11.04178224,0.03,-0.306249101,20.50258635,10.30258635,2
14.34,-10.4,-0.368996929,-10.54545568,0.03,-0.737993859,29.13006924,18.73006924,2
14.36,-0.8,-0.57424844,-9.979695362,0.03,-1.14849688,27.44596275,26.64596275,2
14.38,10.3,-0.768716753,-9.467135961,0.03,-1.537433506,23.80997729,34.10997729,2
14.4,14.7,-0.953029164,-8.964105092,0.03,-1.906058327,26.49310965,41.19310965,2
14.42,16.6,-1.126536627,-8.386641278,0.03,-2.253073255,31.25327172,47.85327172,2
14.44,11.2,-1.286867607,-7.646456693,0.03,-2.573735214,42.76518678,53.96518678,2
14.46,4.9,-1.430076243,-6.674406884,0.03,-2.860152486,54.4397941,59.3397941,2
14.48,4.6,-1.552200938,-5.538062651,0.03,-3.104401876,59.19462925,63.79462925,2
14.5,11.8,-1.651494111,-4.391254614,0.03,-3.302988222,55.48617438,67.28617438,2
14.52,9.4,-1.727724257,-3.23176003,0.03,-3.455448515,60.46328403,69.86328403,2
14.54,1,-1.77926703,-1.922517267,0.03,-3.558534061,70.4609923,71.4609923,2
14.56,-0.3,-1.803449068,-0.495686469,0.03,-3.606898135,72.22208746,71.92208746,2
14.58,-0.5,-1.798969853,0.94360793,0.03,-3.597939706,71.70735248,71.20735248,2
14.6,1.1,-1.766100248,2.343352566,0.03,-3.532200496,68.2671111,69.3671111,2
14.62,7.6,-1.706517766,3.61489565,0.03,-3.413035532,58.88719733,66.48719733,2
14.64,15.3,-1.623587744,4.678106531,0.03,-3.247175488,47.43389072,62.73389072,2
14.66,22.3,-1.521681228,5.512545055,0.03,-3.043362456,36.00996167,58.30996167,2
14.68,25.8,-1.405070154,6.148562324,0.03,-2.810140309,27.59176528,53.39176528,2
14.7,31.7,-1.27769738,6.588715143,0.03,-2.55539476,16.42351665,48.12351665,2
14.72,36.2,-1.143634227,6.817600129,0.03,-2.287268454,6.464981896,42.6649819,2
14.74,28,-1.005722311,6.973591456,0.03,-2.011444622,9.134150863,37.13415086,2
14.76,11.1,-0.863301786,7.268461036,0.03,-1.726603573,20.35280709,31.45280709,2
14.78,-0.3,-0.713325204,7.729197161,0.03,-1.426650409,25.72080538,25.42080538,2
14.8,-8,-0.553475531,8.25577021,0.03,-1.106951061,26.93649952,18.93649952,2
14.82,-4.5,-0.384011694,8.690613418,0.03,-0.768023389,16.54782135,12.04782135,2
14.84,2.7,-0.208319858,8.878570166,0.03,-0.416639717,2.247853413,4.947853413,2
14.86,-8.3,-0.029910303,8.962385396,0.03,-0.059820606,6.13366957,-2.16633043,2
14.88,-18.4,0.150857337,9.114378607,0.03,0.301714674,9.065651532,-9.334348468,2
14.9,-12.4,0.333630749,9.162962576,0.03,0.667261498,-4.207254639,-16.60725464,2
14.92,5.2,0.513576321,8.831594669,0.03,1.027152643,-28.92953599,-23.72953599,2
14.94,19.9,0.682298711,8.040644248,0.03,1.364597421,-50.16550618,-30.26550618,2
14.96,20.5,0.832455517,6.975036402,0.03,1.664911034,-56.39527839,-35.89527839,2
14.98,7.9,0.961468041,5.926215987,0.03,1.922936082,-48.48676312,-40.58676312,2
15,-4.8,1.071171456,5.044125513,0.03,2.142342912,-39.72228432,-44.52228432,2
15.02,-10.5,1.164344929,4.273221812,0.03,2.328689858,-37.36808572,-47.86808572,2
15.04,-12.5,1.242257225,3.518007793,0.03,2.484514451,-38.15331623,-50.65331623,2
15.06,-12.9,1.304808247,2.737094403,0.03,2.609616494,-39.93802268,-52.83802268,2
15.08,-12.2,1.351338277,1.915908604,0.03,2.702676555,-42.18055726,-54.38055726,2
15.1,-5.1,1.38042646,0.992909699,0.03,2.760852921,-50.11933329,-55.21933329,2
15.12,6.8,1.389071455,-0.128410253,0.03,2.77814291,-62.01266185,-55.21266185,2
15.14,15.1,1.373374957,-1.441239481,0.03,2.746749915,-69.27026102,-54.17026102,2
15.16,16.7,1.330753869,-2.820869316,0.03,2.661507739,-68.69272247,-51.99272247,2
15.18,26.3,1.259969395,-4.257578098,0.03,2.519938791,-74.97815567,-48.67815567,2
15.2,44.2,1.158487001,-5.890661308,0.03,2.316974003,-88.33016532,-44.13016532,2
15.22,51.8,1.022844802,-7.673558634,0.03,2.045689604,-89.95956734,-38.15956734,2
15.24,38.2,0.853477564,-9.26316511,0.03,1.706955129,-69.00108026,-30.80108026,2
15.26,12.1,0.657856255,-10.29896584,0.03,1.31571251,-34.57899299,-22.47899299,2
15.28,-14.3,0.448466825,-10.63997719,0.03,0.896933649,0.477858062,-13.82214194,2
15.3,-25,0.23767787,-10.4389183,0.03,0.475355739,19.62803071,-5.371969294,2
15.32,-22.7,0.03339401,-9.989467626,0.03,0.066788021,25.31703715,2.617037154,2
15.34,-11.9,-0.161658841,-9.515817498,0.03,-0.323317682,22.0479756,10.1479756,2
15.36,-4.5,-0.347589427,-9.07724115,0.03,-0.695178855,21.80965924,17.30965924,2
15.38,4.6,-0.52499847,-8.663663077,0.03,-1.049996939,19.54814798,24.14814798,2
15.4,4.4,-0.693691719,-8.205661839,0.03,-1.387383438,26.25197581,30.65197581,2
15.42,-1.8,-0.851329498,-7.558116043,0.03,-1.702658995,38.50260382,36.70260382,2
15.44,-6.5,-0.993783325,-6.687266642,0.03,-1.987566649,48.58233634,42.08233634,2
15.46,-8.3,-1.117177878,-5.652188725,0.03,-2.234355756,54.92545534,46.62545534,2
15.48,3,-1.219999659,-4.629989367,0.03,-2.439999318,47.2944805,50.2944805,2
15.5,15.5,-1.304097083,-3.779753026,0.03,-2.608194166,37.72915352,53.22915352,2
15.52,13.9,-1.371751278,-2.985666458,0.03,-2.743502556,41.67950336,55.57950336,2
15.54,3.8,-1.421950464,-2.034252177,0.03,-2.843900928,53.4619247,57.2619247,2
15.56,-1.1,-1.451372835,-0.907984947,0.03,-2.902745671,59.16479825,58.06479825,2
15.58,10.6,-1.458882388,0.157029732,0.03,-2.917764775,47.33666966,57.93666966,2
15.6,29.9,-1.44828644,0.902565009,0.03,-2.89657288,27.21685809,57.11685809,2
15.62,49,-1.426814642,1.244614843,0.03,-2.853629283,6.988125281,55.98812528,2
15.64,63.8,-1.402115125,1.225336863,0.03,-2.804230249,-8.915923305,54.8840767,2
15.66,66.4,-1.379739182,1.012257413,0.03,-2.759478364,-12.39202172,54.00797828,2
15.68,58.1,-1.361207565,0.840904286,0.03,-2.72241513,-4.743290889,53.35670911,2
15.7,37.4,-1.343332246,0.946627557,0.03,-2.686664493,15.31561795,52.71561795,2
15.72,13.2,-1.319016552,1.484941897,0.03,-2.638033104,38.51581608,51.71581608,2
15.74,2.1,-1.280676206,2.349092666,0.03,-2.561352413,47.89926076,49.99926076,2
15.76,5.4,-1.224698071,3.248720818,0.03,-2.449396143,42.06355447,47.46355447,2
15.78,15,-1.152589532,3.962133075,0.03,-2.305179065,29.27767121,44.27767121,2
15.8,23.1,-1.068659574,4.430862779,0.03,-2.137319148,17.59529924,40.69529924,2
15.82,15.5,-0.976146157,4.820478871,0.03,-1.952292315,21.36630996,36.86630996,2
15.84,-1.3,-0.874200472,5.374089714,0.03,-1.748400943,33.99477435,32.69477435,2
15.86,-13.5,-0.759174697,6.128487779,0.03,-1.518349393,41.44503208,27.94503208,2
15.88,-13.5,-0.628858841,6.903097761,0.03,-1.257717683,36.01596615,22.51596615,2
15.9,-11.2,-0.484423104,7.540475928,0.03,-0.968846209,27.72185055,16.52185055,2
15.92,-15.5,-0.328279674,8.073867128,0.03,-0.656559348,25.61726947,10.11726947,2
15.94,-17.9,-0.162114978,8.542602486,0.03,-0.324229955,21.25626632,3.35626632,2
15.96,-7.8,0.011276134,8.796508658,0.03,0.022552268,4.134350821,-3.665649179,2
15.98,5.2,0.18603369,8.679246952,0.03,0.37206738,-15.86052133,-10.66052133,2
16,6.7,0.3556314,8.280524095,0.03,0.711262801,-24.01176446,-17.31176446,2
16.02,-10.3,0.517515468,7.907882699,0.03,1.035030937,-13.25237515,-23.55237515,2
16.04,-14.3,0.672823564,7.622926834,0.03,1.345647127,-15.24321128,-29.54321128,2
16.06,-5,0.820730288,7.167745624,0.03,1.641460576,-30.2749097,-35.2749097,2
16.08,14.1,0.955604915,6.319717064,0.03,1.91120983,-54.52794634,-40.42794634,2
16.1,26.2,1.069466131,5.066404523,0.03,2.138932262,-70.80330773,-44.60330773,2
16.12,30.6,1.155899583,3.576940682,0.03,2.311799166,-78.14307641,-47.54307641,2
16.14,35.3,1.211177704,1.950871374,0.03,2.422355407,-84.46385443,-49.16385443,2
16.16,39.8,1.232828189,0.214177154,0.03,2.465656378,-89.20556755,-49.40556755,2
16.18,36.5,1.219717848,-1.525211253,0.03,2.439435696,-84.73327317,-48.23327317,2
16.2,19.4,1.174222151,-3.024358399,0.03,2.348444303,-65.18144136,-45.78144136,2
16.22,2.6,1.102717501,-4.12610667,0.03,2.205435001,-44.99338574,-42.39338574,2
16.24,6.3,1.011229406,-5.022702839,0.03,2.022458811,-44.66623118,-38.36623118,2
16.26,30.2,0.899925314,-6.107706281,0.03,1.799850629,-63.83411301,-33.63411301,2
16.28,42.5,0.764350498,-7.449775386,0.03,1.528700995,-70.37279753,-27.87279753,2
16.3,36.3,0.602589632,-8.726311213,0.03,1.205179263,-57.28078516,-20.98078516,2
16.32,15.6,0.419448387,-9.587813232,0.03,0.838896775,-28.86941678,-13.26941678,2
16.34,-8.6,0.225137824,-9.843243046,0.03,0.450275649,3.326435372,-5.273564628,2
16.36,-18.3,0.030685547,-9.601984709,0.03,0.061371094,20.79939836,2.499398365,2
16.38,-22.1,-0.156086018,-9.075171799,0.03,-0.312172036,31.88189265,9.781892646,2
16.4,-34.4,-0.329319039,-8.248130335,0.03,-0.658638079,50.82225373,16.42225373,2
16.42,-44.3,-0.482553429,-7.075308611,0.03,-0.965106858,66.45991863,22.15991863,2
16.44,-51.9,-0.609550468,-5.624395253,0.03,-1.219100935,78.63141717,26.73141717,2
16.46,-50.5,-0.706125524,-4.033110427,0.03,-1.412251049,80.49706551,29.99706551,2
16.48,-43.8,-0.771161558,-2.470492926,0.03,-1.542323116,75.76468454,31.96468454,2
16.5,-41.8,-0.805541662,-0.967517442,0.03,-1.611083323,74.53286393,32.73286393,2
16.52,-50.3,-0.809177744,0.603909226,0.03,-1.618355488,82.60980287,32.30980287,2
16.54,-67.1,-0.779075678,2.40629733,0.03,-1.558151356,97.62900748,30.52900748,2
16.56,-71.4,-0.71132933,4.368337442,0.03,-1.422658661,98.5750037,27.1750037,2
16.58,-42.2,-0.607650854,5.999510176,0.03,-1.215301709,64.54226977,22.34226977,2
16.6,-1,-0.479439847,6.821590519,0.03,-0.958879695,17.66576447,16.66576447,2
16.62,38.6,-0.344000569,6.722337354,0.03,-0.688001137,-27.59108092,11.00891908,2
16.64,45,-0.216212782,6.056441308,0.03,-0.432425564,-38.99852368,6.001476316,2
16.66,17.9,-0.100604958,5.504341071,0.03,-0.201209916,-16.21150004,1.688499964,2
16.68,-11.3,0.008748666,5.431021359,0.03,0.017497332,8.879528803,-2.420471197,2
16.7,-37.1,0.121283493,5.822461375,0.03,0.242566987,30.26447278,-6.835527224,2
16.72,-52,0.24477334,6.526523305,0.03,0.48954668,40.14172024,-11.85827976,2
16.74,-47.2,0.382282742,7.22441691,0.03,0.764565485,29.64764028,-17.55235972,2
16.76,-12.4,0.528616596,7.408968436,0.03,1.057233192,-11.19248772,-23.59248772,2
16.78,22.9,0.670460532,6.775425197,0.03,1.340921064,-52.16183616,-29.26183616,2
16.8,19.2,0.795437165,5.722238077,0.03,1.59087433,-53.15687576,-33.95687576,2
16.82,-19.8,0.902766536,5.010699047,0.03,1.805533072,-17.99702725,-37.79702725,2
16.84,-59.6,1.002992261,5.011873411,0.03,2.005984521,18.11446363,-41.48553637,2
16.86,-85.8,1.109053863,5.594286814,0.03,2.218107726,40.12687668,-45.67312332,2
16.88,-97.8,1.229666857,6.467012604,0.03,2.459333714,47.14570229,-50.65429771,2
16.9,-100.1,1.368086888,7.374990507,0.03,2.736173777,43.65208798,-56.44791202,2
16.92,-91.5,1.522812055,8.097526215,0.03,3.045624111,28.60148289,-62.89851711,2
16.94,-85.6,1.68920873,8.542141205,0.03,3.378417459,15.8600161,-69.7399839,2
16.96,-84.8,1.862442894,8.781275264,0.03,3.724885789,8.053389802,-76.7466102,2
16.98,-72.8,2.037777868,8.752222078,0.03,4.075555736,-10.95870843,-83.75870843,2
17,-42.1,2.206894019,8.159393057,0.03,4.413788038,-48.32419368,-90.42419368,2
17.02,-7.6,2.356399168,6.791121829,0.03,4.712798336,-88.5029291,-96.1029291,2
17.04,24.8,2.470880647,4.657026032,0.03,4.941761293,-124.9066506,-100.1066506,2
17.06,41,2.537238321,1.978741411,0.03,5.074476642,-142.9218114,-101.9218114,2
17.08,30.9,2.549292169,-0.773356585,0.03,5.098584339,-132.2879881,-101.3879881,2
17.1,9.6,2.509757269,-3.180133436,0.03,5.019514538,-108.389697,-98.789697,2
17.12,-6.7,2.426525978,-5.142995645,0.03,4.853051957,-87.89652384,-94.59652384,2
17.14,-8.7,2.306833287,-6.82627352,0.03,4.613666573,-80.43126369,-89.13126369,2
17.16,17.6,2.152265232,-8.630531968,0.03,4.304530464,-99.99458112,-82.39458112,2
17.18,50.3,1.957223688,-10.87362238,0.03,3.914447377,-124.3144602,-74.01446021,2
17.2,80.2,1.712947276,-13.55401887,0.03,3.425894552,-143.7251888,-63.52518882,2
17.22,97.9,1.412638481,-16.47686063,0.03,2.825276961,-148.5589874,-50.65898743,2
17.24,84.3,1.056266559,-19.16033153,0.03,2.112533118,-119.7881022,-35.48810221,2
17.26,37.3,0.655485692,-20.91775518,0.03,1.310971384,-55.95426308,-18.65426308,2
17.28,-1.6,0.231569543,-21.47385973,0.03,0.463139086,0.343808792,-1.256191208,2
17.3,-47.3,-0.191577408,-20.84083537,0.03,-0.383154816,62.9586273,15.6586273,2
17.32,-70.7,-0.591905821,-19.19200594,0.03,-1.183811642,101.924315,31.22431501,2
17.34,-83.6,-0.952708843,-16.88829626,0.03,-1.905417686,128.4466533,44.84665335,2
17.36,-78.9,-1.264112911,-14.25211057,0.03,-2.528225823,135.1719155,56.27191553,2
17.38,-51.9,-1.523894545,-11.72605277,0.03,-3.04778909,117.4338643,65.53386434,2
17.4,-21.3,-1.737241796,-9.608672379,0.03,-3.474483593,94.30417487,73.00417487,2
17.42,10.1,-1.913080051,-7.975153057,0.03,-3.826160101,69.04775731,79.14775731,2
17.44,47.3,-2.061967359,-6.913577781,0.03,-4.123934718,37.10977037,84.40977037,2
17.46,73.1,-2.194912136,-6.380899923,0.03,-4.389824272,16.15801534,89.25801534,2
17.48,93,-2.320811582,-6.209044665,0.03,-4.641623164,1.027510481,94.02751048,2
17.5,90.9,-2.444096742,-6.119471291,0.03,-4.888193483,7.92982695,98.82982695,2
17.52,55,-2.560852645,-5.556119057,0.03,-5.12170529,48.40539646,103.4053965,2
17.54,-3.4,-2.656099167,-3.968533096,0.03,-5.312198333,110.3531996,106.9531996,2
17.56,-54.9,-2.708103733,-1.231923582,0.03,-5.416207467,163.3077518,108.4077518,2
17.58,-98.6,-2.69586215,2.456081897,0.03,-5.3917243,205.492796,106.892796,2
17.6,-132.8,-2.602728664,6.857266737,0.03,-5.205457328,234.625688,101.825688,2
17.62,-146,-2.418232474,11.59235225,0.03,-4.836464948,238.8828631,92.88286308,2
17.64,-146,-2.139886232,16.24227196,0.03,-4.279772464,226.1091077,80.10910766,2
17.66,-143,-1.771747622,20.57158903,0.03,-3.543495244,206.8226002,63.82260025,2
17.68,-145.5,-1.320645413,24.53863189,0.03,-2.641290826,189.8816848,44.38168476,2
17.7,-143.7,-0.794303905,28.09551888,0.03,-1.58860781,165.807015,22.107015,2
17.72,-133,-0.202771492,31.0577224,0.03,-0.405542985,130.4133366,-2.586663422,2
17.74,-123.1,0.440823141,33.30174091,0.03,0.881646281,93.98851447,-29.11148553,2
17.76,-124.6,1.123027828,34.91872783,0.03,2.246055656,67.71017788,-56.88982212,2
17.78,-122.2,1.831845163,35.96300563,0.03,3.663690325,36.71760143,-85.48239857,2
17.8,-77.4,2.551089962,35.96147435,0.03,5.102179925,-36.87072858,-114.2707286,2
17.82,-24,3.254827119,34.41224126,0.03,6.509654237,-118.0525806,-142.0525806,2
17.84,46.7,3.909863851,31.09143198,0.03,7.819727702,-214.0283472,-167.3283472,2
17.86,97.9,4.483728482,26.29503111,0.041096355,8.096745696,-265.6117399,-167.7117399,0.482723589
17.88,142.8,4.952095603,20.54168101,0.050251415,8.190419121,-309.7232702,-166.9232702,0.2
17.9,176.6,5.29753444,14.00220264,0.056210675,8.259506888,-344.2245667,-167.6245667,0.2
17.92,162.6,5.510176863,7.262039646,0.059597006,8.302035373,-329.7917329,-167.1917329,0.2
17.94,110.6,5.594781802,1.198454325,0.060890341,8.31895636,-276.5667992,-165.9667992,0.2
17.96,58.6,5.568824613,-3.794173279,0.060496675,8.267041981,-222.6959612,-164.0959612,2
17.98,6.6,5.454424708,-7.645817221,0.058728337,8.038242171,-162.468433,-155.868433,2
18,-40.4,5.274680727,-10.32858091,0.055834591,7.678754209,-105.8079355,-146.2079355,2
18.02,-57.4,5.04967423,-12.17206876,0.051996595,7.228741216,-78.54084989,-135.9408499,2
18.04,-32.3,4.789090789,-13.88627534,0.047217987,6.707574334,-92.87980786,-125.1798079,2
18.06,27.1,4.488034317,-16.21937185,0.041186994,6.10546139,-140.4298434,-113.3298434,2
18.08,118.7,4.127779473,-19.80611255,0.033119933,5.384951702,-218.2442263,-99.54422634,2
18.1,167,3.684998035,-24.47203128,0.03,4.499388826,-248.347647,-81.34764698,2
18.12,201.2,3.14477649,-29.55012321,0.03,3.418945736,-259.461546,-58.26154601,2
18.14,222,2.502528649,-34.67466088,0.03,2.134450054,-252.9922209,-30.9922209,2
18.16,229.7,1.760788451,-39.49935896,0.03,0.650969657,-229.4775868,0.222413189,2
18.18,227.2,0.928622899,-43.71719622,0.03,-1.013361446,-192.3061393,34.89386068,2
18.2,189.2,0.023350627,-46.81003096,0.03,-2.82390599,-116.9773354,72.22266465,2
18.22,148.6,-0.928311849,-48.35621667,0.03,-4.727230942,-37.64123547,110.9587645,2
18.24,108.1,-1.895039651,-48.31656356,0.03,-6.660686547,41.6065467,149.7065467,2
18.26,67.6,-2.845249829,-46.70445417,0.03,-8.561106902,119.604392,187.204392,2
18.28,27.1,-3.749935894,-43.76415241,0.03,-9.549987179,174.4257841,201.5257841,1.093064561
18.3,-5.8,-4.587262883,-39.96854645,0.043240296,-9.717452577,205.1348117,199.3348117,0.2
18.32,-31.3,-5.342606198,-35.56578501,0.056945296,-9.86852124,235.1413327,203.8413327,0.2
18.34,-46.7,-6.005052892,-30.67888441,0.066769402,-10.00101058,253.5487273,206.8487273,0.2
18.36,-54,-6.567011598,-25.51698621,0.073909634,-10.11340232,262.641093,208.641093,0.2
18.38,-64.7,-7.023672111,-20.14906504,0.079069199,-10.20473442,274.1510241,209.4510241,0.2
18.4,-80.2,-7.370276279,-14.51135179,0.082660868,-10.27405526,289.6203004,209.4203004,0.2
18.42,-85.1,-7.602169836,-8.678003905,0.084925458,-10.32043397,293.7144881,208.6144881,0.2
18.44,-68.5,-7.718794045,-2.984416982,0.086025604,-10.34375881,275.6442043,207.1442043,0.2
18.46,-25.4,-7.727854502,2.078371192,0.08611003,-10.3455709,230.6346131,205.2346131,0.2
18.48,34.4,-7.646785239,6.028555129,0.085349298,-10.18343237,164.3837806,198.7837806,2
18.5,96,-7.500487973,8.601171502,0.083945403,-9.890837841,92.87785666,188.8778567,2
18.52,135.2,-7.314793534,9.968272381,0.082103139,-9.519448964,43.83223118,179.0322312,2
18.54,145.5,-7.108619956,10.64908545,0.079973719,-9.107101807,24.24907581,169.7490758,2
18.56,119.8,-6.889121664,11.30074377,0.077602422,-8.668105223,40.91675617,160.7167562,2
18.58,78,-6.651705981,12.44082448,0.074906546,-8.193273858,73.09131476,151.0913148,2
18.6,38.6,-6.385439685,14.18580512,0.071705951,-7.660741266,101.4067491,140.0067491,2
18.62,5.1,-6.079387559,16.41940749,0.067770408,-7.048637014,121.953488,127.053488,2
18.64,-19.4,-5.725643603,18.95498807,0.062834044,-6.341149103,131.60457,112.20457,2
18.66,-37.3,-5.320085234,21.60084889,0.056579395,-5.530032363,132.9815116,95.68151158,2
18.68,-54.2,-4.861563256,24.25134889,0.04858549,-4.612988408,132.0684884,77.86848844,2
18.7,-68.1,-4.350595972,26.84537957,0.038227816,-3.591053839,127.3345795,59.23457954,2
18.72,-78.8,-3.789214758,29.29274185,0.03,-2.468291411,117.4016493,38.60164926,2
18.74,-83.4,-3.181909399,31.43779396,0.03,-1.253680694,97.10356149,13.70356149,2
18.76,-82.5,-2.536451839,33.1079621,0.03,0.037234427,69.91325277,-12.58674723,2
18.78,-69.9,-1.864286512,34.10857054,0.03,1.38156508,30.14759076,-39.75240924,2
18.8,-55,-1.180313523,34.28872844,0.03,2.749511059,-12.13180105,-67.13180105,2
18.82,-38.7,-0.501282812,33.61434266,0.03,4.107572481,-55.30677695,-94.00677695,2
18.84,-23.2,0.155823956,32.09633414,0.03,5.421786017,-96.49407489,-119.6940749,2
18.86,-7.1,0.774456787,29.76694894,0.03,6.659051679,-136.4444444,-143.5444444,2
18.88,10.7,1.339390855,26.72645787,0.03,7.467878171,-167.6046627,-156.9046627,1.431718386
18.9,33.9,1.838512881,23.18574467,0.03,7.567702576,-186.4666576,-152.5666576,0.2
18.92,60.7,2.262129416,19.17590887,0.03,7.652425883,-214.5169223,-153.8169223,0.2
18.94,68.7,2.601857893,14.79693881,0.03,7.720371579,-223.3800837,-154.6800837,0.2
18.96,63.1,2.853633459,10.38061782,0.03,7.770726692,-218.2520155,-155.1520155,0.2
18.98,50.3,3.018862832,6.142319444,0.03,7.803772566,-205.5778221,-155.2778221,0.2
19,38.8,3.101761456,2.147542986,0.03,7.820352291,-193.8998238,-155.0998238,0.2
19.02,35.5,3.10630818,-1.692870618,0.03,7.821261636,-190.1415366,-154.6415366,0.2
19.04,22.1,3.036128938,-5.325053523,0.03,7.680903153,-173.0767539,-150.9767539,2
19.06,4.7,2.897436981,-8.544142205,0.03,7.403519239,-148.8321142,-144.1321142,2
19.08,-10.6,2.699221594,-11.27739651,0.03,7.007088464,-124.4933166,-135.0933166,2
19.1,-28.1,2.45160559,-13.48420384,0.03,6.511856457,-96.18741598,-124.287416,2
19.12,-46.1,2.165695951,-15.10676009,0.03,5.940037179,-66.06820908,-112.1682091,2
19.14,-55.6,1.852594352,-16.20339982,0.03,5.31383398,-43.5957641,-99.1957641,2
19.16,-53.2,1.520917951,-16.96424027,0.03,4.650481179,-32.48828051,-85.68828051,2
19.18,-43,1.175507797,-17.57677512,0.03,3.959660871,-28.76520458,-71.76520458,2
19.2,-36.3,0.818979862,-18.07601842,0.03,3.246605,-21.15912542,-57.45912542,2
19.22,-33,0.454355967,-18.38637108,0.03,2.51735721,-9.876140507,-42.87614051,2
19.24,-26.7,0.085491237,-18.50010193,0.03,1.77962775,-1.496944637,-28.19694464,2
19.26,-17,-0.284315963,-18.48061804,0.03,1.040013351,3.445333733,-13.55466627,2
19.28,-5.2,-0.652964625,-18.38424816,0.03,0.302716027,6.19165417,0.99165417,2
19.3,10.9,-1.01957756,-18.2770454,0.03,-0.430509844,4.528621878,15.42862188,2
19.32,27.7,-1.384456302,-18.21082875,0.03,-1.160267327,2.093042674,29.79304267,2
19.34,40.4,-1.748091192,-18.15266023,0.03,-1.887537107,3.723809873,44.12380987,2
19.36,42.1,-2.109146438,-17.95286442,0.03,-2.6096476,16.25577133,58.35577133,2
19.38,27.8,-2.462136555,-17.3461473,0.03,-3.315627834,44.41594055,72.21594055,2
19.4,12.1,-2.79730599,-16.17079617,0.03,-3.985966703,73.1191725,85.2191725,2
19.42,-9.3,-3.102796361,-14.37824092,0.03,-4.596947445,106.136352,96.83635199,2
19.44,-24.9,-3.366600031,-12.00212614,0.03,-5.124554786,131.4751261,106.5751261,2
19.46,-33.6,-3.578729652,-9.210835933,0.03,-5.548814028,147.6538947,114.0538947,2
19.48,-40.3,-3.732244768,-6.140675621,0.03,-5.855844259,159.3621366,119.0621366,2
19.5,-43.1,-3.822664632,-2.901310793,0.03,-6.036683987,164.5743462,121.4743462,2
19.52,-46.6,-3.84745025,0.422748982,0.03,-6.086255223,167.8316313,121.2316313,2
19.54,-54.9,-3.80489227,3.833048981,0.03,-6.001139264,173.1983687,118.2983687,2
19.56,-71.7,-3.692483952,7.407782806,0.03,-5.776322628,184.2750137,112.5750137,2
19.58,-89.6,-3.506552087,11.18540369,0.03,-5.404458898,193.4870749,103.8870749,2
19.6,-108.9,-3.243397903,15.13001479,0.03,-4.878150529,200.9740345,92.07403447,2
19.62,-113.9,-2.901600869,19.04968857,0.03,-4.194556462,190.993344,77.09334402,2
