t,ytt,x,xt,h,f,xtt,xtt+ytt,K
47.3,-11.4,4.820736197,12.66267095,0.047818905,4.571612242,-87.51901783,-98.91901783,2
47.32,-20.4,5.05649368,10.91307733,0.052116668,5.043127207,-87.44034397,-107.840344,2
47.34,-17.5,5.256256306,9.063185272,0.055529613,5.442652459,-97.54886161,-115.0488616,2
47.36,-1.7,5.415899574,6.901141541,0.058120259,5.761938995,-118.6555114,-120.3555114,2
47.38,15.9,5.528130929,4.321994031,0.059873945,5.986401707,-139.2592396,-123.3592396,2
47.4,25.9,5.585681046,1.433017585,0.060752632,6.101501939,-149.638405,-123.738405,2
47.42,25.5,5.584678259,-1.533296281,0.060737437,6.099496365,-146.9929816,-121.4929816,2
47.44,10.4,5.526577802,-4.276749392,0.059850042,5.983295452,-127.3523295,-116.9523295,2
47.46,-7.8,5.418018143,-6.579216474,0.058153867,5.766176135,-102.8943788,-110.6943788,2
47.48,-17.5,5.267567009,-8.465896976,0.055717028,5.465273865,-85.7736714,-103.2736714,2
47.5,-20.2,5.082194742,-10.07132972,0.052567023,5.094529331,-74.76960344,-94.96960344,2
47.52,-15.9,4.866293348,-11.51880965,0.04867368,4.662726544,-69.97838869,-85.87838869,2
47.54,-16.1,4.6229226,-12.81826511,0.043961992,4.175985049,-59.96715819,-76.06715819,2
47.56,-16.2,4.355610373,-13.91295759,0.038338237,3.641360595,-49.50208912,-65.70208912,2
47.58,-24.6,4.069357768,-14.71230294,0.031711716,3.068855384,-30.43244642,-55.03244642,2
47.6,-29.6,3.770704464,-15.15302751,0.03,2.471548775,-13.6400098,-43.2400098,2
47.62,-26.7,3.465846059,-15.33281293,0.03,1.861831966,-4.33853258,-31.03853258,2
47.64,-21.5,3.159020172,-15.3497758,0.03,1.248180192,2.642245296,-18.8577547,2
47.66,-16.4,2.853250873,-15.22715407,0.03,0.636641594,9.619928213,-6.780071787,2
47.68,-13,2.551478504,-14.95008282,0.03,0.033096857,18.0871966,5.087196599,2
47.7,-11.8,2.2571259,-14.48517767,0.03,-0.555608353,28.40331837,16.60331837,2
47.72,-11,1.974122735,-13.81513878,0.03,-1.121614682,38.60057036,27.60057036,2
47.74,-11.7,1.70664079,-12.93305572,0.03,-1.656578572,49.60773563,37.90773563,2
47.76,-19.4,1.459613195,-11.76970381,0.03,-2.150633763,66.72745604,47.32745604,2
47.78,-19.8,1.238433933,-10.34822234,0.03,-2.592992286,75.42069049,55.62069049,2
47.8,-16.5,1.046926079,-8.802563122,0.03,-2.976007995,79.14523135,62.64523135,2
47.82,-9.9,0.886618462,-7.228198585,0.03,-3.296623229,78.29122232,68.39122232,2
47.84,-5.8,0.757752126,-5.658434962,0.03,-3.5543559,78.68513996,72.88513996,2
47.86,-4.6,0.660525113,-4.064266345,0.03,-3.748809926,80.73172174,76.13172174,2
47.88,-6.7,0.595791589,-2.409086012,0.03,-3.878276973,84.78631153,78.08631153,2
47.9,-13.4,0.565295128,-0.640560142,0.03,-3.939269896,92.06627549,78.66627549,2
47.92,-16.3,0.571097601,1.220807454,0.03,-3.92766495,94.07048416,77.77048416,2
47.94,-15.3,0.613988349,3.068267355,0.03,-3.841883454,90.67550591,75.37550591,2
47.96,-12.8,0.692857786,4.818676306,0.03,-3.684144581,84.3653892,71.5653892,2
47.98,-13.6,0.805673024,6.462847534,0.03,-3.458514104,80.0517336,66.4517336,2
48,-16.5,0.950596204,8.029470449,0.03,-3.168667744,76.61055789,60.11055789,2
48.02,-20.3,1.126135662,9.524475377,0.03,-2.817588828,72.88993491,52.58993491,2
48.04,-21.4,1.330450195,10.90697789,0.03,-2.408959762,65.36031665,43.96031665,2
48.06,-23.2,1.560879997,12.13600227,0.03,-1.948100159,57.54212153,34.34212153,2
48.08,-28.5,1.814590524,13.23505049,0.03,-1.440679104,52.36270025,23.86270025,2
48.1,-25.7,2.088361835,14.1420806,0.03,-0.893136482,38.34031015,12.64031015,2
48.12,-19.8,2.377107393,14.73247521,0.03,-0.315645366,20.699151,0.899151003,2
48.14,-13.8,2.674101983,14.96698373,0.03,0.278343813,2.751701053,-11.04829895,2
48.16,-8,2.972226209,14.84543895,0.03,0.874592267,-14.9061793,-22.9061793,2
48.18,4.8,3.263727533,14.30469346,0.03,1.457594915,-39.168369,-34.368369,2
48.2,18.3,3.539569135,13.27946675,0.03,2.009278119,-63.35430271,-45.05430271,2
48.22,28.7,3.790495642,11.81318389,0.03,2.511131132,-83.27398275,-54.57398275,2
48.24,33.7,4.008794732,10.01672511,0.030219506,2.947729312,-96.37189525,-62.67189525,2
48.26,27.6,4.18976373,8.080174687,0.034581703,3.309667308,-97.28314722,-69.68314722,2
48.28,9.4,4.333215305,6.264982861,0.037843599,3.596570459,-84.23603539,-74.83603539,2
48.3,-7.7,4.44301181,4.714667561,0.040232753,3.816163467,-70.79549461,-78.49549461,2
48.32,-16.9,4.523815357,3.365687155,0.041935183,3.977770561,-64.10254597,-81.00254597,2
48.34,-20.2,4.578489072,2.101684335,0.043061437,4.087117991,-62.29773605,-82.49773605,2
48.36,-23.3,4.608322232,0.881631733,0.043667517,4.146784313,-59.70752412,-83.00752412,2
48.38,-23.3,4.614057541,-0.308100851,0.043783359,4.15825493,-59.26573424,-82.56573424,2
48.4,-11.4,4.594992951,-1.598358201,0.043397453,4.120125749,-69.76000077,-81.16000077,2
48.42,4.5,4.54773876,-3.127060831,0.042430493,4.025617369,-83.11026231,-78.61026231,2
48.44,25.2,4.466899502,-4.95686498,0.040740843,3.863938852,-99.87015252,-74.67015252,2
48.46,38.9,4.346969166,-7.036168659,0.038147832,3.624078179,-108.0602154,-69.16021544,2
48.48,47.3,4.184502204,-9.210527552,0.034458883,3.299144255,-109.3756738,-62.07567383,2
48.5,52.2,3.978781218,-11.361571,0.03,2.887702284,-105.728671,-53.52867104,2
48.52,50.9,3.731591024,-13.3574484,0.03,2.393321896,-93.85906855,-42.95906855,2
48.54,46,3.447357594,-15.06589463,0.03,1.824855036,-76.98555518,-30.98555518,2
48.56,42.9,3.132260949,-16.44376987,0.03,1.194661746,-60.80196818,-17.90196818,2
48.58,42.9,2.792617959,-17.52052909,0.03,0.515375766,-46.87395381,-3.973953812,2
48.6,46.3,2.433949147,-18.34635211,0.03,-0.201961857,-35.70834818,10.59165182,2
48.62,46,2.061412285,-18.90733413,0.03,-0.947035582,-20.38985415,25.61014585,2
48.64,36.5,1.68165799,-19.06809538,0.03,-1.706544172,4.313728785,40.81372878,2
48.66,25.4,1.303766743,-18.72102927,0.03,-2.462326666,30.39288279,55.79288279,2
48.68,15.6,0.937836286,-17.87201647,0.03,-3.19418758,54.50839736,70.10839736,2
48.7,13.2,0.592867511,-16.624861,0.03,-3.88412513,70.20714939,83.40714939,2
48.72,10.8,0.275856215,-15.07626863,0.03,-4.518147722,84.65208712,95.45208712,2
48.74,4.9,-0.007090094,-13.21836223,0.03,-5.08404034,101.1385532,106.0385532,2
48.76,2.6,-0.250110264,-11.08365479,0.03,-5.57008068,112.3321914,114.9321914,2
48.78,2.4,-0.448593816,-8.764700451,0.03,-5.967047785,119.563242,121.963242,2
48.8,1.8,-0.599407212,-6.316639121,0.03,-6.268674576,125.2428909,127.0428909,2
48.82,-1.2,-0.700086241,-3.751263788,0.03,-6.470032634,131.2946423,130.0946423,2
48.84,4.9,-0.749364757,-1.176587807,0.03,-6.568589666,126.1729558,131.0729558,2
48.86,16,-0.748870935,1.225970051,0.03,-6.567602021,114.08283,130.08283,2
48.88,16.9,-0.701900972,3.471026229,0.03,-6.473662096,110.4227878,127.3227878,2
48.9,6.2,-0.609774228,5.741648148,0.03,-6.289408608,116.6394041,122.8394041,2
48.92,-5.6,-0.471066581,8.129116602,0.03,-6.011993313,122.1074413,116.5074413,2
48.94,-5.9,-0.284857888,10.49175263,0.03,-5.639575928,114.1561616,108.2561616,2
48.96,7.6,-0.054539931,12.54004305,0.03,-5.178940015,90.67288077,98.27288077,2
48.98,24.7,0.211557775,14.06972763,0.03,-4.646744601,62.29557708,86.99557708,2
49,32.2,0.503451426,15.1196374,0.03,-4.0629573,42.69540015,74.89540015,2
49.02,27.9,0.813549455,15.89016554,0.03,-3.442761241,34.35741347,62.25741347,2
49.04,16,1.138103911,16.56528003,0.03,-2.79365233,33.15403531,49.15403531,2
49.06,2.6,1.476020825,17.22641136,0.03,-2.117818502,32.95909816,35.55909816,2
49.08,-6.3,1.82662183,17.83368919,0.03,-1.416616491,27.76868431,21.46868431,2
49.1,-8,2.187571485,18.26127627,0.03,-0.694717182,14.99002429,6.990024291,2
49.12,-8.5,2.554380791,18.41965428,0.03,0.038901429,0.847776726,-7.652223274,2
49.14,-12.5,2.921886606,18.33092727,0.03,0.77391306,-9.720478214,-22.22047821,2
49.16,-20.1,3.285887383,18.06915045,0.03,1.501914615,-16.45720337,-36.55720337,2
49.18,-24.3,3.642999,17.64201124,0.03,2.216137849,-26.25671757,-50.55671757,2
49.2,-23.4,3.989147445,16.97283324,0.03,2.908434738,-40.66108303,-64.06108303,2
49.22,-14.9,4.318187952,15.93121749,0.037509535,3.566515753,-63.50049215,-78.40049215,2
49.24,4.9,4.620858063,14.33579355,0.043920437,4.171855974,-96.04190153,-91.14190153,2
49.26,15.6,4.886243603,12.20276052,0.049044231,4.702627055,-117.2614013,-101.6614013,2
49.28,14.7,5.106139473,9.786826424,0.052983539,5.142418794,-124.3320084,-109.6320084,2
49.3,1.4,5.277787123,7.377938631,0.055885854,5.485714095,-116.5567709,-115.1567709,2
49.32,-11.2,5.40295078,5.138427016,0.057914418,5.736041408,-107.3943906,-118.5943906,2
49.34,-18.4,5.48479201,3.045696024,0.059203129,5.899723869,-101.8787086,-120.2787086,2
49.36,-18.7,5.525353348,1.010437753,0.05983119,5.980846544,-101.6471185,-120.3471185,2
49.38,-13.7,5.524887551,-1.057017507,0.059824016,5.979914949,-105.0984076,-118.7984076,2
49.4,-9.4,5.482618944,-3.169843124,0.059169284,5.895377737,-106.184154,-115.584154,2
49.42,-5.2,5.3980509,-5.286961268,0.057836333,5.726241649,-105.5276604,-110.7276604,2
49.44,-2.3,5.271555754,-7.362553336,0.055782977,5.473251357,-102.0315465,-104.3315465,2
49.46,-3.4,5.104786138,-9.314408339,0.052960076,5.139712123,-93.1539537,-96.5539537,2
49.48,-9.4,4.901357617,-11.02844375,0.049323447,4.732855081,-78.2495879,-87.6495879,2
49.5,-11.6,4.666330629,-12.47425501,0.044829313,4.262801106,-66.33153758,-77.93153758,2
49.52,-10.4,4.404489344,-13.70987354,0.03940469,3.739118535,-57.23031508,-67.63031508,2
49.54,-7.5,4.119629945,-14.77606632,0.032925294,3.169399738,-49.38896291,-56.88896291,2
49.56,-14.1,3.816078994,-15.57902881,0.03,2.562297836,-30.90728623,-45.00728623,2
49.58,-27.4,3.500921424,-15.93672821,0.03,1.931982695,-4.862654335,-32.26265433,2
49.6,-29.7,3.182714046,-15.88400956,0.03,1.29556794,10.13451984,-19.56548016,2
49.62,-27.1,2.86804105,-15.58328999,0.03,0.666221949,19.93743698,-7.162563023,2
49.64,-21.9,2.561043379,-15.11647712,0.03,0.052226607,26.74385045,4.843850447,2
49.66,-15.9,2.26461526,-14.52633482,0.03,-0.540629632,32.27037915,16.37037915,2
49.68,-11,1.98114947,-13.82024421,0.03,-1.107561213,38.33868162,27.33868162,2
49.7,-10.5,1.713392764,-12.95542637,0.03,-1.643074624,48.14310301,37.64310301,2
49.72,-11.6,1.464970984,-11.8867516,0.03,-2.139918184,58.72437317,47.12437317,2
49.74,-13,1.239968812,-10.61346565,0.03,-2.589922529,68.60422197,55.60422197,2
49.76,-13.7,1.04222301,-9.161114476,0.03,-2.985414131,76.63089568,62.93089568,2
49.78,-9.7,0.874534157,-7.607770895,0.03,-3.320791839,78.70346241,69.00346241,2
49.8,-9.3,0.738557685,-5.989876253,0.03,-3.592744782,83.08600174,73.78600174,2
49.82,-12.2,0.636011205,-4.264771808,0.03,-3.797837743,89.42444274,77.22444274,2
49.84,-12.8,0.568860722,-2.450276498,0.03,-3.932138709,92.02508827,79.22508827,2
49.86,-12.4,0.538272562,-0.608539499,0.03,-3.993315029,92.14861165,79.74861165,2
49.88,-11.2,0.544318195,1.213102827,0.03,-3.981223762,90.01562099,78.81562099,2
49.9,-10.4,0.586269086,2.981986269,0.03,-3.89732198,86.87272315,76.47272315,2
49.92,-7.1,0.662585386,4.649643728,0.03,-3.74468938,79.89302281,72.79302281,2
49.94,-3.1,0.770667305,6.158548231,0.03,-3.528525541,70.99742748,67.89742748,2
49.96,-0.3,0.907162012,7.490922395,0.03,-3.255536129,62.23998888,61.93998888,2
49.98,-1.5,1.06885987,8.678863486,0.03,-2.932140411,56.55412025,55.05412025,2
50,-4.7,1.253295059,9.764655366,0.03,-2.563270034,52.02506769,47.32506769,2
50.02,-5.2,1.45819334,10.72517278,0.03,-2.153473471,44.02667366,38.82667366,2
50.04,2,1.679870773,11.44257045,0.03,-1.710118607,27.71309337,29.71309337,2
50.06,11,1.912419689,11.81232116,0.03,-1.245020774,9.261977602,20.2619776,2
50.08,21.6,2.148512511,11.79696107,0.03,-0.77283513,-10.79798616,10.80201384,2
50.1,25.8,2.380955068,11.4472946,0.03,-0.307950016,-24.1686607,1.631339295,2
50.12,22.5,2.60452778,10.90997664,0.03,0.139195409,-29.56313596,-7.063135965,2
50.14,15.6,2.81668737,10.30598231,0.03,0.563514588,-30.83629648,-15.23629648,2
50.16,10.9,3.016344313,9.659711986,0.03,0.962828474,-33.79073626,-22.89073626,2
50.18,9.5,3.202210997,8.926956415,0.03,1.334561842,-39.48482083,-29.98482083,2
50.2,10.1,3.372149893,8.066933234,0.03,1.674439635,-46.51749729,-36.41749729,2
50.22,10.3,3.523599581,7.07803556,0.03,1.977339011,-52.37227015,-42.07227015,2
50.24,8.1,3.654426635,6.004669765,0.03,2.238993117,-54.96430935,-46.86430935,2
50.26,6.2,3.763327709,4.885437651,0.03,2.456795265,-56.95890202,-50.75890202,2
50.28,0.1,3.849954885,3.777279981,0.03,2.630049618,-53.85686498,-53.75686498,2
50.3,-9.3,3.915452315,2.772462991,0.03,2.761044477,-46.62483401,-55.92483401,2
50.32,-18.2,3.962319464,1.914251973,0.03,2.854778777,-39.19626782,-57.39626782,2
50.34,-26.8,3.993534373,1.207238844,0.03,2.917208593,-31.50504505,-58.30504505,2
50.36,-25.6,4.011214571,0.560781007,0.030279776,2.95256899,-33.1407386,-58.7407386,2
50.38,-21,4.015350242,-0.147213897,0.030382655,2.960840332,-37.65875185,-58.65875185,2
50.4,-22.5,4.005091697,-0.878640623,0.030127171,2.940323242,-35.48392069,-57.98392069,2
50.42,-18.3,3.980128203,-1.617708786,0.03,2.890396254,-38.42289564,-56.72289564,2
50.44,-9.3,3.939378185,-2.457293018,0.03,2.808896218,-45.53552754,-54.83552754,2
50.46,-3.4,3.880798135,-3.400711932,0.03,2.691736119,-48.80636385,-52.20636385,2
50.48,1.1,3.802915658,-4.387535832,0.03,2.535971163,-49.87602618,-48.77602618,2
50.5,1.7,3.705551317,-5.348898213,0.03,2.341242482,-46.26021195,-44.56021195,2
50.52,1.1,3.589874228,-6.218810716,0.03,2.109888304,-40.73103832,-39.63103832,2
50.54,1.8,3.457835867,-6.985025335,0.03,1.845811583,-35.89042354,-34.09042354,2
50.56,5.2,3.311224958,-7.676065579,0.03,1.552589765,-33.21360087,-28.01360087,2
50.58,4,3.15183622,-8.262808281,0.03,1.233812287,-25.46066934,-21.46066934,2
50.6,-4.4,2.983016513,-8.619162346,0.03,0.896172875,-10.17473722,-14.57473722,2
50.62,-12.1,2.81006454,-8.676034966,0.03,0.550268929,4.487475278,-7.612524722,2
50.64,-17.2,2.638630275,-8.467391522,0.03,0.207400399,16.37686908,-0.82313092,2
50.66,-16.1,2.473093466,-8.086289399,0.03,-0.12367322,21.73334323,5.633343234,2
50.68,-8.1,2.315522047,-7.670852557,0.03,-0.438816059,19.81034097,11.71034097,2
50.7,3.2,2.165513612,-7.329990943,0.03,-0.738832929,14.27582039,17.47582039,2
50.72,8.9,2.021753648,-7.046005391,0.03,-1.026352855,14.12273479,23.02273479,2
50.74,13.6,1.883722307,-6.757128706,0.03,-1.302415537,14.76493373,28.36493373,2
50.76,16.6,1.751742864,-6.440815674,0.03,-1.566374425,16.86636947,33.46636947,2
50.78,20.2,1.626422644,-6.091206318,0.03,-1.817014865,18.09456619,38.29456619,2
50.8,25.6,1.508131246,-5.737933419,0.03,-2.053597659,17.23272362,42.83272362,2
50.82,30.2,1.39678538,-5.396653168,0.03,-2.276289391,16.8953015,47.0953015,2
50.84,31,1.292550016,-5.02688326,0.03,-2.48476012,20.08168934,51.08168934,2
50.86,23.4,1.197151368,-4.512981591,0.03,-2.675557417,31.30847755,54.70847755,2
50.88,5.2,1.115277284,-3.674426818,0.03,-2.839305585,52.54699977,57.74699977,2
50.9,-7.5,1.053779319,-2.475369667,0.03,-2.962301515,67.35871532,59.85871532,2
50.92,-12.4,1.01832842,-1.069720251,0.03,-3.033203313,73.20622628,60.80622628,2
50.94,-12,1.011509189,0.387797221,0.03,-3.046841774,72.54552095,60.54552095,2
50.96,-8.1,1.033243487,1.785632569,0.03,-3.003373178,67.23801383,59.13801383,2
50.98,-0.6,1.081410887,3.031107401,0.03,-2.907038378,57.30946931,56.70946931,2
51,0,1.153104939,4.138297784,0.03,-2.763650275,53.40956902,53.40956902,2
51.02,0,1.246143766,5.165584898,0.03,-2.577572621,49.31914241,49.31914241,2
51.04,0,1.358835674,6.103605982,0.03,-2.352188803,44.48296601,44.48296601,2
51.06,0,1.489254153,6.938241894,0.03,-2.091351846,38.98062518,38.98062518,2
51.08,0,1.63520745,7.657087842,0.03,-1.799445251,32.90396959,32.90396959,2
51.1,0,1.794274928,8.249659925,0.03,-1.481310296,26.35323872,26.35323872,2
51.12,0,1.963846991,8.707546388,0.03,-1.14216617,19.43540756,19.43540756,2
51.14,0,2.141167704,9.024524936,0.03,-0.787524743,12.26244725,12.26244725,2
51.16,0,2.3233794,9.196644606,0.03,-0.423101352,4.949519736,4.949519736,2
51.18,0,2.507568558,9.22227116,0.03,-0.054723037,-2.386864336,-2.386864336,2
51.2,0,2.690812225,9.102095563,0.03,0.311764298,-9.630695332,-9.630695332,2
51.22,0,2.870224237,8.839105684,0.03,0.670588322,-16.66829254,-16.66829254,2
51.24,0,3.043000514,8.438521942,0.03,1.016140875,-23.39008166,-23.39008166,2
51.26,0,3.206462715,7.907698184,0.03,1.343065278,-29.69229416,-29.69229416,2
51.28,0,3.358099593,7.25598962,0.03,1.646339034,-35.47856228,-35.47856228,2
51.3,0,3.49560539,6.494590145,0.03,1.921350629,-40.66138521,-40.66138521,2
51.32,0,3.61691471,5.63634185,0.03,2.163969269,-45.16344432,-45.16344432,2
51.34,0,3.720233328,4.695519928,0.03,2.370606504,-48.91874783,-48.91874783,2
51.36,0,3.804064493,3.68759657,0.03,2.538268834,-51.87358801,-51.87358801,2
51.38,0,3.867230336,2.628987716,0.03,2.66460052,-53.98729732,-53.98729732,2
51.4,0,3.908888081,1.536786813,0.03,2.747916011,-55.232793,-55.232793,2
51.42,0,3.928540848,0.428489853,0.03,2.787221544,-55.59690304,-55.59690304,2
51.44,0,3.926042908,-0.678283879,0.03,2.782225663,-55.08047014,-55.08047014,2
51.46,0,3.90159936,-1.766070917,0.03,2.733338567,-53.69823363,-53.69823363,2
51.48,0,3.855760269,-2.81783818,0.03,2.641660386,-51.47849275,-51.47849275,2
51.5,0,3.7894094,-3.817248693,0.03,2.508958648,-48.46255848,-48.46255848,2
51.52,0,3.70374777,-4.748914317,0.03,2.337635388,-44.70400394,-44.70400394,2
51.54,0,3.600272311,-5.598631624,0.03,2.130684469,-40.26772683,-40.26772683,2
51.56,0,3.480750021,-6.353597294,0.03,1.891639891,-35.22884007,-35.22884007,2
51.58,0,3.347188051,-7.002599789,0.03,1.624515949,-29.67140943,-29.67140943,2
51.6,0,3.201800208,-7.536184475,0.03,1.333740264,-23.68705926,-23.68705926,2
51.62,0,3.046970466,-7.946789761,0.03,1.024080779,-17.37346932,-17.37346932,2
51.64,0,2.885214045,-8.228852327,0.03,0.700567937,-10.83278723,-10.83278723,2
51.66,0,2.719136721,-8.378880021,0.03,0.36841329,-4.16998221,-4.16998221,2
51.68,0,2.551393006,-8.39549151,0.03,0.03292586,2.508833343,2.508833343,2
51.7,0,2.384643868,-8.279422298,0.03,-0.300572416,9.09808783,9.09808783,2
51.72,0,2.221514672,-8.033497287,0.03,-0.626830808,15.49441327,15.49441327,2
51.74,0,2.064553994,-7.662570545,0.03,-0.940752165,21.59826092,21.59826092,2
51.76,0,1.916193953,-7.173433492,0.03,-1.237472246,27.31544443,27.31544443,2
51.78,0,1.778712687,-6.574693178,0.03,-1.512434779,32.55858694,32.55858694,2
51.8,0,1.654199527,-5.876622812,0.03,-1.761461099,37.24844965,37.24844965,2
51.82,0,1.544523428,-5.090987094,0.03,-1.980813297,41.31512212,41.31512212,2
51.84,0,1.451305104,-4.23084531,0.03,-2.167249945,44.69905632,44.69905632,2
51.86,0,1.375893296,-3.310335454,0.03,-2.31807356,47.35192929,47.35192929,2
51.88,0,1.319345512,-2.344442939,0.03,-2.431169128,49.23732223,49.23732223,2
51.9,0,1.282413506,-1.348757652,0.03,-2.50503314,50.33120644,50.33120644,2
51.92,0,1.265533697,-0.339223287,0.03,-2.538792759,50.62223004,50.62223004,2
51.94,0,1.268822634,0.668117038,0.03,-2.532214884,50.11180245,50.11180245,2
51.96,0,1.292077553,1.657374829,0.03,-2.485705046,48.81397666,48.81397666,2
51.98,0,1.33478196,2.613065923,0.03,-2.400296231,46.75513278,46.75513278,2
52,0,1.396116139,3.520351945,0.03,-2.277627874,43.97346936,43.97346936,2
52.02,0,1.474972356,4.365269757,0.03,-2.11991544,40.51831188,40.51831188,2
52.04,0,1.569974508,5.134945383,0.03,-1.929911137,36.44925072,36.44925072,2
52.06,0,1.679501853,5.817789126,0.03,-1.710856447,31.83512355,31.83512355,2
52.08,0,1.801716433,6.403668954,0.03,-1.466427285,26.75285923,26.75285923,2
52.1,0,1.934593719,6.884059574,0.03,-1.200672715,21.28620276,21.28620276,2
52.12,0,2.075955965,7.252165021,0.03,-0.917948223,15.52434197,15.52434197,2
52.14,0,2.223507745,7.503013027,0.03,-0.622844662,9.560458661,9.560458661,2
52.16,0,2.374873074,7.633519889,0.03,-0.320114004,3.490227508,3.490227508,2
52.18,0,2.527633523,7.642525032,0.03,-0.014593105,-2.589713227,-2.589713227,2
52.2,0,2.679366723,7.530794952,0.03,0.288873295,-8.583294708,-8.583294708,2
52.22,0,2.82768464,7.300996704,0.03,0.585509128,-14.3965301,-14.3965301,2
52.24,0,2.970271023,6.957641574,0.03,0.870681893,-19.93898295,-19.93898295,2
52.26,0,3.104917439,6.507000059,0.03,1.139974726,-25.12516854,-25.12516854,2
52.28,0,3.229557337,5.956989708,0.03,1.389254521,-29.8758666,-29.8758666,2
52.3,0,3.342297612,5.31703779,0.03,1.614735071,-34.1193252,-34.1193252,2
52.32,0,3.441447201,4.597921159,0.03,1.81303425,-37.79233788,-37.79233788,2
52.34,0,3.525542273,3.811586004,0.03,1.981224393,-40.84117761,-40.84117761,2
52.36,0,3.593367638,2.970950485,0.03,2.116875123,-43.22237428,-43.22237428,2
52.38,0,3.643974077,2.089693499,0.03,2.218088003,-44.90332428,-44.90332428,2
52.4,0,3.676691343,1.182033016,0.03,2.283522533,-45.86272404,-45.86272404,2
52.42,0,3.691136648,0.262497557,0.03,2.312413145,-46.09082186,-46.09082186,2
52.44,0,3.687218569,-0.654305517,0.03,2.304576985,-45.58948553,-45.58948553,2
52.46,0,3.665136301,-1.553921231,0.03,2.26041245,-44.37208589,-44.37208589,2
52.48,0,3.625374348,-2.422274087,0.03,2.180888544,-42.46319973,-42.46319973,2
52.5,0,3.568692733,-3.245887463,0.03,2.067525313,-39.89813788,-39.89813788,2
52.52,0,3.496112939,-4.012091917,0.03,1.922365725,-36.72230751,-36.72230751,2
52.54,0,3.408899828,-4.709219188,0.03,1.747939503,-32.99041958,-32.99041958,2
52.56,0,3.308539846,-5.326778939,0.03,1.547219541,-28.76555551,-28.76555551,2
52.58,0,3.196715901,-5.85561558,0.03,1.32357165,-24.11810854,-24.11810854,2
52.6,0,3.075279317,-6.288042841,0.03,1.080698482,-19.12461761,-19.12461761,2
52.62,0,2.946219347,-6.617954147,0.03,0.822578542,-13.86651297,-13.86651297,2
52.64,0,2.811630734,-6.840907215,0.03,0.553401315,-8.428793837,-8.428793837,2
52.66,0,2.673679844,-6.95418175,0.03,0.277499536,-2.898659674,-2.898659674,2
52.68,0,2.534569931,-6.956809516,0.03,-0.00072029,2.635883045,2.635883045,2
52.7,0,2.396506071,-6.849576522,0.03,-0.27684801,8.08741642,8.08741642,2
52.72,0,2.261660331,-6.634997488,0.03,-0.546539491,13.37048696,13.37048696,2
52.74,0,2.132137724,-6.317263217,0.03,-0.805584705,18.40294013,18.40294013,2
52.76,0,2.009943473,-5.902161888,0.03,-1.049973207,23.10719278,23.10719278,2
52.78,0,1.896952097,-5.39697572,0.03,-1.275955959,27.41142397,27.41142397,2
52.8,0,1.794878791,-4.810354822,0.03,-1.48010257,31.25066582,31.25066582,2
52.82,0,1.705253539,-4.152170384,0.03,-1.659353074,34.56777805,34.56777805,2
52.84,0,1.629398338,-3.433349687,0.03,-1.811063475,37.31429162,37.31429162,2
52.86,0,1.568407885,-2.665695679,0.03,-1.933044383,39.45110916,39.45110916,2
52.88,0,1.523133987,-1.861694065,0.03,-2.023592178,40.94905221,40.94905221,2
52.9,0,1.494173936,-1.034311066,0.03,-2.08151228,41.7892477,41.7892477,2
52.92,0,1.481862974,-0.1967851,0.03,-2.106134203,41.9633489,41.9633489,2
52.94,0,1.486270966,0.637584274,0.03,-2.09731822,41.47358847,41.47358847,2
52.96,0,1.507203277,1.455646799,0.03,-2.055453599,40.33266409,40.33266409,2
52.98,0,1.544205825,2.244608037,0.03,-1.981448502,38.56345968,38.56345968,2
53,0,1.596574193,2.992228714,0.03,-1.876711767,36.19860799,36.19860799,2
53.02,0,1.663366618,3.687013817,0.03,-1.743126916,33.27990234,33.27990234,2
53.04,0,1.743420641,4.318388524,0.03,-1.583018869,29.85756833,29.85756833,2
53.06,0,1.835373109,4.876858284,0.03,-1.399113933,25.98940771,25.98940771,2
53.08,0,1.937683199,5.354150652,0.03,-1.194493755,21.73982911,21.73982911,2
53.1,0,2.048658073,5.74333676,0.03,-0.972544006,17.17878169,17.17878169,2
53.12,0,2.166480747,6.038930669,0.03,-0.736898658,12.38060923,12.38060923,2
53.14,0,2.289239706,6.236965197,0.03,-0.49138074,7.422843503,7.422843503,2
53.16,0,2.41495979,6.335043194,0.03,-0.239940573,2.384956266,2.384956266,2
53.18,0,2.541633858,6.332363656,0.03,0.013407564,-2.652910044,-2.652910044,2
53.2,0,2.667254719,6.229722429,0.03,0.264649286,-7.611212682,-7.611212682,2
53.22,0,2.78984682,6.029487702,0.03,0.509833489,-12.41226001,-12.41226001,2
53.24,0,2.907497206,5.735550859,0.03,0.74513426,-16.98142434,-16.98142434,2
53.26,0,3.018385251,5.353253642,0.03,0.96691035,-21.24829729,-21.24829729,2
53.28,0,3.120810717,4.88929297,0.03,1.171761282,-25.14776994,-25.14776994,2
53.3,0,3.213219697,4.351605059,0.03,1.356579243,-28.62102117,-28.62102117,2
53.32,0,3.294228057,3.749230853,0.03,1.518595961,-31.61639941,-31.61639941,2
53.34,0,3.362642015,3.092165015,0.03,1.655423878,-34.09018448,-34.09018448,2
53.36,0,3.417475575,2.391190983,0.03,1.765090998,-36.00721864,-36.00721864,2
53.38,0,3.457964533,1.657704821,0.03,1.846068915,-37.34139761,-37.34139761,2
