t,ytt,xt,xtt,x,xtt+ytt,f
13.44,-10.3,-4.643255889,53.06144372,-1.038820195,42.76144372,-2.077640391
13.46,-19.2,-3.46545531,64.71861423,-1.119907307,45.51861423,-2.239814615
13.48,-19.6,-2.149874217,66.83949508,-1.176060603,47.23949508,-2.352121205
13.5,-13.7,-0.865025732,61.64535341,-1.206209602,47.94535341,-2.412419204
13.52,-11.3,0.341400407,58.99726046,-1.211445855,47.69726046,-2.422891711
13.54,-14.7,1.543373495,61.20004837,-1.192598116,46.50004837,-2.385196233
13.56,-18.9,2.78758595,63.22119707,-1.149288522,44.32119707,-2.298577044
13.58,-17.1,4.002622641,58.28247212,-1.081386436,41.18247212,-2.162772872
13.6,-10.7,5.064473539,47.90261767,-0.990715474,37.20261767,-1.981430948
13.62,-9.1,5.959629817,41.61301014,-0.880474441,32.51301014,-1.760948881
13.64,-9.1,6.738821064,36.3061145,-0.753489932,27.2061145,-1.506979863
13.66,-8.6,7.401620434,29.97382247,-0.612085517,21.37382247,-1.224171033
13.68,-13.5,7.987137157,28.57784988,-0.458197941,15.07784988,-0.916395882
13.7,-25.7,8.612801525,33.98858686,-0.292198554,8.288586859,-0.584397108
13.72,-35.4,9.316141106,36.34537124,-0.112909128,0.94537124,-0.225818255
13.74,-34.5,9.955556379,27.59615615,0.079807847,-6.903843851,0.159615694
13.76,-20.5,10.28632082,5.480288079,0.282226619,-15.01971192,0.564453238
13.78,-6.5,10.17556384,-16.5559858,0.486845466,-23.0559858,0.973690932
13.8,-0.4,9.706719521,-30.32844651,0.685668299,-30.72844651,1.371336599
13.82,1.5,9.009887384,-39.35476722,0.872834369,-37.85476722,1.745668737
13.84,0.6,8.167156807,-44.91829052,1.04460481,-44.31829052,2.089209621
13.86,-8.9,7.305952275,-41.20216268,1.199335901,-50.10216268,2.398671802
13.88,-20.7,6.548072662,-34.58579861,1.337876151,-55.28579861,2.675752301
13.9,-22.2,5.825233871,-37.69808043,1.461609216,-59.89808043,2.923218432
13.92,-18.2,4.991710983,-45.65420837,1.569778664,-63.85420837,3.139557329
13.94,-12.1,3.985975861,-54.91930386,1.659555533,-67.01930386,3.319111066
13.96,-12,2.863778621,-57.30042015,1.728053078,-69.30042015,3.456106155
13.98,-21.1,1.794411837,-49.63625825,1.774634982,-70.73625825,3.549269965
14,-29,0.873624969,-42.44242849,1.80131535,-71.44242849,3.602630701
14.02,-32.4,0.058171998,-39.10286866,1.81063332,-71.50286866,3.62126664
14.04,-32.1,-0.721328689,-38.84720006,1.804001753,-70.94720006,3.608003506
14.06,-32.1,-1.486670588,-37.68698979,1.78192176,-69.78698979,3.563843521
14.08,-33.3,-2.21108128,-34.75407946,1.744944242,-68.05407946,3.489888483
14.1,-25.8,-2.957940794,-39.93187194,1.693254021,-65.73187194,3.386508042
14.12,-10.3,-3.881098565,-52.38390514,1.624863627,-62.68390514,3.249727255
14.14,4,-5.032248452,-62.7310835,1.535730157,-58.7310835,3.071460314
14.16,9.8,-6.295388478,-63.58291912,1.422453788,-53.78291912,2.844907576
14.18,3.4,-7.444472121,-51.32544524,1.285055182,-47.92544524,2.570110364
14.2,-1.6,-8.355173264,-39.74466902,1.127058728,-41.34466902,2.254117456
14.22,-0.1,-9.093399394,-34.07794394,0.952573001,-34.17794394,1.905146003
14.24,8.1,-9.779861722,-34.5682889,0.76384039,-26.4682889,1.527680781
14.26,13.6,-10.44388405,-31.83394357,0.561602933,-18.23394357,1.123205865
14.28,6.8,-10.92637755,-16.41540669,0.347900317,-9.615406692,0.695800633
14.3,-3.2,-11.06732665,2.320496261,0.127963275,-0.879503739,0.255926549
14.32,-10.2,-10.86509341,17.9028285,-0.091360926,7.702828504,-0.182721852
14.34,-10.4,-10.42266406,26.34010636,-0.304238501,15.94010636,-0.608477001
14.36,-0.8,-9.913497495,24.57654987,-0.507600116,23.77654987,-1.015200232
14.38,10.3,-9.458206482,20.9525514,-0.701317156,31.2525514,-1.402634312
14.4,14.7,-9.011920772,23.67601962,-0.886018428,38.37601962,-1.772036857
14.42,16.6,-8.490271069,28.4889507,-1.061040347,45.0889507,-2.122080694
14.44,11.2,-7.804746273,40.06352893,-1.22399052,51.26352893,-2.447981041
14.46,4.9,-6.885942985,51.81679991,-1.370897413,56.71679991,-2.741794826
14.48,4.6,-5.80061406,56.71609251,-1.497762983,61.31609251,-2.995525967
14.5,11.8,-4.700979108,53.24740271,-1.602778915,65.04740271,-3.20555783
14.52,9.4,-3.583537747,58.4967334,-1.685624084,67.8967334,-3.371248167
14.54,1,-2.311128738,68.74416755,-1.744570748,69.74416755,-3.489141497
14.56,-0.3,-0.915766506,70.79205557,-1.776839701,70.49205557,-3.553679402
14.58,-0.5,0.498391088,70.62370392,-1.781013455,70.12370392,-3.56202691
14.6,1.1,1.880265067,67.5636939,-1.757226894,68.6636939,-3.514453787
14.62,7.6,3.141955551,58.60535456,-1.707004687,66.20535456,-3.414009375
14.64,15.3,4.204057714,47.60486169,-1.633544555,62.90486169,-3.267089109
14.66,22.3,5.046459589,36.63532581,-1.541039382,58.93532581,-3.082078763
14.68,25.8,5.699282531,28.64696841,-1.43358196,54.44696841,-2.867163921
14.7,31.7,6.164630726,17.88785105,-1.314942828,49.58785105,-2.629885656
14.72,36.2,6.426691255,8.318201888,-1.189029608,44.51820189,-2.378059216
14.74,28,6.622798664,11.29253901,-1.058534709,39.29253901,-2.117069418
14.76,11.1,6.962734382,22.70103279,-0.922679378,33.80103279,-1.845358757
14.78,-0.3,7.47185026,28.21055503,-0.778333532,27.91055503,-1.556667064
14.8,-8,8.049607012,29.56512014,-0.623118959,21.56512014,-1.246237919
14.82,-4.5,8.538578504,19.33202908,-0.457237104,14.83202908,-0.914474208
14.84,2.7,8.783907781,5.200898647,-0.284012241,7.900898647,-0.568024483
14.86,-8.3,8.927462876,9.15461078,-0.106898535,0.85461078,-0.213797069
14.88,-18.4,9.139430754,12.04217706,0.073770402,-6.357822942,0.147540803
14.9,-12.4,9.247279889,-1.25726352,0.257637508,-13.65726352,0.515275016
14.92,5.2,8.975220709,-25.94865451,0.439862514,-20.74865451,0.879725028
14.94,19.9,8.244025302,-47.17088618,0.612054974,-27.27088618,1.224109948
14.96,20.5,7.237285136,-53.50313047,0.766868078,-33.00313047,1.533736157
14.98,7.9,6.243747094,-45.85067365,0.901678401,-37.95067365,1.803356802
15,-4.8,5.410862964,-37.43773936,1.018224501,-42.23773936,2.036449003
15.02,-10.5,4.682010816,-35.44747543,1.119153239,-45.94747543,2.238306478
15.04,-12.5,3.961653174,-36.58828877,1.205589879,-49.08828877,2.411179758
15.06,-12.9,3.208420701,-38.73495852,1.277290618,-51.63495852,2.554581236
15.08,-12.2,2.407569627,-41.3501489,1.333450521,-53.5501489,2.666901042
15.1,-5.1,1.497580314,-49.64878241,1.372502021,-54.74878241,2.745004041
15.12,6.8,0.382387032,-61.87054581,1.391301694,-55.07054581,2.782603388
15.14,15.1,-0.930907409,-69.4588983,1.38581649,-54.3588983,2.771632981
15.16,16.7,-2.318029757,-69.25333651,1.353327119,-52.55333651,2.706654237
15.18,26.3,-3.769591265,-75.90281427,1.292450908,-49.60281427,2.584901817
15.2,44.2,-5.424114846,-89.54954388,1.200513847,-45.34954388,2.401027695
15.22,51.8,-7.234308006,-91.4697721,1.073929619,-39.6697721,2.147859237
15.24,38.2,-8.858051987,-70.90462596,0.913006019,-32.70462596,1.826012038
15.26,12.1,-9.936878018,-36.97797717,0.725056719,-24.87797717,1.450113438
15.28,-14.3,-10.33093786,-2.42800712,0.52237856,-16.72800712,1.04475712
15.3,-25,-10.19200047,16.32174602,0.317149177,-8.678253981,0.634298353
15.32,-22.7,-9.811032955,21.77500572,0.117118842,-0.924994282,0.234237685
15.34,-11.9,-9.409169512,18.41133856,-0.075083182,6.511338563,-0.150166365
15.36,-4.5,-9.043473269,18.1582857,-0.25960961,13.6582857,-0.51921922
15.38,4.6,-8.702534434,15.93559782,-0.437069687,20.53559782,-0.874139374
15.4,4.4,-8.316092483,22.70859724,-0.607255956,27.10859724,-1.214511913
15.42,-1.8,-7.738715358,35.02911528,-0.767804035,33.22911528,-1.535608069
15.44,-6.5,-6.936224035,45.22001703,-0.914553429,38.72001703,-1.829106857
15.46,-8.3,-5.966541237,51.74826279,-1.043581081,43.44826279,-2.087162163
15.48,3,-5.004887863,44.4170746,-1.153295372,47.4170746,-2.306590745
15.5,15.5,-4.208178169,35.25389481,-1.245426033,50.75389481,-2.490852065
15.52,13.9,-3.459650779,39.59884416,-1.322104322,53.49884416,-2.644208644
15.54,3.8,-2.546405787,51.725655,-1.382164888,55.525655,-2.764329776
15.56,-1.1,-1.451239297,57.79099399,-1.422141339,56.69099399,-2.844282677
15.58,10.6,-0.409004601,46.43247562,-1.440743778,57.03247562,-2.881487555
15.6,29.9,0.32421547,26.88953157,-1.441591669,56.78953157,-2.883183338
15.62,49,0.665809858,7.269907185,-1.431691416,56.26990719,-2.863382831
15.64,63.8,0.658011166,-8.049776369,-1.418453205,55.75022363,-2.836906411
15.66,66.4,0.467292113,-11.02212891,-1.407200173,55.37787109,-2.814400345
15.68,58.1,0.327240826,-2.982999849,-1.399254843,55.11700015,-2.798509686
15.7,37.4,0.470888402,17.3477575,-1.391273551,54.7477575,-2.782547102
15.72,13.2,1.051643443,40.72774653,-1.376048233,53.92774653,-2.752096465
15.74,2.1,1.961870026,50.29491176,-1.345913098,52.39491176,-2.691826196
15.76,5.4,2.911945508,44.71263649,-1.297174942,50.11263649,-2.594349885
15.78,15,3.681268989,32.21971162,-1.231242798,47.21971162,-2.462485595
15.8,23.1,4.211504857,20.80387519,-1.152315059,43.90387519,-2.304630118
15.82,15.5,4.666815675,24.7272066,-1.063531854,40.2272066,-2.127063707
15.84,-1.3,5.28772012,37.36323792,-0.963986496,36.06323792,-1.927972992
15.86,-13.5,6.108897073,44.75445738,-0.850020324,31.25445738,-1.700040648
15.88,-13.5,6.949266539,39.28248919,-0.719438688,25.78248919,-1.438877375
15.9,-11.2,7.651626473,30.95350422,-0.573429758,19.75350422,-1.146859515
15.92,-15.5,8.248673872,28.75123568,-0.414426754,13.25123568,-0.828853508
15.94,-17.9,8.778480749,24.22945198,-0.244155208,6.329451984,-0.488310416
15.96,-7.8,9.090350747,6.957547846,-0.065466893,-0.842452154,-0.130933786
15.98,5.2,9.028206783,-13.17194424,0.115718682,-7.971944237,0.231437365
16,6.7,8.681162437,-21.53249034,0.292812375,-14.83249034,0.585624749
16.02,-10.3,8.354490096,-11.13474381,0.4631689,-21.43474381,0.9263378
16.04,-14.3,8.107735203,-13.54074546,0.627791153,-27.84074546,1.255582306
16.06,-5,7.683180789,-28.91469598,0.785700313,-33.91469598,1.571400625
16.08,14.1,6.859579258,-53.44545706,0.931127913,-39.34545706,1.862255826
16.1,26.2,5.625036943,-70.00877449,1.055974075,-43.80877449,2.11194815
16.12,30.6,4.147848517,-77.71006811,1.15370293,-47.11006811,2.30740586
16.14,35.3,2.52641091,-84.43369254,1.220445524,-49.13369254,2.440891048
16.16,39.8,0.786219685,-89.58543004,1.25357183,-49.78543004,2.50714366
16.18,36.5,-0.96517979,-85.55451738,1.251782229,-49.05451738,2.503564458
16.2,19.4,-2.485912742,-66.51877784,1.217271304,-47.11877784,2.434542607
16.22,2.6,-3.61990842,-46.88078996,1.156213092,-44.28078996,2.312426184
16.24,6.3,-4.558697228,-46.99809083,1.074427036,-40.69809083,2.148854071
16.26,30.2,-5.692911429,-66.42332927,0.971910949,-36.22332927,1.943821898
16.28,42.5,-7.088656571,-73.15118496,0.844095269,-30.65118496,1.688190538
16.3,36.3,-8.42340919,-60.32407698,0.688974611,-24.02407698,1.377949223
16.32,15.6,-9.349236848,-32.25868875,0.511248151,-16.65868875,1.022496302
16.34,-8.6,-9.676069593,-0.42458578,0.320995087,-9.02458578,0.641990173
16.36,-18.3,-9.512425093,16.78903576,0.12911014,-1.510964239,0.258220279
16.38,-22.1,-9.066975152,27.75595831,-0.056683863,5.655958307,-0.113367725
16.4,-34.4,-8.323007776,46.6407793,-0.230583692,12.2407793,-0.461167384
16.42,-44.3,-7.233881959,62.27180243,-0.386152589,17.97180243,-0.772305179
16.44,-51.9,-5.865887313,74.52766222,-0.517150282,22.62766222,-1.034300564
16.46,-50.5,-4.354681988,76.59287026,-0.619355975,26.09287026,-1.23871195
16.48,-43.8,-2.866923544,72.18297413,-0.69157203,28.38297413,-1.383144061
16.5,-41.8,-1.431704407,71.33893956,-0.73455831,29.53893956,-1.46911662
16.52,-50.3,0.079713916,79.80289273,-0.748078215,29.50289273,-1.49615643
16.54,-67.1,1.829636901,95.18940581,-0.728984707,28.08940581,-1.457969413
16.56,-71.4,3.747179662,96.56487029,-0.673216541,25.16487029,-1.346433082
16.58,-42.2,5.344562319,63.17339535,-0.582299121,20.97339535,-1.164598242
16.6,-1,6.147633349,17.13370771,-0.467377165,16.13370771,-0.934754329
16.62,38.6,6.046547889,-27.24225376,-0.345435352,11.35774624,-0.690870704
16.64,45,5.39498975,-37.91356014,-0.231019976,7.086439858,-0.462039951
16.66,17.9,4.869179489,-14.66746594,-0.128378283,3.232534061,-0.256756567
16.68,-11.3,4.829689444,10.71846148,-0.031389594,-0.581538524,-0.062779188
16.7,-37.1,5.260599318,32.37252595,0.069513294,-4.727474054,0.139026587
16.72,-52,6.009732188,42.54076097,0.182216609,-9.45923903,0.364433217
16.74,-47.2,6.759311397,32.41715992,0.309907045,-14.78284008,0.619814089
16.76,-12.4,7.004393726,-7.908926932,0.447544096,-20.30892693,0.895088191
16.78,22.9,6.442249204,-48.30552529,0.582010525,-25.40552529,1.16402105
16.8,19.2,5.46977803,-48.94159215,0.701130797,-29.74159215,1.402261595
16.82,-19.8,4.842598964,-13.77631447,0.804254567,-33.57631447,1.608509135
16.84,-59.6,4.926191896,22.13560769,0.901942476,-37.46439231,1.803884952
16.86,-85.8,5.586909145,43.93611722,1.007073486,-41.86388278,2.014146973
16.88,-97.8,6.534208004,50.79376872,1.128284658,-47.00623128,2.256569316
16.9,-100.1,7.513930087,47.17843957,1.268766039,-52.92156043,2.537532077
16.92,-91.5,8.306057819,32.03433356,1.426965918,-59.46566644,2.853931836
16.94,-85.6,8.818209823,19.18086692,1.598208594,-66.41913308,3.196417188
16.96,-84.8,9.121857887,11.18393944,1.777609271,-73.61606056,3.555218543
16.98,-72.8,9.153270935,-8.04263467,1.96036056,-80.84263467,3.920721119
17,-42.1,8.617283529,-45.55610588,2.138066104,-87.65610588,4.276132208
17.02,-7.6,7.303263351,-85.84591193,2.297271573,-93.44591193,4.594543146
17.04,24.8,5.220753156,-122.4051076,2.422511738,-97.60510762,4.845023476
17.06,41,2.589735136,-140.6966944,2.500616621,-99.69669437,5.001233242
17.08,30.9,-0.12271248,-130.5480672,2.525286847,-99.64806722,5.050573695
17.1,9.6,-2.50134721,-107.3154058,2.499046251,-97.71540581,4.998092501
17.12,-6.7,-4.449867284,-87.53660156,2.429534106,-94.23660156,4.859068211
17.14,-8.7,-6.132478593,-80.72452934,2.323710647,-89.42452934,4.647421294
17.16,17.6,-7.947540868,-100.7816981,2.182910452,-83.18169811,4.365820905
17.18,50.3,-10.20996275,-125.46049,2.001335416,-75.16049005,4.002670832
17.2,80.2,-12.91666823,-145.2100582,1.770069106,-65.01005816,3.540138213
17.22,97.9,-15.87306672,-150.4297904,1.482171757,-52.5297904,2.964343514
17.24,84.3,-18.59929347,-122.1928848,1.137448155,-37.89288482,2.27489631
17.26,37.3,-20.41230466,-59.10823408,0.747332174,-21.80823408,1.494664347
17.28,-1.6,-21.03946001,-3.607301319,0.332814527,-5.207301319,0.665629054
17.3,-47.3,-20.49270484,58.28281832,-0.082507122,10.98281832,-0.165014243
17.32,-70.7,-18.94320323,96.66734245,-0.476866202,25.96734245,-0.953732405
17.34,-83.6,-16.74822713,122.8302679,-0.833780506,39.23026788,-1.667561012
17.36,-78.9,-14.22585015,129.4074297,-1.143521279,50.50742975,-2.287042558
17.38,-51.9,-11.81399287,111.7782989,-1.403919709,59.87829894,-2.807839418
17.4,-21.3,-9.806639597,88.95702816,-1.620126034,67.65702816,-3.240252067
17.42,10.1,-8.275882913,64.11864024,-1.800951259,74.21864024,-3.601902518
17.44,47.3,-7.307639023,32.70574876,-1.956786478,80.00574876,-3.913572956
17.46,73.1,-6.857300842,12.32806938,-2.098435877,85.42806938,-4.196871754
17.48,93,-6.756375295,-2.235514743,-2.234572638,90.76448526,-4.469145276
17.5,90.9,-6.72696636,5.176408276,-2.369406055,96.07640828,-4.73881211
17.52,55,-6.215273317,45.99289597,-2.498828452,100.992896,-4.997656903
17.54,-3.4,-4.674234921,108.1109437,-2.607723534,104.7109437,-5.215447068
17.56,-54.9,-1.980896289,161.2229195,-2.674274846,106.3229195,-5.348549692
17.58,-98.6,1.668041034,203.6708128,-2.677403399,105.0708128,-5.354806797
17.6,-132.8,6.036571726,233.1822563,-2.600357271,100.3822563,-5.200714542
17.62,-146,10.74819088,237.9796591,-2.432509645,91.97965909,-4.86501929
17.64,-146,15.38711766,225.9130186,-2.17115656,79.91301865,-4.342313119
17.66,-143,19.72044269,207.4194843,-1.820080956,64.41948431,-3.640161912
17.68,-145.5,23.70735599,191.2718457,-1.385802969,45.77184569,-2.771605939
17.7,-143.7,27.2998809,167.9806457,-0.8757306,24.28064572,-1.751461201
17.72,-133,30.31368282,133.3995459,-0.299594963,0.399545884,-0.599189927
17.74,-123.1,32.62548457,97.78062982,0.329796711,-25.31937018,0.659593421
17.76,-124.6,34.32537732,72.2086445,0.99930533,-52.3913555,1.998610659
17.78,-122.2,35.46572695,41.82631922,1.697216372,-80.37368078,3.394432744
17.8,-77.4,35.57339622,-31.05939284,2.407607604,-108.4593928,4.815215208
17.82,-24,34.14833039,-111.4471901,3.10482487,-135.4471901,6.20964974
17.84,46.7,30.96731249,-206.6546,3.755981299,-159.9546,7.511962598
17.86,97.9,26.1151601,-278.5606386,4.326806025,-180.6606386,8.653612049
17.88,142.8,19.93643616,-339.311756,4.787321987,-196.511756,9.574643975
17.9,176.6,12.7105568,-383.2761799,5.113791917,-206.6761799,10.22758383
17.92,162.6,5.143078595,-373.4716405,5.292328271,-210.8716405,10.58465654
17.94,110.6,-1.793428091,-320.1790281,5.325824776,-209.5790281,10.65164955
17.96,58.6,-7.617896505,-262.2678132,5.23171153,-203.6678132,10.46342306
17.98,6.6,-12.2473751,-200.680046,5.033058814,-194.080046,10.06611763
18,-40.4,-15.66787604,-141.3700481,4.753906302,-181.7700481,9.507812605
18.02,-57.4,-18.18216376,-110.0587239,4.415405904,-167.4587239,8.830811809
18.04,-32.3,-20.47309677,-119.0345774,4.028853299,-151.3345774,8.057706598
18.06,27.1,-23.26459513,-160.1152586,3.59147638,-133.0152586,7.18295276
18.08,118.7,-27.1690766,-230.3328882,3.087139663,-111.6328882,6.174279325
18.1,167,-32.00687897,-253.4473488,2.495380107,-86.44734884,4.990760214
18.12,201.2,-37.1256047,-258.4252241,1.80405527,-57.2252241,3.60811054
18.14,222,-42.17004541,-246.0188469,1.011098769,-24.01884686,2.022197538
18.16,229.7,-46.79873791,-216.8504031,0.121410936,12.84959692,0.242821872
18.18,227.2,-50.71104374,-174.3801797,-0.853686881,52.81982027,-1.707373761
18.2,189.2,-53.39751546,-94.26699199,-1.894772473,94.93300801,-3.789544945
18.22,148.6,-54.44714463,-10.69592584,-2.973219074,137.9040742,-5.946438147
18.24,108.1,-53.83092159,72.3182307,-4.055999736,180.4182307,-8.111999471
18.26,67.6,-51.57195917,153.5780114,-5.110028543,221.1780114,-10.22005709
18.28,27.1,-47.71794738,231.8231671,-6.102927609,258.9231671,-12.20585522
18.3,-5.8,-42.41663247,298.3083243,-7.004273407,292.5083243,-14.00854681
18.32,-31.3,-35.91076833,352.2780897,-7.787547415,320.9780897,-15.57509483
18.34,-46.7,-28.4849769,390.3010535,-8.431504867,343.6010535,-16.86300973
18.36,-54,-20.44311258,413.8853776,-8.920785762,359.8853776,-17.84157152
18.38,-64.7,-11.96244439,434.1814421,-9.244841332,369.4814421,-18.48968266
18.4,-80.2,-3.097779168,452.28508,-9.395443567,372.08508,-18.79088713
18.42,-85.1,5.951541097,452.6469465,-9.366905948,367.5469465,-18.7338119
18.44,-68.5,14.72378652,424.5775958,-9.160152672,356.0775958,-18.32030534
18.46,-25.4,22.60724152,363.7679041,-8.786842392,338.3679041,-17.57368478
18.48,34.4,29.05632752,281.1406964,-8.270206701,315.5406964,-16.5404134
18.5,96,33.79713352,192.9399028,-7.641672091,288.9399028,-15.28334418
18.52,135.2,36.97257285,124.6040302,-6.933975027,259.8040302,-13.86795005
18.54,145.5,39.05366833,83.50551869,-6.173712615,229.0055187,-12.34742523
18.56,119.8,40.66002583,77.13023111,-5.376575674,196.9302311,-10.75315135
18.58,78,42.28703491,85.57067611,-4.547105066,163.5706761,-9.094210132
18.6,38.6,44.04499587,90.2254208,-3.683784758,128.8254208,-7.367569517
18.62,5.1,45.82301662,87.57665351,-2.785104634,92.67665351,-5.570209267
18.64,-19.4,47.44522584,74.64426879,-1.852422209,55.24426879,-3.704844418
18.66,-37.3,48.73256338,54.0894847,-0.890644317,16.7894847,-1.781288634
18.68,-54.2,49.59194369,31.84854645,0.092600754,-22.35145355,0.185201508
18.7,-68.1,49.97340827,6.297912256,1.088254273,-61.80208774,2.176508547
18.72,-78.8,49.81303006,-22.33573342,2.086118657,-101.1357334,4.172237314
18.74,-83.4,49.02508861,-56.45841173,3.074499844,-139.8584117,6.148999687
18.76,-82.5,47.51151518,-94.89893158,4.039865881,-177.3989316,8.079731763
18.78,-69.9,45.13077463,-143.1751236,4.966288779,-213.0751236,9.932577559
18.8,-55,41.7877346,-191.1288792,5.835473872,-246.1288792,11.67094774
18.82,-38.7,37.50526533,-237.118048,6.628403871,-275.818048,13.25680774
18.84,-23.2,32.35154976,-278.2535082,7.326972022,-301.4535082,14.65394404
18.86,-7.1,26.41585225,-315.3162433,7.914646042,-322.4162433,15.82929208
18.88,10.7,19.77421469,-348.8475125,8.376546711,-338.1475125,16.75309342
18.9,33.9,12.46554005,-382.019952,8.698944259,-348.119952,17.39788852
18.92,60.7,4.520038464,-412.5302061,8.868800044,-351.8302061,17.73760009
18.94,68.7,-3.782179981,-417.6916384,8.876178629,-348.9916384,17.75235726
18.96,63.1,-11.9868284,-402.7732038,8.718488545,-339.6732038,17.43697709
18.98,50.3,-19.75965949,-374.5099045,8.401023666,-324.2099045,16.80204733
19,38.8,-26.9235524,-341.8793871,7.934191547,-303.0793871,15.86838309
19.02,35.5,-33.46507444,-312.2728171,7.330305279,-276.7728171,14.66061056
19.04,22.1,-39.26751931,-267.9716698,6.602979341,-245.8716698,13.20595868
19.06,4.7,-44.10556993,-215.8333914,5.769248449,-211.1333914,11.5384969
19.08,-10.6,-47.89177315,-162.7869311,4.849275018,-173.3869311,9.698550036
19.1,-28.1,-50.57367523,-105.4032769,3.864620534,-133.5032769,7.729241068
19.12,-46.1,-52.09071887,-46.30108673,2.837976593,-92.40108673,5.675953186
19.14,-55.6,-52.50723421,4.649552575,1.791997062,-50.95044743,3.583994125
19.16,-53.2,-52.02736616,43.33725265,0.746651059,-9.862747346,1.493302118
19.18,-43,-50.8608325,73.31611256,-0.282230928,30.31611256,-0.564461856
19.2,-36.3,-49.0737217,105.3949683,-1.28157647,69.0949683,-2.56315294
19.22,-33,-46.63021017,138.956184,-2.238615789,105.956184,-4.477231577
19.24,-26.7,-43.56953068,167.1117654,-3.140613197,140.4117654,-6.281226394
19.26,-17,-40.00777291,189.0640113,-3.976386233,172.0640113,-7.952772466
19.28,-5.2,-36.05907901,205.8053782,-4.737054752,200.6053782,-9.474109504
19.3,10.9,-31.85173164,214.9293591,-5.416162859,225.8293591,-10.83232572
19.32,27.7,-27.50321405,219.9223999,-6.009712316,247.6223999,-12.01942463
19.34,40.4,-23.04898601,225.5004041,-6.515234316,265.9004041,-13.03046863
19.36,42.1,-18.40979456,238.4187407,-6.929822122,280.5187407,-13.85964424
19.38,27.8,-13.39178956,263.3817596,-7.247837963,291.1817596,-14.49567593
19.4,12.1,-7.903772199,285.4199766,-7.460793581,297.5199766,-14.92158716
19.42,-9.3,-1.964802484,308.4769949,-7.559479328,299.1769949,-15.11895866
19.44,-24.9,4.327686992,320.7719528,-7.535850483,295.8719528,-15.07170097
19.46,-33.6,10.74641782,321.1011302,-7.385109434,287.5011302,-14.77021887
19.48,-40.3,17.10154283,314.4113704,-7.106629828,274.1113704,-14.21325966
19.5,-43.1,23.23540225,298.9745722,-6.703260377,255.8745722,-13.40652075
19.52,-46.6,29.02177651,279.6628532,-6.18068859,233.0628532,-12.36137718
19.54,-54.9,34.42716932,260.8764284,-5.546199131,205.9764284,-11.09239826
19.56,-71.7,39.50170782,246.5774216,-4.80691036,174.8774216,-9.613820719
19.58,-89.6,44.26361207,229.6130032,-3.969257161,140.0130032,-7.938514322
19.6,-108.9,48.66540868,210.566658,-3.039966953,101.666658,-6.079933907
19.62,-113.9,52.51280195,174.1726684,-2.028184847,60.27266843,-4.056369694
19.64,-113.5,55.55415841,129.9629782,-0.947515243,16.46297815,-1.895030487
19.66,-114.2,57.70517888,85.13906839,0.18507813,-29.06093161,0.370156259
19.68,-109.7,58.8981315,34.15619403,1.351111233,-75.54380597,2.702222467
19.7,-86.2,58.88134394,-35.83495037,2.528905988,-122.0349504,5.057811975
19.72,-60.6,57.4547466,-106.8247835,3.692266893,-167.4247835,7.384533786
19.74,-28.6,54.56689417,-181.9604599,4.812483301,-210.5604599,9.624966602
19.76,10.4,50.141,-260.6289569,5.859562242,-250.2289569,11.71912448
19.78,45.8,44.22418789,-331.0522542,6.803214121,-285.2522542,13.60642824
19.8,66,37.10689214,-380.6773203,7.616524922,-314.6773203,15.23304984
19.82,81,29.11206357,-418.8055368,8.278714479,-337.8055368,16.55742896
19.84,77.2,20.60971224,-431.4295962,8.775932237,-354.2295962,17.55186447
19.86,64.1,12.01571887,-427.9697409,9.102186548,-363.8697409,18.2043731
19.88,56,3.508111351,-422.791011,9.25742485,-366.791011,18.5148497
19.9,56.4,-4.914404907,-419.4606147,9.243361915,-363.0606147,18.48672383
19.92,46.7,-13.10460468,-399.5593623,9.063171819,-352.8593623,18.12634364
19.94,23.6,-20.70268203,-360.2483728,8.725098952,-336.6483728,17.4501979
19.96,-3.6,-27.42034242,-311.5176659,8.243868707,-315.1176659,16.48773741
19.98,-21.8,-33.20752931,-267.2010235,7.63758999,-289.0010235,15.27517998
20,-45.1,-38.01921821,-213.9678667,6.925322515,-259.0678667,13.85064503
20.02,-62.8,-41.79226836,-163.3371483,6.127207649,-226.1371483,12.2544153
20.04,-85.5,-44.48127968,-105.5639834,5.264472169,-191.0639834,10.52894434
20.06,-100.2,-46.08199531,-54.50757989,4.358839419,-154.7075799,8.717678837
20.08,-96.2,-46.84242922,-21.53581069,3.429595173,-117.7358107,6.859190347
20.1,-87.2,-46.99213703,6.565029743,2.491249511,-80.63497026,4.982499022
20.12,-78.1,-46.58395166,34.25350656,1.555488624,-43.84649344,3.110977248
20.14,-65.3,-45.66615274,57.52638597,0.63298758,-7.773614029,1.26597516
20.16,-44.3,-44.37502414,71.58647378,-0.267424189,27.28647378,-0.534848377
20.18,-32.1,-42.72763764,93.15217627,-1.138450807,61.05217627,-2.276901613
20.2,-31.5,-40.5500364,124.6079479,-1.971227547,93.10794787,-3.942455094
20.22,-38.2,-37.69275895,161.1197971,-2.7536555,122.9197971,-5.507311001
20.24,-45.5,-34.12727047,195.4290508,-3.471855795,149.9290508,-6.943711589
20.26,-40.7,-30.02886183,214.411813,-4.113417118,173.711813,-8.226834235
20.28,-20.8,-25.73566105,214.9082656,-4.671062346,194.1082656,-9.342124693
