t,ytt,xt,xtt,x,xtt+ytt,f
46.76,-29.3,-18.38101097,63.25432944,-0.684547487,33.95432944,-1.369094974
46.78,-11.5,-17.15823085,59.02368249,-1.039939905,47.52368249,-2.07987981
46.8,4.6,-16.01212659,55.5867436,-1.371643479,60.1867436,-2.743286959
46.82,15.3,-14.8896282,56.66309548,-1.680661027,71.96309548,-3.361322055
46.84,24.6,-13.74066988,58.23273703,-1.966964008,82.83273703,-3.933928016
46.86,29,-12.52093675,63.74057521,-2.229580074,92.74057521,-4.459160149
46.88,35.4,-11.22129421,66.22367861,-2.467002384,101.6236786,-4.934004768
46.9,41.9,-9.883545271,67.5512158,-2.678050779,109.4512158,-5.356101558
46.92,36.8,-8.414818876,79.32142361,-2.86103442,116.1214236,-5.722068841
46.94,16.3,-6.571178419,105.0426221,-3.010894393,121.3426221,-6.021788787
46.96,-2,-4.253330608,126.742159,-3.119139484,124.742159,-6.238278967
46.98,-11.9,-1.606333347,137.9575671,-3.177736123,126.0575671,-6.355472246
47,-18.5,1.209767127,143.6524803,-3.181701785,125.1524803,-6.363403571
47.02,-17.8,4.044387892,139.8095962,-3.129160235,122.0095962,-6.25832047
47.04,-8.1,6.691219021,124.8735166,-3.021804166,116.7735166,-6.043608332
47.06,4,8.997061682,105.7107495,-2.864921359,109.7107495,-5.729842718
47.08,11.3,10.95214983,89.79806557,-2.665429244,101.0980656,-5.330858488
47.1,10.2,12.65945984,80.932935,-2.429313147,91.132935,-4.858626295
47.12,0.5,14.26278935,79.40001605,-2.160090655,79.90001605,-4.320181311
47.14,-10.3,15.83404861,77.72590989,-1.859122276,67.42590989,-3.718244552
47.16,-14.5,17.29427649,68.29687842,-1.527839025,53.79687842,-3.05567805
47.18,-11.5,18.48447824,50.72329672,-1.170051478,39.22329672,-2.340102955
47.2,-1.5,19.24711078,25.53995675,-0.792735587,24.03995675,-1.585471175
47.22,10.7,19.48212702,-2.03833252,-0.405443209,8.66166748,-0.810886419
47.24,17.9,19.21757739,-24.41663058,-0.018446165,-6.516630577,-0.036892331
47.26,17.1,18.59034966,-38.30614262,0.359633105,-21.20614262,0.71926621
47.28,2.3,17.83130143,-37.5986797,0.723849616,-35.2986797,1.447699232
47.3,-11.4,17.08132565,-37.39889821,1.072975887,-48.79889821,2.145951774
47.32,-20.4,16.29455108,-41.27855918,1.406734654,-61.67855918,2.813469309
47.34,-17.5,15.31885347,-56.29120171,1.7228687,-73.79120171,3.4457374
47.36,-1.7,13.92483531,-83.11061482,2.015305588,-84.81061482,4.030611175
47.38,15.9,11.99159717,-110.2131987,2.274469912,-94.31319866,4.548939825
47.4,25.9,9.611024017,-127.8441167,2.490496124,-101.9441167,4.980992248
47.42,25.5,7.00238888,-133.019397,2.656630253,-107.519397,5.313260506
47.44,10.4,4.457354243,-121.4840668,2.771227684,-111.0840668,5.542455369
47.46,-7.8,2.191962781,-105.0550794,2.837720855,-112.8550794,5.675441709
47.48,-17.5,0.1860354,-95.53765869,2.861500836,-113.0376587,5.723001673
47.5,-20.2,-1.684748404,-91.54072163,2.846513706,-111.7407216,5.693027413
47.52,-15.9,-3.531011593,-93.0855973,2.794356106,-108.9855973,5.588712213
47.54,-16.1,-5.348814436,-88.69468697,2.705557846,-104.794687,5.411115692
47.56,-16.2,-7.066221109,-83.04598033,2.581407491,-99.24598033,5.162814982
47.58,-24.6,-8.575698298,-67.90173857,2.424988297,-92.50173857,4.849976593
47.6,-29.6,-9.806522869,-55.1807186,2.241166085,-84.7807186,4.48233217
47.62,-26.7,-10.85362675,-49.52966959,2.034564589,-76.22966959,4.069129178
47.64,-21.5,-11.80319481,-45.42713624,1.807996373,-66.92713624,3.615992746
47.66,-16.4,-12.66290819,-40.54420162,1.563335343,-56.94420162,3.126670686
47.68,-13,-13.40210497,-33.37547625,1.302685212,-46.37547625,2.605370423
47.7,-11.8,-13.97140202,-23.55422892,1.028950142,-35.35422892,2.057900284
47.72,-11,-14.33734854,-13.04042357,0.745862636,-24.04042357,1.491725272
47.74,-11.7,-14.476877,-0.912422286,0.457720381,-12.61242229,0.915440762
47.76,-19.4,-14.30514599,18.08552388,0.169900151,-1.314476123,0.339800302
47.78,-19.8,-13.83015249,29.41382617,-0.111452834,9.61382617,-0.222905668
47.8,-16.5,-13.17076643,36.52477901,-0.381462023,20.02477901,-0.762924046
47.82,-9.9,-12.40816423,39.73544182,-0.63725133,29.83544182,-1.274502659
47.84,-5.8,-11.56300716,44.78026426,-0.876963043,38.98026426,-1.753926087
47.86,-4.6,-10.59557047,51.96340503,-1.09854882,47.36340503,-2.19709764
47.88,-6.7,-9.460404034,61.55323874,-1.299108565,54.85323874,-2.59821713
47.9,-13.4,-8.098156394,74.67152529,-1.474694169,61.27152529,-2.949388338
47.92,-16.3,-6.523934861,82.750628,-1.620915082,66.450628,-3.241830163
47.94,-15.3,-4.840404448,85.60241331,-1.734558475,70.30241331,-3.46911695
47.96,-12.8,-3.128351085,85.60292299,-1.81424603,72.80292299,-3.62849206
47.98,-13.6,-1.396954645,87.536721,-1.859499087,73.936721,-3.718998175
48,-16.5,0.380094858,90.16822928,-1.869667685,73.66822928,-3.739335371
48.02,-20.3,2.204378961,92.26018101,-1.843822947,71.96018101,-3.687645894
48.04,-21.4,4.029094796,90.21140254,-1.78148821,68.81140254,-3.562976419
48.06,-23.2,5.805798232,87.45894098,-1.683139279,64.25894098,-3.366278559
48.08,-28.5,7.548685135,86.82974939,-1.549594446,58.32974939,-3.099188891
48.1,-25.7,9.185049042,76.80664127,-1.382257104,51.10664127,-2.764514208
48.12,-19.8,10.57890221,62.57867579,-1.184617591,42.77867579,-2.369235183
48.14,-13.8,11.67846193,47.37729638,-0.96204395,33.57729638,-1.9240879
48.16,-8,12.4696919,31.74570069,-0.720562411,23.74570069,-1.441124823
48.18,4.8,12.87502095,8.78720366,-0.467115283,13.58720366,-0.934230566
48.2,18.3,12.81457444,-14.83185429,-0.210219329,3.468145707,-0.420438658
48.22,28.7,12.31660077,-34.96551294,0.041092423,-6.26551294,0.082184846
48.24,33.7,11.47652602,-49.04196217,0.279023691,-15.34196217,0.558047382
48.26,27.6,10.47381047,-51.22959282,0.498527056,-23.62959282,0.997054112
48.28,9.4,9.555607186,-40.59073548,0.698821232,-31.19073548,1.397642465
48.3,-7.7,8.844830028,-30.48698025,0.882825605,-38.18698025,1.765651209
48.32,-16.9,8.261754477,-27.82057482,1.05389145,-44.72057482,2.107782899
48.34,-20.2,7.677618996,-30.59297335,1.213285184,-50.79297335,2.426570369
48.36,-23.3,7.041052343,-33.06369192,1.360471898,-56.36369192,2.720943795
48.38,-23.3,6.32967482,-38.07406041,1.494179169,-61.37406041,2.988358339
48.4,-11.4,5.406342553,-54.2591663,1.611539343,-65.6591663,3.223078686
48.42,4.5,4.129328139,-73.4422751,1.70689605,-68.9422751,3.4137921
48.44,25.2,2.433963176,-96.09422112,1.772528963,-70.89422112,3.545057926
48.46,38.9,0.371776399,-110.1244566,1.800586359,-71.22445661,3.601172718
48.48,47.3,-1.900114271,-117.0646104,1.78530298,-69.7646104,3.57060596
48.5,52.2,-4.257212278,-118.6451903,1.723729715,-66.4451903,3.447459429
48.52,50.9,-6.565686251,-112.202207,1.615500729,-61.30220703,3.231001459
48.54,46,-8.692475775,-100.4767453,1.462919109,-54.47674535,2.925838218
48.56,42.9,-10.58775038,-89.05071546,1.270116848,-46.15071546,2.540233695
48.58,42.9,-12.27216725,-79.39097151,1.041517671,-36.49097151,2.083035342
48.6,46.3,-13.7854107,-71.93337273,0.780941892,-25.63337273,1.561883783
48.62,46,-15.10207125,-59.73268264,0.492067072,-13.73268264,0.984134145
48.64,36.5,-16.07497509,-37.55770198,0.180296609,-1.057701977,0.360593218
48.66,25.4,-16.58427556,-13.37234486,-0.146295898,12.02765514,-0.292591795
48.68,15.6,-16.62248339,9.551562122,-0.478363487,25.15156212,-0.956726975
48.7,13.2,-16.27885829,24.81094758,-0.807376904,38.01094758,-1.614753808
48.72,10.8,-15.63507519,39.567363,-1.126516239,50.367363,-2.253032478
48.74,4.9,-14.66873629,57.06652706,-1.429554354,61.96652706,-2.859108707
48.76,2.6,-13.39839026,69.96807532,-1.710225619,72.56807532,-3.420451238
48.78,2.4,-11.90278204,79.59274677,-1.963237342,81.99274677,-3.926474685
48.8,1.8,-10.22390368,88.29508993,-2.184504199,90.09508993,-4.369008399
48.82,-1.2,-8.361649586,97.930319,-2.370359732,96.730319,-4.740719464
48.84,4.9,-6.413060993,96.92854035,-2.518106838,101.8285404,-5.036213676
48.86,16,-4.549239202,89.45363874,-2.62772984,105.4536387,-5.25545968
48.88,16.9,-2.747155114,90.75477006,-2.700693783,107.6547701,-5.401387566
48.9,6.2,-0.818255813,102.13516,-2.736347892,108.33516,-5.472695784
48.92,-5.6,1.332310535,112.9214749,-2.731207345,107.3214749,-5.46241469
48.94,-5.9,3.565981609,110.4456325,-2.682224424,104.5456325,-5.364448847
48.96,7.6,5.596070671,92.5632737,-2.590603901,100.1632737,-5.181207802
48.98,24.7,7.219621181,69.79177723,-2.462446982,94.49177723,-4.924893964
49,32.2,8.473773642,55.62346895,-2.305513034,87.82346895,-4.611026068
49.02,27.9,9.553999867,52.39915354,-2.125235299,80.29915354,-4.250470598
49.04,16,10.6371878,55.91963992,-1.923323422,71.91963992,-3.846646844
49.06,2.6,11.79664433,60.02601317,-1.698985101,62.62601317,-3.397970202
49.08,-6.3,12.98385939,58.6954929,-1.451180064,52.3954929,-2.902360127
49.1,-8,14.06391719,49.31028651,-1.180702298,41.31028651,-2.361404596
49.12,-8.5,14.93733783,38.03177811,-0.890689748,29.53177811,-1.781379495
49.14,-12.5,15.61480438,29.71487695,-0.585168325,17.21487695,-1.170336651
49.16,-20.1,16.15762303,24.56698756,-0.267444051,4.466987564,-0.534888102
49.18,-24.3,16.5602797,15.69867931,0.059734976,-8.601320695,0.119469952
49.2,-23.4,16.73316428,1.589778508,0.392669416,-21.81022149,0.785338832
49.22,-14.9,16.54925941,-19.9802652,0.725493653,-34.8802652,1.450987305
49.24,4.9,15.82656398,-52.2892782,1.049251886,-47.3892782,2.098503773
49.26,15.6,14.55860268,-74.50685104,1.353103553,-58.90685104,2.706207106
49.28,14.7,12.97473941,-83.87947642,1.628436974,-69.17947642,3.256873948
49.3,1.4,11.34031949,-79.56251512,1.871587563,-78.16251512,3.743175126
49.32,-11.2,9.797437201,-74.72571406,2.08296513,-85.92571406,4.16593026
49.34,-18.4,8.309052442,-74.11276182,2.264030026,-92.51276182,4.528060053
49.36,-18.7,6.776023099,-79.1901725,2.414880782,-97.8901725,4.829761564
49.38,-13.7,5.101640784,-88.24805898,2.533657421,-101.948059,5.067314841
49.4,-9.4,3.267553695,-95.16064999,2.617349365,-104.56065,5.234698731
49.42,-5.2,1.311636411,-100.4310783,2.663141266,-105.6310783,5.326282533
49.44,-2.3,-0.720656685,-102.7982313,2.669051064,-105.0982313,5.338102127
49.46,-3.4,-2.744313154,-99.56741555,2.634401365,-102.9674156,5.268802731
49.48,-9.4,-4.639367674,-89.93803648,2.560564557,-99.33803648,5.121129114
49.5,-11.6,-6.366170388,-82.74223492,2.450509176,-94.34223492,4.901018353
49.52,-10.4,-7.970369011,-77.67762739,2.307143782,-88.07762739,4.614287565
49.54,-7.5,-9.478351809,-73.12065239,2.132656574,-80.62065239,4.265313148
49.56,-14.1,-10.78980532,-58.02469836,1.929975003,-72.12469836,3.859950006
49.58,-27.4,-11.72488965,-35.48373457,1.704828053,-62.88373457,3.409656107
49.6,-29.7,-12.31443833,-23.47113367,1.464434774,-53.17113367,2.928869547
49.62,-27.1,-12.70958048,-16.04308194,1.214194585,-43.14308194,2.428389171
49.64,-21.9,-12.98000423,-10.99929305,0.957298738,-32.89929305,1.914597477
49.66,-15.9,-13.15614468,-6.614751649,0.695937249,-22.51475165,1.391874498
49.68,-11,-13.23297004,-1.067784259,0.432046102,-12.06778426,0.864092204
49.7,-10.5,-13.15544073,8.820714886,0.168161994,-1.679285114,0.336323988
49.72,-11.6,-12.86638609,20.08474932,-0.092056274,8.484749316,-0.184112548
49.74,-13,-12.35306389,31.24747118,-0.344250774,18.24747118,-0.688501548
49.76,-13.7,-11.62916545,41.14237255,-0.584073067,27.44237255,-1.168146135
49.78,-9.7,-10.76119656,45.6545166,-0.807976687,35.9545166,-1.615953375
49.8,-9.3,-9.774752357,52.98990357,-1.013336177,43.68990357,-2.026672353
49.82,-12.2,-8.617705734,62.71475869,-1.197260757,50.51475869,-2.394521515
49.84,-12.8,-7.299541152,69.10169954,-1.356433226,56.30169954,-2.712866453
49.86,-12.4,-5.874867573,73.36565835,-1.488177314,60.96565835,-2.976354627
49.88,-11.2,-4.384669293,75.65416964,-1.590772682,64.45416964,-3.181545364
49.9,-10.4,-2.856757981,77.13696155,-1.663186955,66.73696155,-3.32637391
49.92,-7.1,-1.336197999,74.91903661,-1.705116515,67.81903661,-3.410233029
49.94,-3.1,0.121482908,70.84905415,-1.717263666,67.74905415,-3.434527331
49.96,-0.3,1.498874433,66.89009834,-1.701060092,66.59009834,-3.402120184
49.98,-1.5,2.826594744,65.88193279,-1.6578054,64.38193279,-3.315610801
50,-4.7,4.143750024,65.83359513,-1.588101953,61.13359513,-3.176203906
50.02,-5.2,5.422832545,62.07465697,-1.492436127,56.87465697,-2.984872254
50.04,2,6.540879901,49.73007868,-1.372799003,51.73007868,-2.745598005
50.06,11,7.387304263,34.91235751,-1.233517161,45.91235751,-2.467034322
50.08,21.6,7.917134498,18.07066597,-1.080472773,39.67066597,-2.160945547
50.1,25.8,8.172069106,7.422794896,-0.919580737,33.2227949,-1.839161475
50.12,22.5,8.288105394,4.180833819,-0.754978992,26.68083382,-1.509957985
50.14,15.6,8.37461416,4.470042773,-0.588351797,20.07004277,-1.176703594
50.16,10.9,8.444353481,2.503889387,-0.42016212,13.40388939,-0.840324241
50.18,9.5,8.441777209,-2.761516573,-0.251300813,6.738483427,-0.502601627
50.2,10.1,8.314872694,-9.928934923,-0.083734314,0.171065077,-0.167468629
50.22,10.3,8.050681356,-16.49019891,0.079921226,-6.190198907,0.159842452
50.24,8.1,7.682155934,-20.3623433,0.237249599,-12.2623433,0.474499198
50.26,6.2,7.236691183,-24.18413181,0.38643807,-17.98413181,0.77287614
50.28,0.1,6.760544704,-23.43051606,0.526410429,-23.33051606,1.052820858
50.3,-9.3,6.335833081,-19.04064626,0.657374207,-28.34064626,1.314748414
50.32,-18.2,5.996612444,-14.88141744,0.780698662,-33.08141744,1.561397324
50.34,-26.8,5.739620144,-10.81781254,0.898060988,-37.61781254,1.796121976
50.36,-25.6,5.468041645,-16.34003738,1.010137606,-41.94003738,2.020275212
50.38,-21,5.055252774,-24.93884976,1.11537055,-45.93884976,2.2307411
50.4,-22.5,4.535571871,-27.02924048,1.211278797,-49.52924048,2.422557593
50.42,-18.3,3.921911699,-34.33677672,1.295853632,-52.63677672,2.591707264
50.44,-9.3,3.120395892,-45.81480398,1.366276708,-55.11480398,2.732553416
50.46,-3.4,2.128120292,-53.41275603,1.41876187,-56.81275603,2.83752374
50.48,1.1,1.006716921,-58.72758105,1.450110242,-57.62758105,2.900220484
50.5,1.7,-0.172681115,-59.2122226,1.4584506,-57.5122226,2.9169012
50.52,1.1,-1.340548817,-57.57454762,1.443318301,-56.47454762,2.886636602
50.54,1.8,-2.479663812,-56.33695189,1.405116175,-54.53695189,2.810232349
50.56,5.2,-3.612084467,-56.90511353,1.344198692,-51.70511353,2.688397384
50.58,4,-4.701260867,-52.01252652,1.261065238,-48.01252652,2.522130477
50.6,-4.4,-5.613352432,-39.19662998,1.157919105,-43.59662998,2.315838211
50.62,-12.1,-6.270889072,-26.55703402,1.03907669,-38.65703402,2.078153381
50.64,-17.2,-6.698218772,-16.17593597,0.909385612,-33.37593597,1.818771224
50.66,-16.1,-6.977693558,-11.77154267,0.772626489,-27.87154267,1.545252977
50.68,-8.1,-7.236036922,-14.06279364,0.630489184,-22.16279364,1.260978368
50.7,3.2,-7.570577436,-19.39125779,0.48242304,-16.19125779,0.964846081
50.72,8.9,-7.952678745,-18.81887309,0.327190478,-9.91887309,0.654380957
50.74,13.6,-8.310502775,-16.96352989,0.164558663,-3.363529893,0.329117327
50.76,16.6,-8.611830698,-13.16926247,-0.004664671,3.430737535,-0.009329343
50.78,20.2,-8.841447532,-9.792420893,-0.179197454,10.40757911,-0.358394908
50.8,25.6,-9.020107822,-8.073608137,-0.357813007,17.52639186,-0.715626015
50.82,30.2,-9.15531656,-5.447265704,-0.539567251,24.7527343,-1.079134502
50.84,31,-9.199632374,1.015684355,-0.72311674,32.01568436,-1.446233481
50.86,23.4,-9.031975237,15.75002929,-0.905432817,39.15002929,-1.810865633
50.88,5.2,-8.468013551,40.6461394,-1.080432704,45.8461394,-2.160865409
50.9,-7.5,-7.468940606,59.26115509,-1.239802246,51.76115509,-2.479604492
50.92,-12.4,-6.185649238,69.06798164,-1.376348144,56.66798164,-2.752696289
50.94,-12,-4.770372434,72.45969884,-1.485908361,60.45969884,-2.971816722
50.96,-8.1,-3.333601747,71.21736983,-1.566948103,63.11736983,-3.133896206
50.98,-0.6,-1.968469043,65.29590057,-1.619968811,64.69590057,-3.239937622
51,0,-0.663083268,65.24267694,-1.646284334,65.24267694,-3.292568668
51.02,0,0.636972259,64.76287576,-1.646545444,64.76287576,-3.293090888
51.04,0,1.917319043,63.27180261,-1.621002531,63.27180261,-3.242005062
51.06,0,3.158040965,60.80038964,-1.570248931,60.80038964,-3.140497862
51.08,0,4.339991861,57.39469994,-1.495268603,57.39469994,-2.990537205
51.1,0,5.445089785,53.11509245,-1.397417786,53.11509245,-2.794835573
51.12,0,6.456592401,48.03516915,-1.278400964,48.03516915,-2.556801929
51.14,0,7.359349319,42.24052264,-1.140241547,42.24052264,-2.280483094
51.16,0,8.140027596,35.82730512,-0.985247778,35.82730512,-1.970495556
51.18,0,8.787307074,28.90064263,-0.815974431,28.90064263,-1.631948863
51.2,0,9.292042706,21.57292058,-0.635180934,21.57292058,-1.270361867
51.22,0,9.647391594,13.96196824,-0.445786591,13.96196824,-0.891573181
51.24,0,9.848902993,6.189171634,-0.250823645,6.189171634,-0.501647289
51.26,0,9.894570157,-1.62245526,-0.053388913,-1.62245526,-0.106777826
51.28,0,9.7848435,-9.350210391,0.143405223,-9.350210391,0.286810447
51.3,0,9.522605155,-16.87362407,0.33647971,-16.87362407,0.67295942
51.32,0,9.113105614,-24.0763301,0.522836818,-24.0763301,1.045673635
51.34,0,8.563863727,-30.84785857,0.699606511,-30.84785857,1.399213022
51.36,0,7.884531913,-37.08532283,0.864090467,-37.08532283,1.728180935
51.38,0,7.086728934,-42.69497507,1.013803076,-42.69497507,2.027606152
51.4,0,6.183843114,-47.59360698,1.146508796,-47.59360698,2.293017593
51.42,0,5.190809295,-51.70977483,1.260255321,-51.70977483,2.520510641
51.44,0,4.123863237,-54.98483097,1.353402046,-54.98483097,2.706804092
51.46,0,3.000277457,-57.37374712,1.424643453,-57.37374712,2.849286906
51.48,0,1.838082804,-58.84571813,1.473027055,-58.84571813,2.946054111
51.5,0,0.655780241,-59.38453823,1.497965686,-59.38453823,2.995931372
51.52,0,-0.5279526,-58.98874579,1.499243962,-58.98874579,2.998487924
51.54,0,-1.694555416,-57.67153589,1.477018882,-57.67153589,2.954037764
51.56,0,-2.825875214,-55.4604439,1.431814576,-55.4604439,2.863629152
51.58,0,-3.90444772,-52.39680665,1.364511346,-52.39680665,2.729022693
51.6,0,-4.913765901,-48.53501146,1.27632921,-48.53501146,2.55265842
51.62,0,-5.838531477,-43.94154619,1.168806236,-43.94154619,2.337612473
51.64,0,-6.664885607,-38.69386681,1.043772066,-38.69386681,2.087544131
51.66,0,-7.380615291,-32.87910158,0.903317057,-32.87910158,1.806634113
51.68,0,-7.97533244,-26.59261332,0.749757579,-26.59261332,1.499515159
51.7,0,-8.440623008,-19.93644346,0.585598025,-19.93644346,1.17119605
51.72,0,-8.770164073,-13.01766301,0.413490154,-13.01766301,0.826980308
51.74,0,-8.959807274,-5.946657081,0.236190441,-5.946657081,0.472380881
51.76,0,-9.007627548,1.164629689,0.056516092,1.164629689,0.113032185
51.78,0,-8.913936661,8.204459017,-0.12269955,8.204459017,-0.2453991
51.8,0,-8.681261586,15.06304842,-0.298651532,15.06304842,-0.597303064
51.82,0,-8.314288333,21.63427694,-0.468607031,21.63427694,-0.937214063
51.84,0,-7.819772357,27.81732066,-0.629947638,27.81732066,-1.259895277
51.86,0,-7.206417219,33.51819309,-0.780209534,33.51819309,-1.560419068
51.88,0,-6.48472362,38.65116677,-0.917120942,38.65116677,-1.834241885
51.9,0,-5.666811404,43.14005487,-1.038636293,43.14005487,-2.077272585
51.92,0,-4.766217518,46.9193337,-1.142966582,46.9193337,-2.285933164
51.94,0,-3.797673284,49.9350897,-1.22860549,49.9350897,-2.45721098
51.96,0,-2.776864613,52.14577743,-1.294350869,52.14577743,-2.588701738
51.98,0,-1.720179058,53.52277804,-1.339321306,53.52277804,-2.678642611
52,0,-0.644443767,54.05075106,-1.362967534,54.05075106,-2.725935068
52.02,0,0.433341497,53.72777542,-1.365078557,53.72777542,-2.730157113
52.04,0,1.496272043,52.56527916,-1.345782421,52.56527916,-2.691564842
52.06,0,2.527802439,50.58776043,-1.305541676,50.58776043,-2.611083353
52.08,0,3.512003102,47.83230587,-1.245143621,47.83230587,-2.490287242
52.1,0,4.433805313,44.34791519,-1.165685537,44.34791519,-2.331371074
52.12,0,5.279230907,40.19464425,-1.068555175,40.19464425,-2.137110349
52.14,0,6.035603162,35.44258119,-0.955406834,35.44258119,-1.910813668
52.16,0,6.691735704,30.17067306,-0.828133445,30.17067306,-1.656266891
52.18,0,7.238096659,24.46542244,-0.688835122,24.46542244,-1.377670243
52.2,0,7.666945637,18.41947534,-0.539784699,18.41947534,-1.079569397
52.22,0,7.972441625,12.13012345,-0.383390826,12.13012345,-0.766781652
52.24,0,8.150720307,5.697744774,-0.222159207,5.697744774,-0.444318413
52.26,0,8.19993983,-0.775792439,-0.058652605,-0.775792439,-0.117305211
52.28,0,8.120294534,-7.188737147,0.104549738,-7.188737147,0.209099477
52.3,0,7.913996672,-13.44104913,0.26489265,-13.44104913,0.529785301
52.32,0,7.585226642,-19.43595385,0.419884883,-19.43595385,0.839769767
52.34,0,7.140052758,-25.08143455,0.567137677,-25.08143455,1.134275355
52.36,0,6.586322027,-30.29163854,0.704401425,-30.29163854,1.408802851
52.38,0,5.933523877,-34.98817648,0.829599884,-34.98817648,1.659199769
52.4,0,5.192629163,-39.10129492,0.940861415,-39.10129492,1.88172283
52.42,0,4.375907167,-42.57090471,1.036546778,-42.57090471,2.073093556
52.44,0,3.496723616,-45.34745037,1.115273086,-45.34745037,2.230546172
52.46,0,2.569323034,-47.39260782,1.175933552,-47.39260782,2.351867105
52.48,0,1.608598947,-48.67980086,1.217712772,-48.67980086,2.435425544
52.5,0,0.629855641,-49.19452978,1.240097318,-49.19452978,2.480194636
52.52,0,-0.351434739,-48.93450818,1.242881527,-48.93450818,2.485763054
52.54,0,-1.319875895,-47.90960748,1.226168421,-47.90960748,2.452336842
52.56,0,-2.260388082,-46.14161117,1.190365781,-46.14161117,2.380731562
52.58,0,-3.158442038,-43.66378442,1.13617748,-43.66378442,2.27235496
52.6,0,-4.00028255,-40.52026684,1.064590234,-40.52026684,2.129180468
52.62,0,-4.773138213,-36.76529943,0.976856026,-36.76529943,1.953712053
52.64,0,-5.465414198,-32.46229906,0.874470502,-32.46229906,1.748941004
52.66,0,-6.066865148,-27.68279599,0.759147709,-27.68279599,1.518295417
52.68,0,-6.568745632,-22.50525231,0.632791601,-22.50525231,1.265583202
52.7,0,-6.96393596,-17.01378052,0.497464785,-17.01378052,0.99492957
52.72,0,-7.247041596,-11.29678314,0.355355009,-11.29678314,0.710710019
52.74,0,-7.414464782,-5.445535374,0.208739946,-5.445535374,0.417479891
52.76,0,-7.464447468,0.447266768,0.059950823,0.447266768,0.119901646
52.78,0,-7.397085104,6.288969646,-0.088664503,6.288969646,-0.177329005
52.8,0,-7.214311271,11.98841361,-0.234778466,11.98841361,-0.469556933
52.82,0,-6.919853631,17.45735034,-0.376120115,17.45735034,-0.752240231
52.84,0,-6.519162089,22.61180394,-0.510510273,22.61180394,-1.021020545
52.86,0,-6.0193105,27.3733549,-0.635894998,27.3733549,-1.271789997
52.88,0,-5.428873677,31.67032742,-0.75037684,31.67032742,-1.50075368
52.9,0,-4.757781782,35.43886212,-0.852243395,35.43886212,-1.70448679
52.92,0,-4.017154578,38.62385826,-0.939992758,38.62385826,-1.879985517
52.94,0,-3.219118279,41.17977168,-1.012355487,41.17977168,-2.024710974
52.96,0,-2.376607992,43.07125697,-1.06831275,43.07125697,-2.136625499
52.98,0,-1.503158972,44.27364505,-1.107110419,44.27364505,-2.214220839
53,0,-0.612690023,44.77324987,-1.128268909,44.77324987,-2.256537819
53.02,0,0.280717483,44.56750068,-1.131588635,44.56750068,-2.263177269
53.04,0,1.163041481,43.66489917,-1.117151045,43.66489917,-2.23430209
53.06,0,2.020538507,42.08480341,-1.085315245,42.08480341,-2.17063049
53.08,0,2.839956973,39.85704322,-1.03671029,39.85704322,-2.073420581
53.1,0,3.60874115,37.02137444,-0.972223309,37.02137444,-1.944446618
53.12,0,4.31522271,33.62678162,-0.892983671,33.62678162,-1.785967341
53.14,0,4.948796941,29.7306414,-0.800343474,29.7306414,-1.600686948
53.16,0,5.50008096,25.39776057,-0.695854695,25.39776057,-1.39170939
53.18,0,5.961051615,20.69930494,-0.581243369,20.69930494,-1.162486738
53.2,0,6.325161031,15.71163659,-0.458381243,15.71163659,-0.916762486
53.22,0,6.58742818,10.51507831,-0.329255351,10.51507831,-0.658510701
53.24,0,6.744505216,5.192625326,-0.195936017,5.192625326,-0.391872033
53.26,0,6.794717716,-0.17137531,-0.060543787,-0.17137531,-0.121087575
53.28,0,6.738078398,-5.492556554,0.074784174,-5.492556554,0.149568348
53.3,0,6.576274296,-10.6878536,0.207927701,-10.6878536,0.415855401
53.32,0,6.312627802,-15.67679581,0.336816722,-15.67679581,0.673633443
53.34,0,5.952032361,-20.38274829,0.459463323,-20.38274829,0.918926647
53.36,0,5.500864037,-24.73408411,0.573992287,-24.73408411,1.147984575
53.38,0,4.966870504,-28.66526924,0.678669633,-28.66526924,1.357339265
53.4,0,4.359039372,-32.11784395,0.771928731,-32.11784395,1.543857463
53.42,0,3.687448073,-35.04128591,0.852393606,-35.04128591,1.704787212
53.44,0,2.963097788,-37.39374256,0.918899065,-37.39374256,1.837798129
53.46,0,2.197734142,-39.14262204,0.970507384,-39.14262204,1.941014768
53.48,0,1.403657575,-40.26503469,1.006521301,-40.26503469,2.013042602
53.5,0,0.593526437,-40.74807909,1.026493141,-40.74807909,2.052986282
53.52,0,-0.219844049,-40.58896953,1.030229965,-40.58896953,2.06045993
53.54,0,-1.023683784,-39.79500398,1.017794687,-39.79500398,2.035589373
53.56,0,-1.805467566,-38.38337426,0.989503173,-38.38337426,1.979006346
53.58,0,-2.553109535,-36.3808226,0.945917402,-36.3808226,1.891834804
53.6,0,-3.255149273,-33.82315119,0.887834814,-33.82315119,1.775669628
53.62,0,-3.900926718,-30.75459327,0.816274054,-30.75459327,1.632548108
53.64,0,-4.480743219,-27.22705693,0.732457355,-27.22705693,1.46491471
53.66,0,-4.986006332,-23.29925431,0.637789859,-23.29925431,1.275579719
53.68,0,-5.40935618,-19.03573055,0.533836234,-19.03573055,1.067672468
53.7,0,-5.744771574,-14.50580879,0.422294957,-14.50580879,0.844589913
53.72,0,-5.987654342,-9.782468046,0.304970698,-9.782468046,0.609941395
53.74,0,-6.134890745,-4.941172256,0.183745247,-4.941172256,0.367490493
