t,ytt,xt,x,xtt,xtt+ytt,f,h,K,
4.04,-0.8,2.0034669635918614,-0.46193484110325594,17.564946422377886,16.764946422377886,-0.9238696822065119,0.03,2,
4.06,-1.7,2.3426762150895293,-0.418473409316442,16.355978727388916,14.655978727388916,-0.836946818632884,0.03,2,
4.08,-3.1,2.6633888332299085,-0.36841275883324764,15.715283086649015,12.615283086649015,-0.7368255176664953,0.03,2,
4.1,-3.8,2.9559901536893105,-0.3122189689640555,13.544848959291185,9.744848959291186,-0.624437937928111,0.03,2,
4.12,-1.4,3.165614626662528,-0.2510029211605371,7.417598338030539,6.017598338030538,-0.5020058423210741,0.03,2,
4.14,1.6,3.2595655397615637,-0.18675111949629616,1.9774929718730383,3.5774929718730384,-0.37350223899259233,0.03,2,
4.16,2.6,3.27039410816308,-0.12145152301704973,-0.8946361317214054,1.7053638682785945,-0.24290304603409946,0.03,2,
4.18,0,3.264382342394207,-0.05610375851147686,0.29345955483414654,0.29345955483414654,-0.11220751702295373,0.03,2,
4.2,-1.5,3.2504937354287593,0.009045002266752806,-1.6823202513789437,-3.1823202513789437,0.018090004533505594,0.03,2,
4.22,-1.4,3.18812850766002,0.07343122469764062,-4.554202525494988,-5.954202525494988,0.1468624493952812,0.03,2,
4.24,-2.9,3.0956509420528944,0.13626901919476975,-4.6935540352176,-7.5935540352176005,0.2725380383895395,0.03,2,
4.26,-5,2.998967349786016,0.19721520211315885,-4.974805191470236,-9.974805191470235,0.3944304042263177,0.03,2,
4.28,-4.1,2.856688161034478,0.2557717572213638,-9.2531136836836,-13.353113683683599,0.5115435144427276,0.03,2,
4.3,-1.9,2.6294500476612397,0.310633139308321,-13.470697653640197,-15.370697653640198,0.621266278616642,0.03,2,
4.32,-0.4,2.3311118496747185,0.36023875828168056,-16.36312214501192,-16.76312214501192,0.7204775165633611,0.03,2,
4.34,2.4,1.955768630629271,0.40310756308472045,-21.171199759532826,-18.771199759532827,0.8062151261694409,0.03,2,
4.36,7.4,1.4668495577928593,0.43733374496894173,-27.72070752410834,-20.320707524108343,0.8746674899378835,0.03,2,
4.38,12.5,0.8597830680879717,0.46060007122775004,-32.985941446380416,-20.485941446380416,0.9212001424555001,0.03,2,
4.4,14,0.20059387234921677,0.4712038406321219,-32.932978127495076,-18.932978127495076,0.9424076812642438,0.03,2,
4.42,13.5,-0.44357727503969224,0.4687740066052171,-31.48413661139583,-17.98413661139583,0.9375480132104342,0.03,2,
4.44,11.7,-1.0396058672295891,0.45394217518252433,-28.11872260759386,-16.41872260759386,0.9078843503650487,0.03,2,
4.46,8.9,-1.5564955105779434,0.427981161404449,-23.57024172724156,-14.670241727241558,0.855962322808898,0.03,2,
4.48,6.1,-1.9828009274548508,0.392588197024121,-19.060299960449186,-12.960299960449186,0.785176394048242,0.03,2,
4.5,6.7,-2.3626762250761004,0.3491334254988115,-18.927229801675793,-12.227229801675794,0.698266850997623,0.03,2,
