t,ytt,xtt,xtt+ytt,xt,x,f,
15.48,3,42.90953853764453,45.90953853764453,-5.225785360281598,-1.1177156856458061,-2.2354313712916123,
15.5,15.5,33.98692403585572,49.48692403585572,-4.456820734546595,-1.214541746594088,-2.429083493188176,
15.52,13.9,38.516025570958476,52.416025570958475,-3.7317912384784524,-1.2964278663243385,-2.592855732648677,
15.54,3.8,50.80904637981588,54.60904637981588,-2.8385405189707087,-1.3621311838988301,-2.7242623677976603,
15.56,-1.1,57.092214946697055,55.992214946697054,-1.7595279057055793,-1.408111868145593,-2.816223736291186,
15.58,10.6,46.050170227275885,56.650170227275886,-0.7281040539658499,-1.4329881877423074,-2.865976375484615,
15.6,29.9,26.858901502745674,56.75890150274567,0.0009866633343658116,-1.4402593616486223,-2.8805187232972447,
15.62,49,7.580976523892225,56.580976523892225,0.3453854436007448,-1.4367956405792712,-2.8735912811585425,
15.64,63.8,-7.42929485168055,56.370705148319445,0.34690226032286153,-1.4298727635400352,-2.8597455270800705,
15.66,66.4,-10.166835611151274,56.233164388848735,0.1709409556945433,-1.4246943313798612,-2.8493886627597225,
15.68,58.1,-1.9574231124951618,56.14257688750484,0.04969836845807893,-1.422487938138335,-2.84497587627667,
15.7,37.4,18.471169860430972,55.87116986043097,0.21483583593743705,-1.41984259609438,-2.83968519218876,
15.72,13.2,41.92495433923501,55.124954339235,0.8187970779340968,-1.4095062669556646,-2.819012533911329,
15.74,2.1,51.62371020446139,53.72371020446139,1.7542837233710609,-1.383775458942613,-2.767550917885226,
15.76,5.4,46.223424378792984,51.62342437879298,2.7327550692036047,-1.3389050710168662,-2.6778101420337324,
15.78,15,33.91235634920589,48.91235634920589,3.5341128764835936,-1.2762363915599941,-2.5524727831199883,
15.8,23.1,22.637486165210024,45.73748616521003,4.0996113016277524,-1.1998991497788807,-2.3997982995577614,
15.82,15.5,26.590422460112965,42.09042246011296,4.591890387880983,-1.1129841328837935,-2.225968265767587,
15.84,-1.3,39.190206106545475,37.89020610654548,5.249696673547567,-1.014568262269508,-2.029136524539016,
15.86,-13.5,46.552305535052504,33.052305535052504,6.107121789963547,-0.9010000776343969,-1.8020001552687939,
15.88,-13.5,41.08970366856897,27.589703668568973,6.983541881999762,-0.7700934409147638,-1.5401868818295277,
15.9,-11.2,32.7485818742983,21.548581874298304,7.721924737428434,-0.6230387747204819,-1.2460775494409637,
15.92,-15.5,30.470120240118057,14.970120240118057,8.354111758572598,-0.4622784097604715,-0.924556819520943,
15.94,-17.9,25.860614653034837,7.960614653034838,8.917419107504127,-0.2895631010997043,-0.5791262021994086,
15.96,-7.8,8.542188514710269,0.7421885147102687,9.261447139181579,-0.10777443863284722,-0.21554887726569444,
15.98,5.2,-11.6512913861739,-6.4512913861739,9.230356110466943,0.077143593863638,0.154287187727276,
16,6.7,-20.16468100575588,-13.464681005755882,8.912196386547645,0.25856911883378386,0.5171382376675677,
16.02,-10.3,-10.03201304233292,-20.33201304233292,8.610229446066757,0.4337933771599279,0.8675867543198558,
16.04,-14.3,-12.638098428616615,-26.938098428616616,8.383528331357262,0.6037309549341681,1.2074619098683361,
16.06,-5,-28.160979640818237,-33.16097964081824,7.975537550662914,0.7673216137543698,1.5346432275087396,
16.08,14.1,-52.81257216983007,-38.71257216983007,7.165802032556431,0.9187350095865633,1.8374700191731266,
16.1,26.2,-69.55561014896614,-43.355610148966136,5.942120209368468,1.0498142320058121,2.0996284640116243,
16.12,30.6,-77.48616937944327,-46.88616937944327,4.471702414084374,1.1539524582403407,2.3079049164806813,
16.14,35.3,-84.439788763518,-49.139788763518,2.852442832654762,1.227193910707732,2.454387821415464,
16.16,39.8,-89.82556924362875,-50.02556924362875,1.1097892525832944,1.2668162315601128,2.5336324631202256,
16.18,36.5,-86.0695931199249,-49.5695931199249,-0.6491623710522421,1.2714225003754234,2.5428450007508467,
16.2,19.4,-67.37106858535644,-47.97106858535644,-2.1835689881050557,1.2430951867838502,2.4861903735677005,
16.22,2.6,-48.046668525025545,-45.446668525025544,-3.3377463592088756,1.187882033310711,2.375764066621422,
16.24,6.3,-48.35020808840302,-42.050208088403025,-4.301715125343161,1.1114874184651906,2.2229748369303812,
16.26,30.2,-67.84936559111163,-37.64936559111163,-5.463710862138308,1.013833158590376,2.027666317180752,
16.28,42.5,-74.7098037886187,-32.2098037886187,-6.889302555935611,0.8903030244096367,1.7806060488192734,
16.3,36.3,-62.08875129867685,-25.78875129867685,-8.257288106808566,0.738837117782195,1.47767423556439,
16.32,15.6,-34.26702871844451,-18.667028718444506,-9.22084590697978,0.5640557776443116,1.1281115552886232,
16.34,-8.6,-2.6500621365765653,-11.250062136576565,-9.590016815529992,0.3759471504192139,0.7518943008384278,
16.36,-18.3,14.46528663804884,-3.8347133619511613,-9.471864570515269,0.18532833655876127,0.37065667311752254,
16.38,-22.1,25.39634114293367,3.29634114293367,-9.073248292705443,-0.00012279207344585968,-0.00024558414689171935,
16.4,-34.4,44.23505071445493,9.83505071445493,-8.376934374131558,-0.1746246187418159,-0.3492492374836318,
16.42,-44.3,59.87802901541991,15.578029015419915,-7.335803576832809,-0.33175199825145957,-0.6635039965029191,
16.44,-51.9,72.19966284510721,20.299662845107214,-6.015026658227538,-0.465260300602063,-0.930520601204126,
16.46,-50.5,74.41738585573184,23.917385855731837,-4.548856171219147,-0.5708991288965299,-1.1417982577930599,
16.48,-43.8,70.21972972548431,26.419729725484316,-3.1024850154069856,-0.6474125407627912,-1.2948250815255824,
16.5,-41.8,69.59237061688347,27.792370616883474,-1.7043640119833077,-0.6954810310366941,-1.3909620620733882,
16.52,-50.3,78.25044267963608,27.950442679636083,-0.22593587901811207,-0.7147840299467083,-1.4295680598934166,
16.54,-67.1,93.82350921836868,26.72350921836869,1.4948036399619355,-0.70209535233727,-1.40419070467454,
16.56,-71.4,95.48465971884828,24.084659718848272,3.3878853293341056,-0.6532684626443097,-1.3065369252886194,
16.58,-42.2,62.568513158132326,20.368513158132323,4.9684170581039115,-0.5697054387699295,-1.139410877539859,
16.6,-1,17.05285805458142,16.05285805458142,5.764630770231049,-0.4623749604865799,-0.9247499209731598,
16.62,38.6,-26.82486421766948,11.775135782330523,5.666910708600168,-0.3480595456982677,-0.6961190913965354,
16.64,45,-37.18753277906194,7.812467220938061,5.026786738632854,-0.24112257122593744,-0.4822451424518749,
16.66,17.9,-13.803979488775378,4.096020511224621,4.51687161595448,-0.14568598768006408,-0.29137197536012815,
16.68,-11.3,11.720246409844098,0.420246409844097,4.496034285165168,-0.05555692866886759,-0.11111385733773518,
16.7,-37.1,33.52437880070805,-3.5756211992919518,4.948480537270689,0.03888821955549098,0.07777643911098196,
16.72,-52,43.883921721266944,-8.116078278733056,5.722563542490439,0.14559866035310226,0.2911973207062045,
16.74,-47.2,34.02838764684073,-13.171612353159276,6.501686636171516,0.2678411621397218,0.5356823242794436,
16.76,-12.4,-5.913281658824979,-18.31328165882498,6.782837696051673,0.4006864054619537,0.8013728109239074,
16.78,22.9,-45.981794367667476,-23.081794367667477,6.263886935786749,0.5311536517803379,1.0623073035606758,
16.8,19.2,-46.54295423839098,-27.342954238390984,5.338639449726164,0.647178915635467,1.294357831270934,
16.82,-19.8,-11.505419500088717,-31.305419500088718,4.758155712341368,0.7481468672561423,1.4962937345122846,
16.84,-59.6,24.26884019884176,-35.331159801158236,4.885789919328898,0.8445863235728449,1.6891726471456898,
16.86,-85.8,45.981837547360044,-39.81816245263995,5.588296696790916,0.9493271897340431,1.8986543794680861,
16.88,-97.8,52.79264992582344,-45.00735007417656,6.576041571522751,1.0709705724171796,2.1419411448343593,
16.9,-100.1,49.143452615832466,-50.95654738416753,7.59540259693931,1.2126850141018002,2.4253700282036004,
16.92,-91.5,33.98578926141315,-57.51421073858685,8.426695015711767,1.3729059902283112,2.7458119804566223,
16.94,-85.6,21.06661155550939,-64.53338844449061,8.977219023880991,1.5469451306242388,3.0938902612484775,
16.96,-84.8,12.948234887545564,-71.85176511245443,9.317367488311541,1.7298909957461641,3.4597819914923282,
16.98,-72.8,-6.365100992866089,-79.16510099286609,9.383198827258337,1.916896658901863,3.833793317803726,
17,-42.1,-43.90138785027532,-86.00138785027532,8.880533938826922,2.0995339865627156,4.199067973125431,
17.02,-7.6,-84.23814197991625,-91.83814197991624,7.599138640525005,2.264330712356235,4.52866142471247,
17.04,24.8,-120.89396195459081,-96.09396195459081,5.5478176011799345,2.395800274773284,4.791600549546568,
17.06,41,-139.39983008340562,-98.39983008340562,2.9448796807999704,2.480727247593083,4.961454495186166,
17.08,30.9,-129.62142336940684,-98.72142336940684,0.2546671462718457,2.5127227158638012,5.0254454317276025,
17.1,9.6,-106.81835964659803,-97.21835964659803,-2.109730683888203,2.4941720804876377,4.988344160975275,
17.12,-6.7,-87.44166735939511,-94.14166735939511,-4.052330953948134,2.4325514641092743,4.8651029282185485,
17.14,-8.7,-80.96050510788027,-89.66050510788027,-5.736352678620888,2.3346646277835843,4.669329255567169,
17.16,17.6,-101.20935328412163,-83.60935328412162,-7.558051262540907,2.201720588371966,4.403441176743932,
17.18,50.3,-126.06620101674766,-75.76620101674766,-9.8308068055496,2.027832007691061,4.055664015382122,
17.2,80.2,-146.01700943448037,-65.81700943448037,-12.551638910061879,1.8040075505349464,3.608015101069893,
17.22,97.9,-151.4991971932847,-53.59919719328468,-15.52680097633953,1.5232231516709323,3.0464463033418645,
17.24,84.3,-123.67195655872408,-39.37195655872408,-18.278512513859617,1.1851700167689407,2.3703400335378815,
17.26,37.3,-61.12991990993266,-23.829919909932663,-20.126531278546185,0.8011195788448827,1.6022391576897654,
17.28,-1.6,-6.068309536054601,-7.6683095360546005,-20.79851357300606,0.39186913032936027,0.7837382606587205,
17.3,-47.3,55.394106382353385,8.094106382353388,-20.30525560454307,-0.019168561446131015,-0.03833712289226203,
17.32,-70.7,93.52699726156268,22.82699726156268,-18.81604456810391,-0.4103815631726008,-0.8207631263452017,
17.34,-83.6,119.54002469814459,35.9400246981446,-16.685374348506837,-0.7653957523387083,-1.5307915046774165,
17.36,-78.9,126.11091894714137,47.210918947141366,-14.228864912053977,-1.0745381449443165,-2.149076289888633,
17.38,-51.9,108.63833471350111,56.73833471350111,-11.881372375447553,-1.3356405178193318,-2.6712810356386636,
17.4,-21.3,86.02934320505037,64.72934320505037,-9.934695596262038,-1.5538011975364276,-3.1076023950728553,
17.42,10.1,61.44918145068453,71.54918145068453,-8.459910349704689,-1.7377472569960948,-3.4754945139921896,
17.44,47.3,30.364898074258605,77.6648980742586,-7.541769554455257,-1.8977640560376943,-3.7955281120753885,
17.46,73.1,10.287085245658128,83.38708524565813,-7.1352497212560895,-2.044534248794808,-4.089068497589616,
17.48,93,-3.9721039120079236,89.02789608799208,-7.072099907919587,-2.186607745086565,-4.37321549017313,
17.5,90.9,3.659215422493598,94.55921542249361,-7.07522879281473,-2.328081032093908,-4.656162064187816,
17.52,55,44.55740728915377,99.55740728915377,-6.593062565698257,-2.464763945679038,-4.929527891358076,
17.54,-3.4,106.69236302605135,103.29236302605135,-5.080564862546206,-2.581500219961482,-5.163000439922964,
17.56,-54.9,159.9105532831829,105.0105532831829,-2.414535699453863,-2.6564512255814825,-5.312902451162965,
17.58,-98.6,202.5403667946686,103.94036679466862,1.2099735013246518,-2.668496847562775,-5.33699369512555,
17.6,-132.8,232.3111875862911,99.5111875862911,5.558489045134249,-2.6008122220981855,-5.201624444196371,
17.62,-146,237.49907280146684,91.49907280146684,10.256591649011828,-2.4426614151567247,-4.8853228303134495,
17.64,-146,225.89770843452405,79.89770843452405,14.890559461371737,-2.191189904052889,-4.382379808105778,
17.66,-143,207.88432404627258,64.88432404627258,19.2283797861797,-1.8500005115773746,-3.700001023154749,
17.68,-145.5,192.18535256691288,46.68535256691288,23.229076552311557,-1.4254259481924618,-2.8508518963849236,
17.7,-143.7,169.36163140008844,25.661631400088453,26.84454639198157,-0.9246897187495305,-1.849379437499061,
17.72,-133,135.27736867319928,2.277368673199277,29.890936392714448,-0.3573348909025703,-0.7146697818051406,
17.74,-123.1,100.11945231714455,-22.980547682855445,32.244904602617886,0.264023519050753,0.528047038101506,
17.76,-124.6,74.91299986988254,-49.687000130117454,33.995229124488155,0.9264248563218134,1.8528497126436267,
17.78,-122.2,44.881769553269855,-77.31823044673015,35.19317681871968,1.6183089157538917,3.2366178315077834,
17.8,-77.4,-27.48227731691639,-104.8822773169164,35.36717174108321,2.3239124013519206,4.647824802703841,
17.82,-24,-107.39539699738167,-131.39539699738168,34.018394997940234,3.017768068742155,6.03553613748431,
17.84,46.7,-202.12957784530732,-155.42957784530734,30.923145249513343,3.6671834712166906,7.334366942433381,
17.86,97.9,-273.77096994103977,-175.87096994103976,26.16413977164987,4.238056321428323,8.476112642856647,
17.88,142.8,-334.3817608613223,-191.58176086132227,20.08261246362625,4.700523843781085,9.40104768756217,
17.9,176.6,-378.36168612217125,-201.76168612217126,12.955177993791317,5.03090174835526,10.06180349671052,
17.92,162.6,-368.9172514371283,-206.3172514371283,5.482388618198321,5.215277414475156,10.430554828950312,
17.94,110.6,-316.2437429393398,-205.64374293933983,-1.3692213255663601,5.256409087401475,10.51281817480295,
17.96,58.6,-258.99531220035726,-200.39531220035727,-7.12161187696333,5.1715007553761785,10.343001510752357,
17.98,6.6,-198.12217846979286,-191.52217846979286,-11.692786783664832,4.983356768769896,9.966713537539793,
18,-40.4,-139.54337097564522,-179.94337097564522,-15.069442278119213,4.715734478152056,9.431468956304112,
18.02,-57.4,-108.8395210288881,-166.2395210288881,-17.553271198164545,4.389507343389218,8.779014686778437,
18.04,-32.3,-118.24377007454815,-150.54377007454815,-19.824104109198906,4.015733590315584,8.031467180631168,
18.06,27.1,-159.6237607304979,-132.5237607304979,-22.602779417249366,3.5914647550511014,7.182929510102203,
18.08,118.7,-230.02198948622765,-111.32198948622765,-26.49923691941662,3.1004445916844414,6.200889183368883,
18.1,167,-253.59289056108446,-86.59289056108446,-31.335385719889743,2.5220983652913778,5.0441967305827555,
18.12,201.2,-259.0948850436727,-57.89488504367273,-36.46226347593731,1.8441218733331073,3.6882437466662146,
18.14,222,-247.27189428785874,-25.271894287858743,-41.525931269252624,1.0642399258812079,2.1284798517624157,
18.16,229.7,-218.73497390891706,10.965026091082933,-46.18599995122038,0.18712061367647778,0.37424122735295556,
18.18,227.2,-176.91696293134592,50.28303706865407,-50.14251931962301,-0.7761645790319561,-1.5523291580639123,
18.2,189.2,-97.59602007115903,91.60397992884096,-52.88764914964806,-1.806466263724667,-3.612932527449334,
18.22,148.6,-14.750766239854443,133.84923376014555,-54.0111170127582,-2.8754539253487295,-5.750907850697459,
18.24,108.1,67.61891498984009,175.71891498984007,-53.48243552525834,-3.950389450728895,-7.90077890145779,
18.26,67.6,148.32395737681236,215.92395737681235,-51.323006801591816,-4.998443873997397,-9.996887747994794,
18.28,27.1,226.11586093325113,253.21586093325112,-47.57860861849118,-5.987460028198227,-11.974920056396455,
18.3,-5.8,292.29972140159583,286.4997214015958,-42.39445279514271,-6.887190642334566,-13.774381284669133,
18.32,-31.3,346.12183857774653,314.8218385777465,-36.01023719534929,-7.671237542239487,-15.342475084478973,
18.34,-46.7,384.16777687591537,337.4677768759154,-28.707341040812672,-8.318413324601106,-16.636826649202213,
18.36,-54,407.93346447306135,353.93346447306135,-20.786328627322906,-8.813350021282462,-17.626700042564924,
18.38,-64.7,428.5071086739176,363.80710867391764,-12.421922895853116,-9.145432536514221,-18.290865073028442,
18.4,-80.2,446.9806617407682,366.7806617407682,-3.667045191706258,-9.306322217389814,-18.61264443477963,
18.42,-85.1,447.88228994069794,362.782289940698,5.281584325108403,-9.290176826055793,-18.580353652111587,
18.44,-68.5,420.55996847654063,352.05996847654063,13.96600690928079,-9.097700913711902,-18.195401827423805,
18.46,-25.4,360.70482470645555,335.3048247064556,21.77865484111075,-8.740254296207986,-17.480508592415973,
18.48,34.4,279.1608728760529,313.5608728760529,28.177311816935834,-8.24069462962752,-16.48138925925504,
18.5,96,192.07444306308332,288.0744430630833,32.8896649763272,-7.630024861694889,-15.260049723389779,
18.52,135.2,124.74486205283367,259.9448620528336,36.05785802748637,-6.940549631656753,-13.881099263313507,
18.54,145.5,84.5100383389153,230.0100383389153,38.15040703140386,-6.198466981067852,-12.396933962135703,
18.56,119.8,78.81421883048371,198.6142188304837,39.78364960309785,-5.419126414722834,-10.838252829445668,
18.58,78,87.85224274016699,165.852242740167,41.45031421880436,-4.606786776503812,-9.213573553007624,
18.6,38.6,93.10114137567088,131.7011413756709,43.259848059962735,-3.759685153716141,-7.519370307432282,
18.62,5.1,91.0379297308076,96.1379297308076,45.10123877102752,-2.876074285406238,-5.752148570812476,
18.64,-19.4,78.68275149193367,59.28275149193367,46.79844558325493,-1.9570774418634138,-3.9141548837268276,
18.66,-37.3,58.67033805350835,21.370338053508355,48.171976478709354,-1.007373221243771,-2.014746442487542,
18.68,-54.2,36.8982835437346,-17.301716456265403,49.12766269468178,-0.034376829509859534,-0.06875365901971907,
18.7,-68.1,11.748587415635054,-56.35141258436494,49.614131404275476,0.9530411114797132,1.9060822229594263,
18.72,-78.8,-16.558906109993593,-95.3589061099936,49.56602821733189,1.9448427076957866,3.889685415391573,
18.74,-83.4,-50.422001278778495,-133.8220012787785,48.89621914344417,2.9294651813035473,5.8589303626070945,
18.76,-82.5,-88.68061860689015,-171.18061860689016,47.505192944587485,3.893479302183864,7.786958604367728,
18.78,-69.9,-136.82568218350167,-206.72568218350168,45.250129936683564,4.8210325309965745,9.642065061993149,
18.8,-55,-184.75717996962575,-239.75717996962575,42.03430131515229,5.693876843514933,11.387753687029866,
18.82,-38.7,-230.8357898473506,-269.5357898473506,37.87837161698253,6.493003572836281,12.986007145672563,
18.84,-23.2,-272.18274793062096,-295.38274793062095,32.84818623920281,7.2002691513981345,14.400538302796269,
18.86,-7.1,-309.56824740002696,-316.668247400027,27.03067628589633,7.799057776649126,15.598115553298252,
18.88,10.7,-343.52461853734496,-332.824618537345,20.499747626522613,8.274362015773317,16.548724031546634,
18.9,33.9,-377.20077782311216,-343.3007778231122,13.29249366291804,8.612284428667722,17.224568857335445,
18.92,60.7,-408.29899830642546,-347.5989983064255,5.437495901622665,8.79958432431313,17.59916864862626,
18.94,68.7,-414.2406556281811,-345.5406556281811,-2.7879006377234017,8.826080276952123,17.652160553904245,
18.96,63.1,-400.23936373757334,-337.1393637375733,-10.932700831380947,8.688874262261079,17.377748524522158,
18.98,50.3,-372.97875249056483,-322.6787524905648,-18.664881993662327,8.392898434010647,16.785796868021293,
19,38.8,-341.377141743669,-302.57714174366896,-25.808440936004665,7.948165204713977,15.896330409427954,
19.02,35.5,-312.77743059425694,-277.27743059425694,-32.34998665938392,7.366580928760091,14.733161857520182,
19.04,22.1,-269.5446571456559,-247.4446571456559,-38.17320753678305,6.661348986798421,13.322697973596842,
19.06,4.7,-218.47423251134077,-213.77423251134078,-43.05339643335302,5.8490829470970604,11.698165894194121,
19.08,-10.6,-166.44383690600978,-177.04383690600977,-46.90257712752653,4.949523211488264,9.899046422976529,
19.1,-28.1,-110.03164772757162,-138.13164772757162,-49.66733197386234,3.9838241204743756,7.967648240948751,
19.12,-46.1,-51.827047349216926,-97.92704734921693,-51.285918924630224,2.9742916114894498,5.9485832229788995,
19.14,-55.6,-1.636442041630392,-57.23644204163039,-51.8205538185387,1.9432268840577605,3.886453768115521,
19.16,-53.2,36.454651959958,-16.745348040042003,-51.47237171935542,0.9102976286788194,1.8205952573576387,
19.18,-43,65.98546186559894,22.985461865598936,-50.44797058109985,-0.10890579432573345,-0.2178115886514669,
19.2,-36.3,97.71511286927687,61.41511286927687,-48.81096483375109,-1.101495148474243,-2.202990296948486,
19.22,-33,131.04082335701005,98.04082335701005,-46.523405471488225,-2.054838851526636,-4.109677703053272,
19.24,-26.7,159.11505046579387,132.41505046579388,-43.621846733260185,-2.9562913735741203,-5.912582747148241,
19.26,-17,181.14061286822954,164.14061286822954,-40.21929009991995,-3.7947027419059216,-7.589405483811843,
19.28,-5.2,198.10091209623167,192.90091209623168,-36.42687485027534,-4.561164391407875,-9.12232878281575,
19.3,10.9,207.59768889680478,218.4976888968048,-32.36988884034498,-5.2491320283140785,-10.498264056628157,
19.32,27.7,213.0907628683437,240.79076286834368,-28.163004322693492,-5.854460959944463,-11.708921919888926,
19.34,40.4,219.26435971423479,259.66435971423476,-23.839453096867707,-6.374485534140074,-12.748971068280149,
19.36,42.1,232.83191121545644,274.93191121545647,-19.318490387570794,-6.806064968984459,-13.612129937968918,
19.38,27.8,258.46776122188805,286.26776122188807,-14.405493663197348,-7.1433048094921405,-14.286609618984281,
19.4,12.1,281.27439912832585,293.3743991283259,-9.008072059695209,-7.377440466721066,-14.754880933442132,
19.42,-9.3,305.1541515543813,295.8541515543813,-3.1437865528681375,-7.4989590528467005,-14.997918105693401,
19.44,-24.9,318.37467556570545,293.47467556570547,3.091501718332731,-7.499481901192055,-14.99896380238411,
19.46,-33.6,319.71614232367915,286.1161423236791,9.472409897226578,-7.373842785036461,-14.747685570072923,
19.48,-40.3,314.08028454060656,273.78028454060654,15.810374165869435,-7.121014944405501,-14.242029888811002,
19.5,-43.1,299.73352527758175,256.6335252775817,21.948512264051317,-6.7434260801062935,-13.486852160212587,
19.52,-46.6,281.5048051679465,234.90480516794648,27.760895568506598,-6.246332001780715,-12.49266400356143,
19.54,-54.9,263.75735619088056,208.85735619088055,33.21351718209487,-5.6365878742747,-11.2731757485494,
19.56,-71.7,250.4202257295975,178.72022572959747,38.35529300129965,-4.920899772440755,-9.84179954488151,
19.58,-89.6,234.3670032207594,144.7670032207594,43.20316529080322,-4.105315189519727,-8.210630379039454,
19.6,-108.9,216.16087214549913,107.26087214549912,47.70844404446581,-3.196199096167037,-6.392398192334074,
19.62,-113.9,180.60275239051612,66.70275239051611,51.67608028982596,-2.2023538528241193,-4.404707705648239,
19.64,-113.5,137.1521683846807,23.652168384680692,54.85362949757793,-1.1370567549500803,-2.2741135099001606,
19.66,-114.2,92.96478717179762,-21.23521282820238,57.15479905314271,-0.016972469442873922,-0.033944938885747844,
19.68,-109.7,42.52116160148943,-67.17883839851058,58.509658540875584,1.139672106497309,2.279344212994618,
19.7,-86.2,-26.97038946372846,-113.17038946372847,58.665166262253194,2.3114203545285967,4.6228407090571935,
19.72,-60.6,-97.61040918516078,-158.21040918516078,57.4193582757643,3.4722655999087717,6.944531199817543,
19.74,-28.6,-172.52528419855346,-201.12528419855346,54.71800134192716,4.593639196085687,9.187278392171374,
19.76,10.4,-251.1071405841264,-240.7071405841264,50.48167709410036,5.645635980445962,11.291271960891924,
19.78,45.8,-321.63937768931964,-275.83937768931963,44.7542119113659,6.597994870500625,13.19598974100125,
19.8,66,-371.6240692392976,-305.6240692392976,37.82157744207973,7.423752764035081,14.847505528070162,
19.82,81,-410.29664629980715,-329.29664629980715,30.00237028668868,8.101992241322765,16.20398448264553,
19.84,77.2,-423.7160931436179,-346.5160931436179,21.66224289225443,8.618638373112196,17.237276746224392,
19.86,64.1,-421.23133245762915,-357.1313324576291,13.21276863624196,8.96738848839716,17.93477697679432,
19.88,56,-417.11929166220426,-361.11929166220426,4.829262395043626,9.147808798710017,18.295617597420033,
19.9,56.4,-414.9210499619232,-358.5210499619232,-3.491141021197649,9.161190012448476,18.32238002489695,
19.92,46.7,-396.3006092286932,-349.6006092286932,-11.603357613103812,9.01024502610546,18.02049005221092,
19.94,23.6,-358.40296146852563,-334.8029614685256,-19.150393320076,8.702707516773662,17.405415033547325,
19.96,-3.6,-311.13826901204624,-314.73826901204626,-25.845805624881717,8.252745527324084,16.505491054648168,
19.98,-21.8,-268.2495315324344,-290.0495315324344,-31.639683630326523,7.677890634772002,15.355781269544003,
20,-45.1,-216.46377791407951,-261.56377791407954,-36.486816724791666,6.9966256312208195,13.993251262441639,
20.02,-62.8,-167.21162862829672,-230.0116286282967,-40.32357079021543,6.228521756070748,12.457043512141496,
20.04,-85.5,-110.78371028408922,-196.28371028408924,-43.10352417933929,5.394250806375201,10.788501612750402,
20.06,-100.2,-60.941606681696264,-161.14160668169626,-44.82077734899714,4.515007791091836,9.030015582183673,
20.08,-96.2,-28.983024308426682,-125.18302430842668,-45.72002365889837,3.6095997810128813,7.2191995620257625,
20.1,-87.2,-1.7581152198276446,-88.95811521982765,-46.02743505418091,2.692125193882088,5.384250387764176,
20.12,-78.1,25.186540737161025,-52.91345926283897,-45.79315079900758,1.773919335350203,3.547838670700406,
20.14,-65.3,47.88359222415961,-17.41640777584039,-45.06244946939437,0.8653633326661835,1.730726665332367,
20.16,-44.3,61.56744646101063,17.267446461010636,-43.96793908254267,-0.02494055285318694,-0.04988110570637388,
20.18,-32.1,82.87016356265987,50.77016356265987,-42.52356298230597,-0.8898555735016733,-1.7797111470033466,
20.2,-31.5,114.17632083732597,82.67632083732597,-40.55309813830611,-1.720622184707794,-3.441244369415588,
20.22,-38.2,150.68283718652285,112.48283718652284,-37.904506558067624,-2.5051982316715318,-5.0103964633430635,
20.24,-45.5,185.1662254937792,139.6662254937792,-34.546015931264606,-3.229703456564854,-6.459406913129708,
20.26,-40.7,204.56220205405978,163.86220205405976,-30.648731655786214,-3.8816509324353623,-7.763301864870725,
20.28,-20.8,205.70976001039503,184.90976001039502,-26.546012035141665,-4.4535983693446415,-8.907196738689283,
20.3,0.5,202.24614389826135,202.74614389826135,-22.4664529960551,-4.94372301965661,-9.88744603931322,
20.32,24.1,193.37832385915965,217.47832385915964,-18.51020831848089,-5.3534896328019705,-10.706979265603941,
20.34,40.9,188.26937496062368,229.16937496062368,-14.693731330283054,-5.68552902928961,-11.37105805857922,
20.36,49.3,188.5565042192344,237.8565042192344,-10.925472538484474,-5.941721067977285,-11.88344213595457,
20.38,57,186.5967605166648,243.5967605166648,-7.173939891125482,-6.122715192273384,-12.245430384546768,
20.4,73.4,173.15425625872976,246.55425625872977,-3.576429723371536,-6.230218888418354,-12.460437776836708,
20.42,90.9,156.01952597890943,246.91952597890943,-0.28469190099514385,-6.268830104662021,-12.537660209324041,
20.44,98.1,146.74354501456548,244.84354501456548,2.742938808939605,-6.2442476355825765,-12.488495271165153,
20.46,91.8,148.57925952533088,240.3792595253309,5.6961668543385695,-6.159856578949795,-12.31971315789959,
20.48,79.6,153.91728053435452,233.5172805343545,8.721132254935423,-6.015683587857055,-12.03136717571411,
20.5,66.1,158.1039535439132,224.2039535439132,11.8413445957181,-5.81005881935052,-11.62011763870104,
20.52,51.6,160.7825694497405,212.3825694497405,15.030209825654637,-5.541343275136793,-11.082686550273586,
20.54,37.3,160.7366893107862,198.0366893107862,18.245402413259903,-5.208587152747647,-10.417174305495294,
20.56,25.5,155.71572750707944,181.21572750707944,21.409926581438558,-4.8120338628006625,-9.624067725601325,
20.58,19.2,142.87181407402463,162.07181407402462,24.3958019972496,-4.353976577013781,-8.707953154027562,
20.6,20.4,120.48683937621917,140.88683937621917,27.029388531752037,-3.8397246717237645,-7.679449343447529,
20.62,24.3,93.71738795348634,118.01738795348633,29.17143080504909,-3.2777164783557535,-6.555432956711507,
20.64,29.4,64.4968147719035,93.89681477190351,30.75357283230299,-2.678466441982233,-5.356932883964466,
20.66,35.3,33.695693984444425,68.99569398444442,31.735497919866468,-2.0535757344605385,-4.107151468921077,
20.68,39.3,4.472340831447505,43.7723408314475,32.117178268025384,-1.4150489725816198,-2.8300979451632395,
20.7,45.1,-26.379635671546936,18.720364328453066,31.89810531962439,-0.7748961367051219,-1.5497922734102438,
20.72,56,-61.62611266688872,-5.626112666888723,31.018047836240033,-0.14573460514647774,-0.29146921029295547,
20.74,67.8,-96.54099682952099,-28.740996829520995,29.436376741275936,0.4588096406286819,0.9176192812573638,
20.76,70.2,-120.41250209062063,-50.21250209062063,27.26684175207452,1.0258418255621864,2.051683651124373,
