t,ytt,xtt,xt,x,f
8.1,-6.3,8.591167488,0.170928552,-0.059668198,-0.119336396
8.12,-18.7,20.63068071,0.463147034,-0.053327442,-0.106654884
8.14,-22.5,23.72268614,0.906680702,-0.039629165,-0.079258329
8.16,-11.6,11.83239442,1.262231508,-0.017940043,-0.035880085
8.18,-3,2.128033241,1.401835785,0.00870063,0.017401261
8.2,-4.5,2.485581333,1.44797193,0.037198708,0.074397415
8.22,-10.3,7.068571927,1.543513463,0.067113561,0.134227123
8.24,-7.4,2.873134909,1.642930531,0.098978001,0.197956003
8.26,-3.5,-2.328276129,1.648379119,0.131891098,0.263782196
8.28,3.1,-10.13360638,1.523760294,0.163612492,0.327224984
8.3,6.7,-14.74471455,1.274977085,0.191599866,0.383199732
8.32,11.1,-19.88413917,0.928688547,0.213636522,0.427273044
8.34,18.1,-27.25360479,0.457311108,0.227496519,0.454993037
8.36,19.6,-28.68297844,-0.102054725,0.231049083,0.462098165
8.38,11.6,-20.22494003,-0.591133909,0.224117196,0.448234392
8.4,5.7,-13.59716872,-0.929354997,0.208912307,0.417824614
8.42,5,-11.96608853,-1.184987569,0.187768881,0.375537763
8.44,7.6,-13.43442496,-1.438992704,0.161529079,0.323058157
8.46,7.2,-11.70422795,-1.690379233,0.130235359,0.260470719
8.48,0.9,-3.948752167,-1.846909034,0.094862477,0.189724953
8.5,-3.6,2.024360733,-1.866152949,0.057731857,0.115463714
8.52,-5.7,5.539440492,-1.790514936,0.021165178,0.042330356
8.54,-3,4.178176255,-1.693338769,-0.013673359,-0.027346718
8.56,4.1,-1.604678662,-1.667603793,-0.047282785,-0.094565569
8.58,12.1,-8.212227031,-1.76577285,-0.081616551,-0.163233102
8.6,10.4,-5.01593697,-1.89805449,-0.118254824,-0.236509649
8.62,0.3,6.570707451,-1.882506785,-0.156060437,-0.312120874
8.64,-4.4,12.6090506,-1.690709205,-0.191792597,-0.383585194
8.66,1.3,8.084275102,-1.483775948,-0.223537449,-0.447074897
8.68,11.4,-0.899631671,-1.411929513,-0.252494503,-0.504989007
8.7,13.2,-1.565789302,-1.436583723,-0.280979636,-0.561959271
8.72,11.2,1.568471044,-1.436556906,-0.309711042,-0.619422084
8.74,8.6,5.250106813,-1.368371127,-0.337760322,-0.675520644
8.76,5.3,9.516563833,-1.220704421,-0.363651078,-0.727302155
8.78,-5.7,21.24299871,-0.913108795,-0.38498921,-0.76997842
8.8,-9.7,25.60241915,-0.444654617,-0.398566844,-0.797133688
8.82,6.6,9.383491748,-0.094795508,-0.403961345,-0.80792269
8.84,16.8,-0.807845439,-0.009039044,-0.404999691,-0.809999382
8.86,15.4,0.600888745,-0.011108611,-0.405201167,-0.810402335
8.88,4.2,11.71461176,0.112046394,-0.404191789,-0.808383579
8.9,-2.2,17.79836958,0.407176207,-0.398999563,-0.797999127
8.92,3,12.04654049,0.705625308,-0.387871548,-0.775743097
8.94,20.2,-5.759123653,0.768499476,-0.373130301,-0.746260601
8.96,19.3,-5.379937992,0.65710886,-0.358874217,-0.717748434
8.98,4.4,8.97349546,0.693044434,-0.345372684,-0.690745368
9,1.3,11.36928892,0.896472278,-0.329477517,-0.658955034
9.02,2.9,8.904990902,1.099215076,-0.309520644,-0.619041287
9.04,10.5,0.365537815,1.191920364,-0.286609289,-0.573218578
9.06,17.3,-7.321877471,1.122356967,-0.263466516,-0.526933032
9.08,15.6,-6.402136463,0.985116828,-0.242391778,-0.484783556
9.1,8.3,0.168158766,0.922777051,-0.223312839,-0.446625678
9.12,4.5,3.213464677,0.956593285,-0.204519136,-0.409038271
9.14,-3.5,10.3534627,1.092262559,-0.184030577,-0.368061155
9.16,-14.5,20.25481959,1.398345382,-0.159124498,-0.318248996
9.18,-25.2,29.46698969,1.895563475,-0.126185409,-0.252370819
9.2,-26.8,29.118167,2.481415041,-0.082415624,-0.164831248
9.22,-11.6,11.64432537,2.889039965,-0.028711074,-0.057422148
9.24,-0.3,-2.011115889,2.98537206,0.030033046,0.060066092
9.26,3.4,-7.991076735,2.885350134,0.088740268,0.177480536
9.28,-3.7,-3.08378484,2.774601518,0.145339785,0.290679569
9.3,-16.5,7.491460262,2.818678272,0.201272582,0.402545165
9.32,-18.4,7.053665417,2.964129529,0.25910066,0.518201321
9.34,-16.1,2.340778552,3.058073969,0.319322695,0.638645391
9.36,-6.7,-9.419150744,2.987290247,0.379776338,0.759552675
9.38,0.3,-18.56186998,2.707480039,0.43672404,0.873448081
9.4,-0.6,-19.50581355,2.326803204,0.487066873,0.974133746
9.42,1.9,-23.51099066,1.896635162,0.529301257,1.058602513
9.44,7.4,-30.09479753,1.36057728,0.561873381,1.123746762
9.46,5.8,-29.11212191,0.768508086,0.583164235,1.166328469
9.48,-5.2,-18.35259065,0.29386096,0.593787925,1.18757585
9.5,-17.8,-5.798223942,0.052352814,0.597250063,1.194500126
9.52,-22.9,-0.689489498,-0.01252432,0.597648348,1.195296696
9.54,-22.5,-1.066051857,-0.030079734,0.597222307,1.194444615
9.56,-13.7,-9.758758638,-0.138327839,0.595538232,1.191076463
9.58,-4,-19.12660922,-0.427181517,0.589883138,1.179766276
9.6,-1.9,-20.5828524,-0.824276133,0.577368561,1.154737123
9.62,4.6,-26.07195974,-1.290824255,0.556217558,1.112435115
9.64,11.3,-31.30990669,-1.864642919,0.524662886,1.049325772
9.66,10.7,-28.77393143,-2.4654813,0.481361644,0.962723287
9.68,4.7,-20.44738745,-2.957694489,0.427129886,0.854259772
9.7,-1.9,-11.26731921,-3.274841556,0.364804525,0.729609051
9.72,4.8,-15.17751328,-3.539289881,0.296663211,0.593326422
9.74,11.5,-18.82061286,-3.879271142,0.222477601,0.444955201
9.76,1.6,-5.668660975,-4.124163881,0.142443251,0.284886501
9.78,-4.1,3.305883636,-4.147791654,0.059723695,0.11944739
9.8,-9.6,11.96300713,-3.995102746,-0.021705249,-0.043410498
9.82,-10.2,15.50541929,-3.720418482,-0.098860461,-0.197720922
9.84,-7.4,15.40438971,-3.411320392,-0.17017785,-0.3403557
9.86,-15.5,25.87924345,-2.99848406,-0.234275894,-0.468551789
9.88,-22.3,34.58014098,-2.393890216,-0.288199637,-0.576399274
9.9,-18.8,32.4529362,-1.723559444,-0.329374134,-0.658748267
9.92,-8.3,22.8867065,-1.170163017,-0.358311358,-0.716622717
9.94,1.3,13.92651484,-0.802030804,-0.378033297,-0.756066593
9.96,1.3,14.3416066,-0.519349589,-0.3912471,-0.782494201
9.98,-10.9,26.63541805,-0.109579343,-0.39753639,-0.79507278
10,-20.3,35.64130209,0.513187859,-0.393500305,-0.787000609
10.02,-19.3,33.70093891,1.206610269,-0.376302323,-0.752604647
10.04,-16.6,29.56000529,1.839219711,-0.345844024,-0.691688047
10.06,-17.3,28.36079717,2.418427735,-0.303267549,-0.606535098
10.08,-4.6,13.42876168,2.836323324,-0.250720039,-0.501440077
10.1,15.7,-9.143779883,2.879173142,-0.193565074,-0.387130148
10.12,25.3,-20.78609251,2.579874418,-0.138974598,-0.277949197
10.14,19.9,-17.13044921,2.200709001,-0.091168764,-0.182337528
10.16,7.1,-5.890390234,1.970500606,-0.049456668,-0.098913336
10.18,-5.5,5.159406402,1.963190768,-0.010119754,-0.020239509
10.2,-5.5,3.542176436,2.050206596,0.030014219,0.060028439
10.22,11.2,-14.69056133,1.938722747,0.069903513,0.139807026
10.24,17.3,-22.03785461,1.571438588,0.105005126,0.210010252
10.26,9.5,-15.19128747,1.199147167,0.132710984,0.265421967
10.28,5.7,-12.12725833,0.925961709,0.153962072,0.307924145
10.3,1.4,-8.399944514,0.720689681,0.170428586,0.340857173
10.32,5.7,-13.10302368,0.505659999,0.182692083,0.365384166
10.34,5.7,-13.29851625,0.2416446,0.190165129,0.380330258
10.36,-1.5,-6.139294954,0.047266488,0.19305424,0.38610848
10.38,2.5,-10.05165731,-0.114643035,0.192380475,0.384760949
10.4,17.8,-24.99069061,-0.465066514,0.186583379,0.373166758
10.42,28.4,-34.76232976,-1.062596718,0.171306747,0.342613493
10.44,22,-27.04631319,-1.680683147,0.143873948,0.287747896
10.46,5,-8.445382821,-2.035600108,0.106711116,0.213422231
10.48,-7.8,5.980883002,-2.060245106,0.065752663,0.131505327
10.5,-0.2,-0.038276236,-2.000819038,0.025142022,0.050284044
10.52,10.9,-9.484994593,-2.096051746,-0.015826686,-0.031653372
10.54,8.7,-5.514257945,-2.246044272,-0.059247646,-0.118495292
10.56,9.1,-4.066907403,-2.341855925,-0.105126648,-0.210253296
10.58,20.7,-13.68087905,-2.51933379,-0.153738545,-0.30747709
10.6,29,-19.73380653,-2.853480646,-0.20746669,-0.414933379
10.62,12.4,-0.722908647,-3.058047797,-0.266581974,-0.533163948
10.64,-11.5,25.4011684,-2.8112652,-0.325275104,-0.650550208
10.66,-27.6,43.19147337,-2.125338782,-0.374641144,-0.749282288
10.68,-25.2,41.81352602,-1.275288788,-0.408647419,-0.817294839
10.7,-6.5,23.61548872,-0.620998641,-0.427610294,-0.855220587
10.72,7.8,9.549847721,-0.289345276,-0.436713733,-0.873427466
10.74,20.7,-3.170925353,-0.225556053,-0.441862746,-0.883725492
10.76,27.5,-9.693548601,-0.354200792,-0.447660315,-0.895320629
10.78,30.4,-12.14533575,-0.572589636,-0.456928219,-0.913856438
10.8,26.8,-7.938237043,-0.773425364,-0.470388369,-0.940776738
10.82,9.9,9.559919403,-0.75720854,-0.485694708,-0.971389416
10.84,-11.9,31.63981791,-0.345211167,-0.496718905,-0.99343781
10.86,-26.6,46.01307984,0.431317811,-0.495857839,-0.991715677
10.88,-29.5,47.84812734,1.369929882,-0.477845362,-0.955690723
10.9,-31.1,47.62960054,2.324707161,-0.440898991,-0.881797982
10.92,-25.5,39.52147487,3.196217915,-0.38568974,-0.771379481
10.94,-11.9,22.91596562,3.82059232,-0.315521638,-0.631043276
10.96,4.3,3.495509597,4.084707072,-0.236468644,-0.472937288
10.98,19,-14.34590516,3.976203117,-0.155859542,-0.311719085
11,21.5,-19.72245809,3.635519484,-0.079742316,-0.159484633
11.02,15.5,-16.31482239,3.275146679,-0.010635655,-0.021271309
11.04,5,-8.211486568,3.02988359,0.052414648,0.104829296
11.06,1,-6.490321836,2.882865506,0.111542139,0.223084278
11.08,-3.4,-4.283392338,2.775128364,0.168122078,0.336244155
11.1,-8.1,-1.728150267,2.715012938,0.223023491,0.446046981
11.12,-9.5,-2.439672333,2.673334712,0.276906967,0.553813934
11.14,-9.8,-4.19921552,2.606945833,0.329709773,0.659419545
11.16,-8.6,-7.368302201,2.491270656,0.380691938,0.761383875
11.18,13.3,-30.93967913,2.108190843,0.426686553,0.853373105
11.2,26.2,-44.91878303,1.349606221,0.461264523,0.922529046
11.22,19.6,-38.73874129,0.513030978,0.479890895,0.95978179
11.24,12.9,-31.89865236,-0.193342958,0.483087775,0.966175551
11.26,14.4,-32.74707512,-0.839800233,0.472756343,0.945512687
11.28,18,-35.15990613,-1.518870046,0.449169641,0.898339281
11.3,13.8,-29.26345086,-2.163103616,0.412349904,0.824699808
11.32,5.2,-18.58624061,-2.64160053,0.364302863,0.728605725
11.34,5,-16.03333113,-2.987796248,0.308008895,0.61601779
11.36,9.7,-18.11074621,-3.329237021,0.244838562,0.489677124
11.38,8,-13.53783013,-3.645722785,0.175088964,0.350177928
11.4,7.9,-10.37473156,-3.884848402,0.099783252,0.199566504
11.42,8.6,-7.866596146,-4.067261679,0.020262151,0.040524303
11.44,8.5,-4.460080798,-4.190528448,-0.06231575,-0.1246315
11.46,2,5.341822777,-4.181711028,-0.146038145,-0.292076289
11.48,-2.9,13.39893294,-3.994303471,-0.22779829,-0.455596579
11.5,-5.9,19.30034361,-3.667310706,-0.304414431,-0.608828863
11.52,-11.4,27.33600824,-3.200947187,-0.37309701,-0.746194021
11.54,-15.4,33.39467046,-2.5936404,-0.431042886,-0.862085772
11.56,-16.1,35.6099661,-1.903594034,-0.476015231,-0.952030461
11.58,-12.9,33.38053208,-1.213689053,-0.507188061,-1.014376123
11.6,-13.9,34.81252538,-0.531758478,-0.524642537,-1.049285073
11.62,-18.3,39.06223787,0.206989155,-0.52789023,-1.05578046
11.64,-8.5,28.57678452,0.883379379,-0.516986545,-1.033973089
11.66,-0.3,19.30971991,1.362244423,-0.494530307,-0.989060613
11.68,-3.4,21.02285796,1.765570202,-0.46325216,-0.926504321
11.7,-16.2,32.01945216,2.295993303,-0.422636525,-0.845273051
11.72,-31.6,45.01209804,3.066308805,-0.369013504,-0.738027008
11.74,-37.3,47.57646201,3.992194405,-0.298428472,-0.596856944
11.76,-29,35.4833168,4.822792193,-0.210278606,-0.420557212
11.78,-16.7,18.95524931,5.367177855,-0.108378906,-0.216757811
11.8,-4.9,2.749979944,5.584230147,0.001135174,0.002270349
11.82,-5.8,-0.774398501,5.603985962,0.113017335,0.226034671
11.84,-11.3,0.304498114,5.599286958,0.225050065,0.450100129
11.86,-16.2,0.775145912,5.610083398,0.337143768,0.674287536
11.88,-26.8,6.886471141,5.686699568,0.450111598,0.900223196
11.9,-33.9,9.370962279,5.849273903,0.565471333,1.130942665
11.92,-31.1,1.865837875,5.961641904,0.683580491,1.367160981
11.94,-18,-15.83348703,5.821965413,0.801416564,1.602833128
11.96,-4.3,-33.74767154,5.326153827,0.912897756,1.825795512
11.98,1.5,-43.15948361,4.557082275,1.011730117,2.023460234
12,-10.2,-34.45857456,3.780901694,1.095109957,2.190219914
12.02,-17.5,-29.64908778,3.13982507,1.164317225,2.328634449
12.04,-16.2,-32.94510775,2.513883115,1.220854306,2.441708613
12.06,-3.5,-47.01289419,1.714303096,1.263136169,2.526272337
12.08,8.8,-59.84177572,0.645756396,1.286736763,2.573473527
12.1,7.1,-57.74414544,-0.530102815,1.287893299,2.575786598
12.12,2.7,-52.07801275,-1.628324397,1.266309027,2.532618054
12.14,3.2,-50.50066247,-2.654111149,1.223484672,2.446969343
12.16,4.4,-48.83838607,-3.647501635,1.160468544,2.320937088
12.18,4.5,-45.33165312,-4.589202027,1.078101507,2.156203014
12.2,3.9,-40.44615252,-5.446980083,0.977739686,1.955479372
12.22,5.3,-36.94807987,-6.220922407,0.861060661,1.722121322
12.24,2.7,-28.92782248,-6.87968143,0.730054623,1.460109246
12.26,1.8,-22.20124226,-7.390972078,0.587348088,1.174696175
12.28,7.8,-22.02424324,-7.833226933,0.435106098,0.870212195
12.3,19.8,-27.45748739,-8.328044239,0.273493386,0.546986772
12.32,30.4,-31.03053115,-8.912924424,0.101083699,0.202167399
12.34,29.5,-22.67865387,-9.450016275,-0.082545708,-0.165091415
12.36,18.1,-3.614297594,-9.712945789,-0.274175328,-0.548350657
12.38,10.4,11.69239227,-9.632164843,-0.467626435,-0.935252869
12.4,8.6,20.84651752,-9.306775745,-0.657015841,-1.314031681
12.42,12.2,24.24683377,-8.855842232,-0.83864202,-1.677284041
12.44,4.3,38.65367593,-8.226837135,-1.009468814,-2.018937628
12.46,-8.4,57.11024389,-7.269197937,-1.164429165,-2.328858329
12.48,-16.3,69.770538,-6.000390118,-1.297125045,-2.59425009
12.5,-23.1,80.15119723,-4.501172765,-1.402140674,-2.804281348
12.52,-13,72.42761521,-2.975384641,-1.476906248,-2.953812496
12.54,2.6,58.16897256,-1.669418763,-1.523354282,-3.046708564
12.56,14.2,47.07484698,-0.616980568,-1.546218275,-3.092436551
12.58,18.9,42.17320093,0.275499911,-1.549633082,-3.099266164
12.6,24.3,35.95271837,1.056759104,-1.536310492,-3.072620984
12.62,26.9,31.99393931,1.736225681,-1.508380644,-3.016761288
12.64,18.6,38.37994223,2.439964496,-1.466618742,-2.933237485
12.66,10.5,43.91826624,3.262946581,-1.409589631,-2.819179263
12.68,6.9,44.26139802,4.144743224,-1.335512733,-2.671025467
12.7,10.1,37.16044627,4.958961667,-1.244475685,-2.488951369
12.72,19.8,23.08008554,5.561366985,-1.139272398,-2.278544796
12.74,18.8,19.36145286,5.985782369,-1.023800904,-2.047601809
12.76,10.6,22.51209881,6.404517885,-0.899897902,-1.799795804
12.78,5,22.70630968,6.85670197,-0.767285703,-1.534571407
12.8,3.1,18.87158687,7.272480936,-0.625993874,-1.251987749
12.82,1.6,14.37289339,7.604925738,-0.477219808,-0.954439615
12.84,2.3,7.499479143,7.823649464,-0.322934056,-0.645868111
12.86,-0.7,4.231635286,7.940960608,-0.165287955,-0.33057591
12.88,-2.6,-0.16964533,7.981580508,-0.006062544,-0.012125087
12.9,-0.2,-8.802404634,7.891860008,0.152671861,0.305343723
12.92,8.6,-23.5836202,7.56799976,0.307270459,0.614540918
12.94,11.3,-31.83139391,7.013849619,0.453088953,0.906177906
12.96,11.4,-36.93855809,6.326150099,0.58648895,1.1729779
12.98,10,-39.94015509,5.557362967,0.705324081,1.410648161
13,0.9,-34.6523862,4.811437554,0.809012086,1.618024172
13.02,-4.1,-32.92976269,4.135616065,0.898482622,1.796965244
13.04,0.9,-40.62741811,3.400044257,0.973839225,1.947678451
13.06,11.8,-53.48564408,2.458913635,1.032428804,2.064857609
13.08,20.3,-63.02790171,1.293778177,1.069955722,2.139911445
13.1,25.8,-68.53406525,-0.021841492,1.082675089,2.165350178
13.12,32.3,-73.91741458,-1.446356291,1.067993111,2.135986223
13.14,30.9,-70.26267114,-2.888157148,1.024647977,2.049295954
13.16,20.2,-56.30545216,-4.153838381,0.954228022,1.908456043
13.18,8.1,-40.18105381,-5.118703441,0.861502604,1.723005207
13.2,13.3,-40.71515065,-5.927665485,0.751038914,1.502077829
13.22,28.6,-50.62987524,-6.841115744,0.623351102,1.246702204
13.24,30.6,-46.47888533,-7.81220335,0.476817911,0.953635822
13.26,18.8,-27.9362988,-8.556355191,0.313132326,0.626264651
13.28,1.8,-3.934500579,-8.875063185,0.138818142,0.277636284
13.3,-1.7,6.552761345,-8.848880577,-0.038421296,-0.076842592
13.32,-1.3,12.98874091,-8.653465555,-0.213444757,-0.426889514
13.34,-8,26.21865049,-8.261391641,-0.382593329,-0.765186658
13.36,-11.4,35.66398895,-7.642565246,-0.541632898,-1.083265796
13.38,-6.8,36.5410559,-6.920514798,-0.687263698,-1.374527397
13.4,3.5,31.18260091,-6.24327823,-0.818901629,-1.637803257
13.42,1.2,37.87909471,-5.552661273,-0.936861024,-1.873722047
13.44,-10.3,53.06144372,-4.643255889,-1.038820195,-2.077640391
13.46,-19.2,64.71861423,-3.46545531,-1.119907307,-2.239814615
13.48,-19.6,66.83949508,-2.149874217,-1.176060603,-2.352121205
13.5,-13.7,61.64535341,-0.865025732,-1.206209602,-2.412419204
13.52,-11.3,58.99726046,0.341400407,-1.211445855,-2.422891711
13.54,-14.7,61.20004837,1.543373495,-1.192598116,-2.385196233
13.56,-18.9,63.22119707,2.78758595,-1.149288522,-2.298577044
13.58,-17.1,58.28247212,4.002622641,-1.081386436,-2.162772872
13.6,-10.7,47.90261767,5.064473539,-0.990715474,-1.981430948
13.62,-9.1,41.61301014,5.959629817,-0.880474441,-1.760948881
13.64,-9.1,36.3061145,6.738821064,-0.753489932,-1.506979863
13.66,-8.6,29.97382247,7.401620434,-0.612085517,-1.224171033
13.68,-13.5,28.57784988,7.987137157,-0.458197941,-0.916395882
13.7,-25.7,33.98858686,8.612801525,-0.292198554,-0.584397108
13.72,-35.4,36.34537124,9.316141106,-0.112909128,-0.225818255
13.74,-34.5,27.59615615,9.955556379,0.079807847,0.159615694
13.76,-20.5,5.480288079,10.28632082,0.282226619,0.564453238
13.78,-6.5,-16.5559858,10.17556384,0.486845466,0.973690932
13.8,-0.4,-30.32844651,9.706719521,0.685668299,1.371336599
13.82,1.5,-39.35476722,9.009887384,0.872834369,1.745668737
13.84,0.6,-44.91829052,8.167156807,1.04460481,2.089209621
13.86,-8.9,-41.20216268,7.305952275,1.199335901,2.398671802
13.88,-20.7,-34.58579861,6.548072662,1.337876151,2.675752301
13.9,-22.2,-37.69808043,5.825233871,1.461609216,2.923218432
13.92,-18.2,-45.65420837,4.991710983,1.569778664,3.139557329
13.94,-12.1,-54.91930386,3.985975861,1.659555533,3.319111066
13.96,-12,-57.30042015,2.863778621,1.728053078,3.456106155
13.98,-21.1,-49.63625825,1.794411837,1.774634982,3.549269965
14,-29,-42.44242849,0.873624969,1.80131535,3.602630701
14.02,-32.4,-39.10286866,0.058171998,1.81063332,3.62126664
14.04,-32.1,-38.84720006,-0.721328689,1.804001753,3.608003506
14.06,-32.1,-37.68698979,-1.486670588,1.78192176,3.563843521
14.08,-33.3,-34.75407946,-2.21108128,1.744944242,3.489888483
14.1,-25.8,-39.93187194,-2.957940794,1.693254021,3.386508042
14.12,-10.3,-52.38390514,-3.881098565,1.624863627,3.249727255
14.14,4,-62.7310835,-5.032248452,1.535730157,3.071460314
14.16,9.8,-63.58291912,-6.295388478,1.422453788,2.844907576
14.18,3.4,-51.32544524,-7.444472121,1.285055182,2.570110364
14.2,-1.6,-39.74466902,-8.355173264,1.127058728,2.254117456
14.22,-0.1,-34.07794394,-9.093399394,0.952573001,1.905146003
14.24,8.1,-34.5682889,-9.779861722,0.76384039,1.527680781
14.26,13.6,-31.83394357,-10.44388405,0.561602933,1.123205865
14.28,6.8,-16.41540669,-10.92637755,0.347900317,0.695800633
14.3,-3.2,2.320496261,-11.06732665,0.127963275,0.255926549
14.32,-10.2,17.9028285,-10.86509341,-0.091360926,-0.182721852
14.34,-10.4,26.34010636,-10.42266406,-0.304238501,-0.608477001
14.36,-0.8,24.57654987,-9.913497495,-0.507600116,-1.015200232
14.38,10.3,20.9525514,-9.458206482,-0.701317156,-1.402634312
14.4,14.7,23.67601962,-9.011920772,-0.886018428,-1.772036857
14.42,16.6,28.4889507,-8.490271069,-1.061040347,-2.122080694
14.44,11.2,40.06352893,-7.804746273,-1.22399052,-2.447981041
14.46,4.9,51.81679991,-6.885942985,-1.370897413,-2.741794826
14.48,4.6,56.71609251,-5.80061406,-1.497762983,-2.995525967
14.5,11.8,53.24740271,-4.700979108,-1.602778915,-3.20555783
14.52,9.4,58.4967334,-3.583537747,-1.685624084,-3.371248167
14.54,1,68.74416755,-2.311128738,-1.744570748,-3.489141497
14.56,-0.3,70.79205557,-0.915766506,-1.776839701,-3.553679402
14.58,-0.5,70.62370392,0.498391088,-1.781013455,-3.56202691
14.6,1.1,67.5636939,1.880265067,-1.757226894,-3.514453787
14.62,7.6,58.60535456,3.141955551,-1.707004687,-3.414009375
14.64,15.3,47.60486169,4.204057714,-1.633544555,-3.267089109
14.66,22.3,36.63532581,5.046459589,-1.541039382,-3.082078763
14.68,25.8,28.64696841,5.699282531,-1.43358196,-2.867163921
14.7,31.7,17.88785105,6.164630726,-1.314942828,-2.629885656
14.72,36.2,8.318201888,6.426691255,-1.189029608,-2.378059216
14.74,28,11.29253901,6.622798664,-1.058534709,-2.117069418
14.76,11.1,22.70103279,6.962734382,-0.922679378,-1.845358757
14.78,-0.3,28.21055503,7.47185026,-0.778333532,-1.556667064
14.8,-8,29.56512014,8.049607012,-0.623118959,-1.246237919
14.82,-4.5,19.33202908,8.538578504,-0.457237104,-0.914474208
14.84,2.7,5.200898647,8.783907781,-0.284012241,-0.568024483
14.86,-8.3,9.15461078,8.927462876,-0.106898535,-0.213797069
14.88,-18.4,12.04217706,9.139430754,0.073770402,0.147540803
14.9,-12.4,-1.25726352,9.247279889,0.257637508,0.515275016
14.92,5.2,-25.94865451,8.975220709,0.439862514,0.879725028
14.94,19.9,-47.17088618,8.244025302,0.612054974,1.224109948
14.96,20.5,-53.50313047,7.237285136,0.766868078,1.533736157
14.98,7.9,-45.85067365,6.243747094,0.901678401,1.803356802
15,-4.8,-37.43773936,5.410862964,1.018224501,2.036449003
15.02,-10.5,-35.44747543,4.682010816,1.119153239,2.238306478
15.04,-12.5,-36.58828877,3.961653174,1.205589879,2.411179758
15.06,-12.9,-38.73495852,3.208420701,1.277290618,2.554581236
15.08,-12.2,-41.3501489,2.407569627,1.333450521,2.666901042
15.1,-5.1,-49.64878241,1.497580314,1.372502021,2.745004041
15.12,6.8,-61.87054581,0.382387032,1.391301694,2.782603388
15.14,15.1,-69.4588983,-0.930907409,1.38581649,2.771632981
15.16,16.7,-69.25333651,-2.318029757,1.353327119,2.706654237
15.18,26.3,-75.90281427,-3.769591265,1.292450908,2.584901817
15.2,44.2,-89.54954388,-5.424114846,1.200513847,2.401027695
15.22,51.8,-91.4697721,-7.234308006,1.073929619,2.147859237
15.24,38.2,-70.90462596,-8.858051987,0.913006019,1.826012038
15.26,12.1,-36.97797717,-9.936878018,0.725056719,1.450113438
15.28,-14.3,-2.42800712,-10.33093786,0.52237856,1.04475712
15.3,-25,16.32174602,-10.19200047,0.317149177,0.634298353
15.32,-22.7,21.77500572,-9.811032955,0.117118842,0.234237685
15.34,-11.9,18.41133856,-9.409169512,-0.075083182,-0.150166365
15.36,-4.5,18.1582857,-9.043473269,-0.25960961,-0.51921922
15.38,4.6,15.93559782,-8.702534434,-0.437069687,-0.874139374
15.4,4.4,22.70859724,-8.316092483,-0.607255956,-1.214511913
15.42,-1.8,35.02911528,-7.738715358,-0.767804035,-1.535608069
15.44,-6.5,45.22001703,-6.936224035,-0.914553429,-1.829106857
15.46,-8.3,51.74826279,-5.966541237,-1.043581081,-2.087162163
15.48,3,44.4170746,-5.004887863,-1.153295372,-2.306590745
15.5,15.5,35.25389481,-4.208178169,-1.245426033,-2.490852065
15.52,13.9,39.59884416,-3.459650779,-1.322104322,-2.644208644
15.54,3.8,51.725655,-2.546405787,-1.382164888,-2.764329776
15.56,-1.1,57.79099399,-1.451239297,-1.422141339,-2.844282677
15.58,10.6,46.43247562,-0.409004601,-1.440743778,-2.881487555
15.6,29.9,26.88953157,0.32421547,-1.441591669,-2.883183338
15.62,49,7.269907185,0.665809858,-1.431691416,-2.863382831
15.64,63.8,-8.049776369,0.658011166,-1.418453205,-2.836906411
15.66,66.4,-11.02212891,0.467292113,-1.407200173,-2.814400345
15.68,58.1,-2.982999849,0.327240826,-1.399254843,-2.798509686
15.7,37.4,17.3477575,0.470888402,-1.391273551,-2.782547102
15.72,13.2,40.72774653,1.051643443,-1.376048233,-2.752096465
15.74,2.1,50.29491176,1.961870026,-1.345913098,-2.691826196
15.76,5.4,44.71263649,2.911945508,-1.297174942,-2.594349885
15.78,15,32.21971162,3.681268989,-1.231242798,-2.462485595
15.8,23.1,20.80387519,4.211504857,-1.152315059,-2.304630118
15.82,15.5,24.7272066,4.666815675,-1.063531854,-2.127063707
15.84,-1.3,37.36323792,5.28772012,-0.963986496,-1.927972992
15.86,-13.5,44.75445738,6.108897073,-0.850020324,-1.700040648
15.88,-13.5,39.28248919,6.949266539,-0.719438688,-1.438877375
15.9,-11.2,30.95350422,7.651626473,-0.573429758,-1.146859515
15.92,-15.5,28.75123568,8.248673872,-0.414426754,-0.828853508
15.94,-17.9,24.22945198,8.778480749,-0.244155208,-0.488310416
15.96,-7.8,6.957547846,9.090350747,-0.065466893,-0.130933786
15.98,5.2,-13.17194424,9.028206783,0.115718682,0.231437365
16,6.7,-21.53249034,8.681162437,0.292812375,0.585624749
16.02,-10.3,-11.13474381,8.354490096,0.4631689,0.9263378
16.04,-14.3,-13.54074546,8.107735203,0.627791153,1.255582306
16.06,-5,-28.91469598,7.683180789,0.785700313,1.571400625
16.08,14.1,-53.44545706,6.859579258,0.931127913,1.862255826
16.1,26.2,-70.00877449,5.625036943,1.055974075,2.11194815
16.12,30.6,-77.71006811,4.147848517,1.15370293,2.30740586
16.14,35.3,-84.43369254,2.52641091,1.220445524,2.440891048
16.16,39.8,-89.58543004,0.786219685,1.25357183,2.50714366
16.18,36.5,-85.55451738,-0.96517979,1.251782229,2.503564458
16.2,19.4,-66.51877784,-2.485912742,1.217271304,2.434542607
16.22,2.6,-46.88078996,-3.61990842,1.156213092,2.312426184
16.24,6.3,-46.99809083,-4.558697228,1.074427036,2.148854071
