t,ytt,xtt,xt,x,f
24.4,-15.6,4.360044477,9.710323739,-1.810205401,0.383969276
24.42,-24.6,5.616086847,9.810085053,-1.615001313,0.614505465
24.44,-28.5,8.878575587,9.955031677,-1.417350146,0.847931657
24.46,-28.4,4.069443024,10.08451186,-1.216954711,1.084598832
24.48,-24.2,-4.828396283,10.07692233,-1.015340369,1.322705537
24.5,-23.6,-10.04888426,9.928149525,-0.81528965,1.558965601
24.52,-27,-11.16686982,9.715991984,-0.618848235,1.790963074
24.54,-29.2,-13.36858307,9.470637455,-0.426981941,2.017557327
24.56,-27.1,-19.71123087,9.139839316,-0.240877173,2.237347211
24.58,-10.9,-39.86114005,8.544115607,-0.064037624,2.446194865
24.6,5.6,-59.8235852,7.547268354,0.096876216,2.636234243
24.62,14.8,-71.85399627,6.23049254,0.234653825,2.798949713
24.64,14.1,-73.30001636,4.778952413,0.344748274,2.928971349
24.66,14.2,-74.85358742,3.297416376,0.425511962,3.024353331
24.68,24.5,-85.8507891,1.69037261,0.475389852,3.08325916
24.7,34,-95.19238761,-0.120059157,0.491092987,3.101804575
24.72,37.9,-98.02623453,-2.052245378,0.469369941,3.058358484
24.74,32.9,-89.42877895,-3.926795513,0.409579532,2.938777667
24.76,19.6,-71.78410428,-5.538924345,0.314922334,2.749463269
24.78,5.6,-52.45192196,-6.781284608,0.191720244,2.50305909
24.8,1.4,-42.1673858,-7.727477685,0.046632621,2.212883844
24.82,4.4,-38.44387618,-8.533590305,-0.115978059,1.887662485
24.84,13.6,-40.2983106,-9.321012173,-0.294524083,1.530570435
24.86,22.1,-40.81273933,-10.13212267,-0.489055432,1.141507738
24.88,24.1,-34.23354723,-10.88258554,-0.699202514,0.721213574
24.9,22.3,-23.39622972,-11.45888331,-0.922617202,0.274384197
24.92,18.1,-9.891749712,-11.7917631,-1.155123666,-0.190628731
24.94,15.5,2.078950503,-11.86989109,-1.391740208,-0.476328039
24.96,15.5,3.010322235,-11.81899837,-1.628629103,-0.762356195
24.98,17,7.090500641,-11.71799014,-1.863998988,-1.046550244
25,6.6,22.91677622,-11.41791737,-2.095358063,-1.325901497
25.02,-3.7,38.33403047,-10.8054093,-2.31759133,-1.594233922
25.04,-9.4,48.72222304,-9.934846767,-2.524993891,-1.844659219
25.06,-14.4,57.89153806,-8.868709156,-2.71302945,-2.071700104
25.08,-18.5,65.56318136,-7.634161962,-2.878058161,-2.270961695
25.1,-19.8,69.7831697,-6.280698452,-3.017206765,-2.438974715
25.12,-16.8,69.03952533,-4.892471501,-3.128938465,-2.57388358
25.14,-14.1,67.94391685,-3.522637079,-3.21308955,-2.675490622
25.16,-16.2,70.98500486,-2.133347862,-3.2696494,-2.743783015
25.18,-22.3,77.31407156,-0.650357098,-3.297486449,-2.777394468
25.2,-27,81.48047329,0.93758835,-3.294614137,-2.771649843
25.22,-26.1,78.48187255,2.537211809,-3.259866135,-2.70215384
25.24,-24.8,74.00173955,4.06204793,-3.193873538,-2.570168645
25.26,-31.9,76.73115582,5.569376884,-3.09755929,-2.377540149
25.28,-41.6,80.81782795,7.144866721,-2.970416854,-2.123255277
25.3,-42.7,75.07333781,8.703778379,-2.811930403,-1.806282375
25.32,-36.9,61.34824181,10.06799418,-2.624212677,-1.430846924
25.34,-25.2,40.90967093,11.0905733,-2.412627002,-1.007675574
25.36,-20.9,27.32627706,11.77293278,-2.183991942,-0.550405453
25.38,-32.2,28.8968259,12.33516381,-1.942910976,-0.068243521
25.4,-44.3,30.79667128,12.93209878,-1.69023835,0.437101731
25.42,-45.8,21.68088652,13.45687436,-1.426348618,0.752066138
25.44,-35.6,10.32636245,13.77694685,-1.154010406,1.07711419
25.46,-25.2,-6.584947625,13.814361,-0.878097328,1.406429009
25.48,-25,-13.18999666,13.61661156,-0.603787602,1.733830152
25.5,-36,-8.491821649,13.39979337,-0.333623553,2.056283243
25.52,-48.2,-2.547550639,13.28939965,-0.066731622,2.37483091
25.54,-49.9,-7.058812361,13.19333602,0.198095734,2.690914415
25.56,-47.6,-15.45680029,12.96817989,0.459710893,3.003164015
25.58,-39.7,-29.23188272,12.52129306,0.714605623,3.307392478
25.6,-25.9,-48.52219811,11.74375226,0.957256076,3.597006839
25.62,-9.7,-69.63329661,10.56219731,1.180315572,3.8632385
25.64,-2,-81.51384621,9.05072588,1.376444804,4.097327666
25.66,3,-89.87555971,7.336831821,1.540320381,4.292920626
25.68,11.2,-100.529519,5.432781034,1.668016509,4.445331768
25.7,20.3,-111.0746209,3.316739636,1.755511716,4.54976128
25.72,29.5,-120.6168339,0.999825087,1.798677363,4.601281445
25.74,36.6,-126.8840451,-1.475183703,1.793923777,4.591774273
25.76,42.7,-129.637333,-4.040397485,1.738767965,4.481462649
25.78,46.3,-128.0583315,-6.61735413,1.632190449,4.268307617
25.8,43,-117.6372603,-9.074310048,1.475273807,3.954474333
25.82,40.9,-106.6415438,-11.31709809,1.271359726,3.54664617
25.84,40,-95.24778935,-13.33599142,1.024828831,3.05358438
25.86,42,-85.32450026,-15.14171432,0.740051773,2.484030265
25.88,46.2,-76.32153766,-16.7581747,0.421052883,1.846032485
25.9,57.7,-73.43403675,-18.25573044,0.070913832,1.145754382
25.92,68.3,-68.52429045,-19.67531371,-0.30839661,0.387133499
25.94,72.3,-56.02802146,-20.92083683,-0.714358115,-0.424789512
25.96,54.9,-21.51116253,-21.69622867,-1.14052877,-0.90064084
25.98,41.2,-7.600619247,-21.98734649,-1.577364522,-1.388400543
26,31.3,11.96959861,-21.9436567,-2.016674554,-1.878922966
26.02,30.5,22.27057878,-21.60125492,-2.45212367,-2.365134388
26.04,32.5,29.53244567,-21.08322468,-2.878968466,-2.841738444
26.06,34.3,36.69354609,-20.42096476,-3.29401036,-3.305163681
26.08,34,45.5821352,-19.59820795,-3.694202087,-3.752007597
26.1,31.7,56.01105775,-18.58227602,-4.076006927,-4.178321183
26.12,30.9,64.39768129,-17.37818863,-4.435611573,-4.579846596
26.14,33.2,69.08787906,-16.04333302,-4.76982679,-4.953022817
26.16,34.4,74.2402464,-14.61005177,-5.076360638,-5.295290725
26.18,30.3,83.9860134,-13.02778917,-5.352739047,-5.603887837
26.2,23.1,96.02493183,-11.22767972,-5.595293736,-5.874718241
26.22,19.7,103.3730119,-9.233700281,-5.799907536,-6.103184813
26.24,24.5,101.6140717,-7.183829445,-5.964082833,-6.286498779
26.26,36.7,91.61059349,-5.251582794,-6.088436956,-6.425349433
26.28,52.2,77.57606083,-3.559716251,-6.176549946,-6.52373416
26.3,53.4,77.16825615,-2.012273081,-6.232269839,-6.585949578
26.32,37.4,93.19988431,-0.308591676,-6.255478487,-6.611863764
26.34,16,113.6971134,1.760378301,-6.240960621,-6.582828032
26.36,-0.9,126.9291371,4.166640806,-6.18169043,-6.46428765
26.38,-7.2,127.9720252,6.715652428,-6.072867497,-6.246641785
26.4,-3.9,117.4752571,9.170125251,-5.914009721,-5.928926231
26.42,8.2,96.48353529,11.30971317,-5.709211336,-5.519329463
26.44,27.1,67.38901584,12.94843869,-5.466629818,-5.034166426
26.46,41.7,41.72323703,14.03956121,-5.196749819,-4.494406428
26.48,42.6,29.19074721,14.74870106,-4.908867196,-3.918641182
26.5,32.8,26.91264748,15.309735,-4.608282835,-3.317472461
26.52,18.5,28.6953961,15.86581544,-4.296527331,-2.693961452
26.54,5.5,28.7250932,16.44002033,-3.973468973,-2.047844737
26.56,-3.1,23.93813168,16.96665258,-3.639402244,-1.379711278
26.58,-3.1,10.27773019,17.3088112,-3.296647606,-0.694202003
26.6,-0.2,-6.319309461,17.34839541,-2.95007554,-0.00105787
26.62,-2.2,-17.83066986,17.10689561,-2.60552263,0.68804795
26.64,-12.2,-21.03775633,16.71821135,-2.26727156,1.034780457
26.66,-19.3,-12.24629761,16.38537081,-1.936235739,1.374116799
26.68,-20.4,-17.63606577,16.08654718,-1.611516559,1.706978113
26.7,-16.1,-28.22942696,15.62789225,-1.294372164,2.032074708
26.72,-10.1,-40.2304793,14.94329319,-0.98866031,2.345452099
26.74,3.4,-59.30772305,13.94791117,-0.699748267,2.641608435
26.76,20.1,-80.98967291,12.54493721,-0.434819783,2.913179838
26.78,32.4,-97.52339472,10.75980653,-0.201772345,3.152070796
26.8,24.2,-92.77903065,8.856782276,-0.005606457,3.353155423
26.82,0.6,-71.98514552,7.209140515,0.155052771,3.517843083
26.84,-27.1,-46.64236147,6.022865445,0.28737283,3.653480987
26.86,-45,-30.81393714,5.248302459,0.400084509,3.769018842
26.88,-47.3,-30.34900331,4.636673054,0.498934264,3.870347194
26.9,-34.6,-44.57158481,3.887467173,0.584175667,3.957725972
26.92,-17.5,-62.73802273,2.814371098,0.651194049,4.026424799
26.94,-3.9,-76.81791798,1.41881169,0.693525877,4.069818072
26.96,-8.3,-72.28795564,-0.072247046,0.706991524,4.083621361
26.98,-23,-56.94841788,-1.364610781,0.692622945,4.054884204
27,-42.1,-35.63377982,-2.290432758,0.65607251,3.981783334
27.02,-46.5,-28.92706197,-2.936041176,0.603807771,3.877253855
27.04,-37,-35.61076974,-3.581419493,0.538633164,3.746904642
27.06,-21.4,-47.7397158,-4.414924349,0.458669725,3.586977765
27.08,-10.5,-54.36580606,-5.435979567,0.360160686,3.389959686
27.1,-13.4,-46.39607334,-6.443598361,0.241364907,3.152368128
27.12,-29.7,-24.46155037,-7.152174598,0.105407177,2.880452669
27.14,-49.4,1.066140336,-7.386128699,-0.039975856,2.589686603
27.16,-55.5,12.89028158,-7.24656448,-0.186302787,2.297032739
27.18,-55,17.87450454,-6.938916618,-0.328157598,2.013323117
27.2,-46.2,14.3049008,-6.617122565,-0.46371799,1.742202334
27.22,-31.1,4.286090679,-6.43121265,-0.594201342,1.481235629
27.24,-17.6,-4.137176628,-6.42972351,-0.722810704,1.224016906
27.26,-18.7,2.055594703,-6.450539329,-0.851613332,0.966411649
27.28,-35.2,23.45187605,-6.195464621,-0.978073372,0.71349157
27.3,-50.1,42.7328217,-5.533617644,-1.095364194,0.478909925
27.32,-59.3,55.54351855,-4.550854241,-1.196208913,0.277220487
27.34,-65.4,64.31171594,-3.352301896,-1.275240475,0.119157364
27.36,-68.2,68.73179051,-2.021866832,-1.328982162,0.01167399
27.38,-67.4,68.46930839,-0.649855843,-1.355699389,-0.041760464
27.4,-61.4,61.97567187,0.65459396,-1.355652007,-0.041665701
27.42,-56.4,55.55177738,1.829868452,-1.330807383,0.008023547
27.44,-52.4,49.29776827,2.878363909,-1.28372506,0.070249014
27.46,-50.6,46.28714002,3.834212992,-1.216599291,0.158964524
27.48,-46.5,39.69877404,4.694072132,-1.13131644,0.271677
27.5,-38.5,28.86063587,5.379666231,-1.030579056,0.404814667
27.52,-29.3,16.59585435,5.834231134,-0.918440082,0.553021032
27.54,-20.9,5.029104733,6.050480724,-0.799592964,0.71009309
27.56,-13.3,-5.72384698,6.043533302,-0.678652823,0.869931351
27.58,-9.9,-12.17556522,5.86453918,-0.559572099,1.027312151
27.6,-8,-16.97008749,5.573082653,-0.44519588,1.178475328
27.62,-7.5,-20.16720011,5.201709777,-0.337447956,1.320878345
27.64,-9.6,-20.55023404,4.794535435,-0.237485504,1.452991839
27.66,-4.9,-27.47933654,4.314239729,-0.146397752,1.573376252
27.68,9,-43.22917422,3.607154622,-0.067183809,1.67806787
27.7,17.5,-53.0649271,2.644213608,-0.004670126,1.760687902
27.72,14.1,-50.45724917,1.608991846,0.037861928,1.816899592
27.74,-0.6,-36.10565127,0.743362841,0.061385475,1.847989045
27.76,-10.3,-26.43867003,0.117919628,0.0699983,1.859372023
27.78,-11.2,-25.30662508,-0.399533323,0.067182163,1.853739749
27.8,-9.8,-25.92984616,-0.911898035,0.054067849,1.827511122
27.82,-7.8,-26.80286231,-1.43922512,0.030556618,1.780488658
27.84,-3.2,-29.82942173,-2.00554796,-0.003891113,1.711593197
27.86,2.1,-33.06053538,-2.634447531,-0.050291068,1.618793287
27.88,-0.7,-27.71143592,-3.242167244,-0.109057216,1.501260991
27.9,-13.9,-11.64775873,-3.635759191,-0.17783648,1.363702463
27.92,-31.3,8.646087814,-3.6657759,-0.250851831,1.217671761
27.94,-32.2,12.27897399,-3.456525282,-0.322074843,1.075225737
27.96,-21.4,4.081868027,-3.292916862,-0.389569264,0.940236894
27.98,-9.9,-4.812510117,-3.300223283,-0.455500666,0.808374092
28,-9.9,-2.153000171,-3.369878386,-0.522201682,0.674972058
28.02,-11.7,2.306563985,-3.368342747,-0.589583894,0.540207636
28.04,-6.9,0.147163554,-3.343805472,-0.656705376,0.405964671
28.06,5.7,-9.738648756,-3.439720324,-0.724540634,0.270294155
28.08,24.9,-25.94733881,-3.7965802,-0.796903639,0.125568145
28.1,40.1,-37.65878291,-4.432641417,-0.879195855,-0.039016288
28.12,42.9,-36.38743908,-5.173103637,-0.975253306,-0.152890615
28.14,39.1,-31.80205371,-5.854998565,-1.085534328,-0.283626722
28.16,32.4,-22.07938697,-6.393812972,-1.208022443,-0.428834112
28.18,30,-16.48485033,-6.779455345,-1.339755126,-0.585000767
28.2,30.6,-13.75347794,-7.081838627,-1.478368066,-0.749323837
28.22,40.3,-19.96235657,-7.418996972,-1.623376422,-0.921228556
28.24,54.7,-30.62499323,-7.92487047,-1.776815097,-1.10312726
28.26,64.5,-36.3648863,-8.594769266,-1.942011494,-1.298964527
28.28,63.6,-31.08882884,-9.269306417,-2.120652251,-1.510739833
28.3,64.9,-27.74228559,-9.857617562,-2.311921491,-1.737485971
28.32,65.1,-23.06248525,-10.36566527,-2.514154319,-1.977229241
28.34,62.6,-15.50904646,-10.75138059,-2.725324777,-2.227567905
28.36,59.7,-7.456901399,-10.98104007,-2.942648984,-2.485201724
28.38,58.3,-0.87399763,-11.06434906,-3.163102875,-2.746545726
28.4,48.9,13.63730937,-10.93671594,-3.383113525,-3.007364273
28.42,27.3,40.07421237,-10.39960072,-3.596476692,-3.260302352
28.44,2.5,69.1686182,-9.307172416,-3.793544423,-3.493922495
28.46,-7.5,82.72814466,-7.788204787,-3.964498195,-3.696585023
28.48,-4.6,82.60633304,-6.13486001,-4.103728843,-3.861640375
28.5,7.5,72.56402593,-4.583156421,-4.210909007,-3.988700473
28.52,8,73.44354289,-3.123080732,-4.287971379,-4.080056487
28.54,-2.8,84.87518968,-1.539893407,-4.33460112,-4.135335181
28.56,-22.2,104.0056685,0.348915175,-4.346510903,-4.149454007
28.58,-31.5,112.0099137,2.509070997,-4.317931041,-4.092294283
28.6,-21.1,97.33599083,4.602530042,-4.246815031,-3.950062263
28.62,0.4,70.90354758,6.284925427,-4.137940476,-3.732313153
28.64,18,47.42791636,7.468240066,-4.000408821,-3.457249843
28.66,28.9,30.03340304,8.24285326,-3.843297888,-3.143027977
28.68,27.1,24.90113577,8.792198648,-3.672947369,-2.802326939
28.7,21.4,23.28718839,9.27408189,-3.492284563,-2.441001328
28.72,21.1,15.96175321,9.666571306,-3.302878031,-2.062188264
28.74,28.5,0.799971578,9.834188554,-3.107870433,-1.672173067
28.76,39.3,-17.63486492,9.66583962,-2.912870151,-1.282172503
28.78,46.5,-32.08299582,9.168661013,-2.724525145,-0.905482491
28.8,40.8,-33.11906697,8.516640385,-2.547672131,-0.551776463
28.82,27.3,-25.88813369,7.926568378,-2.383240043,-0.222912287
28.84,18.8,-23.26733149,7.435013726,-2.229624222,0.084319355
28.86,21.7,-31.61422076,6.886198204,-2.086412103,0.249764627
28.88,34.9,-44.55187469,6.124537249,-1.956304748,0.400070668
28.9,49.6,-61.4994178,5.064024325,-1.844419132,0.529326112
28.92,57.8,-71.32552436,3.735774903,-1.75642114,0.630985468
28.94,53.7,-68.21131584,2.340406501,-1.695659326,0.701180329
28.96,43.8,-58.72555137,1.071037829,-1.661544883,0.740590914
28.98,39.4,-54.23278943,-0.058545579,-1.65141996,0.752287693
29,39.6,-53.84994276,-1.139372901,-1.663399145,0.728329324
29.02,26.6,-38.9314346,-2.067186675,-1.695464741,0.664198132
29.04,16.8,-26.99048037,-2.726405824,-1.743400666,0.568326282
29.06,2.4,-10.15114671,-3.097822095,-1.801642945,0.451841724
29.08,0.5,-5.683000391,-3.256163566,-1.865182802,0.32476201
29.1,8.7,-11.18187773,-3.424812347,-1.931992561,0.191142492
29.12,26.6,-26.09009838,-3.797532109,-2.004216005,0.046695603
29.14,41,-37.00473686,-4.428480461,-2.086476131,-0.117824648
29.16,42.4,-34.35739355,-5.142101765,-2.182181953,-0.24960953
29.18,27.1,-17.46614519,-5.660337153,-2.290206342,-0.398356817
29.2,-4.2,16.91409474,-5.665857657,-2.403468291,-0.55431611
29.22,-39.7,55.0732601,-4.945984109,-2.509586708,-0.700438914
29.24,-53.5,70.82591931,-3.686992315,-2.595916472,-0.819313164
29.26,-52.5,71.00106256,-2.268722496,-2.655473621,-0.90132209
29.28,-42.4,61.36055682,-0.945106302,-2.687611909,-0.945575829
29.3,-27,45.84757171,0.126974983,-2.695793222,-0.956841323
29.32,-8.9,27.2512012,0.857962712,-2.685943845,-0.937142569
29.34,4.4,12.78857125,1.258360437,-2.664780613,-0.894816106
29.36,-0.5,16.46920538,1.550938203,-2.636687627,-0.838630133
29.38,-7.3,21.74966983,1.933126955,-2.601846975,-0.76894883
29.4,-9.8,22.382731,2.374450964,-2.558771196,-0.682797272
29.42,-8.2,18.59170906,2.784195364,-2.507184733,-0.579624345
29.44,-11.4,19.30095033,3.163121958,-2.44771156,-0.460677999
29.46,-26.7,31.70976127,3.673229074,-2.379348049,-0.323950978
29.48,-49.3,50.77291492,4.498055836,-2.2976352,-0.16052528
29.5,-65.5,62.54681868,5.631253172,-2.19634211,0.0420609
29.52,-61.6,53.30643262,6.789785685,-2.072131722,0.186879677
29.54,-49.6,40.34643805,7.726314392,-1.926970721,0.356125091
29.56,-42.9,29.72716427,8.427050415,-1.765437073,0.544459623
29.58,-42.3,24.96502515,8.973972309,-1.591426846,0.747340788
29.6,-45.7,23.98091069,9.463431667,-1.407052806,0.962305279
29.62,-44,17.7090899,9.880331673,-1.213615172,1.187837152
29.64,-40.1,9.122340968,10.14864598,-1.013325396,1.421358042
29.66,-32.4,-3.279193571,10.20707746,-0.809768161,1.658688511
29.68,-30.8,-9.511105445,10.07917447,-0.606905642,1.895209001
29.7,-40.5,-4.378451556,9.940278896,-0.406711109,2.128618847
29.72,-56,6.535017925,9.961844559,-0.207689874,2.360660725
29.74,-59.3,5.18900342,10.07908477,-0.007280581,2.594320961
29.76,-47.4,-11.31849709,10.01778984,0.193688165,2.828633473
29.78,-29.6,-33.49739612,9.569630904,0.389562373,3.057006184
29.8,-13.7,-53.35228715,8.701134071,0.572270023,3.270027806
29.82,-6.7,-63.75071567,7.530104043,0.734582404,3.459270274
29.84,-9.8,-63.45779216,6.258018965,0.872463634,3.620028093
29.86,-23.6,-51.94052175,5.104035826,0.986084182,3.752500014
29.88,-35.7,-41.704767,4.167582938,1.078800369,3.860599225
29.9,-35.2,-43.68076118,3.313727656,1.153613475,3.94782496
29.92,-34.8,-45.1459142,2.425460903,1.211005361,4.014739031
29.94,-43,-37.63353498,1.597666411,1.251236634,4.061645283
29.96,-52.1,-28.92416016,0.93208946,1.276534193,4.09114009
29.98,-51,-30.14720812,0.341375777,1.289268845,4.105987615
30,-45.5,-35.46448187,-0.314741123,1.289535192,4.106298152
30.02,-40.5,-39.92908663,-1.068676808,1.275701012,4.078629794
30.04,-36.3,-42.32741472,-1.891241822,1.246101826,4.019431421
30.06,-22.2,-54.18925819,-2.856408551,1.198625322,3.924478414
30.08,1.6,-74.73889278,-4.145690061,1.128604336,3.784436441
30.1,20.1,-88.70417391,-5.780120728,1.029346228,3.585920226
30.12,22.6,-85.29747179,-7.520137185,0.896343649,3.319915067
30.14,14.6,-70.1600269,-9.074712171,0.730395156,2.98801808
30.16,9.5,-56.91419392,-10.34545438,0.53619349,2.599614749
30.18,12.1,-50.51662603,-11.41976258,0.31854132,2.16431041
30.2,12.2,-40.89445477,-12.33387339,0.081004961,1.689237691
30.22,6.1,-24.5509274,-12.98832721,-0.172217045,1.182793679
30.24,-17.7,9.619481922,-13.13764166,-0.433476734,0.660274301
30.26,-37,38.91794811,-12.65226736,-0.691375824,0.144476121
30.28,-35.2,46.44893747,-11.79859851,-0.935884483,-0.344541197
30.3,-24.6,44.4631008,-10.88947813,-1.162765249,-0.60692047
30.32,-21.8,41.43113395,-10.03053578,-1.371965388,-0.848852747
30.34,-26.7,50.43753461,-9.111849092,-1.563389237,-1.070227397
30.36,-42.8,70.07699486,-7.906703797,-1.733574766,-1.26704071
30.38,-53.4,83.49600845,-6.370973764,-1.876351541,-1.432156807
30.4,-57.1,89.21532709,-4.643860409,-1.986499883,-1.559539319
30.42,-49.6,82.94894335,-2.922217704,-2.062160664,-1.647038233
30.44,-34.9,68.80165727,-1.404711698,-2.105429958,-1.697077583
30.46,-16,49.93157049,-0.217379421,-2.12165087,-1.715836471
30.48,-6.5,40.06736936,0.682609978,-2.116998564,-1.706531859
30.5,-15.8,48.00952783,1.56337895,-2.094538675,-1.661612081
30.52,-29.1,59.2473512,2.63594774,-2.052545408,-1.577625547
30.54,-29.5,56.67145756,3.795135828,-1.988234572,-1.449003876
30.56,-3.3,26.83049101,4.630155313,-1.903981661,-1.280498053
30.58,35,-15.21497875,4.746310436,-1.810217003,-1.092968738
30.6,36.5,-20.18927398,4.392267909,-1.71883122,-0.910197171
30.62,15.1,-2.085359597,4.169521573,-1.633213325,-0.738961381
30.64,-11.5,21.07595341,4.359427511,-1.547923834,-0.5683824
30.66,-32.9,38.57352746,4.95592232,-1.454770336,-0.382075403
30.68,-21.6,22.88615738,5.570519168,-1.349505921,-0.171546573
30.7,3.9,-7.133721668,5.728043525,-1.236520294,0.054424681
30.72,23.2,-30.66468479,5.350059461,-1.125739264,0.202148144
30.74,33.5,-41.54126673,4.627999945,-1.02595867,0.335202829
30.76,37,-46.97215122,3.742865766,-0.942250013,0.446826026
30.78,31.2,-42.6308491,2.846835763,-0.876352998,0.534697888
30.8,13.8,-26.33568991,2.157170372,-0.826312936,0.601424937
30.82,3.9,-17.32199246,1.720593549,-0.787535297,0.653133855
30.84,20.1,-34.13393469,1.206034277,-0.758269019,0.692159634
30.86,27.7,-41.93444732,0.445350457,-0.741755171,0.714180396
30.88,21.1,-35.12882892,-0.325282305,-0.74055449,0.715781472
30.9,1.9,-15.46865492,-0.831257144,-0.752119884,0.692650683
30.92,-18.2,5.573701241,-0.93020668,-0.769734523,0.657421407
30.94,-13,1.056988968,-0.863899778,-0.787675587,0.621539277
30.96,8.9,-20.014593,-1.053475819,-0.806849343,0.583191765
30.98,28.7,-38.53096171,-1.638931366,-0.833773415,0.529343622
31,51.8,-59.57971937,-2.620038177,-0.876363111,0.444164231
31.02,74.2,-78.84271004,-4.004262471,-0.942606117,0.311678218
31.04,83.7,-83.92487114,-5.631938282,-1.038968125,0.118954203
31.06,79.5,-74.05879203,-7.211774914,-1.167405257,-0.137920061
31.08,72,-59.83127235,-8.550675558,-1.325029761,-0.329575366
31.1,75.3,-61.52854702,-9.764273752,-1.508179254,-0.552266451
31.12,86.6,-67.45282765,-11.0540875,-1.716362867,-0.805396469
31.14,96.9,-71.70364523,-12.44565223,-1.951360264,-1.091129313
31.16,96.9,-64.99958687,-13.81268455,-2.213943632,-1.410403879
31.18,84.2,-45.08147918,-14.91349521,-2.501205429,-1.759684897
31.2,64.2,-17.58811819,-15.54019118,-2.805742293,-2.129970632
31.22,33.1,20.95347229,-15.50653764,-3.116209582,-2.507467158
31.24,8.5,52.60411518,-14.77096177,-3.418984576,-2.875610639
31.26,1.8,65.76241043,-13.58729651,-3.702567158,-3.220418107
31.28,8.2,65.18534811,-12.27781893,-3.961218313,-3.534911504
31.3,8.2,70.35519068,-10.92241354,-4.193220637,-3.817002644
31.32,-6.2,89.14647421,-9.327396888,-4.395718742,-4.063219665
31.34,-33.3,119.6091295,-7.239840851,-4.561391119,-4.264660362
31.36,-45.9,134.3284714,-4.700464842,-4.680794176,-4.409842289
31.38,-38.6,127.8846815,-2.078333314,-4.748582158,-4.492265553
31.4,-13.4,102.4524262,0.225037763,-4.767115113,-4.514799735
31.42,28.2,59.87763842,1.848338409,-4.746381351,-4.473332212
31.44,38.4,46.91960714,2.916310864,-4.698734859,-4.378039226
31.46,37.4,44.90827546,3.83458969,-4.631225853,-4.243021215
31.48,20.9,57.58955189,4.859567964,-4.544284277,-4.069138062
31.5,0.2,73.44132687,6.169876751,-4.433989829,-3.848549168
31.52,-17.2,84.74891425,7.751779163,-4.29477327,-3.570116049
31.54,-21.8,81.94187641,9.418687069,-4.123068608,-3.226706725
31.56,-28.4,79.8564596,11.03667043,-3.918515033,-2.817599575
31.58,-26.5,68.10035974,12.51623862,-3.682985942,-2.346541394
31.6,-9.5,40.38070379,13.60104926,-3.421813064,-1.824195636
31.62,-5.6,25.23533734,14.25720967,-3.143230474,-1.267030458
31.64,-15.1,23.10521536,14.7406152,-2.853252226,-0.68707396
31.66,-17.3,13.38487064,15.10551606,-2.554790913,-0.090151335
31.68,-7.3,-8.579056864,15.15357419,-2.252200011,0.51503047
31.7,12.4,-39.86992222,14.6690844,-1.953973425,0.841679478
31.72,20.8,-47.41737253,13.79621146,-1.669320466,1.153461227
31.74,18.5,-50.59761685,12.81606156,-1.403197736,1.444946729
31.76,22,-59.09620298,11.71912336,-1.157845887,1.713681784
31.78,40.6,-82.06464121,10.30751492,-0.937579504,1.954940609
31.8,60.1,-105.0949057,8.435919453,-0.75014516,2.160238343
31.82,66.9,-114.4554788,6.240415608,-0.603381809,2.320988944
31.84,53.9,-103.0766904,4.065093916,-0.500326714,2.433865684
31.86,35.2,-85.20213326,2.18230568,-0.437852718,2.502293751
31.88,16.5,-66.69360742,0.663348273,-0.409396179,2.533462335
31.9,4.9,-54.77892381,-0.551377039,-0.408276466,2.534688761
31.92,2.6,-51.71316389,-1.616297916,-0.429953216,2.491335262
31.94,11.6,-58.04439755,-2.713873531,-0.47325493,2.404731833
31.96,24.4,-67.73090618,-3.971626568,-0.540109931,2.271021831
31.98,34.1,-73.20730921,-5.381008722,-0.633636284,2.083969126
32,39.8,-73.52618219,-6.848343636,-0.755929808,1.839382078
32.02,42,-69.21728795,-8.275778337,-0.907171028,1.536899639
32.04,47.9,-67.52763178,-9.643227535,-1.086361086,1.178519522
32.06,57.7,-68.66256224,-11.00512947,-1.292844656,0.765552381
32.08,67.4,-68.61379528,-12.37789305,-1.526674882,0.297891931
32.1,61.3,-51.81119236,-13.58214293,-1.786275241,-0.221308789
32.12,30.8,-10.10927528,-14.2013476,-2.064110147,-0.584377123
32.14,-8.9,31.9661555,-13.9827788,-2.345951411,-0.952680875
32.16,-43.2,72.8897988,-12.93421926,-2.615121391,-1.304426083
32.18,-60.2,95.61436062,-11.24917766,-2.856955361,-1.620449212
32.2,-59.8,99.91753861,-9.293858671,-3.062385724,-1.888900938
32.22,-29,72.93956359,-7.565287649,-3.230977187,-2.109212427
32.24,9,38.21700322,-6.453721981,-3.371167283,-2.292409656
32.26,25.4,24.79190828,-5.823632866,-3.493940832,-2.452847336
32.28,13.6,39.23601975,-5.183353585,-3.604010696,-2.596684131
32.3,-1,55.97435735,-4.231249814,-3.69815673,-2.719712027
32.32,-15.1,71.53974324,-2.956108809,-3.770030317,-2.813634794
32.34,-19.7,76.82994036,-1.472411972,-3.814315524,-2.871505696
32.36,-20.6,77.62049067,0.072092338,-3.828318721,-2.889804755
32.38,-21.9,78.00761244,1.628373369,-3.811314064,-2.855795441
32.4,-31.9,85.11262642,3.259575757,-3.762434572,-2.758036458
32.42,-42.8,92.07150521,5.031417074,-3.679524644,-2.592216601
32.44,-55.4,99.22249766,6.944357102,-3.559766902,-2.352701118
32.46,-61.4,98.21567404,8.918738819,-3.401135943,-2.035439199
