T,Sx,Sv,Sa
1,7.450373100246567,41.91306337116539,302.08359649883135
1.01,7.4481960547741295,42.14874185967661,296.75585210050787
1.02,7.446593979210697,42.30688812227341,291.2302882147291
1.03,7.455165084368389,42.40556945106656,285.6377666686401
1.04,7.459308849460553,42.46360707446966,280.08821402889646
1.05,7.461386309368072,42.498827305592265,274.6636146520723
1.06,7.46305641277476,42.52657190981235,269.86765435606515
1.07,7.465175285212873,42.55855034967354,265.4655348383186
1.08,7.472512004601292,42.602114242482195,261.2024170651369
1.09,7.495027752229118,42.66000937215615,257.0548301184916
1.1,7.515859575273708,42.730607412656084,252.9803514646058
1.11,7.533463363564538,42.831186082052064,248.9253856670524
1.12,7.546057264036326,43.00739834572359,244.8331541945181
1.13,7.551847032085915,43.173698414753545,240.96253987805846
1.14,7.5492310395665765,43.32022719406946,237.2300228431829
1.15,7.557008990530933,43.437416497281426,233.31260385023103
1.16,7.55489869699508,43.516933161046175,229.1936982130128
1.17,7.5416052263822415,43.55235760547917,224.8719825427077
1.18,7.517147098475019,43.53954524437933,220.35989627037856
1.19,7.481959821918262,43.4766672538834,215.68075497942135
1.2,7.445998303937399,43.363973326742546,211.08420454167518
1.21,7.410232627722417,43.20335403343033,206.6178689001018
1.22,7.365500535341761,42.997798362132734,202.04263963212182
1.23,7.312787745530936,42.75084180715123,197.3906592084961
1.24,7.253021683028376,42.470990932727986,192.69049021003897
1.25,7.196076513624283,42.238087672559,187.96630471507487
1.26,7.139401467576708,41.969532637702386,183.23795912959477
1.27,7.07681612390889,41.66757114166106,178.52173324182567
1.28,7.008879279252058,41.33398486242636,173.98972218596515
1.29,6.946043468836787,40.97023194573874,169.58426913152738
1.3,6.881255642412114,40.57763816732592,165.19853262311008
1.31,6.818652412192015,40.15759483434883,160.84659268010876
1.32,6.767858223719372,39.71172699888138,156.54351824001782
1.33,6.728217399826831,39.242008895260795,152.30547258872184
1.34,6.693846765566855,38.75081898806061,148.1495252328155
1.35,6.654414823731474,38.240941106465975,144.09328068562826
1.36,6.6212272219522115,37.71552794340865,141.53506604543213
1.37,6.583143689918709,37.17804710554135,138.92739570534076
1.38,6.541217317306236,36.63222789378193,136.2787585654577
1.39,6.500514265253894,36.082020493278776,133.61335758188858
1.4,6.462634714789909,35.53157059619413,131.05005217308013
1.41,6.423309164293385,34.98520423099133,128.58509421590804
1.42,6.383807241775329,34.4474118431956,126.14933119260826
1.43,6.345437603945751,33.9228186778704,123.76725196461064
1.44,6.309530122845145,33.41613040143763,121.46273989289188
1.45,6.2774107679084565,32.93204787629133,119.25865905378683
1.46,6.2503694914971915,32.475151656782444,117.17633460187753
1.47,6.22962301448606,32.049763497190085,115.23496580311226
1.48,6.216275688073329,31.659797519559987,113.4510313280116
1.49,6.2112823274845015,31.30861670436103,111.83775585649832
1.5,6.215416960775913,30.998910642043647,110.40470381658818
1.51,6.2292508407518525,30.732608182817447,109.15755170823451
1.52,6.2531419732284235,30.51083434539432,108.09806837785877
1.53,6.287237033194936,30.333915445674457,107.22430713741477
1.54,6.33148510525344,30.201430796665786,106.53098905244991
1.55,6.385661407412133,30.112304323611824,106.01003657203017
1.56,6.449398196995418,30.06492563551662,105.65120324849156
1.57,6.522219505874394,30.057287837612147,105.44273956790661
1.58,6.619468687508877,30.08712874178018,105.37203663320275
1.59,6.763307023659944,30.152062997977385,106.04207523183598
1.6,6.912827133987168,30.249694737029255,107.0642440086232
1.61,7.065284713831807,30.377703202775105,108.17392105524183
1.62,7.218388588623307,30.533897152539783,109.23589961564889
1.63,7.377217960475528,30.716237136778126,110.28198203765048
1.64,7.533310476402654,30.922827808480076,111.36084829658711
1.65,7.693315764493327,31.151884917127813,112.36236899889471
1.66,7.852667289754376,31.401683454202434,113.3660623414616
1.67,8.007685981867697,31.67049446561497,114.34720173305317
1.68,8.16926841197535,31.95651833486905,115.24644071510319
1.69,8.326084671738755,32.25782193588714,116.20037858891709
1.7,8.479072638032306,32.57228607066368,117.06382582219113
1.71,8.638091398252843,32.897568190760566,117.87447867965511
1.72,8.79248607946276,33.23108371638368,118.72356649087752
1.73,8.942350401564497,33.57000747799093,119.49282651926299
1.74,9.100196062823326,33.911295068285305,120.18648956017864
1.75,9.254355027152103,34.25172234115984,120.93750288917411
1.76,9.404504719868243,34.58794003360996,121.67006225276596
1.77,9.56260558521255,34.9165395873523,122.83838769834115
1.78,9.755238519319827,35.23412574292165,124.0356427721553
1.79,9.947136907302333,35.53739136883508,125.17077666307621
1.8,10.14142783475272,35.82319023862202,126.18503832780083
1.81,10.326488315659043,36.08860401983561,127.2765880888147
1.82,10.504770486122455,36.33100051395352,128.22410356775111
1.83,10.687311207616514,36.54808109673733,129.01282421566813
1.84,10.856573672131159,36.73791626592905,129.77544344046
1.85,11.019462796914176,36.89896912394007,130.4384729752367
1.86,11.178432893020132,37.030107436612546,130.8943321010844
1.87,11.321525518693422,37.13060556132612,131.12456264243534
1.88,11.46430659668342,37.200137994368724,131.30176094759622
1.89,11.590485734234353,37.50172097591592,131.29229971199965
1.9,11.711239960465843,38.150979738380784,131.01496065512487
1.91,11.820507022074898,38.76923405997555,130.59626706587065
1.92,11.914336460735756,39.35206965517157,130.0241412015468
1.93,12.00384889531546,39.89570341158066,129.31495381610128
1.94,12.07371027950721,40.397026000424624,128.57896396475502
1.95,12.134248854228497,40.887652130483715,127.84224466281574
1.96,12.181142234387623,41.35012171005819,127.06570311644703
1.97,12.210986462633716,41.76643152719566,126.12322949541388
1.98,12.290797076797936,42.135974374779046,125.27565257628581
