t,acc
33.38,-48.3
33.4,-48.3
33.42,-51.5
33.44,-58.6
33.46,-58.9
33.48,-57
33.5,-54.9
33.52,-52.2
33.54,-60.9
33.56,-67.4
33.58,-70.3
33.6,-73.1
33.62,-72.1
33.64,-68.6
33.66,-63.2
33.68,-55.3
33.7,-44.7
33.72,-31.4
33.74,-30.1
33.76,-34.7
33.78,-34.6
33.8,-19.9
33.82,11.6
33.84,47.8
33.86,70
33.88,70.8
33.9,65.4
33.92,62.9
33.94,67.8
33.96,77.5
33.98,81
34,64.1
34.02,40.1
34.04,17.1
34.06,4.2
34.08,2.3
34.1,4.5
34.12,12.6
34.14,23.2
34.16,33.5
34.18,42
34.2,44.1
34.22,45.6
34.24,47.9
34.26,48.5
34.28,46.1
34.3,39.9
34.32,32.5
34.34,31.4
34.36,34.6
34.38,39.2
34.4,43
34.42,39.9
34.44,29.6
34.46,14.4
34.48,-2
34.5,-16.6
34.52,-19.5
34.54,-18.5
34.56,-16.2
34.58,-10.5
34.6,-9.7
34.62,-9.8
34.64,-6.7
34.66,5.1
34.68,21.2
34.7,34
34.72,39.4
34.74,39.9
34.76,38.2
34.78,32.3
34.8,27.6
34.82,27.9
34.84,31.5
34.86,28.6
34.88,13.2
34.9,-0.7
34.92,-1.8
34.94,-6.4
34.96,-13.1
34.98,-22.2
35,-28.8
35.02,-19.1
35.04,-1.5
35.06,20.7
35.08,36.9
35.1,52.6
35.12,62.5
35.14,60.5
35.16,44.2
35.18,20.9
35.2,0.5
35.22,-8.2
35.24,-2
35.26,3.7
35.28,-9
35.3,-21.2
35.32,-34
35.34,-38.9
35.36,-37.7
35.38,-37.2
35.4,-34.7
35.42,-19
35.44,2
35.46,15.6
35.48,18.8
35.5,12.4
35.52,0.4
35.54,0.7
35.56,1.6
35.58,-23.3
35.6,-74.7
35.62,-95.8
35.64,-77.9
35.66,-48.4
35.68,-42.1
35.7,-66.5
35.72,-85.5
35.74,-85.3
35.76,-66.7
35.78,-48.3
35.8,-45.7
35.82,-60.2
35.84,-65.1
35.86,-46.4
35.88,-18.6
35.9,3.9
35.92,15
35.94,19.5
35.96,16.7
35.98,7.4
36,3.8
36.02,12.9
36.04,27.7
36.06,46.3
36.08,53.6
36.1,50.8
36.12,50.1
36.14,61.6
36.16,74.9
36.18,86.8
36.2,103.7
36.22,104.2
36.24,73.8
36.26,38.8
36.28,17.5
36.3,10.1
36.32,14.5
36.34,15.6
36.36,14.8
36.38,10
36.4,-0.6
36.42,-1.7
36.44,12
36.46,34.7
36.48,44.4
36.5,24.9
36.52,-7.3
36.54,-36.5
36.56,-46.8
36.58,-45.1
36.6,-30.5
36.62,2.8
36.64,3.9
36.66,-29.7
36.68,-38.5
36.7,-43
36.72,-35.7
36.74,-19
36.76,-15.4
36.78,-8.3
36.8,7.4
36.82,23.3
36.84,29.1
36.86,23.3
36.88,17.5
36.9,7
36.92,-12.7
36.94,-28.3
36.96,-24.1
36.98,-20.3
37,-20.3
37.02,-14.4
37.04,3
37.06,26.6
37.08,43.1
37.1,51.8
37.12,58.4
37.14,62.7
37.16,48
37.18,28.4
37.2,9.8
37.22,-4.8
37.24,-20.7
37.26,-36.3
37.28,-47.3
37.3,-56.3
37.32,-57.4
37.34,-51.8
37.36,-46.7
37.38,-50.5
37.4,-52.1
37.42,-44.5
37.44,-30.9
37.46,-17.2
37.48,3.7
37.5,23.6
37.52,37.5
37.54,50.1
37.56,61.4
37.58,61.5
37.6,41.4
37.62,19
37.64,13.6
37.66,16
37.68,7.4
37.7,-13.1
37.72,-32.2
37.74,-39.6
37.76,-33.5
37.78,-19.3
37.8,-26.6
37.82,-32.7
37.84,-39.3
37.86,-40
37.88,-35.9
37.9,-24.9
37.92,-9
37.94,3
37.96,8.5
37.98,11.1
38,13.6
38.02,21.6
38.04,28.2
38.06,39.1
38.08,58.8
38.1,77.6
38.12,59.8
38.14,28.7
38.16,1
38.18,-5.6
38.2,-14.1
38.22,-29.6
38.24,-48.3
38.26,-69.6
38.28,-79.5
38.3,-86.8
38.32,-67.5
38.34,-19.5
38.36,20.3
38.38,35.2
38.4,20.2
38.42,-6
38.44,-22.7
38.46,-25
38.48,-16.5
38.5,3.5
38.52,14.8
38.54,8.8
38.56,-4.2
38.58,-18.5
38.6,-25.5
38.62,-11.1
38.64,1.2
38.66,0.5
38.68,-4.7
38.7,-6.6
38.72,8.2
38.74,33.6
38.76,52.9
38.78,63
38.8,52.6
38.82,22.8
38.84,-5.8
38.86,-25.6
38.88,-25.7
38.9,-22.6
38.92,-22.6
38.94,-30
38.96,-39.5
38.98,-35.8
39,-22.9
39.02,-11
39.04,10.8
39.06,1.6
39.08,-23.5
39.1,-13.3
39.12,-17.8
39.14,-20.6
39.16,-19.9
39.18,-24.4
39.2,-33.3
39.22,-39.1
39.24,-40.9
39.26,-36.6
39.28,-23
39.3,-8.7
39.32,-5.4
39.34,-18.9
39.36,-39.6
39.38,-41.7
39.4,-25.2
39.42,4.8
39.44,25.1
39.46,27.9
39.48,17.6
39.5,-1.3
39.52,-4.8
39.54,1.1
39.56,13.6
39.58,20.8
39.6,17
39.62,5.6
39.64,-4.5
39.66,-8.7
39.68,-3.1
39.7,3.7
39.72,6.8
39.74,7.9
39.76,11.8
39.78,25.2
39.8,37.1
39.82,50.1
39.84,68.6
39.86,71.1
39.88,57
39.9,33.5
39.92,12.8
39.94,2.4
39.96,0
39.98,-1.1
40,-4.8
40.02,-4.5
40.04,-4.6
40.06,-7.3
40.08,-9
40.1,-7.1
40.12,-9.3
40.14,-16.8
40.16,-20.2
40.18,-19.4
40.2,-17.5
40.22,-16.9
40.24,-18.7
40.26,-18.4
40.28,-9.7
40.3,5.3
40.32,15.4
40.34,-6.1
40.36,-36.6
40.38,-34.7
40.4,-24.2
40.42,-30.5
40.44,-41.1
40.46,-45
40.48,-35.8
40.5,-15
40.52,0.7
40.54,6.6
40.56,9.8
40.58,22.2
40.6,50.3
40.62,77.8
40.64,94.1
40.66,95.3
40.68,83.8
40.7,63.7
40.72,39.2
40.74,21
40.76,6.5
40.78,-3.9
40.8,-11.6
40.82,-15.6
40.84,-14
40.86,-6.1
40.88,2.5
40.9,12.4
40.92,25.8
40.94,35.6
40.96,38.7
40.98,34.1
41,24.1
41.02,6.4
41.04,-18.6
41.06,-39.6
41.08,-48.5
41.1,-47.5
41.12,-34.1
41.14,-19.6
41.16,-9.4
41.18,-7.6
41.2,-12
41.22,-11.5
41.24,6.9
41.26,28.3
41.28,28.1
41.3,10.7
41.32,-9.8
41.34,-29.4
41.36,-41.2
41.38,-42.5
41.4,-34.6
41.42,-25.4
41.44,-15.6
41.46,-13.7
41.48,-15.9
41.5,-23.9
41.52,-30.3
41.54,-21.5
41.56,-3.9
41.58,9.7
41.6,23.1
41.62,31.8
41.64,33.3
41.66,28.6
41.68,25.1
41.7,25
41.72,27.7
41.74,31.6
41.76,30.7
41.78,24.3
41.8,14.9
41.82,4.4
41.84,-2.7
41.86,-10.2
41.88,-15
41.9,-14.6
41.92,-13.1
41.94,-9.1
41.96,-6.4
41.98,-9.5
42,-13.6
42.02,-21
42.04,-28.9
42.06,-34.5
42.08,-36.6
42.1,-30.2
42.12,-13.8
42.14,-3.5
42.16,-11.9
42.18,-24.1
42.2,-32.2
42.22,-27.6
42.24,-17.4
42.26,-10.5
42.28,-9.2
42.3,-14
42.32,-17.6
42.34,-14.8
42.36,-13
42.38,-21.1
42.4,-24.4
42.42,-24.9
42.44,-36.1
42.46,-42.2
42.48,-45.8
42.5,-42.2
42.52,-22.5
42.54,1
42.56,17.3
42.58,30.6
42.6,35.8
42.62,35.7
42.64,36
42.66,40.8
42.68,53
42.7,73.2
42.72,82.8
42.74,65.4
42.76,38.4
42.78,19.9
42.8,8.4
42.82,5.4
42.84,13.2
42.86,24.1
42.88,31.3
42.9,29.6
42.92,18.9
42.94,3.5
42.96,-13.6
42.98,-23.3
43,-24.1
43.02,-9.2
43.04,0.7
43.06,-0.2
43.08,-12.2
43.1,-25.1
43.12,-29
43.14,-22
43.16,-10.3
43.18,2.2
43.2,10.1
43.22,10.4
43.24,1.6
43.26,-7.2
43.28,-10.4
43.3,-5.7
43.32,6.5
43.34,17.7
43.36,23.8
43.38,25.2
43.4,21.6
43.42,11.9
43.44,1
43.46,-9.5
43.48,-17.9
43.5,-19
43.52,-12
43.54,3.3
43.56,15.8
43.58,28.6
43.6,35.4
43.62,28
43.64,12.9
43.66,2.3
43.68,1.3
43.7,14.5
43.72,30.2
43.74,39.2
43.76,38.7
43.78,24.8
43.8,5
43.82,-11.5
43.84,-20.9
43.86,-20.8
43.88,-11.3
43.9,-4.4
43.92,-1.3
43.94,0.1
43.96,-2.7
43.98,-10.5
44,-16.1
44.02,-16.3
44.04,-4.1
44.06,9.2
44.08,20.7
44.1,22.2
44.12,16.8
44.14,3.8
44.16,-8.1
44.18,-17.8
44.2,-21
44.22,-18.5
44.24,-14.2
44.26,-8.5
44.28,-3.8
44.3,-1.9
44.32,-6.1
44.34,-11.3
44.36,-16.4
44.38,-21.6
44.4,-26.4
44.42,-26
44.44,-25.9
44.46,-28.2
44.48,-22.6
44.5,-10.9
44.52,1
44.54,10.9
44.56,12.9
44.58,3.1
44.6,-7.6
44.62,-12.1
44.64,-11.1
44.66,-1.9
44.68,8.9
44.7,17.3
44.72,23.4
44.74,36
44.76,47.1
44.78,46.3
44.8,30.5
44.82,8.1
44.84,-10.8
44.86,-24
44.88,-35.4
44.9,-35.9
44.92,-32.3
44.94,-37.3
44.96,-34.1
44.98,-30.4
45,-25.9
45.02,-21.6
45.04,-17.4
45.06,-7.7
45.08,8.8
45.1,18.7
45.12,23.5
45.14,15
45.16,-0.2
45.18,-13.8
45.2,-18
45.22,-15.9
45.24,-7.9
45.26,6.4
45.28,16.2
45.3,22.8
45.32,25
45.34,34
45.36,44
45.38,47.2
45.4,45.4
45.42,39.4
45.44,30.9
45.46,19.2
45.48,8.6
45.5,-0.3
45.52,-5.2
45.54,-6.9
45.56,-7.3
45.58,-7.7
45.6,-8.1
45.62,-11.6
45.64,-18.1
45.66,-25.4
45.68,-22.1
45.7,-4.4
45.72,22.5
45.74,36
45.76,43.2
45.78,45.3
45.8,47.3
45.82,43.6
45.84,32.4
45.86,22.3
45.88,10.5
45.9,-4.1
45.92,-17.7
45.94,-28.5
45.96,-32.1
45.98,-32.3
46,-19.9
46.02,0.5
46.04,15.4
46.06,18.7
46.08,8.1
46.1,-10.8
46.12,-27.8
46.14,-32
46.16,-29.1
46.18,-21.4
46.2,-14.5
46.22,-9.5
46.24,-8.1
46.26,-15.9
46.28,-19.8
46.3,-18
46.32,-19
46.34,-19.2
46.36,-17.7
46.38,-14.1
46.4,-13.7
46.42,-6.1
46.44,11.8
46.46,27.2
46.48,40.5
46.5,49.4
46.52,55.3
46.54,57.1
46.56,58.1
46.58,52.5
46.6,31.5
46.62,9.5
46.64,-10.3
46.66,-29.3
46.68,-43.6
46.7,-54.8
46.72,-58.1
46.74,-49.8
46.76,-29.3
46.78,-11.5
46.8,4.6
46.82,15.3
46.84,24.6
46.86,29
46.88,35.4
46.9,41.9
46.92,36.8
46.94,16.3
46.96,-2
46.98,-11.9
47,-18.5
47.02,-17.8
47.04,-8.1
47.06,4
47.08,11.3
47.1,10.2
47.12,0.5
47.14,-10.3
47.16,-14.5
47.18,-11.5
47.2,-1.5
47.22,10.7
47.24,17.9
47.26,17.1
47.28,2.3
47.3,-11.4
47.32,-20.4
47.34,-17.5
47.36,-1.7
47.38,15.9
47.4,25.9
47.42,25.5
47.44,10.4
47.46,-7.8
47.48,-17.5
47.5,-20.2
47.52,-15.9
47.54,-16.1
47.56,-16.2
47.58,-24.6
47.6,-29.6
47.62,-26.7
47.64,-21.5
47.66,-16.4
47.68,-13
47.7,-11.8
47.72,-11
47.74,-11.7
47.76,-19.4
47.78,-19.8
47.8,-16.5
47.82,-9.9
47.84,-5.8
47.86,-4.6
47.88,-6.7
47.9,-13.4
47.92,-16.3
47.94,-15.3
47.96,-12.8
47.98,-13.6
48,-16.5
48.02,-20.3
48.04,-21.4
48.06,-23.2
48.08,-28.5
48.1,-25.7
48.12,-19.8
48.14,-13.8
48.16,-8
48.18,4.8
48.2,18.3
48.22,28.7
48.24,33.7
48.26,27.6
48.28,9.4
48.3,-7.7
48.32,-16.9
48.34,-20.2
48.36,-23.3
48.38,-23.3
48.4,-11.4
48.42,4.5
48.44,25.2
48.46,38.9
48.48,47.3
48.5,52.2
48.52,50.9
48.54,46
48.56,42.9
48.58,42.9
48.6,46.3
48.62,46
48.64,36.5
48.66,25.4
48.68,15.6
48.7,13.2
48.72,10.8
48.74,4.9
48.76,2.6
48.78,2.4
48.8,1.8
48.82,-1.2
48.84,4.9
48.86,16
48.88,16.9
48.9,6.2
48.92,-5.6
48.94,-5.9
48.96,7.6
48.98,24.7
49,32.2
49.02,27.9
49.04,16
49.06,2.6
49.08,-6.3
49.1,-8
49.12,-8.5
49.14,-12.5
49.16,-20.1
49.18,-24.3
49.2,-23.4
49.22,-14.9
49.24,4.9
49.26,15.6
49.28,14.7
49.3,1.4
49.32,-11.2
49.34,-18.4
49.36,-18.7
49.38,-13.7
49.4,-9.4
49.42,-5.2
49.44,-2.3
49.46,-3.4
49.48,-9.4
49.5,-11.6
49.52,-10.4
49.54,-7.5
49.56,-14.1
49.58,-27.4
49.6,-29.7
49.62,-27.1
49.64,-21.9
49.66,-15.9
49.68,-11
49.7,-10.5
49.72,-11.6
49.74,-13
49.76,-13.7
49.78,-9.7
49.8,-9.3
49.82,-12.2
49.84,-12.8
49.86,-12.4
49.88,-11.2
49.9,-10.4
49.92,-7.1
49.94,-3.1
49.96,-0.3
49.98,-1.5
50,-4.7
50.02,-5.2
50.04,2
50.06,11
50.08,21.6
50.1,25.8
50.12,22.5
50.14,15.6
50.16,10.9
50.18,9.5
50.2,10.1
50.22,10.3
50.24,8.1
50.26,6.2
50.28,0.1
50.3,-9.3
50.32,-18.2
50.34,-26.8
50.36,-25.6
50.38,-21
50.4,-22.5
50.42,-18.3
50.44,-9.3
50.46,-3.4
50.48,1.1
50.5,1.7
50.52,1.1
50.54,1.8
50.56,5.2
50.58,4
50.6,-4.4
50.62,-12.1
50.64,-17.2
50.66,-16.1
50.68,-8.1
50.7,3.2
50.72,8.9
50.74,13.6
50.76,16.6
50.78,20.2
50.8,25.6
50.82,30.2
50.84,31
50.86,23.4
50.88,5.2
50.9,-7.5
50.92,-12.4
50.94,-12
50.96,-8.1
50.98,-0.6
51,0
51.02,0
51.04,0
51.06,0
51.08,0
51.1,0
51.12,0
51.14,0
51.16,0
51.18,0
51.2,0
51.22,0
51.24,0
51.26,0
51.28,0
51.3,0
51.32,0
51.34,0
51.36,0
51.38,0
51.4,0
51.42,0
51.44,0
51.46,0
51.48,0
51.5,0
51.52,0
51.54,0
51.56,0
51.58,0
51.6,0
51.62,0
51.64,0
51.66,0
51.68,0
51.7,0
51.72,0
51.74,0
51.76,0
51.78,0
51.8,0
51.82,0
51.84,0
51.86,0
51.88,0
51.9,0
51.92,0
51.94,0
51.96,0
51.98,0
52,0
52.02,0
52.04,0
52.06,0
52.08,0
52.1,0
52.12,0
52.14,0
52.16,0
52.18,0
52.2,0
52.22,0
52.24,0
52.26,0
52.28,0
52.3,0
52.32,0
52.34,0
52.36,0
52.38,0
52.4,0
52.42,0
52.44,0
52.46,0
52.48,0
52.5,0
52.52,0
52.54,0
52.56,0
52.58,0
52.6,0
52.62,0
52.64,0
52.66,0
52.68,0
52.7,0
52.72,0
52.74,0
52.76,0
52.78,0
52.8,0
52.82,0
52.84,0
52.86,0
52.88,0
52.9,0
52.92,0
52.94,0
52.96,0
52.98,0
53,0
53.02,0
53.04,0
53.06,0
53.08,0
53.1,0
53.12,0
53.14,0
53.16,0
53.18,0
53.2,0
53.22,0
53.24,0
53.26,0
53.28,0
53.3,0
53.32,0
53.34,0
53.36,0
53.38,0
53.4,0
53.42,0
53.44,0
53.46,0
53.48,0
53.5,0
53.52,0
53.54,0
53.56,0
53.58,0
53.6,0
53.62,0
53.64,0
53.66,0
53.68,0
53.7,0
53.72,0
53.74,0
53.76,0
53.78,0
53.8,0
53.82,0
53.84,0
53.86,0
53.88,0
53.9,0
53.92,0
53.94,0
53.96,0
53.98,0
54,0
54.02,0
54.04,0
54.06,0
54.08,0
54.1,0
54.12,0
54.14,0
54.16,0
54.18,0
54.2,0
54.22,0
54.24,0
54.26,0
54.28,0
54.3,0
54.32,0
54.34,0
54.36,0
54.38,0
54.4,0
54.42,0
54.44,0
54.46,0
54.48,0
54.5,0
54.52,0
54.54,0
54.56,0
54.58,0
54.6,0
54.62,0
54.64,0
54.66,0
54.68,0
54.7,0
54.72,0
54.74,0
54.76,0
54.78,0
54.8,0
54.82,0
54.84,0
54.86,0
54.88,0
54.9,0
54.92,0
54.94,0
54.96,0
54.98,0
55,0
55.02,0
55.04,0
55.06,0
55.08,0
55.1,0
55.12,0
55.14,0
55.16,0
55.18,0
55.2,0
55.22,0
55.24,0
55.26,0
55.28,0
55.3,0
55.32,0
55.34,0
55.36,0
55.38,0
55.4,0
55.42,0
55.44,0
55.46,0
55.48,0
55.5,0
55.52,0
55.54,0
55.56,0
55.58,0
55.6,0
55.62,0
55.64,0
55.66,0
55.68,0
55.7,0
55.72,0
55.74,0
55.76,0
55.78,0
55.8,0
55.82,0
55.84,0
55.86,0
55.88,0
55.9,0
55.92,0
55.94,0
55.96,0
55.98,0
56,0
56.02,0
56.04,0
56.06,0
56.08,0
56.1,0
56.12,0
56.14,0
56.16,0
56.18,0
56.2,0
56.22,0
56.24,0
56.26,0
56.28,0
56.3,0
56.32,0
56.34,0
56.36,0
56.38,0
56.4,0
56.42,0
56.44,0
56.46,0
56.48,0
56.5,0
56.52,0
56.54,0
56.56,0
56.58,0
56.6,0
56.62,0
56.64,0
56.66,0
56.68,0
56.7,0
56.72,0
56.74,0
56.76,0
56.78,0
56.8,0
56.82,0
56.84,0
56.86,0
56.88,0
56.9,0
56.92,0
56.94,0
56.96,0
56.98,0
57,0
57.02,0
57.04,0
57.06,0
57.08,0
57.1,0
57.12,0
57.14,0
57.16,0
57.18,0
57.2,0
57.22,0
57.24,0
57.26,0
57.28,0
57.3,0
57.32,0
57.34,0
57.36,0
57.38,0
57.4,0
57.42,0
57.44,0
57.46,0
57.48,0
57.5,0
57.52,0
57.54,0
57.56,0
57.58,0
57.6,0
57.62,0
57.64,0
57.66,0
57.68,0
57.7,0
57.72,0
57.74,0
57.76,0
57.78,0
57.8,0
57.82,0
57.84,0
57.86,0
57.88,0
57.9,0
57.92,0
57.94,0
57.96,0
57.98,0
58,0
58.02,0
58.04,0
58.06,0
58.08,0
58.1,0
58.12,0
58.14,0
58.16,0
58.18,0
58.2,0
58.22,0
58.24,0
58.26,0
58.28,0
58.3,0
58.32,0
58.34,0
58.36,0
58.38,0
58.4,0
58.42,0
58.44,0
58.46,0
58.48,0
58.5,0
58.52,0
58.54,0
58.56,0
58.58,0
58.6,0
58.62,0
58.64,0
58.66,0
58.68,0
58.7,0
58.72,0
58.74,0
58.76,0
58.78,0
58.8,0
58.82,0
58.84,0
58.86,0
58.88,0
58.9,0
58.92,0
58.94,0
58.96,0
58.98,0
59,0
59.02,0
59.04,0
59.06,0
59.08,0
59.1,0
59.12,0
59.14,0
59.16,0
59.18,0
59.2,0
59.22,0
59.24,0
59.26,0
59.28,0
59.3,0
59.32,0
59.34,0
59.36,0
59.38,0
59.4,0
59.42,0
59.44,0
59.46,0
59.48,0
59.5,0
59.52,0
59.54,0
59.56,0
59.58,0
59.6,0
59.62,0
59.64,0
59.66,0
59.68,0
59.7,0
59.72,0
59.74,0
59.76,0
59.78,0
59.8,0
59.82,0
59.84,0
59.86,0
59.88,0
59.9,0
59.92,0
59.94,0
59.96,0
59.98,0
60,0
60.02,-1.5
60.04,-0.7
60.06,0.9
60.08,1.7
60.1,0.9
60.12,1.7
60.14,2.3
60.16,3
60.18,3.3
60.2,3
60.22,2.7
60.24,2
60.26,-0.2
60.28,-2.6
60.3,-4
60.32,-5.6
60.34,-6.1
60.36,-6
60.38,-6.1
60.4,-5.8
60.42,-5.5
60.44,-5.2
60.46,-4.8
60.48,-4.6
60.5,-4.1
60.52,-3.1
60.54,-2.6
60.56,-4.1
60.58,-5.4
60.6,-5.6
60.62,-3.9
60.64,-1.3
60.66,0.4
60.68,1.6
60.7,2.4
60.72,2.5
60.74,3.4
60.76,5.2
60.78,6.3
60.8,5.6
60.82,3.7
60.84,1.5
60.86,-1.2
60.88,-2.6
60.9,-2.9
60.92,-2.4
60.94,-1.3
60.96,0.3
60.98,1.5
61,1.5
61.02,2.1
61.04,2.9
61.06,1.3
61.08,-0.8
61.1,-1.7
61.12,-0.9
61.14,-0.5
61.16,0.2
61.18,0.7
61.2,0.3
61.22,-0.3
61.24,-1
61.26,-1.3
61.28,-2.2
61.3,-4.1
61.32,-5.3
61.34,-4.4
61.36,-3.6
61.38,-3.2
61.4,-2.4
61.42,-0.2
61.44,3.3
61.46,3.5
61.48,2.3
61.5,0.6
61.52,-0.2
61.54,0
61.56,0.7
61.58,1.5
61.6,1.7
61.62,1.7
61.64,2.6
61.66,3.7
61.68,4.6
61.7,7.2
61.72,8.8
61.74,8.4
61.76,7.7
61.78,6.6
61.8,4.2
61.82,4.2
61.84,5.5
61.86,7.4
61.88,6.5
61.9,4.3
61.92,2
61.94,1.9
61.96,2.4
61.98,2.8
62,4.8
62.02,5.8
62.04,7.3
62.06,8.5
62.08,6.1
62.1,2.9
62.12,0.2
62.14,-0.6
62.16,-1.3
62.18,-2.3
62.2,-2.2
62.22,-1.7
62.24,-1.3
62.26,-2.6
62.28,-5.2
62.3,-9.2
62.32,-11.1
62.34,-9.8
62.36,-7.7
62.38,-3.5
62.4,-0.3
62.42,0.1
62.44,0.3
62.46,1.4
62.48,2.6
62.5,7.5
62.52,10.1
62.54,10.3
62.56,8.8
62.58,8.7
62.6,8.7
62.62,8.2
62.64,7.6
62.66,5
62.68,2
62.7,-1
62.72,-2.6
62.74,-3.8
62.76,-5
62.78,-6.3
62.8,-5.7
62.82,-5
62.84,-4.1
62.86,-1.6
62.88,0.5
62.9,0.8
62.92,0.3
62.94,-1.7
62.96,-4.7
62.98,-7
63,-6.2
63.02,-5.8
63.04,-5.5
63.06,-5
63.08,-3.1
63.1,-2.5
63.12,-5.2
63.14,-8.2
63.16,-9.7
63.18,-8.8
63.2,-6.3
63.22,-3.4
63.24,-3.3
63.26,-4.3
63.28,-4.1
63.3,-3.2
63.32,-2.8
63.34,-2.8
63.36,-2.8
63.38,-2
63.4,-1.6
63.42,-3.2
63.44,-3.2
63.46,-2.6
63.48,-1.2
63.5,-0.2
63.52,1.1
63.54,4.9
63.56,7.9
63.58,8.4
63.6,6.4
63.62,4.1
63.64,2.9
63.66,3.8
63.68,5.9
63.7,9.2
63.72,12.1
63.74,12.6
63.76,10.6
63.78,5.4
63.8,0.5
63.82,-1
63.84,-2.7
63.86,-2.3
63.88,-0.1
63.9,2.5
63.92,4.5
63.94,5
63.96,4.5
63.98,4.6
64,4.9
64.02,3.7
64.04,0.9
64.06,-0.8
64.08,-1.7
64.1,-3.1
64.12,-3.8
64.14,-1.4
64.16,1.6
64.18,2.6
64.2,0
64.22,-1.5
64.24,-1.4
64.26,-2.9
64.28,-5
64.3,-4.1
64.32,-1.9
64.34,-0.4
64.36,2.4
64.38,7.4
64.4,12.5
64.42,14
64.44,13.5
64.46,11.7
64.48,8.9
64.5,6.1
64.52,6.7
64.54,8
64.56,6.9
64.58,6
64.6,4.2
64.62,-2
64.64,-5.4
64.66,-7.6
64.68,-9.9
64.7,-12.5
64.72,-12.8
64.74,-9.8
64.76,-8
64.78,-6.4
64.8,-1
64.82,3.2
64.84,4.7
64.86,4.7
64.88,4.2
64.9,1
64.92,-7.5
64.94,-14.1
64.96,-14.1
64.98,-12.3
65,-6.6
65.02,-2.5
65.04,-3.4
65.06,-5.7
65.08,-10.3
65.1,-8.8
65.12,-4.3
65.14,0.6
65.16,5.1
65.18,3.8
65.2,0.9
65.22,-0.7
65.24,-0.2
65.26,2.1
65.28,3
65.3,4.1
65.32,8.2
65.34,10.1
65.36,5.4
65.38,1.8
65.4,0.8
65.42,0.9
65.44,0.9
65.46,-1.6
65.48,-3.5
65.5,-5
65.52,-6.9
65.54,-6.4
65.56,-1.7
65.58,-1.6
65.6,-0.7
65.62,-3
65.64,-9.4
65.66,-11.5
65.68,-8.9
65.7,2.5
65.72,12.6
65.74,16.3
65.76,12.8
65.78,2.7
65.8,-7.7
65.82,-15.1
65.84,-10.4
65.86,-2.5
65.88,3.2
65.9,6.4
65.92,3
65.94,-1.2
65.96,-3.8
65.98,-5.4
66,-0.8
66.02,0.7
66.04,-1.8
66.06,-6.3
66.08,-11.5
66.1,-13.2
66.12,-8.6
66.14,1.3
66.16,8.9
66.18,11.1
66.2,6.9
66.22,-2.7
66.24,-9.6
66.26,-10.4
66.28,-5.1
66.3,1.5
66.32,7.2
66.34,10.6
66.36,13.4
66.38,12.8
66.4,7.5
66.42,4
66.44,4.2
66.46,4.6
66.48,6
66.5,4.8
66.52,-0.8
66.54,-1.2
66.56,3.9
66.58,6.7
66.6,3.2
66.62,-3.3
66.64,-2.5
66.66,0.4
66.68,-1.1
66.7,-1.7
66.72,4.1
66.74,14.7
66.76,14.9
66.78,5.4
66.8,-5.4
66.82,-10.4
66.84,-8.3
66.86,-5
66.88,-4.2
66.9,-3.8
66.92,-2.3
66.94,-1.9
66.96,-1.4
66.98,-1
67,2.5
67.02,8.3
67.04,8.3
67.06,7
67.08,0.5
67.1,-5.2
67.12,-3.5
67.14,-0.5
67.16,-1.6
67.18,-4.2
67.2,-3.8
67.22,0.4
67.24,4.9
67.26,2.3
67.28,-3.9
67.3,-1.5
67.32,6
67.34,6.8
67.36,1.4
67.38,-3.8
67.4,-5.5
67.42,4.2
67.44,9.6
67.46,3
67.48,-6.5
67.5,-14
67.52,-20.5
67.54,-28.9
67.56,-32.8
67.58,-29.5
67.6,-15.5
67.62,-9.1
67.64,-10.4
67.66,-9.9
67.68,-0.3
67.7,9.1
67.72,9.4
67.74,0.5
67.76,-6.8
67.78,-3.4
67.8,0.2
67.82,-0.2
67.84,-3.5
67.86,5.2
67.88,23.4
67.9,30.7
67.92,23.5
67.94,7
67.96,-9.8
67.98,-17.6
68,-16.8
68.02,-13.1
68.04,-6.8
68.06,3.6
68.08,12.4
68.1,12
68.12,-6.3
68.14,-18.7
68.16,-22.5
68.18,-11.6
68.2,-3
68.22,-4.5
68.24,-10.3
68.26,-7.4
68.28,-3.5
68.3,3.1
68.32,6.7
68.34,11.1
68.36,18.1
68.38,19.6
68.4,11.6
68.42,5.7
68.44,5
68.46,7.6
68.48,7.2
68.5,0.9
68.52,-3.6
68.54,-5.7
68.56,-3
68.58,4.1
68.6,12.1
68.62,10.4
68.64,0.3
68.66,-4.4
68.68,1.3
68.7,11.4
68.72,13.2
68.74,11.2
68.76,8.6
68.78,5.3
68.8,-5.7
68.82,-9.7
68.84,6.6
68.86,16.8
68.88,15.4
68.9,4.2
68.92,-2.2
68.94,3
68.96,20.2
68.98,19.3
69,4.4
69.02,1.3
69.04,2.9
69.06,10.5
69.08,17.3
69.1,15.6
69.12,8.3
69.14,4.5
69.16,-3.5
69.18,-14.5
69.2,-25.2
69.22,-26.8
69.24,-11.6
69.26,-0.3
69.28,3.4
69.3,-3.7
69.32,-16.5
69.34,-18.4
69.36,-16.1
69.38,-6.7
69.4,0.3
69.42,-0.6
69.44,1.9
69.46,7.4
69.48,5.8
69.5,-5.2
69.52,-17.8
69.54,-22.9
69.56,-22.5
69.58,-13.7
69.6,-4
69.62,-1.9
69.64,4.6
