t,v
0,23921.22300000004
0.009999999776482582,23175.082000000002
0.019999999552965164,21254.350999999988
0.029999999329447746,18425.700999999986
0.03999999910593033,14953.607999999973
0.04999999888241291,11107.341
0.05999999865889549,7106.247999999996
0.06999999843537807,3087.1590000000047
0.07999999821186066,-824.91
0.08999999798834324,-4555.1620000000075
0.09999999776482582,-8043.525000000001
0.1099999975413084,-11296.283000000003
0.11999999731779099,-14290.899000000005
0.12999999709427357,-16957.073999999997
0.13999999687075615,-19179.930999999957
0.14999999664723873,-20791.66399999999
0.1599999964237213,-21578.757000000005
0.1699999962002039,-21402.565000000017
0.17999999597668648,-20231.004999999983
0.18999999575316906,-18112.912999999993
0.19999999552965164,-15184.710999999985
0.20999999530613422,-11637.312999999995
0.2199999950826168,-7701.778999999994
0.2299999948590994,-3589.801000000006
0.23999999463558197,507.70800000000037
0.24999999441206455,4360.358999999996
0.25999999418854713,7803.232000000002
0.2699999939650297,10769.16300000001
0.2799999937415123,13204.050999999983
0.2899999935179949,15113.60099999996
0.29999999329447746,16543.35199999999
0.30999999307096004,17494.300000000032
0.3199999928474426,17915.86599999999
0.3299999926239252,17750.041
0.3399999924004078,16952.607000000025
0.3499999921768904,15477.179000000002
0.35999999195337296,13383.29599999999
0.36999999172985554,10757.824999999983
0.3799999915063381,7702.853999999987
0.3899999912828207,4336.945000000001
0.3999999910593033,852.2339999999997
0.40999999083578587,-2570.909000000001
0.41999999061226845,-5735.597999999997
0.42999999038875103,-8486.043000000005
0.4399999901652336,-10756.781000000014
0.4499999899417162,-12490.464999999998
0.4599999897181988,-13679.093000000008
0.46999998949468136,-14320.330999999987
0.47999998927116394,-14416.196000000009
0.4899999890476465,-14029.35200000001
0.4999999888241291,-13198.005
0.5099999886006117,-11975.002000000002
0.5199999883770943,-10441.86300000001
0.5299999881535769,-8610.851999999999
0.5399999879300594,-6512.460999999994
0.549999987706542,-4193.616
0.5599999874830246,-1726.7449999999994
0.5699999872595072,780.0790000000014
0.5799999870359898,3257.7709999999943
0.5899999868124723,5613.377000000004
0.5999999865889549,7709.986999999999
0.6099999863654375,9419.357999999991
0.6199999861419201,10635.263999999997
0.6299999859184027,11316.384999999998
0.6399999856948853,11463.312
0.6499999854713678,11113.679000000006
0.6599999852478504,10328.007999999994
0.669999985024333,9203.76999999999
0.6799999848008156,7829.734000000001
0.6899999845772982,6309.562999999997
0.6999999843537807,4735.847999999995
0.7099999841302633,3151.4859999999985
0.7199999839067459,1550.7130000000025
0.7299999836832285,-52.0739999999998
0.7399999834597111,-1652.6559999999993
0.7499999832361937,-3211.422999999998
0.7599999830126762,-4695.356999999998
0.7699999827891588,-6051.271000000001
0.7799999825656414,-7161.622000000001
0.789999982342124,-7947.851999999996
0.7999999821186066,-8362.245000000014
0.8099999818950891,-8365.476000000004
0.8199999816715717,-7961.838000000012
0.8299999814480543,-7184.931000000001
0.8399999812245369,-6131.799999999999
0.8499999810010195,-4879.3079999999945
0.8599999807775021,-3542.185999999993
0.8699999805539846,-2227.358999999999
0.8799999803304672,-989.2580000000008
0.8899999801069498,135.12699999999953
0.8999999798834324,1156.6819999999993
0.909999979659915,2077.8030000000003
0.9199999794363976,2931.831999999999
0.9299999792128801,3732.7499999999964
0.9399999789893627,4453.684000000003
0.9499999787658453,5048.109000000005
0.9599999785423279,5453.446000000012
0.9699999783188105,5621.265999999998
0.979999978095293,5504.669
0.9899999778717756,5105.8839999999955
0.9999999776482582,4458.426999999999
1.0099999774247408,3613.133000000003
1.0199999772012234,2652.2810000000027
1.029999976977706,1659.997000000002
1.0399999767541885,702.4350000000011
1.0499999765306711,-181.03099999999955
1.0599999763071537,-962.7359999999996
1.0699999760836363,-1625.4590000000007
1.0799999758601189,-2151.715999999997
1.0899999756366014,-2570.9430000000016
1.099999975413084,-2929.4190000000067
1.1099999751895666,-3244.6840000000034
1.1199999749660492,-3480.5149999999926
1.1299999747425318,-3563.1330000000007
