t,v
1.1399999745190144,-3488.358000000004
1.149999974295497,-3262.1600000000008
1.1599999740719795,-2868.989999999999
1.169999973848462,-2342.317000000007
1.1799999736249447,-1734.4629999999997
1.1899999734014273,-1071.4410000000007
1.1999999731779099,-420.4860000000004
1.2099999729543924,179.19399999999942
1.219999972730875,704.3569999999996
1.2299999725073576,1139.8039999999992
1.2399999722838402,1482.7609999999984
1.2499999720603228,1745.9620000000007
1.2599999718368053,1944.0349999999992
1.269999971613288,2075.9340000000025
1.2799999713897705,2127.7389999999987
1.289999971166253,2075.3439999999987
1.2999999709427357,1900.426000000002
1.3099999707192183,1664.7989999999995
1.3199999704957008,1360.6879999999999
1.3299999702721834,1009.6679999999973
1.339999970048666,615.8409999999986
1.3499999698251486,204.48100000000034
1.3599999696016312,-195.5579999999999
1.3699999693781137,-522.7810000000006
1.3799999691545963,-763.692999999999
1.389999968931079,-897.8250000000003
1.3999999687075615,-953.4099999999997
1.409999968484044,-965.4519999999995
1.4199999682605267,-967.2599999999985
1.4299999680370092,-957.5289999999993
1.4399999678134918,-942.8259999999993
1.4499999675899744,-884.7740000000001
1.459999967366457,-802.9009999999987
1.4699999671429396,-654.896
1.4799999669194221,-435.5529999999989
1.4899999666959047,-175.54000000000016
1.4999999664723873,115.20000000000044
1.50999996624887,407.14799999999946
1.5199999660253525,656.893999999999
1.529999965801835,818.8710000000004
1.5399999655783176,868.908
1.5499999653548002,794.3269999999994
1.5599999651312828,635.0780000000012
1.5699999649077654,420.01199999999955
1.579999964684248,186.8900000000001
1.5899999644607306,-36.27400000000009
1.5999999642372131,-218.18200000000047
1.6099999640136957,-322.2379999999996
1.6199999637901783,-369.398999999999
1.6299999635666609,-396.15299999999974
1.6399999633431435,-419.85099999999943
1.649999963119626,-438.3790000000001
1.6599999628961086,-475.0769999999994
1.6699999626725912,-540.6140000000004
1.6799999624490738,-590.1079999999997
1.6899999622255564,-607.9469999999999
1.699999962002039,-575.285
1.7099999617785215,-470.3760000000007
1.7199999615550041,-286.06899999999945
1.7299999613314867,-63.38200000000168
1.7399999611079693,190.59999999999985
1.7499999608844519,464.8729999999984
1.7599999606609344,724.1330000000013
1.769999960437417,923.449000000002
1.7799999602138996,1050.6760000000004
1.7899999599903822,1106.4359999999997
1.7999999597668648,1100.7199999999996
1.8099999595433474,1055.316
1.81999995931983,981.598000000001
1.8299999590963125,865.3640000000004
1.839999958872795,689.9499999999994
1.8499999586492777,480.2889999999994
1.8599999584257603,233.01600000000082
1.8699999582022429,-31.30999999999901
1.8799999579787254,-278.84400000000073
1.889999957755208,-498.2759999999981
1.8999999575316906,-724.4589999999993
1.9099999573081732,-956.5449999999985
1.9199999570846558,-1141.7799999999986
1.9299999568611383,-1269.4289999999971
1.939999956637621,-1345.1050000000012
1.9499999564141035,-1374.6539999999982
1.959999956190586,-1370.0479999999984
1.9699999559670687,-1325.5979999999997
1.9799999557435513,-1229.5099999999989
1.9899999555200338,-1055.9370000000006
