t [s],v [É m/sec]
16.45,24.702
16.46,25.836
16.47,25.753
16.48,24.392
16.49,21.617
16.5,18.229
16.51,14.898
16.52,11.576
16.53,8.323
16.54,4.313
16.55,0.279
16.56,-3.179
16.57,-6.406
16.58,-9.348
16.59,-12.08
16.6,-14.547
16.61,-16.959
16.62,-18.627
16.63,-19.986
16.64,-20.301
16.65,-18.724
16.66,-15.91
16.67,-11.681
16.68,-6.339
16.69,-0.586
16.7,4.231
16.71,7.391
16.72,9.311
16.73,10.58
16.74,11.333
16.75,11.309
16.76,11.546
16.77,11.985
16.78,12.091
16.79,11.017
16.8,8.735
16.81,5.055
16.82,0.741
16.83,-4.182
16.84,-9.225
16.85,-14.037
16.86,-18.091
16.87,-20.493
16.88,-21.042
16.89,-20.281
16.9,-19.105
16.91,-17.178
16.92,-14.438
16.93,-11.858
16.94,-8.945
16.95,-6.37
16.96,-3.377
16.97,0.01
16.98,3.663
16.99,7.836
17,11.734
17.01,14.598
17.02,16.462
17.03,17.654
17.04,18.065
17.05,17.852
17.06,16.852
17.07,15.419
17.08,14.39
17.09,13.298
17.1,12.396
17.11,11.019
17.12,8.958
17.13,6.106
17.14,3.502
17.15,1.294
17.16,-0.616
17.17,-1.818
17.18,-3.717
17.19,-5.87
17.2,-8.274
17.21,-11.326
17.22,-14.504
17.23,-17.535
17.24,-19.772
17.25,-20.622
17.26,-20.311
17.27,-19.244
17.28,-17.266
17.29,-14.34
17.3,-10.533
17.31,-6.432
17.32,-2.616
17.33,1.198
17.34,5.027
17.35,8.359
17.36,11.877
17.37,16.103
17.38,21.073
17.39,26.547
17.4,32.296
17.41,36.593
17.42,39.054
17.43,39.141
17.44,36.954
17.45,32.937
17.46,27.585
17.47,21.391
17.48,14.385
17.49,7.948
17.5,2.009
17.51,-3.65
17.52,-10.092
17.53,-17.336
17.54,-25.149
17.55,-33.198
17.56,-40.829
17.57,-47.076
17.58,-51.572
17.59,-54.414
17.6,-55.332
17.61,-52.911
17.62,-48.167
17.63,-41.363
17.64,-32.845
17.65,-23.401
17.66,-13.492
17.67,-3.724
17.68,6.088
17.69,15.869
17.7,25.414
17.71,34.161
17.72,41.432
17.73,47.539
17.74,52.901
17.75,57.115
17.76,59.754
17.77,61.048
17.78,59.885
17.79,56.318
17.8,49.63
17.81,40.361
17.82,29.502
17.83,18.186
17.84,6.681
17.85,-4.179
17.86,-14.927
17.87,-25.22
17.88,-34.647
17.89,-42.674
17.9,-49.559
17.91,-55.261
17.92,-59.605
17.93,-62.045
17.94,-62.801
17.95,-61.534
17.96,-58.424
17.97,-53.143
17.98,-46.146
17.99,-37.874
18,-29.187
18.01,-20.265
18.02,-10.2
18.03,1.3
18.04,13.007
18.05,24.433
18.06,34.801
18.07,43.849
18.08,50.773
18.09,56.393
18.1,59.677
18.11,59.777
18.12,56.782
18.13,51.478
18.14,44.994
18.15,37.89
18.16,31.447
18.17,25.249
18.18,18.941
18.19,11.971
18.2,3.201
18.21,-7.573
18.22,-19.114
18.23,-30.209
18.24,-40.449
18.25,-49.182
18.26,-55.578
18.27,-59.141
18.28,-59.795
18.29,-58.02
18.3,-54.37
18.31,-50.325
18.32,-45.593
18.33,-40.085
18.34,-33.997
18.35,-27.217
18.36,-18.837
18.37,-8.618
18.38,2.897
18.39,14.731
18.4,26.521
18.41,37.253
18.42,45.733
18.43,51.971
18.44,56.217
18.45,58.26
18.46,58.03
18.47,55.866
18.48,51.946
18.49,46.05
18.5,38.491
18.51,30.429
18.52,21.568
18.53,12.063
18.54,2.29
18.55,-8.063
18.56,-18.133
18.57,-27.803
18.58,-36.929
18.59,-44.798
18.6,-50.907
18.61,-55.103
18.62,-56.526
18.63,-55.227
18.64,-51.707
18.65,-46.274
18.66,-39.364
18.67,-32.247
18.68,-24.637
18.69,-16.545
18.7,-8.083
18.71,0.807
18.72,9.076
18.73,16.514
18.74,23.388
18.75,30.374
18.76,37.136
18.77,42.793
18.78,46.405
18.79,47.712
18.8,46.52
18.81,43.486
18.82,38.609
18.83,32.887
18.84,26.888
18.85,19.961
18.86,12.885
18.87,6.24
18.88,-0.58
18.89,-7.583
18.9,-13.497
18.91,-18.748
18.92,-23.262
18.93,-26.912
18.94,-29.21
18.95,-31.059
18.96,-31.234
18.97,-30.165
18.98,-28.628
18.99,-25.481
19,-21.344
19.01,-16.288
19.02,-10.578
19.03,-5.183
19.04,0.571
19.05,5.926
19.06,10.033
19.07,13.837
19.08,17.38
19.09,20.089
19.1,21.691
19.11,22.23
19.12,21.673
19.13,21.014
19.14,20.809
19.15,21.041
19.16,21.88
19.17,22.559
19.18,22.105
19.19,20.593
19.2,17.896
19.21,14.546
19.22,10.369
19.23,5.728
19.24,0.759
19.25,-3.785
19.26,-6.626
19.27,-8.104
19.28,-8.945
19.29,-9.392
19.3,-10.947
19.31,-13.67
19.32,-16.994
19.33,-20.614
19.34,-24.32
19.35,-26.411
19.36,-27.1
19.37,-24.954
19.38,-20.224
19.39,-14.165
19.4,-7.738
19.41,-1.707
19.42,2.79
19.43,6.078
19.44,7.779
19.45,8.857
19.46,10.444
19.47,13.095
19.48,16.425
19.49,20.546
19.5,24.225
19.51,27.148
19.52,28.395
19.53,27.064
19.54,23.706
19.55,17.968
19.56,11.157
19.57,4.661
19.58,-1.07
19.59,-4.578
19.6,-6.51
19.61,-6.717
19.62,-7.006
19.63,-8.167
19.64,-10.119
19.65,-13.332
19.66,-17.685
19.67,-21.488
19.68,-24.154
19.69,-24.709
19.7,-23.461
19.71,-19.968
19.72,-15.615
19.73,-11.095
19.74,-6.941
19.75,-3.752
19.76,-1.603
19.77,0.357
19.78,2.029
19.79,3.432
19.8,5.336
19.81,7.698
19.82,10.272
19.83,12.985
19.84,15.212
19.85,16.701
19.86,17.042
19.87,16.369
19.88,14.348
19.89,10.742
19.9,6.461
19.91,2.436
19.92,-1.187
19.93,-3.457
19.94,-4.603
19.95,-5.239
19.96,-5.518
19.97,-6.174
19.98,-7.689
19.99,-9.498
20,-11.768
20.01,-14.539
20.02,-17.39
20.03,-19.471
20.04,-20.033
20.05,-19.013
20.06,-16.428
20.07,-12.17
20.08,-7.873
20.09,-4.136
20.1,-1.645
20.11,-0.36
20.12,0.678
20.13,2.426
20.14,4.981
20.15,8.292
20.16,13.433
20.17,19.541
20.18,24.863
20.19,29.943
20.2,34.138
20.21,35.53
20.22,34.497
20.23,31.594
20.24,27.099
20.25,22.008
20.26,17.36
20.27,13.194
20.28,9.214
20.29,5.156
20.3,0.545
20.31,-4.937
20.32,-11.399
20.33,-18.198
20.34,-25.027
20.35,-30.872
20.36,-34.862
20.37,-35.995
20.38,-33.976
20.39,-29.825
20.4,-24.193
20.41,-18.767
20.42,-14.572
20.43,-11.156
20.44,-8.138
20.45,-4.38
20.46,0.866
20.47,6.678
20.48,13.699
20.49,20.927
20.5,27.924
20.51,34.074
20.52,38.053
20.53,39.426
20.54,38.258
20.55,34.909
20.56,31.163
20.57,26.893
20.58,23.009
20.59,19.964
20.6,17.81
20.61,15.583
20.62,13.294
20.63,9.754
20.64,4.492
20.65,-2.178
20.66,-9.081
20.67,-16.032
20.68,-21.918
20.69,-25.638
20.7,-27.443
20.71,-27.531
20.72,-26.681
20.73,-25.869
20.74,-24.904
20.75,-24.66
20.76,-24.576
20.77,-24.913
20.78,-24.798
20.79,-23.267
20.8,-20.58
20.81,-16.794
20.82,-12.266
20.83,-6.255
20.84,1.311
20.85,9.296
20.86,16.709
20.87,22.585
20.88,27.273
20.89,31.234
20.9,34.514
20.91,36.904
20.92,38.694
20.93,40.098
20.94,39.906
20.95,38.254
20.96,35.047
20.97,29.792
20.98,22.396
20.99,13.231
21,2.484
21.01,-9.35
21.02,-20.54
21.03,-30.187
21.04,-37.92
21.05,-43.335
21.06,-46.322
21.07,-46.83
21.08,-46.33
21.09,-44.955
21.1,-43.718
21.11,-42.288
21.12,-40.067
21.13,-36.58
21.14,-31.701
21.15,-23.806
21.16,-13.011
21.17,-0.278
21.18,13.289
21.19,25.7
21.2,35.442
21.21,41.429
21.22,44.762
21.23,46.491
21.24,46.837
21.25,46.243
21.26,44.504
21.27,42.055
21.28,39.347
21.29,35.478
21.3,29.953
21.31,23.247
21.32,14.716
21.33,4.606
21.34,-6.012
21.35,-16.118
21.36,-23.972
21.37,-29.082
21.38,-31.622
21.39,-32.103
21.4,-32.45
21.41,-32.918
21.42,-33.865
21.43,-34.702
21.44,-34.726
21.45,-33.189
21.46,-29.72
21.47,-24.419
21.48,-18.428
21.49,-11.731
21.5,-4.477
21.51,2.69
21.52,7.768
21.53,10.855
21.54,12.023
21.55,12.841
21.56,14.069
21.57,16.468
21.58,19.211
21.59,22.273
21.6,25.295
21.61,27.638
21.62,28.785
21.63,28.115
21.64,25.616
21.65,21.166
21.66,15.37
21.67,8.926
21.68,3.046
21.69,-1.068
21.7,-3.695
21.71,-5.684
21.72,-7.586
21.73,-9.43
21.74,-11.475
21.75,-14.125
21.76,-17.591
21.77,-21.304
21.78,-24.553
21.79,-26.862
21.8,-27.594
21.81,-26.182
21.82,-22.663
21.83,-17.68
21.84,-12.458
21.85,-6.883
21.86,-1.73
21.87,2.572
21.88,5.766
21.89,7.327
21.9,8.052
21.91,8.785
21.92,9.705
21.93,10.668
21.94,12.036
21.95,12.11
21.96,10.944
21.97,9.291
21.98,6.281
21.99,2.251
22,-1.75
22.01,-6.557
22.02,-10.95
22.03,-13.616
22.04,-14.137
22.05,-13.138
22.06,-11.336
22.07,-10.307
22.08,-10.001
22.09,-10.514
22.1,-10.959
22.11,-11.04
22.12,-11.149
22.13,-11.028
22.14,-10.398
22.15,-8.571
22.16,-5.652
22.17,-2.946
22.18,-1.838
22.19,-2.325
22.2,-2.562
22.21,-2.025
22.22,-0.027
22.23,2.198
22.24,5.176
22.25,8.156
22.26,10.669
22.27,12.009
22.28,12.347
22.29,12.113
22.3,11.403
22.31,10.745
22.32,10.019
22.33,9.128
22.34,7.958
22.35,6.836
22.36,5.389
22.37,3.534
22.38,1.425
22.39,-1.542
22.4,-5.71
22.41,-11.515
22.42,-17.5
22.43,-22.994
22.44,-28.122
22.45,-31.647
22.46,-32.836
22.47,-31.919
22.48,-29.941
22.49,-26.946
22.5,-23.218
22.51,-18.882
22.52,-14.249
22.53,-9.729
22.54,-4.252
22.55,1.984
22.56,9.039
22.57,16.937
22.58,24.469
22.59,30.969
22.6,36.471
22.61,40.72
22.62,43.761
22.63,45.501
22.64,44.448
22.65,40.652
22.66,34.981
22.67,27.716
22.68,19.652
22.69,10.882
22.7,0.991
22.71,-7.973
22.72,-15.906
22.73,-22.983
22.74,-29.346
22.75,-35.189
22.76,-40.415
22.77,-44.586
22.78,-47.592
22.79,-48.263
22.8,-45.187
22.81,-38.507
22.82,-29.437
22.83,-18.739
22.84,-8.155
22.85,1.946
22.86,11.149
22.87,19.442
22.88,26.618
22.89,32.396
22.9,37.193
22.91,41.863
22.92,46.408
22.93,50.024
22.94,51.699
22.95,50.312
22.96,44.919
22.97,34.742
22.98,21.049
22.99,5.935
23,-8.368
23.01,-20.602
23.02,-31.288
23.03,-39.378
23.04,-44.548
23.05,-46.903
23.06,-47.017
23.07,-45.862
23.08,-44.882
23.09,-43.945
23.1,-41.998
23.11,-37.886
23.12,-31.63
23.13,-23.288
23.14,-13.579
23.15,-2.504
23.16,9.39
23.17,21.045
23.18,31.174
23.19,39.095
23.2,44.564
23.21,47.679
23.22,48.825
23.23,48.699
23.24,47.58
23.25,45.049
23.26,40.383
23.27,32.715
23.28,23.02
23.29,11.715
23.3,0.458
23.31,-9.324
23.32,-16.971
23.33,-22.858
23.34,-27.82
23.35,-32.617
23.36,-36.889
23.37,-40.007
23.38,-41.483
23.39,-41.407
23.4,-40.51
23.41,-38.039
23.42,-33.164
23.43,-25.917
23.44,-16.625
23.45,-5.936
23.46,4.481
23.47,14.637
23.48,23.981
23.49,32.339
23.5,38.697
23.51,43.538
23.52,46.748
23.53,48.57
23.54,48.816
23.55,47.25
23.56,44.009
23.57,38.674
23.58,31.148
23.59,22.14
23.6,13.036
23.61,2.959
23.62,-7.513
23.63,-16.154
23.64,-23.281
23.65,-29.2
23.66,-34.538
23.67,-39.133
23.68,-43.682
23.69,-47.565
23.7,-49.237
23.71,-47.943
23.72,-44.119
23.73,-38.078
23.74,-30.132
23.75,-20.918
23.76,-10.211
23.77,0.876
23.78,10.474
23.79,18.148
23.8,24.409
23.81,30.074
23.82,36.294
23.83,43.006
23.84,49.693
23.85,54.656
23.86,57.314
23.87,56.452
23.88,52.664
23.89,47.057
23.9,40.395
23.91,32.85
23.92,25.067
23.93,16.847
23.94,9.02
23.95,1.451
23.96,-5.906
23.97,-14.071
23.98,-23.459
23.99,-33.244
24,-42.082
24.01,-48.541
24.02,-51.559
24.03,-50.723
24.04,-46.692
24.05,-40.799
24.06,-33.478
24.07,-26.529
24.08,-19.877
24.09,-13.622
24.1,-7.964
24.11,-2.779
24.12,2.342
24.13,8.361
24.14,15.49
24.15,23.003
24.16,30.168
24.17,36.091
24.18,40.28
24.19,41.555
24.2,39.98
24.21,35.819
24.22,30.709
24.23,25.243
24.24,19.923
24.25,14.79
24.26,8.809
24.27,2.312
24.28,-5.514
24.29,-13.464
24.3,-19.635
24.31,-23.913
24.32,-25.895
24.33,-25.32
24.34,-22.507
24.35,-18.591
24.36,-15.559
24.37,-14.114
24.38,-13.814
24.39,-13.385
24.4,-12.073
24.41,-8.852
24.42,-4.027
24.43,1.733
24.44,8.387
24.45,14.677
24.46,20.067
24.47,23.827
24.48,25.305
24.49,24.441
24.5,22.152
24.51,19.102
24.52,15.626
24.53,12.836
24.54,11.48
24.55,10.707
24.56,10.076
24.57,8.941
24.58,5.936
24.59,1.059
24.6,-5.643
24.61,-13.257
24.62,-21.169
24.63,-28.155
24.64,-32.562
24.65,-33.218
24.66,-31.417
24.67,-28.511
24.68,-26.372
24.69,-24.528
24.7,-22.927
24.71,-21.002
24.72,-17.566
24.73,-13.026
24.74,-7.587
24.75,-0.156
24.76,8.441
24.77,17.85
24.78,26.063
24.79,32.213
24.8,35.073
24.81,34.9
24.82,33.707
24.83,32.71
24.84,31.844
24.85,31.441
24.86,30.016
24.87,27.346
24.88,22.575
24.89,15.743
24.9,6.96
24.91,-2.65
24.92,-12.743
24.93,-22.175
24.94,-30.265
24.95,-36.933
24.96,-41.407
24.97,-44.113
24.98,-45.771
24.99,-46.599
25,-46.55
25.01,-45.037
25.02,-41.866
25.03,-35.868
25.04,-27.256
25.05,-16.588
25.06,-5.083
25.07,4.687
25.08,11.991
25.09,17.864
25.1,22.27
25.11,25.651
25.12,29.481
25.13,33.666
25.14,37.562
25.15,41.215
25.16,43.137
25.17,42.117
25.18,38.792
25.19,33.066
25.2,25.796
25.21,16.966
25.22,6.509
25.23,-4.163
25.24,-12.686
25.25,-19.539
25.26,-24.418
25.27,-28.313
25.28,-33.217
25.29,-39.187
25.3,-44.114
25.31,-47.169
25.32,-47.799
25.33,-45.192
25.34,-40.014
25.35,-33.38
25.36,-25.539
25.37,-16.923
25.38,-7.781
25.39,1.719
25.4,10.583
25.41,18.474
25.42,24.957
25.43,30.15
25.44,34.918
25.45,39.334
25.46,42.709
25.47,44.219
25.48,43.099
25.49,38.751
25.5,32.633
25.51,25.194
25.52,16.813
25.53,7.401
25.54,-2.253
25.55,-10.184
25.56,-15.991
25.57,-19.982
25.58,-23.325
25.59,-27.082
25.6,-32.36
25.61,-37.657
25.62,-40.598
25.63,-41.148
25.64,-39.351
25.65,-35.129
25.66,-27.81
25.67,-19.078
25.68,-9.447
25.69,-0.137
25.7,8.606
25.71,15.785
25.72,21.212
25.73,25.231
25.74,28.869
25.75,32.487
25.76,35.869
25.77,38.187
25.78,38.851
25.79,37.335
25.8,32.541
25.81,25.369
25.82,17.745
25.83,10.25
25.84,3.129
25.85,-2.522
25.86,-6.924
25.87,-10.192
25.88,-13.077
25.89,-15.942
25.9,-18.812
25.91,-22.254
25.92,-25.764
25.93,-28.451
25.94,-29.183
25.95,-26.35
25.96,-20.054
25.97,-12.137
25.98,-4.298
25.99,1.449
26,5.801
26.01,8.887
26.02,11.809
26.03,13.882
26.04,14.382
26.05,13.659
26.06,13.139
26.07,13.677
26.08,14.803
26.09,14.788
26.1,13.024
26.11,10.051
26.12,5.232
26.13,-0.648
26.14,-6.021
26.15,-9.593
26.16,-11.719
26.17,-13.057
26.18,-13.449
26.19,-13.665
26.2,-12.593
26.21,-10.219
26.22,-7.828
26.23,-6.005
26.24,-4.41
26.25,-2.35
26.26,0.766
26.27,4.265
26.28,7.997
26.29,10.663
26.3,12.103
26.31,12.179
26.32,11.196
26.33,9.78
26.34,9.341
26.35,9.667
26.36,9.52
26.37,7.524
26.38,4.356
26.39,-0.173
26.4,-5.12
26.41,-9.085
26.42,-13.092
26.43,-16.16
26.44,-17.618
26.45,-18.061
26.46,-17.304
26.47,-15.857
26.48,-13.809
26.49,-11.889
26.5,-9.774
26.51,-7.65
26.52,-5.024
26.53,-1.509
26.54,2.432
26.55,7.007
26.56,11.584
26.57,15.905
26.58,20.008
26.59,24.103
26.6,26.625
26.61,25.953
26.62,22.37
26.63,16.845
26.64,11.127
26.65,6.068
26.66,1.36
26.67,-2.003
26.68,-4.477
26.69,-6.837
26.7,-9.571
26.71,-12.597
26.72,-16.882
26.73,-22.031
26.74,-26.828
26.75,-30.531
26.76,-32.015
26.77,-30.19
26.78,-24.987
26.79,-17.831
26.8,-10.076
26.81,-3.024
26.82,2.108
26.83,5.281
26.84,7.85
26.85,11.203
26.86,15.588
26.87,20.188
26.88,23.577
26.89,25.468
26.9,25.69
26.91,25.914
26.92,26.133
26.93,24.679
26.94,21.433
26.95,16.694
26.96,10.803
26.97,5.228
26.98,0.06
26.99,-4.752
27,-8.731
27.01,-12.132
27.02,-15.278
27.03,-18.505
27.04,-20.88
27.05,-21.675
27.06,-21.742
27.07,-21.985
27.08,-22.468
27.09,-22.808
27.1,-21.81
27.11,-19.137
27.12,-14.914
27.13,-9.75
27.14,-4.203
27.15,1.098
27.16,6.526
27.17,11.79
27.18,16.373
27.19,20.094
27.2,21.834
27.21,21.989
27.22,20.721
27.23,19.077
27.24,17.502
27.25,16.113
27.26,14.408
27.27,12.318
27.28,10.119
27.29,7.778
27.3,5.107
27.31,2.274
27.32,-1.565
27.33,-5.952
27.34,-11.011
27.35,-15.126
27.36,-17.5
27.37,-17.552
27.38,-16.426
27.39,-15.192
27.4,-13.598
27.41,-11.254
27.42,-8.532
27.43,-5.746
27.44,-2.645
27.45,-0.512
27.46,0.708
27.47,1.647
27.48,2.319
27.49,3.649
27.5,5.611
27.51,7.889
27.52,10.482
27.53,12.639
27.54,13.38
27.55,13.646
27.56,13.787
27.57,14.16
27.58,14.251
27.59,13.828
27.6,13.77
27.61,13.709
27.62,12.556
27.63,10.323
27.64,7.423
27.65,3.933
27.66,0.301
27.67,-2.934
27.68,-6.056
27.69,-8.766
27.7,-11.121
27.71,-13.209
27.72,-14.919
27.73,-16.158
27.74,-16.933
27.75,-17.411
27.76,-18.263
27.77,-19.426
27.78,-19.867
27.79,-19.601
27.8,-18.032
27.81,-15.068
27.82,-11.53
27.83,-7.929
27.84,-3.939
27.85,0.211
27.86,3.769
27.87,6.35
27.88,7.832
27.89,9.281
27.9,10.972
27.91,12.656
27.92,15.138
27.93,17.421
27.94,18.502
27.95,18.531
27.96,18.085
27.97,17.316
27.98,15.704
27.99,14.086
28,11.926
28.01,9.315
28.02,6.862
28.03,4.068
28.04,0.648
28.05,-3.667
28.06,-8.028
28.07,-12.032
28.08,-14.464
28.09,-16.369
28.1,-19.175
28.11,-22.426
28.12,-24.368
28.13,-24.476
28.14,-22.106
28.15,-18.556
28.16,-14.914
28.17,-12.447
28.18,-11.146
28.19,-8.806
28.2,-5.391
28.21,-1.455
28.22,2.168
28.23,5.803
28.24,9.619
28.25,14.297
28.26,18.749
28.27,22.176
28.28,24.076
28.29,24.961
28.3,25.468
28.31,26.734
28.32,27.696
28.33,27.559
28.34,26.036
28.35,23.174
28.36,18.256
28.37,12.467
28.38,6.767
28.39,0.695
28.4,-5.434
28.41,-12.104
28.42,-18.946
28.43,-24.345
28.44,-28.204
28.45,-30.155
28.46,-30.747
28.47,-30.337
28.48,-29.65
28.49,-28.907
28.5,-27.093
28.51,-24.301
28.52,-19.711
28.53,-13.268
28.54,-6.426
28.55,0.248
28.56,6.75
28.57,13.21
28.58,18.768
28.59,22.812
28.6,25.597
28.61,28.002
28.62,29.121
28.63,29.534
28.64,29.844
28.65,28.43
28.66,25.836
28.67,22.305
28.68,18.992
28.69,15.593
28.7,12.452
28.71,9.537
28.72,5.834
28.73,2.094
28.74,-1.459
28.75,-4.635
28.76,-7.536
28.77,-10.111
28.78,-12.493
28.79,-13.806
28.8,-13.888
28.81,-13.478
28.82,-12.093
28.83,-10.572
28.84,-8.764
28.85,-6.891
28.86,-5.645
28.87,-4.368
28.88,-2.729
28.89,-0.352
28.9,1.633
28.91,2.77
28.92,2.955
28.93,3.32
28.94,5.134
28.95,8.145
28.96,11.927
28.97,14.292
28.98,14.149
28.99,10.912
29,6.95
29.01,2.934
29.02,0.288
29.03,-1.368
29.04,-1.586
29.05,-0.775
29.06,1.037
29.07,3.137
29.08,4.482
29.09,4.123
29.1,2.281
29.11,-0.535
29.12,-3.384
29.13,-6.251
29.14,-8.935
29.15,-10.433
29.16,-10.74
29.17,-10.679
29.18,-10.438
29.19,-10.416
29.2,-10.445
29.21,-9.927
29.22,-9.066
29.23,-7.348
29.24,-6.091
29.25,-5.945
29.26,-6.213
29.27,-5.996
29.28,-5.066
29.29,-3.888
29.3,-2.884
29.31,-2.339
29.32,-2.285
29.33,-1.78
29.34,0.049
29.35,1.663
29.36,1.738
29.37,0.477
29.38,-0.728
29.39,-1.599
29.4,-1.822
29.41,-2.402
29.42,-3.392
29.43,-5.054
29.44,-6.924
29.45,-8.12
29.46,-8.57
29.47,-8.068
29.48,-6.305
29.49,-4.187
29.5,-1.314
29.51,2.261
29.52,4.995
29.53,6.237
29.54,6.32
29.55,5.274
29.56,4.228
29.57,4.089
29.58,4.916
29.59,5.831
29.6,7.022
29.61,7.373
29.62,6.183
29.63,3.038
29.64,-1.762
29.65,-6.614
29.66,-10.737
29.67,-14.283
29.68,-16.548
29.69,-18.884
29.7,-21.823
29.71,-25.159
29.72,-27.078
29.73,-25.884
29.74,-22.515
29.75,-17.874
29.76,-13.016
29.77,-8.189
29.78,-3.675
29.79,0.138
29.8,3.355
29.81,5.14
29.82,5.878
29.83,8.03
29.84,12.397
29.85,17.958
29.86,24.021
29.87,28.624
29.88,30.978
29.89,31.458
29.9,30.215
29.91,27.393
29.92,23.904
29.93,19.382
29.94,13.595
29.95,7.395
29.96,1.729
29.97,-2.86
29.98,-6.637
29.99,-9.047
30,-10.883
30.01,-13.016
30.02,-16.316
30.03,-20.624
30.04,-25.506
30.05,-29.863
30.06,-32.603
30.07,-32.712
30.08,-30.445
30.09,-26.361
30.1,-20.889
30.11,-14.508
30.12,-8.359
30.13,-3.166
30.14,-0.708
30.15,0.049
30.16,0.236
30.17,1.046
30.18,2.834
30.19,5.55
30.2,9.176
30.21,12.795
30.22,14.894
30.23,16.456
30.24,16.752
30.25,15.958
30.26,14.606
30.27,12.443
30.28,9.356
30.29,5.864
30.3,2.884
30.31,1.171
30.32,0.119
30.33,-0.629
30.34,-1.107
30.35,-0.632
30.36,-0.322
30.37,0.523
30.38,0.846
30.39,-0.186
30.4,-2.04
30.41,-3.706
30.42,-5.741
30.43,-6.53
30.44,-6.142
30.45,-5.337
30.46,-4.88
30.47,-5.083
30.48,-6.984
30.49,-9.916
30.5,-13.313
30.51,-15.593
30.52,-16.258
30.53,-16.849
30.54,-17.084
30.55,-16.645
30.56,-15.379
30.57,-14.239
30.58,-12.619
30.59,-9.959
30.6,-6.552
30.61,-2.403
30.62,2.373
30.63,7.522
30.64,12.922
30.65,18.559
30.66,23.514
30.67,26.793
30.68,28.058
30.69,28.887
30.7,30.087
30.71,31.901
30.72,33.754
30.73,33.611
30.74,30.952
30.75,25.286
30.76,18.74
30.77,11.469
30.78,5.205
30.79,-0.576
30.8,-5.982
30.81,-11.362
30.82,-17.502
30.83,-24.209
30.84,-30.324
30.85,-34.24
30.86,-36.773
30.87,-38.227
30.88,-37.45
30.89,-34.257
30.9,-28.971
30.91,-22.691
30.92,-15.759
30.93,-10.475
30.94,-6.771
30.95,-3.282
30.96,1.008
30.97,6.724
30.98,14.138
30.99,22.894
31,30.592
31.01,36.615
31.02,40.217
31.03,41.413
31.04,40.333
31.05,36.351
31.06,30.02
31.07,22.224
31.08,14.175
31.09,6.937
31.1,0.202
31.11,-5.377
31.12,-9.721
31.13,-13.576
31.14,-16.508
31.15,-18.95
31.16,-20.42
31.17,-21.214
31.18,-21.896
31.19,-23.488
31.2,-24.909
31.21,-25.005
31.22,-22.923
31.23,-18.404
31.24,-10.709
31.25,-1.762
31.26,6.931
31.27,14.144
31.28,18.907
31.29,20.606
31.3,20.568
31.31,19.737
31.32,19.414
31.33,19.437
31.34,18.516
31.35,17.286
31.36,15.939
31.37,14.69
31.38,13.605
31.39,12.094
31.4,10.22
31.41,6.955
31.42,3.208
31.43,-1.026
31.44,-4.743
31.45,-8.435
31.46,-10.905
31.47,-11.966
31.48,-11.46
31.49,-9.501
31.5,-6.989
31.51,-5.842
31.52,-6.039
31.53,-6.775
31.54,-7.637
31.55,-8.464
31.56,-7.891
31.57,-5.115
31.58,-0.523
31.59,4.222
31.6,8.701
31.61,12.58
31.62,15.366
31.63,17.417
31.64,18.33
31.65,17.557
31.66,16.032
31.67,13.908
31.68,11.708
31.69,9.968
31.7,9.211
31.71,9.862
31.72,10.336
31.73,8.958
31.74,5.533
31.75,0.951
31.76,-4.078
31.77,-9.054
31.78,-13.859
31.79,-18.637
31.8,-22.573
31.81,-24.073
31.82,-23.251
31.83,-19.968
31.84,-15.631
31.85,-11.123
31.86,-7.165
31.87,-4.255
31.88,-2.102
31.89,0.573
31.9,4.035
31.91,7.104
31.92,10.308
31.93,14.534
31.94,19.636
31.95,25.165
31.96,29.8
31.97,33.245
31.98,34.023
31.99,31.284
32,25.169
32.01,16.295
32.02,6.295
32.03,-2.129
32.04,-7.834
32.05,-11.069
32.06,-13.131
32.07,-15.099
32.08,-17.803
32.09,-20.966
32.1,-24.763
32.11,-28.844
32.12,-32.844
32.13,-36.646
32.14,-39.641
32.15,-40.16
32.16,-38.069
32.17,-32.998
32.18,-25.136
32.19,-14.784
32.2,-2.649
32.21,9.355
32.22,19.788
32.23,27.395
32.24,31.341
32.25,32.684
32.26,31.551
32.27,29.063
32.28,26.685
32.29,25.777
32.3,27.091
32.31,29.816
32.32,32.623
32.33,33.822
32.34,31.547
32.35,25.888
32.36,17.52
32.37,7.255
32.38,-2.99
32.39,-12.848
32.4,-21.302
32.41,-26.963
32.42,-29.567
32.43,-29.737
32.44,-28.161
32.45,-26.682
32.46,-26.937
32.47,-28.085
32.48,-29.465
32.49,-29.92
32.5,-28.019
32.51,-24.707
32.52,-20.028
32.53,-14.265
32.54,-8.18
32.55,-1.259
32.56,5.856
32.57,12.013
32.58,16.103
32.59,17.722
32.6,16.873
32.61,14.942
32.62,13.431
32.63,12.954
32.64,13.888
32.65,16.043
32.66,19.511
32.67,23.45
32.68,25.862
32.69,25.533
32.7,22.682
32.71,17.884
32.72,11.494
32.73,3.763
32.74,-4.419
32.75,-11.226
32.76,-15.087
32.77,-14.91
32.78,-12.177
32.79,-9
32.8,-6.78
32.81,-5.838
32.82,-6.7
32.83,-9.768
32.84,-14.162
32.85,-19.148
32.86,-23.414
32.87,-26.134
32.88,-26.957
32.89,-25.567
32.9,-20.944
32.91,-13.472
32.92,-4.886
