T,Sx,Sv,Sa
1,26.233081865433867,164.25523123066498,1118.5745674940365
1.01,24.14412316197831,153.08912165906227,981.271258780109
1.02,22.559001447659057,143.25473644672311,908.3085375187542
1.03,24.8676335011945,156.26528656782784,970.0448196274403
1.04,28.782786705317378,178.42398528026877,1071.5956645360552
1.05,31.38369435157115,186.76766457729562,1181.09456991681
1.06,31.6466668781504,190.91795079250747,1116.3127889054563
1.07,26.992353248593158,157.24470916654852,950.5716004935141
1.08,18.147615979909038,106.44246965411924,660.5305463742275
1.09,18.861238755063003,108.75041874242525,640.5528345450889
1.1,19.538010890958482,109.68880196563529,645.2486747182223
1.11,22.454646445067475,127.15881736957195,766.7330272341351
1.12,30.949208191474916,172.70719291931474,999.0871965684518
1.13,34.02935349709901,189.9109383674435,1072.4768748998215
1.14,32.51381597588854,181.76190020659885,1071.6121885721827
1.15,27.42200372762267,150.32437204257283,857.4701256896857
1.16,23.6755807460794,127.11007947673087,705.393983923665
1.17,19.10082011704544,105.59626395191847,607.4099754748892
1.18,18.54786066366651,103.23089953955584,578.5457124013218
1.19,18.134082076333538,98.74071416060004,538.9550580136207
1.2,17.439997896982785,92.80097517383356,531.2893376661085
1.21,16.62265117080679,86.76969086233252,513.4417847881645
1.22,16.591397590242046,83.03306900951686,495.56322012808647
1.23,17.94351351934476,86.62392722796797,496.2778187977366
1.24,17.353740691232996,84.62507138114336,461.1439823441466
1.25,15.231284638602045,79.57925582235694,431.2889324089274
1.26,14.869497195246144,76.13237227550675,411.12204894278904
1.27,15.253773257472263,75.72528753221081,383.12486662062037
1.28,16.27898430825694,79.47981698692209,426.7340737025144
1.29,17.019401408292566,81.57292039343827,429.790147068241
1.3,17.50185799942238,83.21333906060804,425.07313166577734
1.31,17.770796106399615,83.36124695572555,435.1654382955881
1.32,19.03333401310034,87.67344917623004,470.75527685735693
1.33,20.47896912199981,91.42675446713774,475.59216472064713
1.34,20.36047140414584,91.58502428622421,469.87559031472125
1.35,19.038940754551433,87.93523384557697,438.236669234717
1.36,18.064267744431508,80.35671748273712,391.2782871155761
1.37,18.119682915665177,81.78982558268616,410.8981700288794
1.38,17.657805711411775,78.38505136756861,387.43624622145853
1.39,15.708777761290843,71.67401547222971,340.3670050789561
1.4,12.640584283230254,57.130339869834614,327.4861478671795
1.41,10.408184487038866,46.17942130121618,326.99178364887723
1.42,8.991234681947928,39.68392508818799,326.93817655064106
1.43,8.346607617129234,38.906221496496826,326.1357969361582
1.44,8.721913770689918,38.90081942153298,323.43391729887554
1.45,9.45590142139351,40.36366647367264,317.976313706808
1.46,9.605435555164597,41.02525110299747,309.3659195954698
1.47,9.935065410973602,40.751997630703016,297.7181569172856
1.48,11.73669183748079,49.72455490220846,283.6106267985831
1.49,11.70442108481968,49.88016980156927,274.2929592063939
1.5,9.912039298505961,40.89082090259447,267.803985098824
1.51,8.648427933467044,39.35929363521749,259.5892911385403
1.52,8.686678720164235,39.58318741358931,249.3713616545536
1.53,11.076858690987066,45.01316039775139,237.93387417889124
1.54,13.294297254628201,54.11785273521705,234.93100840486522
1.55,13.830141533235018,57.386787590940926,232.01819948614093
1.56,12.876920897375644,54.09044782918865,227.14017509899233
1.57,11.664416546330301,49.06587339243469,221.64484651484062
1.58,11.726711159207927,49.02240809274155,215.82298947265343
1.59,13.394743178094613,55.305562963561556,223.09368721052073
1.6,15.449584630935218,62.12888531447309,239.24144986218505
1.61,16.75349758181868,64.16547930740926,272.42774117444293
1.62,16.782968690262738,63.99651478336488,293.14522920485797
1.63,18.432743552907123,69.87701191023702,338.5575828947909
1.64,20.6779825960884,78.78865204611209,368.80352272313377
1.65,22.32134876689073,84.03420932559773,380.9100290609002
1.66,23.513009345376133,89.23528375481722,374.11330441102854
1.67,24.220474850843548,93.50891757033143,382.04187189128896
1.68,24.50147773524993,93.93998981947028,375.46463428865525
1.69,24.257876087673,92.66153017909326,400.46274839625454
1.7,24.640709139776444,90.03482792370747,400.4385324634151
1.71,26.193296315304945,97.22335456745998,368.31387589602457
1.72,26.42500454272127,98.75111687888248,366.9538860998661
1.73,25.256525527244385,93.4384933045083,328.96447381660096
1.74,22.96998325457328,82.5614869564999,300.05982064166346
